"排名","代號","名稱","成交","漲跌價","漲跌幅","成交張數","更新日期","當日增減(%)","2日增減(%)","3日增減(%)","5日增減(%)","10日增減(%)","1個月增減(%)","3個月增減(%)","半年增減(%)","1年增減(%)","今年增減(%)"
"33","1217","愛之味","9.33","-0.17","-1.79","789","05/18","+0.88","-38.5","-39.7","-43.9","-43.9","-40.4","-12","-18.6","-43.2","-2.02"
"34","00852L","國泰美國道瓊正2","30.88","-0.86","-2.71","176","05/18","+2.98","+1.17","-2.81","-42.7","-23.8","-66.5","-59.9","+57.3","-86.1","+106"
"35","6486","互動","81.2","-0.8","-0.98","367","05/18","-39.1","-39.2","-41.2","-41.8","-44.5","-39.7","+29.8","+75","+151","-44.7"
"36","00640L","富邦日本正2","96.55","-0.85","-0.87","259","05/18","-5.25","-7.41","-8.71","-41.5","-45.8","-63.5","-62.6","+22.2","-17.7","-17.5"
"37","6109","亞元","10.85","-0.2","-1.81","1,073","05/18","0","0","0","-41.1","-43.1","-50.7","-59.5","-72","-93","-69.7"
"38","8210","勤誠","1380","-30","-2.13","1,281","05/18","-3.56","-11.1","-16","-41","-42.8","-39.5","+7.05","+69.2","-7.56","+19.6"
"39","00668","國泰美國道瓊","56.7","-0.6","-1.05","20","05/18","0","0","0","-40.3","+640","+517","+640","-14.9","+164","-39.3"
"40","4440","宜新實業","18.3","-0.35","-1.88","898","05/18","0","-13.7","-24.1","-40.1","-34.3","-54.4","-66.4","-79.5","-77.9","-76.1"
"41","2751","王座","52.3","-1.2","-2.24","7","05/18","-40","-62.5","-50","-40","-50","-57.1","-25","","","+200"
"42","6141","柏承","31.05","+2.8","+9.91","1,463","05/18","0","-37.9","-37.9","-40","-40","-45.5","-92.2","-94","-96.1","-93.5"
"43","00995A","主動中信台灣卓越","16.24","-0.09","-0.55","8,139","05/18","-1.47","-26.4","-34.6","-39.3","-40.8","-37.2","+13.5","","",""
"44","8147","正淩","190.5","+1.5","+0.79","1,838","05/18","-1","-7.02","-6.96","-39.1","-48.6","-35.4","+49.3","+59.8","+55","+75.5"
"45","009820","元大納斯達克精選","10.06","-0.09","-0.89","28,936","05/18","-22.3","-28.3","-28.5","-36.8","-4.99","","","","",""
"46","8942","森鉅","42.1","-0.4","-0.94","338","05/18","-6.73","-24.3","-27.5","-36.3","-8.83","-2.57","+8.4","+6.17","+80.9","+22.4"
"47","00764B","群益25年美債","27.22","-0.21","-0.77","9,697","05/18","0","-15.8","-23.8","-36","-50","-70.4","-70.9","-91.8","-98.1","-86.3"
"48","5209","新鼎","165","0","0","68","05/18","-5.88","-42.9","-40.7","-36","+45.5","-44.8","-70.9","","","-57.9"
"49","6806","森崴能源","14.05","-1.55","-9.94","201","05/18","-14.4","-21.1","-35.8","-35.9","-37.8","-41.1","-64.7","-76.2","-70.3","-71.2"
"50","00923","群益台ESG低碳50","37.55","-0.13","-0.35","3,903","05/18","+1.69","-1.45","-2.16","-35.4","-3.04","-17.1","-64.5","+634","+8.82","+497"
"51","3325","旭品","12","-0.05","-0.41","236","05/18","0","-22.8","-22.8","-34.8","-37.2","-41.1","-52.9","-70.6","-82.2","-67"
"52","8487","愛爾達-創","78.5","+0.3","+0.38","36","05/18","-33.3","-32.1","-33.3","-34.5","+125","+125","+157","+3,500","","+3,500"
"53","00996A","主動兆豐台灣豐收","13.65","0","0","11,443","05/18","-10.7","-16.8","-13.7","-34","-31.6","+75.6","","","",""
"54","009819","中信數據及電力","10.06","-0.1","-0.98","11,733","05/18","+5.3","-9.45","-23.7","-32.4","-40","","","","",""
"55","1438","三地開發","20.25","-0.25","-1.22","42","05/18","-1.61","+3.39","-30.7","-32.2","-41.9","-44","-71.4","-84.9","-90.5","-77.2"
"56","1236","宏亞","23.35","-1.1","-4.5","116","05/18","-12.2","-13","-11.4","-32.2","-18.1","+7.18","+40.6","+55.2","+6.01","+64.4"
"57","00645","富邦日本","53.95","-0.4","-0.74","204","05/18","-25.6","-27.5","-19.4","-31","-21.6","-34.1","-50","-67","-54","-31"
"58","6227","茂綸","119","-5.5","-4.42","4,945","05/18","-17.3","-29.9","-29.8","-30.8","-27.4","-29.8","-29.4","-28","-19","-25.6"
"59","6683","雍智科技","1800","+65","+3.75","860","05/18","-5.78","-22.8","-25.5","-29.7","-29.7","-14.5","-5.64","","","+179"
"60","3036","文曄","263.5","-6.5","-2.41","8,559","05/18","+5.83","-8.2","-8.89","-29.5","+13.5","+63.7","+206","+151","+59.8","+160"
"61","5478","智冠","97.9","+0.1","+0.1","224","05/18","-26.4","-26.2","-29.8","-29.1","-29.1","-18.5","-21.6","-17.3","-20.1","-25.4"
"62","1809","中釉","37.6","-1","-2.59","3,027","05/18","+0.38","-2.64","-7.88","-28.4","+5.44","+7.53","+40.1","+72.7","+42.3","+82.7"
"63","1721","三晃","29.3","-2.1","-6.69","5,575","05/18","0","-18.9","-27.9","-27.9","-29.1","-72.4","-82.3","-94.5","-96.6","-90.6"
"64","8488","吉源-KY","10.85","+0.96","+9.71","358","05/18","-18.8","-18.8","-18.8","-27.8","-13.3","-18.8","-43.5","-53.6","-68.3","-40.9"
"65","00913","兆豐台灣晶圓製造","43.51","-0.21","-0.48","1,249","05/18","-34.4","-35.4","-26.3","-27.6","-12.5","+7.69","-84.2","+4,100","+1,300","+16.7"
"66","6624","萬年清","46.6","-0.05","-0.11","23","05/18","-3.61","-2.6","-2.09","-27.5","-34.2","-27.2","-34.6","","","-39.3"
"67","6967","汎瑋材料","73","+0.9","+1.25","25","05/18","0","-0.84","-8.56","-27.5","-21.9","+1.73","+69.1","","","-15.2"
"68","8908","欣雄","40.5","+0.25","+0.62","159","05/18","-1.01","-1.01","-15.9","-27.4","-34.4","-40.2","+460","+232","+244","+256"
"69","7734","印能科技","3705","-45","-1.2","520","05/18","-8.85","-16.9","-18.1","-27.4","-35.5","-48.1","-2.45","","","+586"
"70","00987A","主動台新優勢成長","16.54","+0.04","+0.24","7,345","05/18","-1.48","-14.5","-13.2","-27.4","-27.9","-31.2","+156","","","+6.53"
"71","6525","捷敏-KY","110.5","+5.5","+5.24","1,515","05/18","-0.41","-22.8","-25.3","-26.9","+30.2","+71.5","+41.6","+40.9","+90.9","+46.3"
"72","1108","幸福","13.7","-0.15","-1.08","411","05/18","-11.9","-2.8","+1.79","-26.8","-26.7","-23.4","+4.45","+14.3","+29.1","+21.3"
"73","1709","和益","18","-0.2","-1.1","1,068","05/18","-26.4","-27.3","-26.7","-26.7","-25.6","-31.2","-18.8","-19.6","-12.6","-29.5"
"74","00911","兆豐洲際半導體","54.6","-1.1","-1.97","463","05/18","-0.72","-24.3","-22.6","-26.7","+82.7","+281","+523","+242","+108","+342"
"75","6103","合邦","37.9","+0.25","+0.66","2","05/18","0","0","0","-26.3","-26.3","-22.2","","","",""
"76","3388","崇越電","99","+1.8","+1.85","1,768","05/18","-2.47","-35.9","-39","-26.3","-17.3","+49.6","+1,733","+1,858","+2,381","+1,806"
"77","5516","雙喜","10.9","+0.2","+1.87","11","05/18","0","0","0","-25.8","-25.8","-32.4","-59.3","-86.3","-92.2","-74.7"
"78","00998A","主動復華金融股息","15.75","-0.18","-1.13","1,463","05/18","+0.6","-17.7","-18.1","-25.8","-17.7","-41.4","","","",""
"79","1443","立益物流","26.3","+0.1","+0.38","21","05/18","0","-25.5","-25.5","-25.5","+40","+25","-28.6","-64.6","-68.5","-65.7"
"80","1560","中砂","649","+7","+1.09","1,363","05/18","-0.16","-3.5","+2.98","-25.5","-10.5","+6.49","-17.1","-56.8","-25.4","-39.7"
"81","3557","嘉威","25.25","-1.75","-6.48","192","05/18","+0.5","-6.07","-8.64","-25.1","-25.1","-3.13","-16.6","-32.1","-39.8","-15.4"
"82","3372","典範","19.2","-0.35","-1.79","605","05/18","-25","-25","-25","-25","-25","-40","-84.2","-99.7","-99.9","-99.4"
"83","6173","信昌電","166","+11","+7.1","1,810","05/18","-3.26","-5.49","-10.2","-24.6","-16.2","+0.66","+42.1","+55","+294","+57.2"
"84","6206","飛捷","130","0","0","2,431","05/18","+3.28","-2.66","-9.29","-24.5","-16.4","-16.2","-25.3","-31.3","-51.9","-23.7"
"85","3011","今皓","12.4","+0.05","+0.4","497","05/18","-0.28","-4.72","-16.3","-24.5","-34.6","-28.9","+33.3","+48.5","+64.3","+11"
"86","00900","富邦特選高股息30","16.69","+0.01","+0.06","10,233","05/18","+14.9","+38.5","+29.8","-24.4","-38.5","-53.9","-62.3","-94.1","-89.5","-87"
"87","2465","麗臺","76","-1.3","-1.68","1,737","05/18","-8.96","-13.1","-17","-24.3","-26.6","+306","+203,100","+371","+212","+1,010"
"88","00735","國泰臺韓科技","96.9","-0.1","-0.1","2,767","05/18","-2.3","-17.1","-13.1","-24.3","+35.1","+16.5","+329","+1,932","+11,376","+559"
"89","6023","元大期","97.9","-0.8","-0.81","242","05/18","-31.2","-31.4","-29.2","-24.1","-44.2","-16.5","-38.1","-19.3","-39.6","-41.3"
"90","1714","和桐","9.75","-0.09","-0.91","4,573","05/18","-15.9","-14.8","-14","-23.9","-22.6","-14.8","+46.1","+21.3","+24.6","+22.2"
"91","00949","復華日本龍頭","20.05","-0.08","-0.4","1,063","05/18","0","-7.69","-23","-23.8","-5.26","-9.43","+42.6","-52.5","-84.1","-19.1"
"92","4442","竣邦-KY","51","0","0","92","05/18","+3.57","+11.5","-35.6","-23.7","+16","-12.1","-50.8","","","-69.1"
"93","00885","富邦越南","19.27","+0.02","+0.1","3,862","05/18","-0.6","-1.42","-6.42","-23.6","-32.9","-63.9","-80.5","-85.1","-60.6","-82.4"
"94","1109","信大","14.6","-0.25","-1.68","493","05/18","-25.8","-24.4","-23.2","-23.4","-32.1","-36","-51.9","-52.3","-55.7","-51.3"
"95","00985A","主動野村台灣50","20.7","-0.21","-1","8,152","05/18","-0.44","-12.9","-18.7","-22.5","+6.17","-1.84","+52.8","+1.7","","+40.2"
"96","3501","維熹","39.8","-0.15","-0.38","386","05/18","-0.46","-0.46","-13.7","-22.4","-23.9","-25.2","-21.4","+32.3","+56.8","+41.3"
"97","6508","惠光","23.45","-0.55","-2.29","114","05/18","-21.9","-21.9","-22.1","-22.3","-27.8","-32.3","+217","+228","+113","+228"
"98","1730","花仙子","52.7","+0.1","+0.19","27","05/18","0","-12.5","-36.4","-22.2","-22.2","+40","-12.5","+16.7","-30","+16.7"
"99","9925","新保","40.15","-0.05","-0.12","252","05/18","0","-22.2","-22.2","-22.2","-22.2","+75","-80.6","-22.2","-30","-50"
"100","6561","是方","338","-0.5","-0.15","122","05/18","-9.04","-18.8","-20.8","-22.2","-24.6","-22.8","-11.1","-24.8","+0.97","-34"
"101","4919","新唐","148.5","-6","-3.88","17,042","05/18","-5.85","-12.4","-19.7","-21.9","-3.81","-2.48","+204","+248","+337","+223"
"102","009812","野村日本東證","12","-0.03","-0.25","1,137","05/18","0","+12.5","-20.6","-21.7","-23.9","-11.5","-83.1","-43.8","","+20"
"103","1423","利華","40.8","-0.3","-0.73","6","05/18","-1.43","-9.21","-19.8","-21.6","-24.2","-44.8","+68.3","-8","-70.3","+86.5"
"104","1590","亞德客-KY","1450","-15","-1.02","762","05/18","-0.55","-9.45","-14.2","-21.6","-39.5","+52.9","-12.5","-16.5","+44.4","+5.81"
"105","4931","新盛力","187.5","+4","+2.18","8,471","05/18","+1.59","-12.1","-7.77","-21.4","-15.2","-1.89","+13.1","+12.2","-7.39","-11.2"
"106","4556","旭然","38.8","+0.25","+0.65","253","05/18","-32.1","-37.2","-35","-21.4","-39.5","-59.8","-38.8","-53","-66.8","-41.4"
"107","2414","精技","49.1","+0.8","+1.66","308","05/18","-2.59","-8.74","-14.9","-21.3","-14.2","-18.3","-16.8","-42.7","-76.1","-26"
"108","6259","百徽","23.35","-0.1","-0.43","444","05/18","+0.2","-5.41","-45.4","-21.2","-8.58","-28.6","+17.8","","","+17.5"
"109","3556","禾瑞亞","51.2","-1","-1.92","461","05/18","-18","-18.6","-19.2","-21.1","-15.6","+60.9","+84.7","+103","+41.1","+103"
"110","3669","圓展","36.8","-0.95","-2.52","371","05/18","-20.1","-20.6","-21","-21","-36.2","-22.4","-4.13","-9.62","-10.7","-22.2"
"111","00927","群益半導體收益","34.9","-0.12","-0.34","20,253","05/18","+1.57","-1.68","-12.7","-20.9","+18.6","-42.3","+53.6","+938","+159","+805"
"112","3592","瑞鼎","251.5","+3","+1.21","477","05/18","-0.11","+3.14","-2.54","-20.8","-14.2","-9.62","-13.4","+34.6","+49.5","-23.3"
"113","1735","日勝化","25.3","-0.75","-2.88","394","05/18","-1.07","-3.8","-4.35","-20.8","-5.86","-22.7","+69","+88.5","+137","-2.11"
"114","1216","統一","74.7","-1","-1.32","10,539","05/18","+6.92","0","-11.7","-20.7","-2.17","+12.4","-25.2","+0.46","-15.5","+17.5"
"115","6224","聚鼎","73.4","+1.7","+2.37","1,183","05/18","-0.55","-15.7","-20.3","-20.7","-3.91","+20.7","+208","+163","+173","+197"
"116","5425","台半","77.9","+5.9","+8.19","20,703","05/18","-1.36","-8","-8.86","-20.6","+20.6","+15.9","+61.4","+20.1","+18.4","+39.9"
"117","3416","融程電","168.5","+5.5","+3.37","578","05/18","+2.21","-3.58","-3.26","-20.4","+0.43","+4.23","-17","-19.5","+97.9","-19.3"
"118","4441","振大環球","204.5","-1.5","-0.73","40","05/18","+1.77","-3.36","-3.36","-20.1","-2.54","+6.48","","","",""
"119","5236","凌陽創新","163","+2","+1.24","242","05/18","+1.63","-0.53","-16.9","-20.1","-14.4","+15.8","-21.8","-44.3","-19.4","-25.3"
"120","1232","大統益","148","-0.5","-0.34","44","05/18","0","0","0","-20","-20","-20","-77.8","-50","-76.5","-50"
"121","7584","樂意","28.55","+0.15","+0.53","6","05/18","0","0","+12","-20","+3.7","-6.67","+3.7","","",""
"122","00401A","主動摩根台灣鑫收","12.35","-0.03","-0.24","7,357","05/18","-20.6","-21.7","-20.7","-19.9","-46.7","-45.5","","","",""
"123","2707","晶華","172.5","+0.5","+0.29","123","05/18","-2.33","-3.45","-2.89","-19.6","-16.4","-6.67","-2.89","-36.4","-71.2","-31.4"
"124","6510","精測","3720","-15","-0.4","622","05/18","-0.31","-6.47","-9.4","-19.6","-7.29","+4.43","+141","+9.09","+74.2","+93.9"
"125","00910","第一金太空衛星","75.8","+1.35","+1.81","3,474","05/18","+18.6","+13.8","+9.59","-19.5","-18.2","-16.3","-25.1","+72.3","+291","+73.3"
"126","8917","欣泰","52.6","-0.6","-1.13","33","05/18","-10.7","-10.7","-10.7","-19.4","-26.5","-52.8","+2,400","+733","+2,400","+733"
"127","4949","有成精密","87.5","+1.8","+2.1","1,430","05/18","-3.36","-4.8","-15","-19.3","-11","+0.75","+64.6","+25.3","+30.7","+20.5"
"128","3570","大塚","172","+0.5","+0.29","25","05/18","0","+4.08","+4.08","-19","+143","+82.1","+24.4","","","+155"
"129","2342","茂矽","39.65","-0.8","-1.98","3,850","05/18","-7.18","-13.1","-20.8","-19","+5.41","+31.7","+14.7","+7.55","+32","+18.5"
"130","00888","永豐台灣ESG","30.31","-0.35","-1.14","6,591","05/18","-5.6","-2.08","-8.1","-18.8","-11.2","-67.6","+3,556","+854","+545","+339"
"131","2316","楠梓電","126.5","-3","-2.32","8,578","05/18","+3.4","-0.86","-10.1","-18.7","-10","+2.83","+4.2","-16.2","+78.4","-0.12"
"132","3045","台灣大","114","-0.5","-0.44","12,852","05/18","+57.5","+99.7","+18.2","-18.7","-0.65","+47.8","-36.8","-70.8","+118","+11.3"
"133","5607","遠雄港","48.4","+0.7","+1.47","479","05/18","-3.32","-10.3","-10.7","-18.6","-18.3","-13","+2.01","-17.4","-14.6","-3.12"
"134","6596","寬宏藝術","96.7","-0.8","-0.82","340","05/18","-15.9","-17.3","-20.4","-18.6","-8.54","-12.6","-52.9","-36","-21.7","-29.7"
"135","3026","禾伸堂","359.5","+32.5","+9.94","2,022","05/18","-2.19","-5.88","-10.2","-18.6","-38.9","-41.1","+293","+293","+2,895","+250"
"136","6642","富致","76.7","+6.9","+9.89","349","05/18","+2.49","-8.67","-16.9","-18.4","-9.58","-23.5","-11.4","+1.68","+52.8","-33.2"
"137","2467","志聖","594","+7","+1.19","1,507","05/18","-1.17","-0.56","-1.53","-18.2","-29.9","-26.3","-14.7","-32.6","+61.9","-38.8"
"138","6944","兆聯實業","924","+27","+3.01","1,084","05/18","-0.56","-4.13","-4.13","-18","-10.1","-17.6","+43","","","+33.3"
"139","00994A","主動第一金台股優","16.7","-0.23","-1.36","10,787","05/18","-1.24","-12.6","-11.8","-17.5","-14.6","-11.5","+1,918","","",""
"140","6788","華景電","403.5","-4.5","-1.1","971","05/18","-0.69","-14.4","-14.8","-17.5","-16.8","-29","+5.04","-3.33","+24.8","-40.7"
"141","6020","大展證","21.3","+0.3","+1.43","41","05/18","+1.02","+2.06","-6.6","-17.5","+86.8","+96","+63.6","+139","+102","+136"
"142","3171","炎洲流通","67.7","-0.2","-0.29","26","05/18","+2.38","+2.38","+2.38","-17.3","-37.7","-71.3","-91.2","-90.7","-52.7","-91"
"143","3354","律勝","31.35","-1.65","-5","987","05/18","+0.66","-3.49","-9.01","-17.3","+31.4","+21.3","+51.5","+88.7","+84.4","+44.3"
"144","7728","光焱科技","696","-13","-1.83","149","05/18","-7.33","-11.6","-9.04","-17.2","+7.03","-10.7","-14.7","","","+10.6"
"145","6609","瀧澤科","42.55","+1.45","+3.53","627","05/18","-2.18","-4.32","-4.85","-17.1","-11","-0.53","-5.52","-12.8","-27.5","-8.28"
"146","4745","合富-KY","17.85","-0.85","-4.55","128","05/18","-3.21","-2.16","-4.23","-17","-33.9","-62.3","-66.5","-63.1","-19.6","-81.8"
"147","9931","欣高","33.75","0","0","119","05/18","-2.59","-8.87","-9.6","-16.9","-39.2","-51.7","+1,514","+528","+438","+606"
"148","00912","中信臺灣智慧50","29.96","-0.49","-1.61","887","05/18","-44.4","+66.7","+66.7","-16.7","+150","-90.2","-28.6","-76.2","-98.6","-82.8"
"149","00932","兆豐永續高息等權","16.3","-0.03","-0.18","1,342","05/18","0","0","0","-16.7","-68.8","-87.8","-86.5","-97.2","-97.9","-94.8"
"150","2007","燁興","6.89","-0.09","-1.29","409","05/18","-16.7","-16.7","-16.7","-16.7","-16.7","-96.3","-97.9","-99.3","-99.7","-98.4"
"151","7782","光速火箭","26.75","-0.05","-0.19","15","05/18","0","-16.7","-16.7","-16.7","-54.5","","","","",""
"152","8047","星雲","50.3","-0.9","-1.76","48","05/18","0","0","0","-16.7","-16.7","-28.6","-70.6","-73.7","-99.6","-70.6"
"153","3010","華立","125","-3.5","-2.72","1,551","05/18","-5.81","-6.48","-17.3","-16.6","-13.4","+8.41","+14.2","-8.6","+32.1","-17.8"
"154","6203","海韻電","68.6","+0.5","+0.73","181","05/18","-1.61","-3.67","-8.93","-16.6","+8.58","+5.46","-3.67","-29.8","-30.5","-36.9"
"155","3716","中化控股","34.15","+0.45","+1.34","225","05/18","+0.82","-6.83","-10.1","-16.6","-12.8","-11.9","-23","-22","-39","-23.9"
"156","4401","東隆興","14.75","-0.05","-0.34","171","05/18","-0.92","-16.6","-16.9","-16.6","-15.4","-14.2","-27.7","-13","+7.76","-26"
"157","00896","中信綠能及電動車","25.95","-0.12","-0.46","2,045","05/18","+0.57","+0.28","-12.4","-16.5","-15.6","+59","+139","+253","+253","-73.2"
"158","2455","全新","387","+28.5","+7.95","2,921","05/18","-2.28","-4.65","-6.82","-16.5","-31","-20.5","-30.8","+24.3","-31.2","-0.61"
"159","00670L","富邦NASDAQ正2","201.5","-5.1","-2.47","1,765","05/18","-1","-13.1","-14.6","-16.5","-22.2","-28.5","0","+7.2","-56","-5.27"
"160","1215","卜蜂","141.5","+1.5","+1.07","1,891","05/18","+1.81","+1.08","+1.08","-16.4","-41.8","-59.6","-31.1","-61.8","-41.6","-60.7"
"161","2065","世豐","33.5","0","0","53","05/18","-4.19","-6.98","-11.1","-16.2","-62","-75.9","+12.7","-10.6","-31.9","+8.84"
"162","00899","FT潔淨能源","27.42","-0.1","-0.36","198","05/18","0","-19","-20.3","-16.1","-79","-69.3","-68.9","-74.5","-35.6","-71"
"163","3221","台嘉碩","44.6","+4.05","+9.99","7,433","05/18","-8.97","-9.41","-12.1","-16","-9.15","-7.13","+67","+129","+182","+179"
"164","6278","台表科","210","-10.5","-4.76","21,255","05/18","-10.9","-11","-14.6","-16","-18.4","-15.2","+482","+416","+545","+330"
"165","00656R","國泰中國A50反1","5.86","+0.08","+1.38","347","05/18","0","0","0","-15.9","+7.41","+12.6","-54.7","-64.5","-64.5","-55"
"166","2753","八方雲集","175.5","-1.5","-0.85","502","05/18","+0.71","+0.71","+2.15","-15.9","-26.3","-24.5","+0.71","-48","-81.2","+2.89"
"167","4927","泰鼎-KY","47.95","-0.45","-0.93","9,976","05/18","-2.86","-9.38","-7.81","-15.9","-17","+2.32","+18.7","+16.1","+149","+1.57"
"168","6916","華凌","16.95","-0.95","-5.31","181","05/18","-13.6","-14.4","-14.4","-15.9","-14.9","-7.68","-18","-14.7","-48.9","-30.7"
"169","2064","晉椿","12.9","+0.05","+0.39","4","05/18","0","0","-5.88","-15.8","-38.5","-57.9","-62.8","-88.7","-91.3","-50"
"170","2451","創見","328.5","-7.5","-2.23","5,277","05/18","-1.82","-4.44","-11.9","-15.5","-30.2","+6.35","-6.56","+98.1","+836","-0.11"
"171","2107","厚生","24.85","-0.35","-1.39","422","05/18","+0.76","-2.94","-2.22","-15.4","-15.9","-18.5","-31.2","-65.3","-86.2","-47.4"
"172","00400A","主動國泰動能高息","13.05","-0.15","-1.14","63,542","05/18","-13.5","-14.7","-16.4","-15.4","+7.67","+116","","","",""
"173","6865","偉康科技","28.2","-1.65","-5.53","76","05/18","-6.86","-6.61","-9.72","-15.3","-15.3","-15.6","-53.7","","","-53.4"
"174","6823","濾能","79.9","-2.1","-2.56","225","05/18","-1.73","-0.82","-12.3","-15.3","-32.5","+66","+447","","",""
"175","1219","福壽","12.5","-0.3","-2.34","983","05/18","-16.1","-16.2","-15.2","-15.2","+35.8","+52.7","+0.54","+75.8","-36.8","+54.6"
"176","4148","全宇生技-KY","33.6","-1.4","-4","173","05/18","-12.3","-12.4","-10.8","-15.2","-19.1","-12.1","+8.61","-14.8","+27.7","+12.1"
"177","6166","凌華","113.5","+1.5","+1.34","7,895","05/18","-6.35","-2.09","-20.8","-15.2","-13.3","+2.88","+67.1","+27.2","+35.5","+31.3"
"178","00666R","富邦恒生國企反1","9.08","+0.15","+1.68","48","05/18","-0.18","-7.85","-15.1","-15.1","-15.4","+10.9","-3.57","-54.6","-66.2","-47.3"
"179","00920","富邦ESG綠色電力","25.65","-0.56","-2.14","1,909","05/18","+4.08","-20.3","-21.5","-15","-32","-40","-76.7","-63.3","+219","-64.8"
"180","00642U","期元大S&P石油","32.62","+1.62","+5.23","6,062","05/18","-10.3","-9.22","-9.54","-14.8","-16.5","-35.3","+550","+128","+203","+71.5"
