"排名","代號","名稱","市場","成交","漲跌價","漲跌幅","成交張數","法人買賣日期","外資買賣超張數","投信買賣超張數","自營買賣超張數","合計買賣超張數","外資持有(千張)","外資持股(%)","法人買賣超註記"
"929","1436","華友聯","市","38","+0.45","+1.2","834","08/19","+55","0","0","+55","12.1","6.2","＋・・"
"930","2753","八方雲集","市","185","+2.5","+1.37","287","08/19","+192","0","0","+192","4.16","6.2","＋・・"
"931","6164","華興","市","11.65","-0.15","-1.27","338","08/19","-3","0","-20","-23","4.99","6.2","－・－"
"932","1799","易威","櫃","29.95","-0.05","-0.17","76","08/19","-24","0","0","-24","15.5","6.2","－・・"
"933","3003","健和興","市","64.5","-3.4","-5.01","982","08/19","-429","0","-30","-459","9.69","6.2","－・－"
"934","3176","基亞","櫃","34","-0.95","-2.72","314","08/19","-86","0","0","-86","8.67","6.2","－・－"
"935","2489","瑞軒","市","31.3","+0.2","+0.64","6,925","08/19","+731","-3","-13","+715","37.8","6.2","＋－－"
"936","1449","佳和","市","12.05","-0.15","-1.23","194","08/19","-51","0","0","-51","7.87","6.2","－・・"
"937","4590","富田-創","市","86.5","0","0","455","08/19","+129","0","-5","+124","3.4","6.2","＋・－"
"938","1595","川寶","櫃","62","0","0","124","08/19","+19","0","+1","+20","3.48","6.2","＋・＋"
"939","2504","國產","市","30.6","-0.05","-0.16","1,325","08/19","+342","-12","-42","+288","72.6","6.2","＋－－"
"940","6732","昇佳電子","櫃","150.5","0","0","141","08/19","+4","0","+1","+5","3.01","6.2","＋・＋"
"941","1219","福壽","市","11","-0.25","-2.22","386","08/19","-6","0","0","-6","21","6.1","－・・"
"942","4114","健喬","櫃","30.25","+0.25","+0.83","1,162","08/19","+822","0","-132","+689","33.8","6.1","＋・－"
"943","5511","德昌","櫃","71","+0.7","+1","146","08/19","+56","0","0","+56","8.33","6.1","＋・・"
"944","1110","東泥","市","15.9","+0.05","+0.32","497","08/19","-19","0","+3","-16","34.8","6.1","－・＋"
"945","6840","東研信超","櫃","82.4","-0.6","-0.72","233","08/19","+50","0","0","+50","1.87","6.1","＋・・"
"946","1727","中華化","市","92.7","+3.6","+4.04","18,358","08/19","+1,814","0","-69","+1,744","7.79","6.1","＋・－"
"947","1593","祺驊","櫃","31.8","+0.1","+0.32","4","08/19","+1","0","0","+1","2.41","6","＋・・"
"948","00678","群益那斯達克生技","市","42.45","+0.5","+1.19","439","08/19","+52","0","-44","+8","0.54","6","＋・－"
"949","6449","鈺邦","市","226","+2","+0.89","508","08/19","+53","0","-5","+48","5.55","6","＋・－"
"950","8227","巨有科技","櫃","148","-1.5","-1","234","08/19","+12","0","+2","+14","2.39","6","＋・＋"
"951","2887I","台新新光辛特","市","9.52","0","0","1,761","08/19","-230","0","0","-230","186","6","－・・"
"952","3518","柏騰","市","27.7","-0.5","-1.77","197","08/19","-13","0","0","-13","6.17","6","－・・"
"953","8234","新漢","櫃","70.6","+2.4","+3.52","1,160","08/19","+26","0","+22","+48","8.47","6","＋・＋"
"954","8462","柏文","市","174","0","0","119","08/19","+25","0","+1","+27","4.82","6","＋・＋"
"955","0057","富邦摩台","市","307.8","-5.7","-1.82","31","08/19","-1","0","-5","-6","0.09","6","－・－"
"956","5498","凱崴","櫃","49.2","-0.6","-1.2","1,200","08/19","-125","0","-6","-131","11.6","6","－・－"
"957","1536","和大","市","50.2","-0.2","-0.4","884","08/19","-131","0","+13","-119","16.6","6","－・＋"
"958","2485","兆赫","市","40.35","-0.25","-0.62","2,163","08/19","+86","0","+115","+200","19","6","＋・＋"
"959","3305","昇貿","市","109.5","0","0","1,107","08/19","+25","0","-27","-2","8.55","6","＋・－"
"960","2399","映泰","市","45.1","-0.05","-0.11","2,875","08/19","+427","0","-4","+423","10.6","6","＋・－"
"961","1446","宏和","市","13.6","-0.1","-0.73","88","08/19","-29","0","-14","-43","8.18","5.9","－・－"
"962","6177","達麗","市","48.4","-0.7","-1.43","4,152","08/19","-930","0","+152","-778","28.1","5.9","－・＋"
"963","2491","吉祥全","市","38.15","-1.05","-2.68","934","08/19","-66","0","-4","-70","4.87","5.9","－・－"
"964","8421","旭源","櫃","13.15","-0.05","-0.38","46","08/19","+11","0","-4","+7","3.24","5.9","＋・－"
"965","2633","台灣高鐵","市","25.9","0","0","2,699","08/19","+137","+47","-111","+73","332","5.9","＋＋－"
"966","00996A","主動兆豐台灣豐收","市","13.62","-0.28","-2.01","4,502","08/19","+15","0","+1,169","+1,184","18.2","5.9","＋・＋"
"967","3687","歐買尬","櫃","65.2","+0.7","+1.09","38","08/19","0","0","-6","-6","1.77","5.9","・・－"
"968","2331","精英","市","19.5","-0.75","-3.7","2,802","08/19","-640","0","+22","-618","32.7","5.9","－・＋"
"969","6530","創威","櫃","79.9","-0.9","-1.11","467","08/19","-35","0","0","-35","1.98","5.9","－・＋"
"970","1516","川飛","市","14.7","-0.1","-0.68","1","08/19","-1","0","0","-1","2.33","5.8","－・・"
"971","6762","達亞","櫃","170","0","0","0","08/19","0","0","0","0","2.15","5.8","・・・"
"972","00989A","主動摩根美國科技","市","16.94","-0.41","-2.36","1,276","08/19","-716","0","+778","+62","4.13","5.8","－・＋"
"973","5512","力麒","櫃","7.79","-0.01","-0.13","199","08/19","+123","0","0","+123","44.4","5.8","＋・＋"
"974","1736","喬山","市","129","0","0","292","08/19","+19","-3","+2","+18","17.5","5.8","＋－＋"
"975","7839","達人網","櫃","45","0","0","12","08/19","+7","0","-3","+4","0.87","5.8","＋・－"
"976","2852","第一保","市","27.65","+0.3","+1.1","629","08/19","+290","0","0","+290","17.3","5.7","＋・・"
"977","6535","順藥","櫃","81","-2.1","-2.53","378","08/19","-91","-30","+1","-120","9.61","5.7","－－＋"
"978","4413","飛寶企業","櫃","19.6","0","0","21","08/19","+1","0","0","+1","1.79","5.7","＋・・"
"979","3085","新零售","櫃","11.95","+0.05","+0.42","5","08/19","0","0","0","0","3.93","5.7","・・・"
"980","4974","亞泰","櫃","68.2","-0.5","-0.73","83","08/19","+32","0","0","+32","4.13","5.7","＋・－"
"981","1451","年興","市","17.25","-0.15","-0.86","70","08/19","-15","0","0","-15","11.2","5.7","－・・"
"982","2534","宏盛","市","16.9","+0.1","+0.6","200","08/19","+122","0","0","+122","26.9","5.7","＋・・"
"983","9910","豐泰","市","68.8","-0.3","-0.43","1,449","08/19","+983","+16","-100","+900","56","5.7","＋＋－"
"984","8446","華研","櫃","85.1","-0.4","-0.47","51","08/19","+19","0","0","+19","2.99","5.6","＋・・"
"985","1233","天仁","市","27.55","-0.25","-0.9","23","08/19","-7","0","0","-7","5.1","5.6","－・・"
"986","5398","慕康生醫","櫃","14.2","+0.25","+1.79","86","08/19","+13","0","0","+13","2.79","5.6","＋・－"
"987","6161","捷波","櫃","50.4","+0.2","+0.4","39","08/19","-10","0","-1","-11","3.17","5.6","－・－"
"988","3607","谷崧","市","13.9","0","0","115","08/19","+21","0","0","+21","6.84","5.6","＋・・"
"989","1718","中纖","市","10.45","-0.05","-0.48","14,668","08/19","+1,804","+7","+63","+1,875","94.6","5.6","＋＋＋"
"990","3528","安馳","市","84","-2.1","-2.44","221","08/19","-4","0","0","-4","3.74","5.6","－・－"
"991","1734","杏輝","市","32","+0.35","+1.11","353","08/19","+140","0","0","+140","10.6","5.6","＋・・"
"992","3013","晟銘電","市","83.3","+0.2","+0.24","779","08/19","+235","-2","-15","+218","11.5","5.6","＋－－"
"993","5603","陸海","櫃","14.4","+0.05","+0.35","85","08/19","+12","0","0","+12","5.86","5.6","＋・－"
"994","6884","海柏特","櫃","30.5","-1.05","-3.33","5","08/19","0","0","0","0","1.03","5.6","・・・"
"995","6835","圓裕","市","30.7","-0.3","-0.97","23","08/19","-3","0","0","-3","3.69","5.6","－・・"
"996","00991A","主動復華未來50","市","17.71","-0.43","-2.37","142,664","08/19","+7,061","-5,326","+27,830","+29,565","268","5.5","＋－＋"
"997","1512","瑞利","市","6.54","-0.01","-0.15","83","08/19","-11","0","0","-11","5.41","5.5","－・・"
"998","6151","晉倫","櫃","36","-0.95","-2.57","157","08/19","-58","0","-7","-65","3.04","5.5","－・－"
"999","2913","農林","市","11","-0.1","-0.9","796","08/19","+111","0","-55","+56","43.3","5.5","＋・－"
"1000","8279","生展","櫃","84.6","-0.9","-1.05","38","08/19","-3","0","0","-3","1.48","5.5","－・・"
"1001","2402","毅嘉","市","52.2","-0.2","-0.38","1,204","08/19","-15","0","-25","-40","16.8","5.5","－・－"
"1002","8341","日友","市","75.7","-0.1","-0.13","144","08/19","+21","0","0","+21","7.11","5.5","＋・－"
"1003","2104","國際中橡","市","10.3","-0.05","-0.48","1,765","08/19","+677","0","-15","+662","53.8","5.4","＋・－"
"1004","3437","榮創","市","16.75","-0.25","-1.47","278","08/19","+39","0","-1","+38","7.88","5.4","＋・－"
"1005","4178","永笙-KY","市","17","-0.2","-1.16","107","08/19","-10","0","0","-10","11.8","5.4","－・・"
"1006","6167","久正","櫃","10.65","-0.05","-0.47","177","08/19","+46","0","0","+46","7.97","5.4","＋・＋"
"1007","6899","創為精密","櫃","50.2","+0.1","+0.2","6","08/19","0","0","-1","-1","2.31","5.4","・・－"
"1008","3537","堡達","櫃","56.3","+2.8","+5.23","1,212","08/19","+208","0","0","+208","3.06","5.4","＋・－"
"1009","6143","振曜","櫃","89.3","+0.2","+0.22","266","08/19","-17","0","-9","-26","4.67","5.4","－・－"
"1010","6548","長科*","櫃","71.1","-1.3","-1.8","2,231","08/19","+264","0","-1","+263","51.7","5.4","＋・－"
"1011","8937","合騏*","櫃","25.55","+2.3","+9.89","341","08/19","+90","0","+1","+91","23.4","5.4","＋・＋"
"1012","6640","均華","櫃","966","-99","-9.3","299","08/19","-76","0","-12","-88","1.55","5.4","－・－"
"1013","3416","融程電","市","176.5","+0.5","+0.28","210","08/19","-38","0","-2","-40","4.36","5.4","－・－"
"1014","4720","德淵","市","17.7","-0.55","-3.01","850","08/19","-187","0","0","-187","6.19","5.4","－・＋"
"1015","1444","力麗","市","7.14","-0.16","-2.19","1,489","08/19","-262","+5","-12","-269","53.7","5.4","－＋－"
"1016","3050","鈺德","市","11.4","-0.05","-0.44","744","08/19","+161","0","+6","+167","8.34","5.4","＋・＋"
"1017","3591","艾笛森","市","20.5","0","0","1,210","08/19","-36","0","-12","-48","7.84","5.4","－・－"
"1018","6811","宏碁資訊","櫃","225.5","+3","+1.35","113","08/19","+6","0","-1","+5","2.23","5.4","＋・－"
"1019","6115","鎰勝","市","44.9","+0.1","+0.22","147","08/19","+16","0","0","+16","10.1","5.4","＋・・"
"1020","6994","富威電力","市","34.8","-0.6","-1.69","319","08/19","-110","0","0","-110","3.97","5.4","－・＋"
"1021","6291","沛亨","櫃","376","+1.5","+0.4","495","08/19","-62","0","+5","-56","2.25","5.3","－・＋"
"1022","6412","群電","市","77","+0.1","+0.13","496","08/19","+138","0","-7","+131","21.4","5.3","＋・－"
"1023","8438","昶昕","市","66.5","0","0","170","08/19","-6","0","-6","-12","3.74","5.3","－・－"
"1024","4973","廣穎","櫃","150.5","+2","+1.35","936","08/19","+80","0","+18","+98","3.48","5.3","＋・＋"
"1025","00980A","主動野村臺灣優選","市","23.88","-0.59","-2.41","14,244","08/19","-1,745","+1,139","-2,657","-3,263","43.8","5.3","－＋－"
"1026","2483","百容","市","36.2","-1.4","-3.72","1,338","08/19","-341","0","-1","-342","5.71","5.3","－・－"
"1027","4119","旭富","市","52","-0.3","-0.57","58","08/19","-19","0","0","-19","6.33","5.3","－・・"
"1028","2642","宅配通","市","20.25","+0.05","+0.25","54","08/19","+8","0","0","+8","5.05","5.3","＋・・"
"1029","6642","富致","櫃","79.1","0","0","201","08/19","-5","0","-4","-9","1.97","5.3","－・－"
"1030","8289","泰藝","櫃","47","+0.75","+1.62","444","08/19","+178","0","+8","+186","3.61","5.3","＋・＋"
"1031","00700","富邦恒生國企","市","17.42","+0.25","+1.46","60","08/19","+5","0","+33","+38","1.71","5.3","＋・＋"
"1032","3362","先進光","櫃","181.5","+6.5","+3.71","4,041","08/19","-49","0","+6","-44","7.78","5.3","－・＋"
"1033","8040","九暘","櫃","71.2","+1.6","+2.3","271","08/19","+81","0","-3","+78","5.08","5.3","＋・－"
"1034","2423","固緯","市","73.6","-1.3","-1.74","208","08/19","-90","0","-4","-94","7.56","5.2","－・－"
"1035","4128","中天","櫃","15","-0.1","-0.66","926","08/19","-66","0","+4","-62","30.6","5.2","－・＋"
"1036","0050","元大台灣50","市","103.1","-1.8","-1.72","100,819","08/19","-34,668","0","-17,900","-52,568","1,160","5.2","－・－"
"1037","1580","新麥","櫃","107.5","0","0","70","08/19","0","0","-1","-1","2.56","5.2","－・－"
"1038","1802","台玻","市","57.1","+0.6","+1.06","26,388","08/19","+3,639","-15","+1,165","+4,789","151","5.2","＋－＋"
"1039","1720","生達","市","56","+0.1","+0.18","174","08/19","+15","0","0","+15","9.24","5.2","＋・・"
"1040","8047","星雲","櫃","49.15","0","0","22","08/19","-1","0","0","-1","2.15","5.2","－・・"
"1041","1711","永光","市","37.95","-0.5","-1.3","2,854","08/19","-207","0","+8","-199","28.3","5.2","－・＋"
"1042","6150","撼訊","櫃","59","-0.1","-0.17","65","08/19","-1","0","0","-1","2.5","5.2","－・＋"
"1043","1473","台南","市","19.7","-0.2","-1.01","57","08/19","-10","0","-8","-18","7.51","5.1","－・－"
"1044","1310","台苯","市","8.1","-0.05","-0.61","2,900","08/19","+104","0","0","+104","27.1","5.1","＋・・"
"1045","3594","磐儀","櫃","50.8","+0.3","+0.59","580","08/19","-73","0","-4","-77","4.91","5.1","－・－"
"1046","3625","西勝","櫃","12.6","-1.35","-9.68","202","08/19","0","0","0","0","5.84","5.1","・・・"
"1047","6024","群益期","市","60.8","0","0","175","08/19","+31","0","0","+31","12.8","5.1","＋・・"
"1048","6829","千附精密","櫃","213.5","-7","-3.17","719","08/19","-39","0","-1","-41","3.02","5.1","－・－"
"1049","3041","揚智","市","22.3","0","0","424","08/19","+3","0","-8","-5","7.12","5.1","＋・－"
"1050","6270","倍微","櫃","29.9","-0.5","-1.64","123","08/19","+3","0","0","+3","3.66","5.1","＋・・"
"1051","2201","裕隆","市","28.8","+0.55","+1.95","2,152","08/19","+567","-9","+12","+571","54.1","5","＋－＋"
"1052","8050","廣積","櫃","56.7","+0.3","+0.53","1,245","08/19","-141","0","-24","-166","10.4","5","－・－"
"1053","3588","通嘉","市","52.3","-0.4","-0.76","120","08/19","-27","0","-5","-32","3.12","5","－・－"
"1054","3169","亞信","櫃","100","-1","-0.99","79","08/19","-1","0","+1","0","3.18","5","－・＋"
"1055","6589","台康生技","市","49.85","+1.15","+2.36","719","08/19","+289","-1","0","+288","15.4","5","＋－・"
"1056","1201","味全","市","12.3","0","0","388","08/19","+77","0","0","+77","25.3","5","＋・・"
"1057","1234","黑松","市","33.25","-0.1","-0.3","81","08/19","-29","0","0","-29","20.1","5","－・・"
"1058","2484","希華","市","73","+1.1","+1.53","7,722","08/19","+1,373","+1","-3","+1,371","7.96","5","＋＋－"
"1059","2506","太設","市","8.53","-0.04","-0.47","118","08/19","-46","0","0","-46","19.3","5","－・・"
"1060","3691","碩禾","櫃","101.5","0","0","282","08/19","-12","0","-1","-13","4.59","5","－・－"
"1061","4533","協易機","櫃","25.9","-0.8","-3","799","08/19","-150","0","0","-150","8.91","5","－・－"
"1062","7712","博盛半導體","櫃","144","+1","+0.7","163","08/19","-13","0","-5","-18","1.63","5","－・－"
"1063","1308","亞聚","市","13.35","-0.1","-0.74","949","08/19","-194","0","-7","-201","29.6","5","－・－"
"1064","5258","虹堡","市","47.1","-0.35","-0.74","392","08/19","-158","0","0","-158","5.49","5","－・－"
"1065","2453","凌群","市","51.4","-0.1","-0.19","143","08/19","-53","0","-3","-56","4.95","4.9","－・－"
"1066","6423","億而得","櫃","78.9","+0.9","+1.15","42","08/19","+22","0","0","+22","1.53","4.9","＋・・"
"1067","2405","輔信","市","15.4","-0.15","-0.96","623","08/19","-98","0","-7","-105","16.9","4.9","－・－"
"1068","6712","長聖","櫃","146.5","-1","-0.68","108","08/19","+15","0","0","+16","5.01","4.9","＋・＋"
"1069","4566","時碩工業","市","70","-3.5","-4.76","2,583","08/19","-272","0","+2","-270","5.41","4.9","－・＋"
"1070","9941","裕融","市","85.2","+1","+1.19","793","08/19","+376","0","-4","+372","28.2","4.9","＋・－"
"1071","5508","永信建","櫃","52.2","-0.2","-0.38","206","08/19","+70","0","0","+70","10.6","4.9","＋・＋"
"1072","8422","可寧衛*","市","26.7","-0.4","-1.48","4,461","08/19","-584","-9","-8","-601","66.2","4.9","－－－"
"1073","6757","台灣虎航","市","57","+0.4","+0.71","1,500","08/19","+558","0","+10","+569","22.3","4.9","＋・＋"
"1074","2338","光罩","市","37.8","-0.35","-0.92","873","08/19","-60","0","-6","-66","17.8","4.8","－・－"
"1075","6603","富強鑫","櫃","27.1","-0.85","-3.04","1,715","08/19","-159","0","0","-159","8.12","4.8","－・－"
"1076","7740","熙特爾-創","市","142","+0.5","+0.35","52","08/19","-20","0","-1","-22","2.58","4.8","－・－"
"1077","8074","鉅橡","櫃","55","+0.4","+0.73","298","08/19","+32","0","-1","+31","4.21","4.8","＋・－"
"1078","8043","蜜望實","櫃","143","+5.5","+4","6,108","08/19","+57","0","+11","+68","3.86","4.8","＋・＋"
"1079","00947","台新臺灣IC設計","市","35.48","-1","-2.74","7,098","08/19","-630","0","-1,173","-1,802","14.1","4.8","－・－"
"1080","2425","承啟","市","39","-0.55","-1.39","2,335","08/19","-126","+1","-9","-134","4.65","4.8","－＋－"
"1081","2374","佳能","市","66.9","-0.4","-0.59","1,851","08/19","-233","-3","-19","-255","16.3","4.8","－－－"
"1082","6560","欣普羅","櫃","31","-0.05","-0.16","13","08/19","-2","0","-9","-11","1.56","4.8","－・－"
"1083","3430","奇鈦科","櫃","117.5","-0.5","-0.42","884","08/19","-140","0","0","-140","1.62","4.8","－・－"
"1084","1582","信錦","市","72.9","+0.1","+0.14","312","08/19","-24","0","-2","-26","6.9","4.8","－・－"
"1085","9919","康那香","市","13.75","-0.05","-0.36","210","08/19","+70","0","0","+70","9.35","4.8","＋・・"
"1086","3380","明泰","市","27.15","+0.25","+0.93","1,134","08/19","-13","-6","-17","-36","25.9","4.8","－－－"
"1087","3717","聯嘉投控","市","22.2","-0.25","-1.11","1,277","08/19","-422","0","-2","-425","9.9","4.8","－・－"
"1088","6116","彩晶","市","14.25","+0.55","+4.01","61,603","08/19","+8,128","0","+496","+8,624","136","4.8","＋・＋"
"1089","9942","茂順","市","114","-0.5","-0.44","56","08/19","-12","0","0","-12","3.95","4.8","－・・"
"1090","9951","皇田","櫃","53.9","+0.8","+1.51","79","08/19","+19","0","+44","+63","3.49","4.8","＋・＋"
"1091","4168","醣聯","櫃","22.5","+0.2","+0.9","101","08/19","+11","0","-1","+10","5.33","4.7","＋・－"
"1092","6015","宏遠證","櫃","15.45","-0.3","-1.9","1,011","08/19","-402","0","0","-402","18.7","4.7","－・・"
"1093","6667","信紘科","櫃","224","+2.5","+1.13","84","08/19","+8","0","-1","+7","2.34","4.7","＋・－"
"1094","00987A","主動台新優勢成長","市","15.69","-0.4","-2.49","1,706","08/19","-336","0","+170","-166","7.78","4.7","－・＋"
"1095","1710","東聯","市","14.9","-0.1","-0.67","3,436","08/19","+810","0","-34","+776","41.9","4.7","＋・－"
"1096","6126","信音","櫃","29.45","-0.2","-0.67","441","08/19","-147","0","-5","-152","6.14","4.7","－・－"
"1097","00783","富邦中証500","市","28.12","-0.99","-3.4","141","08/19","0","0","-26","-26","0.33","4.7","・・－"
"1098","00653L","富邦印度正2","市","46.43","-0.43","-0.92","56","08/19","0","0","-4","-4","0.63","4.7","・・－"
"1099","1256","鮮活果汁-KY","市","176","+0.5","+0.28","34","08/19","+7","0","-1","+6","1.69","4.7","＋・－"
"1100","2034","允強","市","19.75","-0.05","-0.25","767","08/19","+401","0","+1","+402","25","4.7","＋・＋"
"1101","6026","福邦證","櫃","14.5","0","0","600","08/19","+82","0","0","+82","18.7","4.7","＋・・"
"1102","2641","正德","櫃","18.35","+0.45","+2.51","6,160","08/19","-260","0","-38","-298","15.5","4.7","－・－"
"1103","3441","聯一光","櫃","88.5","+2.3","+2.67","9,648","08/19","+373","0","0","+372","1.88","4.7","＋・－"
"1104","4142","國光生","市","17.25","-0.05","-0.29","451","08/19","+161","0","0","+161","20.2","4.7","＋・－"
"1105","5522","遠雄","市","62.6","-0.5","-0.79","605","08/19","+172","-3","-23","+146","36.6","4.7","＋－－"
"1106","3004","豐達科","市","121.5","-1","-0.82","213","08/19","-14","0","+1","-12","3.01","4.7","－・＋"
"1107","3628","盈正","櫃","68.9","-1.5","-2.13","49","08/19","-16","0","0","-16","2.1","4.7","－・＋"
"1108","3313","斐成","櫃","10.25","0","0","75","08/19","+26","0","0","+26","10.3","4.6","＋・－"
"1109","2413","環科","市","43.9","+0.65","+1.5","623","08/19","+130","0","-8","+122","5.9","4.6","＋・－"
"1110","3138","耀登","市","95.4","+0.4","+0.42","151","08/19","+28","0","-1","+28","2.61","4.6","＋・－"
"1111","3701","大眾控","市","39.25","-0.1","-0.25","342","08/19","+52","0","-2","+50","10.9","4.6","＋・－"
"1112","3709","鑫聯大投控","櫃","68","-0.6","-0.87","296","08/19","-127","0","-11","-138","6.71","4.6","－・－"
"1113","3390","旭軟","櫃","21.5","-0.15","-0.69","142","08/19","-16","0","0","-16","3.65","4.6","－・－"
"1114","1808","潤隆","市","33.3","+0.45","+1.37","2,331","08/19","+1,073","0","+46","+1,119","41","4.6","＋・＋"
"1115","4506","崇友","櫃","122","-1","-0.81","54","08/19","+14","0","0","+14","8.09","4.6","＋・－"
"1116","00403A","主動統一升級50","市","9.97","-0.19","-1.87","194,876","08/19","-3,711","0","-35,884","-39,595","775","4.6","－・－"
"1117","3567","逸昌","櫃","25.3","+0.3","+1.2","35","08/19","-10","0","0","-10","1.55","4.6","－・－"
"1118","6689","伊雲谷","市","60.7","+0.5","+0.83","81","08/19","+9","0","0","+9","3.11","4.6","＋・・"
"1119","6789","采鈺","市","421.5","-11.5","-2.66","781","08/19","-2","+2","-49","-49","14.5","4.6","－＋－"
"1120","6841","長佳智能","櫃","52.5","+0.2","+0.38","183","08/19","-104","0","0","-104","4.34","4.6","－・＋"
"1121","6910","德鴻","櫃","24.2","-0.2","-0.82","13","08/19","0","0","0","0","1.39","4.6","・・・"
"1122","2471","資通","市","48.8","-0.15","-0.31","99","08/19","+1","0","0","+1","2.15","4.5","＋・・"
"1123","00935","野村臺灣新科技50","市","55.9","-0.95","-1.67","7,583","08/19","-498","+115","-1,968","-2,350","38.6","4.5","－＋－"
"1124","2832","台產","市","59.3","+0.2","+0.34","82","08/19","+8","0","0","+8","11.5","4.5","＋・・"
"1125","009820","元大納斯達克精選","市","9.85","-0.24","-2.38","6,663","08/19","-11","0","-2,484","-2,495","52.6","4.5","－・－"
"1126","2221","大甲","櫃","52.6","-1.8","-3.31","268","08/19","+28","0","-1","+27","1.91","4.5","＋・－"
"1127","2905","三商","市","17.45","-0.3","-1.69","1,647","08/19","+65","0","-20","+45","50.3","4.5","＋・－"
"1128","1784","訊聯","櫃","60.1","+0.4","+0.67","42","08/19","+15","0","0","+15","2.38","4.5","＋・－"
"1129","4513","福裕","櫃","16.45","-0.5","-2.95","619","08/19","-314","0","0","-314","6","4.5","－・－"
"1130","5601","台聯櫃","櫃","30.25","+0.15","+0.5","11","08/19","0","0","0","0","2.89","4.5","・・・"
"1131","00982B","FT投資級債20+","櫃","9.44","+0.08","+0.85","48","08/19","+4","0","-32","-28","1.16","4.4","＋・－"
"1132","1103","嘉泥","市","13.05","0","0","346","08/19","+11","0","-1","+10","37.1","4.4","＋・－"
"1133","00995A","主動中信台灣卓越","市","16.89","-0.33","-1.92","4,132","08/19","-414","0","+748","+334","12.9","4.4","－・＋"
"1134","6861","睿生光電","市","193","-5.5","-2.77","200","08/19","-65","0","-2","-66","1.84","4.4","－・－"
"1135","2640","大車隊","櫃","154.5","+0.5","+0.32","18","08/19","-8","0","+1","-7","2.62","4.4","－・＋"
"1136","5228","鈺鎧","櫃","42.55","+0.35","+0.83","337","08/19","+59","0","0","+59","1.68","4.4","＋・＋"
"1137","3504","揚明光","市","78.4","+0.5","+0.64","1,951","08/19","+205","0","+5","+210","5.03","4.4","＋・＋"
