"排名","代號","名稱","成交","漲跌價","漲跌幅","成交張數","更新日期","當日增減張數","2日增減張數","3日增減張數","5日增減張數","10日增減張數","1個月增減張數","3個月增減張數","半年增減張數","1年增減張數","今年增減張數"
"191","4551","智伸科","155.5","+7","+4.71","2,687","05/12","-242","-250","-262","-343","-434","-495","-438","-527","+1,068","-590"
"192","6532","瑞耘","103.5","-4","-3.72","1,868","05/12","-22","-500","-135","-337","-331","-93","+835","+653","+572","+691"
"193","3708","上緯投控","121.5","0","0","1,046","05/12","-51","-17","-1","-332","-511","-823","-1,842","-5,787","-1,202","-3,741"
"194","00642U","期元大S&P石油","30.02","-0.22","-0.73","5,316","05/12","-408","-1,069","-824","-331","-533","-2,755","+6,365","+4,226","+4,192","+3,514"
"195","6658","聯策","194","+17.5","+9.92","728","05/12","-92","-123","-193","-331","-372","-217","+266","+1,021","+979","+195"
"196","8033","雷虎","141.5","-2.5","-1.74","3,783","05/12","-280","-411","-376","-331","-330","-59","-1,583","-64","+7,590","-2,756"
"197","4167","松瑞藥","19.1","+0.1","+0.53","613","05/12","+3","+5","-295","-329","-559","-635","-199","+3,811","+1,023","+1,796"
"198","9958","世紀鋼","104.5","+1","+0.97","1,161","05/12","-10","+58","+78","-329","-924","-892","-4,892","-7,521","-10,957","-4,907"
"199","1736","喬山","120","-4","-3.23","820","05/12","-32","-201","-184","-327","-375","-76","+90","+219","+1,058","-305"
"200","6176","瑞儀","104","0","0","9,731","05/12","+17","-59","-19","-320","-1,234","+3,426","+4,289","+4,513","+5,261","+4,406"
"201","5314","世紀*","71.5","-1.1","-1.52","3,476","05/12","-337","-404","-374","-315","-517","-154","-2,196","-3,325","+8,677","-2,441"
"202","2505","國揚","18","+0.35","+1.98","772","05/12","-44","-57","-127","-312","+172","+423","-536","-348","-413","-962"
"203","3581","博磊","234","-2.5","-1.06","225","05/12","-27","-45","-94","-312","-676","-955","-955","-961","+283","-1,664"
"204","2308","台達電","2195","-50","-2.23","13,012","05/12","+100","-58","-136","-309","+111","+596","-800","-1,520","+3,594","-2,948"
"205","00995A","主動中信台灣卓越","17.33","+0.11","+0.64","10,890","05/12","-49","-254","-239","-308","+94","+335","+1,582","","",""
"206","1560","中砂","668","+39","+6.2","5,739","05/12","-682","-250","-266","-306","-136","+67","-534","-2,643","-730","-1,284"
"207","2543","皇昌","42.5","-0.75","-1.73","1,939","05/12","-142","-63","-269","-306","+25","-1,658","-2,584","-6,935","-14,313","-3,170"
"208","2206","三陽工業","58.9","+0.8","+1.38","1,546","05/12","-66","-98","-152","-305","-14,473","-16,667","-17,689","-18,358","-14,660","-18,222"
"209","1528","恩德","26.45","+0.3","+1.15","4,743","05/12","+333","+288","+20","-303","-1,013","-2,359","-227","+1,780","+1,044","-171"
"210","2352","佳世達","25.95","+0.25","+0.97","6,747","05/12","-314","-1,312","-1,117","-295","-86","-43","-66","+2,124","+372","-707"
"211","3023","信邦","301.5","-0.5","-0.17","1,992","05/12","-19","+29","+38","-295","-110","+57","-348","-1,092","-237","-990"
"212","4744","皇將","33.2","+0.5","+1.53","300","05/12","-5","-8","-9","-295","-449","-1,127","-1,944","-1,839","-750","-1,032"
"213","3402","漢科","139","-0.5","-0.36","572","05/12","-20","-50","-136","-281","+109","-86","-506","-182","+647","-1,124"
"214","6509","聚和","46.65","+2.95","+6.75","10,523","05/12","-453","-458","-264","-278","-1,104","-1,952","+2,337","+1,799","+1,619","+1,772"
"215","1108","幸福","14.2","-0.4","-2.74","1,202","05/12","-270","-274","-278","-272","-238","-245","+62","+148","-185","+162"
"216","5291","邑昇","70.7","-0.8","-1.12","1,921","05/12","-114","-841","-273","-269","-38","-12","+723","+1,798","+2,063","+1,117"
"217","4916","事欣科","68.4","+1.4","+2.09","10,917","05/12","-584","-579","-332","-263","-381","-1,133","-3,389","-2,945","-11,292","-2,276"
"218","2360","致茂","2440","+80","+3.39","4,455","05/12","-23","-55","-127","-258","-461","-616","+422","-864","+397","-563"
"219","6196","帆宣","419.5","-5.5","-1.29","3,790","05/12","-173","-150","-302","-258","-168","-253","-723","+240","+631","-1,310"
"220","3317","尼克森","67.9","-0.3","-0.44","6,965","05/12","-229","+301","-174","-254","-600","+149","+373","+55","+1,353","+27"
"221","8111","立碁","66.8","+0.6","+0.91","2,478","05/12","-40","-158","-298","-253","-519","-20","-743","-1,865","+1,912","-1,133"
"222","2065","世豐","31.7","-0.65","-2.01","95","05/12","-3","-280","-227","-252","-278","-424","+46","+12","-85","+41"
"223","4973","廣穎","120","+10.5","+9.59","12,716","05/12","-477","-426","-530","-252","+475","+649","+97","-291","+2,064","+999"
"224","3515","華擎","231.5","-1","-0.43","787","05/12","-53","-185","-382","-249","-297","-77","+60","+1,149","+1,145","+643"
"225","3689","湧德","124","-0.5","-0.4","2,112","05/12","-110","-6","-181","-247","+544","-907","-447","-67","+376","-1,309"
"226","6739","竹陞科技","1345","-95","-6.6","657","05/12","+60","+88","-56","-244","-217","-298","+353","","",""
"227","3483","力致","91.7","+0.8","+0.88","916","05/12","-20","+17","-229","-243","-115","+232","-191","-997","-2,027","-405"
"228","6005","群益證","31.7","-0.55","-1.71","19,681","05/12","-598","-472","-525","-241","-414","+1,790","-190","+3,488","+4,311","+2,880"
"229","6962","奕力-KY","37.75","-0.35","-0.92","4,859","05/12","-269","-148","-117","-240","-590","+439","+2,198","+1,713","","+1,315"
"230","3443","創意","5570","-160","-2.79","2,615","05/12","-174","-307","-344","-237","+307","+1,966","+989","-163","+3,086","-798"
"231","3701","大眾控","62.6","-0.3","-0.48","3,703","05/12","-44","+174","+100","-236","+667","+2,941","+4,664","+7,227","+6,543","+292"
"232","00757","統一FANG+","127.25","-0.6","-0.47","1,622","05/12","+9","-10","-219","-235","-374","-258","-763","-353","-1,540","-177"
"233","4939","亞電","39.45","-0.65","-1.62","3,494","05/12","+19","-171","-189","-235","-223","-5","-455","-1,686","+2,975","-1,171"
"234","2630","亞航","45.15","-0.45","-0.99","1,415","05/12","-33","-4","-261","-233","-125","+13","+255","+592","","-316"
"235","3437","榮創","26.3","+0.6","+2.33","3,012","05/12","-50","+63","+30","-233","-132","+568","+743","+956","+592","+1,383"
"236","1904","正隆","17.55","+0.05","+0.29","1,307","05/12","-7","-8","0","-231","-266","+1","+1,077","+1,435","+810","+1,460"
"237","2102","泰豐","18.55","-0.05","-0.27","650","05/12","-81","-152","-165","-231","-240","-184","-474","-190","+1,153","-567"
"238","2912","統一超","226","-1.5","-0.66","1,493","05/12","+3","+41","-190","-228","-182","-214","-437","-178","+10","-245"
"239","2034","允強","20.3","-0.75","-3.56","3,447","05/12","-49","-166","-165","-227","-79","-47","-212","+891","+326","+153"
"240","2236","百達-KY","139.5","-3","-2.11","607","05/12","+122","-144","-294","-227","-586","-216","+835","+2,835","+8,814","+1,806"
"241","3230","錦明","32.85","+0.3","+0.92","449","05/12","-63","-134","-136","-224","-511","-1,225","-2,124","-6,958","-2,386","-5,936"
"242","6823","濾能","89","+0.2","+0.23","450","05/12","+1","+47","-121","-222","+383","+727","+950","","",""
"243","2385","群光","135","0","0","7,142","05/12","-161","-170","-168","-220","-689","-391","-1,318","-946","-89","-1,535"
"244","4564","元翎","17.15","-0.5","-2.83","1,155","05/12","-227","-303","-158","-220","-144","+493","+5,380","+4,655","+6,435","+5,273"
"245","6588","東典光電","141.5","-3.5","-2.41","2,092","05/12","-46","-90","-111","-220","+109","-126","-268","","","+677"
"246","6830","汎銓","780","+26","+3.45","2,724","05/12","+134","+160","-52","-219","+458","-184","+1,357","+2,807","+3,076","+2,714"
"247","2070","精湛","68","-1.5","-2.16","1,758","05/12","+32","-34","-367","-215","+74","-587","-539","-617","+23","-608"
"248","1321","大洋","29.45","-0.15","-0.51","220","05/12","+4","-41","-71","-214","-284","-440","+343","+232","+4,291","+300"
"249","3661","世芯-KY","5310","-65","-1.21","3,189","05/12","-271","-290","-321","-213","-144","-965","-1,052","-292","+668","-600"
"250","2547","日勝生","10.15","-0.1","-0.98","2,395","05/12","-126","-97","-123","-212","-2,052","-4,997","-4,633","-13,110","-14,289","-14,037"
"251","00917","中信特選金融","21.4","-0.05","-0.23","567","05/12","0","-1","-193","-206","-209","+25","-43","+384","+370","+372"
"252","6168","宏齊","26.85","+0.35","+1.32","4,081","05/12","-17","-58","-85","-206","+147","-815","+2,065","+1,793","+1,902","+2,173"
"253","4903","聯光通","44.4","+1.1","+2.54","4,695","05/12","-18","-128","-225","-205","-184","-804","+1,010","+4,170","+3,874","+605"
"254","6691","洋基工程","633","-10","-1.56","404","05/12","-38","-39","-78","-204","-350","-584","-670","+390","+936","-886"
"255","3325","旭品","12.3","-0.45","-3.53","504","05/12","-170","-170","-201","-203","-278","-321","-613","-1,532","-3,042","-1,243"
"256","2493","揚博","127.5","-2","-1.54","1,501","05/12","-234","-256","-432","-202","-364","+203","+1,018","+1,820","+6,171","-594"
"257","3438","類比科","62.8","-1.1","-1.72","445","05/12","+18","+5","-102","-202","-348","-56","-36","-166","-349","-125"
"258","8996","高力","1055","0","0","2,887","05/12","+52","+73","-50","-200","-125","-386","-228","-2,527","-629","-1,982"
"259","6235","華孚","42.7","-0.9","-2.06","725","05/12","+54","+119","+84","-197","-324","-211","-653","-2,262","-1,136","-959"
"260","1611","中電","11.65","-0.15","-1.27","874","05/12","+15","-157","-168","-196","-158","-226","+114","-176","-83","-353"
"261","1587","吉茂","29.5","-0.4","-1.34","383","05/12","-63","-180","-173","-195","-305","-501","-616","+151","+1,049","-217"
"262","4933","友輝","69.1","-0.7","-1","507","05/12","-26","-58","-110","-195","+164","+460","+523","+281","-280","+381"
"263","2542","興富發","41.1","-0.55","-1.32","6,901","05/12","+68","+102","+13","-192","-356","+79","+65","-2,499","-3,384","-1,882"
"264","4938","和碩","81.1","-2.3","-2.76","12,329","05/12","+97","-14","-125","-192","-68","-970","-1,940","-2,710","+2,859","-2,236"
"265","2417","圓剛","50.4","-0.6","-1.18","3,563","05/12","+117","+307","+619","-191","+136","+298","+425","-62","-152","+166"
"266","6208","日揚","86.5","+7.8","+9.91","1,285","05/12","-65","-17","-28","-190","-64","+267","+294","+350","+574","+232"
"267","8215","明基材","27.65","-0.15","-0.54","2,957","05/12","-43","+137","+230","-190","+181","+58","+1,443","+1,871","+1,957","+1,837"
"268","1786","科妍","54.2","-1.8","-3.21","709","05/12","-140","-188","-190","-189","-328","-290","-949","-1,735","-4,357","-768"
"269","6223","旺矽","5480","+495","+9.93","1,001","05/12","-10","+21","-43","-188","+2","+251","+242","-166","-1,366","+110"
"270","8107","大億金茂","11.6","+0.1","+0.87","118","05/12","-19","-53","-116","-188","-381","-431","-889","-897","-1,047","-826"
"271","4741","泓瀚","65.2","+3.6","+5.84","2,638","05/12","+33","+11","+7","-185","+256","-360","+1,275","+1,107","+1,160","+1,253"
"272","5907","大洋-KY","5.27","-0.01","-0.19","202","05/12","-48","-122","-107","-183","+23","+258","+958","+3,317","+3,613","+2,445"
"273","6937","天虹","300.5","+5","+1.69","873","05/12","-4","-27","-121","-180","+310","+630","+868","+951","+1,454","+907"
"274","8249","菱光","49.2","-1.8","-3.53","916","05/12","-59","-92","-101","-178","-117","-207","-200","-212","+1,138","+139"
"275","1215","卜蜂","135","+2","+1.5","1,194","05/12","-53","-141","-294","-177","-173","-225","-100","-549","-187","-432"
"276","1307","三芳","32.3","-0.15","-0.46","1,095","05/12","-8","-206","-192","-177","-338","-351","+442","-73","+233","-387"
"277","6117","迎廣","80.2","-0.1","-0.12","562","05/12","-48","-33","-73","-177","+30","+48","-577","-267","-414","-952"
"278","2501","國建","22.4","-0.25","-1.1","4,425","05/12","+238","+225","+306","-172","+653","-647","-1,403","-3,217","-2,853","-1,818"
"279","5288","豐祥-KY","157","+2.5","+1.62","187","05/12","-1","-8","-9","-171","-229","+256","+371","+1,325","+1,332","+894"
"280","5386","青雲","448","+8.5","+1.93","540","05/12","-106","-451","-903","-171","+294","+1,707","-423","+251","+1,143","+203"
"281","7709","榮田","82","-0.8","-0.97","351","05/12","-30","-22","-98","-171","-145","-189","+408","","",""
"282","8085","福華","12.2","+0.05","+0.41","387","05/12","-6","-13","-13","-170","-233","-539","-1,125","-3,121","-6,558","-1,789"
"283","9933","中鼎","37.1","+0.65","+1.78","4,165","05/12","-175","-220","-205","-170","-172","-505","+195","-654","+1,556","-263"
"284","3044","健鼎","481","-8.5","-1.74","6,608","05/12","-7","+84","+142","-165","-177","-322","-443","+697","+1,047","-429"
"285","4147","中裕","50.1","+1.25","+2.56","863","05/12","-28","-38","-156","-165","+163","+22","-240","+761","+1,470","-542"
"286","1308","亞聚","13.45","-0.2","-1.47","1,791","05/12","-68","-62","+43","-164","-172","-1,113","+4,700","+4,598","+5,504","+3,920"
"287","4577","達航科技","143","+3.5","+2.51","1,201","05/12","+11","-51","-191","-162","-379","-937","-678","+333","+368","-408"
"288","2536","宏普","20.35","-0.15","-0.73","516","05/12","-40","-75","-158","-161","-197","-378","+1,271","+1,022","+2,627","+834"
"289","1907","永豐餘","23.8","-0.25","-1.04","1,331","05/12","-2","+21","-65","-160","-152","-156","+246","+3,119","-1,167","+1,999"
"290","00965","元大航太防衛科技","25.68","-0.09","-0.35","5,534","05/12","0","-43","-54","-159","-171","-429","-627","-2,426","+2,362","-400"
"291","2365","昆盈","36.1","-0.85","-2.3","8,618","05/12","0","-20","+59","-158","+157","-21","-1,724","-1,589","-1,275","-2,440"
"292","009813","貝萊德標普卓越50","11.12","-0.02","-0.18","4,032","05/12","-21","-126","-147","-157","-160","-271","-354","-704","","-519"
"293","6441","廣錠","26.45","-1.1","-3.99","500","05/12","-47","-54","-128","-157","-86","-286","-388","-364","-201","-363"
"294","00679B","元大美債20年","26.62","-0.08","-0.3","28,007","05/12","-4","+285","+238","-156","+120","-297","-4,262","-7,810","-16,763","-9,162"
"295","2851","中再保","34.1","+2.55","+8.08","10,620","05/12","+227","+218","+281","-155","-171","-330","+47","+86","-832","+45"
"296","5215","科嘉-KY","42.1","+3.8","+9.92","460","05/12","-89","-83","-160","-154","-129","-80","-116","-160","-42","-181"
"297","2201","裕隆","27.7","-0.05","-0.18","2,570","05/12","+2","+65","-121","-153","-447","+357","+411","+3,883","+2,536","+2,062"
"298","1414","東和","15.9","-0.35","-2.15","229","05/12","+5","+6","-24","-152","-45","+28","-224","-233","-1,790","-66"
"299","5009","榮剛","38.05","-2.1","-5.23","17,827","05/12","-794","+389","+35","-152","+1,903","+2,375","+2,368","+2,505","+484","+2,994"
"300","4556","旭然","44.25","-1.3","-2.85","977","05/12","+45","+75","-129","-149","-166","-222","-65","-206","-465","-83"
