"排名","代號","名稱","成交","漲跌價","漲跌幅","更新日期","當日增減張數","2日增減張數","3日增減張數","5日增減張數","10日增減張數","1個月增減張數","3個月增減張數","半年增減張數","1年增減張數","今年增減張數"
"36","3030","德律","414","+6","+1.47","05/13","-9","-287","-946","-2,285","-3,664","-770","+79","-4,695","-330","+728"
"37","009815","大華美國MAG7+","11.22","+0.01","+0.09","05/13","-30","-34","-34","-2,180","-2,610","-2,658","+1,545","","",""
"38","2104","國際中橡","10","-0.15","-1.48","05/13","-2,136","-2,101","-2,158","-2,173","-2,224","-1,307","+1,846","+7,059","+6,496","+3,778"
"39","00830","國泰費城半導體","83.45","+0.05","+0.06","05/13","-159","-2,923","-2,931","-2,093","-3,278","-4,296","+1,201","+16,636","+12,893","+17,711"
"40","00753L","中信中國50正2","10.87","-0.05","-0.46","05/13","+147","-1,742","-1,689","-2,080","-2,385","-2,655","-3,523","-469","-20,324","-4,901"
"41","1304","台聚","13","+0.25","+1.96","05/13","-854","-1,041","-2,480","-2,056","-1,324","+2,022","+26,538","+29,485","+22,333","+26,727"
"42","3715","定穎投控","176.5","-4","-2.22","05/13","+475","+1,228","+1,019","-2,048","+6","+5,075","+3,865","+6,590","+606","+2,351"
"43","006208","富邦台50","221.2","-3.35","-1.49","05/13","-34","-249","-323","-1,917","-1,892","-2,339","+6,329","-1,638","-29,098","+3,996"
"44","4906","正文","38","-1.5","-3.8","05/13","-371","-1,817","-2,281","-1,901","-927","+3,136","+24,560","+24,714","+29,492","+27,151"
"45","8358","金居","456","-21","-4.4","05/13","+131","-544","-2,867","-1,899","-2,413","+610","-928","-5,497","-3,833","-2,415"
"46","009813","貝萊德標普卓越50","11.22","+0.1","+0.9","05/13","-1","-1","-1","-1,851","-1,304","-1,907","-1,431","-3,921","","-1,155"
"47","2352","佳世達","26.25","+0.3","+1.16","05/13","-1,198","-1,889","-2,782","-1,787","-710","-4,375","-3,671","+11,656","-11,318","+10,352"
"48","00725B","國泰投資級公司債","34.85","+0.02","+0.06","05/13","0","0","0","-1,726","-1,726","-1,726","-7,109","-4,997","-11,567","-6,417"
"49","6197","佳必琪","233","-1","-0.43","05/13","-54","-247","-639","-1,699","-2,120","-184","-3,664","-3,865","-2,037","-3,540"
"50","2338","光罩","48.6","-1.9","-3.76","05/13","-30","-730","-1,639","-1,675","-1,685","-1,562","-1,990","-3,315","+1,948","-2,114"
"51","6239","力成","232","+5.5","+2.43","05/13","+63","-142","-230","-1,663","+6,108","+15,964","+27,932","+12,080","+14,670","+25,417"
"52","2392","正崴","38.2","0","0","05/13","-312","+46","-1,171","-1,574","-1,108","-376","-144","+1,597","+6,993","+503"
"53","2367","燿華","61.2","-3.6","-5.56","05/13","-1,588","-1,563","-980","-1,554","+1,170","+10,096","+12,212","+35,579","+39,286","+10,518"
"54","2897","王道銀行","10.15","-0.05","-0.49","05/13","-929","-1,555","-1,658","-1,515","-1,674","-3,763","-6,310","+104","+4,500","+2,223"
"55","009812","野村日本東證","12.27","+0.18","+1.49","05/13","0","0","0","-1,480","-1,171","-1,176","+1,483","+2,181","","+1,322"
"56","2646","星宇航空","20.25","-0.2","-0.98","05/13","+506","+80","-384","-1,477","-3,301","+42","+10,239","+24,329","+92,321","+21,895"
"57","2606","裕民","64.3","+0.4","+0.63","05/13","+167","+964","-1,602","-1,473","-1,571","-137","+7,879","+3,353","-14,307","-4,365"
"58","3704","合勤控","36.55","-0.5","-1.35","05/13","+352","-507","-539","-1,468","-662","-8,096","-13,273","-4,236","-277","-8,387"
"59","00965","元大航太防衛科技","25.78","+0.1","+0.39","05/13","-4","-5","-11","-1,412","-1,516","-1,432","-1,286","-614","-770","+15"
"60","00877","復華中國5G","40.34","+1.22","+3.12","05/13","+39","+39","+59","-1,398","-1,146","-423","-404","-2,146","-3,220","-1,876"
"61","6244","茂迪","29.4","0","0","05/13","-418","-1,038","-1,206","-1,382","+7","+10,600","+4,529","+16,582","+19,200","+11,976"
"62","5009","榮剛","37.85","-0.2","-0.53","05/13","-189","-130","-904","-1,381","-1,972","-727","-10","+7,043","-1,078","+1,543"
"63","5388","中磊","79.4","-8.8","-9.98","05/13","+1,094","+495","-1,587","-1,335","-2,303","-3,780","+5,782","+12,805","+8,851","+10,775"
"64","2406","國碩","33.05","-1.65","-4.76","05/13","-77","-354","-332","-1,334","-1,881","-3,357","-2,528","-3,763","+2,052","-1,909"
"65","2369","菱生","30.45","-0.75","-2.4","05/13","+34","-262","-891","-1,326","-3,161","-679","+1,058","-3,376","+4,912","+36"
"66","00770","國泰北美科技","63.95","-0.2","-0.31","05/13","0","0","0","-1,325","-1,425","-1,525","-2,420","-127","-1,271","-955"
"67","3006","晶豪科","216.5","-3.5","-1.59","05/13","-1,052","-1,347","-1,389","-1,309","-776","-837","+2,016","-8,865","-2,635","-987"
"68","00795B","中信美國公債20年","26.87","-0.02","-0.07","05/13","0","0","0","-1,250","-1,765","-2,257","+2,185","-10,401","-33,246","-3,070"
"69","8027","鈦昇","250","+8.5","+3.52","05/13","-355","-659","-708","-1,250","-368","+1,050","-682","-1,229","-93","+646"
"70","2451","創見","327","-24","-6.84","05/13","-11","-647","-1,457","-1,197","+1,826","+10,237","+11,313","+13,094","+4,687","+10,474"
"71","1608","華榮","33.55","-0.25","-0.74","05/13","-268","-175","-1,110","-1,123","-101","+2,082","-1,973","-1,034","-4,057","-4,406"
"72","2520","冠德","30.65","+0.35","+1.16","05/13","-506","-987","-1,231","-1,118","-807","+1,337","+6,431","-29,126","+15,727","-3,142"
"73","6202","盛群","54.9","-3.3","-5.67","05/13","-832","-573","-745","-1,114","-2,239","+7","-1,111","+1,125","+2,079","+323"
"74","1326","台化","46.1","-0.95","-2.02","05/13","-1,055","-3,282","-3,086","-1,073","-15,411","-78,885","-41,335","-100,620","-93,121","-69,849"
"75","6505","台塑化","52.9","-0.2","-0.38","05/13","-939","-639","-1,780","-1,066","-4,885","-9,796","+9,649","+4,713","-12,716","+4,934"
"76","2609","陽明","49.25","-0.85","-1.7","05/13","+4,250","-298","-892","-1,051","+6,214","+26,125","+82,337","-35,723","+157,560","+32,080"
"77","6188","廣明","83","-2.6","-3.04","05/13","-545","-541","-717","-1,040","-1,266","-1,564","-3,464","+12,199","+12,777","+5,334"
"78","1313","聯成","11.05","-0.15","-1.34","05/13","+54","-885","-966","-1,038","-1,361","-1,268","+26,306","+26,643","+20,964","+26,160"
"79","3227","原相","223","-5.5","-2.41","05/13","-336","-655","-1,055","-1,011","-886","-1,542","-2,703","+683","+5,964","+1,738"
"80","8042","金山電","106","+8.3","+8.5","05/13","0","-130","-148","-998","-765","-1,268","-2,488","-2,182","-887","-3,001"
"81","00881","國泰台灣科技龍頭","50.05","-0.9","-1.77","05/13","0","+88","+88","-979","-833","-329","+3,475","+25,619","+21,648","+16,593"
"82","3056","富華新","13.85","+0.5","+3.75","05/13","-80","-748","-805","-975","-969","-387","-2,636","-4,921","+25,782","-4,544"
"83","9933","中鼎","36.8","-0.3","-0.81","05/13","+66","-918","-989","-974","-821","-1,152","-21,131","-33,235","-1,666","-25,732"
"84","00983A","主動中信ARK創新","11.79","-0.07","-0.59","05/13","0","0","0","-964","-998","-1,035","-1,935","-2,763","","-263"
"85","3059","華晶科","38.9","-0.4","-1.02","05/13","-88","-429","-610","-964","+887","+1,221","-2,174","+3,355","+4,658","+6,503"
"86","2401","凌陽","24.95","-1","-3.85","05/13","-204","-321","-715","-960","-3,489","-6,451","-9,572","-13,664","-5,049","-9,848"
"87","2634","漢翔","46.8","+0.1","+0.21","05/13","-8","-157","-798","-921","+755","+4,482","+8,036","+6,691","+9,090","+150"
"88","2474","可成","202.5","-3","-1.46","05/13","+4","+189","+237","-921","-1,855","-4,744","+11,495","+11,227","+43,109","+10,023"
"89","00909","國泰數位支付服務","49.02","+0.34","+0.7","05/13","-19","-19","-33","-913","-1,105","-1,976","-2,789","-1,071","-2,546","-1,489"
"90","00733","富邦臺灣中小","68.4","-0.3","-0.44","05/13","-204","-305","-303","-895","-251","+319","+150","+830","-2,054","+212"
"91","00636","國泰中國A50","29.13","+0.1","+0.34","05/13","0","0","0","-883","-884","-889","-875","-132","-1,824","-876"
"92","00688L","國泰20年美債正2","6.81","-0.06","-0.87","05/13","0","0","-882","-882","-2,182","-7,190","-32,288","-41,561","-55,531","-39,238"
"93","6488","環球晶","750","-35","-4.46","05/13","-268","-474","-245","-879","-3,942","-4,597","-5,853","+1,289","-2,942","+1,726"
"94","4961","天鈺","173.5","-4","-2.25","05/13","-193","-691","-899","-873","-786","-331","+3,930","+3,713","+5,141","+3,904"
"95","2486","一詮","255","-15.5","-5.73","05/13","-173","-228","-337","-816","+6","-1,161","-6,687","-19,420","-13,681","-18,904"
"96","3529","力旺","3920","-195","-4.74","05/13","-74","-270","-773","-813","-1,411","-1,280","-13","+1,860","+3,056","+960"
"97","00989A","主動摩根美國科技","17.29","-0.08","-0.46","05/13","0","0","0","-809","-819","-822","-1,599","-407","","-685"
"98","3035","智原","194","-14.5","-6.95","05/13","-593","-455","-574","-806","+279","-163","-931","+172","+12,386","-938"
"99","2103","台橡","21.6","+0.3","+1.41","05/13","-1,094","-1,468","-1,236","-776","-101","+3,876","+6,527","-257","+7,387","+6,505"
"100","2455","全新","374","-1","-0.27","05/13","-23","-396","-389","-761","-2,788","-4,872","-2,013","+1,488","-2,076","+2,215"
"101","5347","世界","168","-2","-1.18","05/13","+766","+2,024","+1,315","-739","+4,562","+4,307","+23,817","+8,980","+5,300","+455"
"102","8255","朋程","145","-3.5","-2.36","05/13","-77","-175","-434","-721","-682","-951","-1,272","-1,159","-192","-1,369"
"103","6214","精誠","122","-2","-1.61","05/13","+104","-363","-329","-697","-167","-1,056","-1,197","+1,203","-111","-340"
"104","6104","創惟","100.5","-1.5","-1.47","05/13","-92","-100","-378","-676","-666","+89","-1,013","+2,278","+5,070","+599"
"105","6182","合晶","55.3","-1","-1.78","05/13","-349","-1,088","-2,120","-674","-3,414","-16,324","-15,853","-13,319","+14,118","-14,286"
"106","3189","景碩","497.5","+3.5","+0.71","05/13","-625","-1,177","-973","-638","+249","-1,367","-2,747","-4,645","-5,207","+243"
"107","1309","台達化","16.2","-0.45","-2.7","05/13","+119","-73","-980","-633","-336","-464","+4,321","+4,725","+2,215","+4,608"
"108","1597","直得","189","+2","+1.07","05/13","-242","-359","-367","-633","-453","-118","-1,162","-2,250","-1,438","-1,616"
"109","8422","可寧衛*","27.1","-0.45","-1.63","05/13","-253","-130","-1,777","-613","-548","-1,556","+1,341","+92,272","+87,970","-2,807"
"110","3013","晟銘電","107","-3","-2.73","05/13","-15","-404","-524","-604","-546","+734","-1,777","-4,617","+5,226","+219"
"111","2332","友訊","13.65","-0.4","-2.85","05/13","+284","+314","-214","-587","+301","+2,287","+2,262","+2,091","-1,222","+3,578"
"112","8163","達方","29.4","-0.2","-0.68","05/13","-65","-239","-331","-564","-862","-689","-912","+2,980","+2,119","+160"
"113","6415","矽力*-KY","467.5","-9","-1.89","05/13","-327","-571","-481","-561","-120","-3,716","-7,441","-566","+3,617","+9,072"
"114","6919","康霈*","99.3","+2.2","+2.27","05/13","0","-626","-677","-544","-1,171","-781","0","0","0","0"
"115","6206","飛捷","138.5","-1.5","-1.07","05/13","-94","-220","-559","-543","-503","-1,169","-2,026","-3,565","+2,003","-4,204"
"116","2368","金像電","1350","-40","-2.88","05/13","+273","-66","-294","-530","-2,018","-3,101","-3,022","-6,219","-6,368","-5,638"
"117","6446","藥華藥","782","+71","+9.99","05/13","-6","-268","-373","-524","-733","-608","-384","-10,359","-2,778","-7,696"
"118","2885","元大金","55.8","+1.2","+2.2","05/13","+881","+2,627","+3,649","-519","+12,172","+22,659","+30,751","+29,949","-7,023","+28,618"
"119","4967","十銓","285.5","0","0","05/13","+2","+122","-309","-517","-1,370","-910","+2,593","+2,163","+905","+2,311"
"120","6806","森崴能源","19.2","0","0","05/13","-100","-160","-283","-516","-607","-2,061","-8,136","-8,586","-1,489","-7,457"
"121","2467","志聖","626","-23","-3.54","05/13","-126","-253","-232","-514","-1,049","-1,523","-606","-6,502","-3,082","-1,354"
"122","3060","銘異","28.05","-0.5","-1.75","05/13","-96","-104","-568","-512","+740","+1,218","-1,875","+976","+2,153","-1,046"
"123","4991","環宇-KY","700","-40","-5.41","05/13","-17","-144","-286","-509","+174","+93","-431","-1,719","-3,660","-183"
"124","1305","華夏","13","0","0","05/13","-50","-45","-303","-504","-1,643","-2,699","+10,271","+13,365","+8,957","+10,750"
"125","00995A","主動中信台灣卓越","17.03","-0.3","-1.73","05/13","-755","-606","-606","-503","-486","+2,222","+1,724","","",""
"126","00701","國泰股利精選30","31.49","+0.04","+0.13","05/13","0","0","0","-500","-500","-500","-667","-1,451","-387","-1,225"
"127","00713","元大台灣高息低波","55.15","+0.35","+0.64","05/13","0","0","0","-500","+444","+3,589","-1,309","-11,469","-27,112","-14,624"
"128","3048","益登","46.45","-0.45","-0.96","05/13","-14","-372","-469","-495","-1,138","-2,743","-5,269","-4,208","+4,068","-5,012"
"129","4533","協易機","31.25","+0.15","+0.48","05/13","-148","-166","-165","-489","-1,017","+85","+2,168","+2,026","+2,237","+2,088"
"130","00947","台新臺灣IC設計","36.35","-1.14","-3.04","05/13","-39","-39","+7","-486","-482","-303","-789","-112","-1,947","-129"
"131","2637","慧洋-KY","73.9","+0.9","+1.23","05/13","-38","+6","-39","-486","-1,298","-2,514","-419","-27,042","-34,529","-8,447"
"132","8390","金益鼎","114","+3.5","+3.17","05/13","-296","-434","-425","-481","-515","-415","-252","-1,689","-2,692","-229"
"133","6284","佳邦","84.1","+0.9","+1.08","05/13","+15","-298","-509","-478","+75","+62","+366","-1,118","-1,687","-2,381"
"134","6962","奕力-KY","38.1","+0.35","+0.93","05/13","-448","-445","-718","-477","+137","+2,182","+2,453","+10,349","+22,272","+604"
"135","2458","義隆","142.5","-3","-2.06","05/13","+4","-53","+11","-476","+194","-5,764","-10,132","-6,230","+7,070","-9,629"
"136","00645","富邦日本","55.15","+0.6","+1.1","05/13","0","0","0","-475","-475","-479","-516","-212","-83","-519"
"137","2015","豐興","62.6","-1.3","-2.03","05/13","-250","-294","-357","-471","-548","-361","+642","+1,645","+4,026","+1,394"
"138","3014","聯陽","137.5","-2.5","-1.79","05/13","-72","-218","-317","-465","-715","-1,160","+2,057","+4,232","+4,586","+2,596"
"139","1308","亞聚","13.35","-0.1","-0.74","05/13","+453","+286","+522","-459","+448","+1,320","+18,590","+19,520","+12,590","+20,604"
"140","00930","永豐ESG低碳高息","21.48","-0.39","-1.78","05/13","0","0","0","-454","-454","-508","-454","-834","-1,968","-888"
"141","00896","中信綠能及電動車","26.68","-0.43","-1.59","05/13","0","0","0","-450","-455","-935","+1,144","+967","-1,102","-322"
"142","00905","FT臺灣Smart","24.8","-0.34","-1.35","05/13","0","0","0","-450","-450","-450","-440","-1,706","-8,606","-347"
"143","2359","所羅門","125","-3","-2.34","05/13","+157","-209","-222","-441","-677","-374","-1,673","-2,210","+1,864","-2,361"
"144","6841","長佳智能","58.7","-0.9","-1.51","05/13","-255","-259","-295","-430","-529","-488","+702","+676","+820","+738"
"145","8070","長華*","46.3","-1.3","-2.73","05/13","-98","-189","-381","-430","-2,840","-1,681","-1,355","-17,372","+3,766","-13,570"
"146","3533","嘉澤","2595","-205","-7.32","05/13","-59","-66","-212","-427","-687","-669","-2,921","-1,553","+1,160","-1,359"
"147","8926","台汽電","56.7","+5.1","+9.88","05/13","-38","-169","-250","-426","-481","-105","-221","+2,114","-4,801","+645"
"148","2492","華新科","200","+11.5","+6.1","05/13","+268","+489","-77","-425","+293","-1,555","-2,831","-7,636","-6,242","-15,219"
"149","1773","勝一","179.5","0","0","05/13","+93","+5","+42","-424","-696","-1,625","-2,870","-2,469","+81","-1,927"
"150","00888","永豐台灣ESG","30.31","-0.47","-1.53","05/13","+139","+104","+105","-416","-4,616","+15","+2,358","+2,105","+1,441","+2,328"
"151","4722","國精化","248","-10.5","-4.06","05/13","-491","-517","-440","-409","-298","+223","-2,225","-1,545","+781","-2,774"
"152","6789","采鈺","583","-11","-1.85","05/13","-4","+33","+21","-408","+478","+4,399","+4,079","+2,191","+9,707","+3,724"
"153","2501","國建","22.45","+0.05","+0.22","05/13","+69","+121","+73","-403","+143","+992","-597","-284","-3,466","+250"
"154","6672","騰輝電子-KY","198","-8","-3.88","05/13","+31","+210","+293","-403","-896","+139","+129","+120","+301","-97"
"155","8028","昇陽半導體","238","-0.5","-0.21","05/13","-130","+494","+519","-402","-635","-1,246","-7,623","-10,764","-239","-8,610"
"156","1528","恩德","26.2","-0.25","-0.95","05/13","-436","-363","-365","-400","-128","-233","+907","+1,210","+917","-1,722"
"157","2641","正德","17.6","-0.25","-1.4","05/13","+127","-100","-207","-399","-425","+779","+1,283","+5,217","+5,364","+2,451"
"158","8131","福懋科","65.1","-1.9","-2.84","05/13","+115","+80","-4","-398","+1,200","+655","+1,711","+5,907","+9,128","+3,185"
"159","3167","大量","753","-7","-0.92","05/13","-12","-364","-364","-390","-354","-539","-2,033","-3,719","-1,425","-2,149"
"160","8046","南電","880","-20","-2.22","05/13","-307","-457","-407","-389","-812","-523","-200","-9,125","-8,634","-728"
"161","8064","東捷","118.5","0","0","05/13","0","-53","-150","-387","-2,240","-397","-270","-4,497","-4,850","-1,452"
"162","00936","台新永續高息中小","19.79","-0.12","-0.6","05/13","-29","-363","-382","-382","+2,189","+2,189","+2,016","+2,209","+844","-43"
"163","1584","精剛","20","0","0","05/13","+97","-62","-263","-379","-940","-1,883","-5,243","-11,069","-8,593","-10,557"
"164","00926","凱基全球菁英55","25.1","+0.22","+0.88","05/13","-20","-20","-20","-344","-359","-678","-573","+131","-2,264","-456"
"165","1563","巧新","44.2","+0.2","+0.45","05/13","-75","-75","-480","-344","-279","-123","+241","+892","+141","+661"
"166","3105","穩懋","495.5","-16.5","-3.22","05/13","+287","+603","-1,694","-338","+3,862","+2,114","-2,460","+4,644","-13,133","+716"
"167","00971","野村美國研發龍頭","16.65","+0.09","+0.54","05/13","0","-1","-1","-331","-331","-346","-344","+776","-1,748","-845"
"168","2454","聯發科","3495","-205","-5.54","05/13","-657","-445","-40","-331","-1,523","-1,328","+2,029","-1,305","-647","-2,333"
"169","2108","南帝","27.7","-0.05","-0.18","05/13","-102","+65","-260","-321","-88","-52","+139","-194","-1,688","+461"
"170","6526","達發","703","-31","-4.22","05/13","-17","-106","-287","-316","-703","-790","-725","+266","+1,031","+105"
"171","00739","元大MSCI A股","29.56","+0.24","+0.82","05/13","+1","+1","+2","-315","-314","-314","-314","-189","-189","-285"
"172","3016","嘉晶","121","-0.5","-0.41","05/13","+10","-80","-90","-311","-282","-447","-3,848","-5,650","-842","-4,871"
"173","8086","宏捷科","157","-1","-0.63","05/13","-220","-448","-332","-311","-2","-212","-93","+3,835","-5,612","+1,268"
"174","00954","中信日本半導體","18.13","-0.07","-0.38","05/13","-1","-7","-9","-300","-297","-737","-650","-402","-557","+363"
"175","3479","安勤","96.3","0","0","05/13","-20","-17","-11","-296","-228","-166","+735","+1,505","+1,157","+1,394"
"176","4904","遠傳","96.9","+1.4","+1.47","05/13","-733","-1,026","-1,005","-290","+96","+1,361","+553","-1,534","-7,684","+270"
"177","5309","系統電","63.9","-2.6","-3.91","05/13","-427","-508","-636","-285","+259","+805","+5,038","+2,161","+7,169","+5,499"
"178","00857B","永豐20年美公債","23.03","-0.02","-0.09","05/13","0","0","0","-284","+1,300","+1,300","+251","+687","-7,104","+182"
"179","00910","第一金太空衛星","73.3","-0.25","-0.34","05/13","0","0","0","-281","-321","-248","-612","-408","-616","-476"
"180","9802","鈺齊-KY","79.2","-1.5","-1.86","05/13","+43","+145","-223","-279","-584","-590","-276","+3,995","+12,586","+1,106"
"181","3545","敦泰","55.7","-2.2","-3.8","05/13","-331","-202","-229","-277","-264","+171","+4,172","+4,579","+10,973","+6,949"
"182","006207","復華滬深","34.12","+0.17","+0.5","05/13","0","0","0","-273","-273","-342","-360","-318","-269","-362"
"183","009804","聯邦台精彩50","21.05","-0.28","-1.31","05/13","+32","+32","+32","-268","-268","-261","-210","-203","+440","-214"
"184","3026","禾伸堂","325","-5","-1.52","05/13","-456","-589","-366","-267","+1,959","+1,253","+1,385","+1,783","+2,721","-56"
"185","8454","富邦媒","196","+7","+3.7","05/13","+38","-32","-241","-267","-107","+340","+166","+2,786","+4,562","+995"
"186","6515","穎崴","9875","-75","-0.75","05/13","-82","-200","-213","-262","-294","-282","-143","-249","-674","-413"
"187","6719","力智","202.5","+7.5","+3.85","05/13","-15","-42","-56","-262","-285","+33","+935","+1,391","-216","+1,461"
"188","00738U","期元大道瓊白銀","69.75","+0.3","+0.43","05/13","-222","-250","-261","-261","-281","-344","-1,376","+1,896","-3,933","+688"
"189","6664","群翊","480","+13","+2.78","05/13","+63","+42","0","-251","+368","+460","+287","-1,660","+428","+6"
"190","6830","汎銓","746","-34","-4.36","05/13","-15","-173","-196","-244","+456","+381","+107","-821","-345","-51"
"191","3081","聯亞","2835","-220","-7.2","05/13","+46","-130","-134","-243","-434","-149","-62","-3,557","-472","-1,295"
"192","3312","弘憶股","47.15","+1.55","+3.4","05/13","-179","-173","-171","-233","-806","-1,463","-2,314","-555","+51","+855"
"193","00943","兆豐電子高息等權","19.2","-0.27","-1.39","05/13","0","-30","-30","-230","-230","-214","-214","-286","-2,322","-286"
"194","3712","永崴投控","19.9","0","0","05/13","-30","-86","-84","-230","-81","+401","-3","+209","+6,061","+726"
"195","3213","茂訊","114","-0.5","-0.44","05/13","-103","-136","-211","-225","-190","-301","-322","-197","-661","-547"
"196","00984D","主動聯博全球非投","10.04","0","0","05/13","+293","+293","+293","-219","+780","+2,408","+5,108","","",""
"197","2488","漢平","51.7","-0.2","-0.39","05/13","+12","+7","-9","-215","-199","-190","-239","-734","-434","-700"
"198","3047","訊舟","14.2","-0.35","-2.41","05/13","-14","-93","-115","-213","-477","-230","-1,985","-4,110","+3,378","-3,807"
"199","2340","台亞","36","-2.05","-5.39","05/13","-418","-728","-1,005","-212","+5,031","+5,181","-4,806","-9,751","+4,218","-2,916"
