"排名","代號","名稱","成交","漲跌價","漲跌幅","法人買賣日期","當日買賣超佔發行張數","2日買賣超佔發行張數","3日買賣超佔發行張數","5日買賣超佔發行張數","10日買賣超佔發行張數","1個月買賣超佔發行張數","3個月買賣超佔發行張數","半年買賣超佔發行張數","1年買賣超佔發行張數","3年買賣超佔發行張數","10年買賣超佔發行張數","今年買賣超佔發行張數"
"22","3042","晶技","144","-5.5","-3.68","05/15","+0.22","+1.43","+2.15","+3.7","+3.15","+4.4","+8.5","+10.3","+12","+9.52","-4.76","+10"
"23","6206","飛捷","130","-6.5","-4.76","05/15","+0.88","+0.32","+0.68","+3.66","+4.69","+5.13","+6.62","+8.61","-5.67","+1.78","-11.4","+6.62"
"24","00689R","國泰20年美債反1","22.24","+0.09","+0.41","05/15","0","0","+0.01","+3.64","+4.43","+4.31","+12.4","+16.9","+23.2","+25.6","","+17.5"
"25","8028","昇陽半導體","287.5","+26","+9.94","05/15","+0.06","+3.6","+3.25","+3.61","+1.44","+8.9","+11.5","+9.39","+8.39","+8.35","","+5.41"
"26","2455","全新","358.5","0","0","05/15","+0.48","+0.94","+1.42","+3.57","+1.87","+6.36","+2.85","-1.31","-2.31","-0.66","+4.04","-1.42"
"27","4931","新盛力","183.5","-15","-7.56","05/15","+0.61","-2.08","-1.92","+3.48","+4.36","+3.94","-0.77","+0.96","-1.68","+4.45","","-13.4"
"28","3707","漢磊","80.4","+0.4","+0.5","05/15","-0.69","+3.42","+2.29","+3.42","+1.54","+6.68","+7.8","+8.37","+6.96","+5.65","+4.8","+7.34"
"29","6175","立敦","73.9","+4.9","+7.1","05/15","+3.56","+2.47","+3.37","+3.38","+3.33","+3.82","+4.8","+6.4","+3.94","+6.29","+6.46","+6.23"
"30","8016","矽創","274","-20.5","-6.96","05/15","+0.37","+2.22","+2.16","+3.13","+3.74","+5.88","+6.91","+5.17","+4.85","+6.29","+7.92","+8.55"
"31","6672","騰輝電子-KY","181.5","-13.5","-6.92","05/15","+1.88","+3.06","+3.53","+3.09","+1.42","+1.25","-1.16","+0.45","+0.18","-2.28","","+1.3"
"32","00738U","期元大道瓊白銀","64.7","-5.65","-8.03","05/15","+0.19","+0.39","+1.12","+3.08","+3.8","+4.06","+2.79","-2.59","-2.06","+0.13","","-1.57"
"33","2374","佳能","82.2","+1.9","+2.37","05/15","+1.98","+2.41","+1.45","+2.94","+1.47","+1.41","+1.18","+0.51","-0.26","-0.38","-9.99","+3.04"
"34","00401A","主動摩根台灣鑫收","12.38","-0.4","-3.13","05/15","+0.44","+0.98","+0.95","+2.91","+6.69","+1.54","","","","","",""
"35","3450","聯鈞","395.5","-26.5","-6.28","05/15","+0.2","+0.23","+0.91","+2.9","+10.6","+2.42","+22","+18.6","+7.23","+17.8","-13.7","+19.3"
"36","6285","啟碁","260","-2","-0.76","05/15","+0.73","+0.3","+0.66","+2.86","+5.25","+4.17","+5.23","+4.6","+2.54","+0.8","+5.84","+8.13"
"37","00678","群益那斯達克生技","35.97","-0.36","-0.99","05/15","+2.03","+4.37","+2.38","+2.84","+3.28","+6.37","+6.37","+6.46","+18.8","+19.4","","+3.03"
"38","4571","鈞興-KY","211","+6.5","+3.18","05/15","+0.56","+1.53","+1.74","+2.82","+3.01","+3.06","+3.26","+3.79","-5.24","-4.04","","+3.31"
"39","00966B","統一ESG投等債15+","13.82","-0.06","-0.43","05/15","+0.05","+0.87","+1.16","+2.78","+3.64","+6.31","+8.56","+7.68","+6.21","","","+7.98"
"40","6432","今展科","51.1","+1.5","+3.02","05/15","+2.36","+2.39","+3.04","+2.76","+1.86","+1.08","+1.91","+2.67","+2.97","+2.42","+3","+2.26"
"41","6419","京晨科","194.5","+17.5","+9.89","05/15","+0.14","+0.25","+2.39","+2.75","-0.45","-1.3","+2.62","+2.67","+2.75","+0.67","-1.06","+2.97"
"42","2606","裕民","62.8","-1.8","-2.79","05/15","+0.84","+1.63","+2.06","+2.64","+3.93","+3.37","+5.14","+6.84","+7.51","+3.99","+11.5","+8.5"
"43","4916","事欣科","67.7","+0.8","+1.2","05/15","+1.85","+2.69","+0.26","+2.64","+1.8","+8.5","+13.3","+7.36","+9.67","+6","+5.64","+14.1"
"44","2316","楠梓電","129.5","-4.5","-3.36","05/15","+0.03","-0.2","+0.93","+2.59","+2.98","+1.46","+6.56","+10.3","+7.21","+8.69","+29.4","+4.18"
"45","8043","蜜望實","113","+10","+9.71","05/15","+1.28","+2.43","+2.4","+2.58","+2.63","+2.29","-0.8","+7.98","+1.2","+1.22","+1.16","+2.42"
"46","6831","邁科","725","+3","+0.42","05/15","+0.15","+1.02","+1.55","+2.57","+0.92","+1.7","+2.44","","","","","+2.25"
"47","00971","野村美國研發龍頭","16.78","-0.01","-0.06","05/15","-0.09","+0.8","+0.8","+2.5","+3.33","+6.09","+8.65","+8.72","+27.4","","","+8.94"
"48","6462","神盾","134","+2.5","+1.9","05/15","+1.31","+1.65","+1.72","+2.48","+2.94","+0.95","+3.31","+0.46","-6.17","-1.77","-28.1","+2.14"
"49","2027","大成鋼","39.85","+0.05","+0.13","05/15","+0.89","+2.23","+1.74","+2.47","+4.4","+4.48","+2.08","-5.09","-7.7","+4.65","+3.41","+1.81"
"50","2409","友達","19.05","-0.5","-2.56","05/15","+0.13","-0.19","+0.55","+2.45","+2.09","-2.31","+2.43","-8.03","-11.8","-16.5","-30.8","-3.44"
"51","1582","信錦","99.4","+1.6","+1.64","05/15","+2.04","+2.25","+2.47","+2.42","+1.58","+0.89","+1.54","-4.09","-10.4","-2.82","-7.66","-3.01"
"52","009812","野村日本東證","12.03","-0.15","-1.23","05/15","-0.07","+0.15","+1.77","+2.41","+2.23","+2.74","+3.11","+1.99","","","","+2.6"
"53","3413","京鼎","325.5","+4.5","+1.4","05/15","+1.46","+2.62","+2.87","+2.38","+0.71","+0.09","+3.49","-5.95","-11.5","-5.57","+3.42","-0.33"
"54","2375","凱美","99.4","-1.6","-1.58","05/15","+1.44","+1.08","+1.66","+2.34","+2.42","+0.5","-1.24","+3.95","+4.5","+5.64","+5.78","+3.51"
"55","2356","英業達","52.2","-1","-1.88","05/15","+0.38","+0.77","+2.46","+2.31","+3.64","+5.44","+6.28","+5.78","+7.9","-8.8","-15.8","+6.07"
"56","4576","大銀微系統","265.5","+24","+9.94","05/15","+0.6","+0.4","+0.27","+2.3","+0.18","+0.67","+7.33","+8.03","+4.24","+6.17","","+6.96"
"57","8261","富鼎","134.5","-1.5","-1.1","05/15","-0.14","+3.49","+4.08","+2.29","+0.06","+1.61","+5.9","+2.04","+4.18","+4.36","+3.6","+4.26"
"58","3317","尼克森","75.3","+1.3","+1.76","05/15","+0.81","+2.75","+2.93","+2.27","+2.94","+1.82","+1.68","+2.99","+1.17","+3.45","+3.74","+2.18"
"59","7788","松川精密","206","0","0","05/15","+1.04","+1.8","+2.12","+2.25","+3.15","+3.14","+3.32","+3.37","","","","+3.39"
"60","5351","鈺創","87.5","-4","-4.37","05/15","-0.43","-1.45","+0.64","+2.25","+5.16","+2.72","+3","+2.35","+9.45","+12.7","+7.06","+6.31"
"61","6284","佳邦","84.5","-1.2","-1.4","05/15","+0.79","+1.44","+1.72","+2.24","+2.69","+1.96","+1.93","+3.26","+0.74","+3.26","+2.89","+5.11"
"62","6806","森崴能源","15.6","-1.7","-9.83","05/15","+0.29","+2.11","+2.11","+2.21","+2.38","+2.39","+2.63","+2.02","-0.36","+0.92","","+2.19"
"63","2478","大毅","83.5","+1.4","+1.71","05/15","+1.41","+1.25","+1.49","+2.15","+2.59","+4.07","+4.13","+8.18","+10.3","+11.4","+14.6","+7.37"
"64","5439","高技","391","-20","-4.87","05/15","-1.79","+2.46","+2.42","+2.13","-1.04","-4.67","+4.81","+1.2","+2.12","+2.05","+13.3","+10.7"
"65","6509","聚和","45.85","-1.2","-2.55","05/15","0","+1.08","+1.3","+2.13","+3.61","+3.84","-0.97","+1.11","+1.34","+3.02","+1.79","+0.37"
"66","8358","金居","389.5","-37.5","-8.78","05/15","+0.33","+0.13","-0.1","+2.12","+4.25","+3.76","+13.2","+9.3","+11.8","+10","+11.9","+11.6"
"67","3033","威健","47.9","+1.5","+3.23","05/15","+0.69","+1.79","+1.2","+2.12","+6.47","+9.81","+14","+14.7","+9.74","+11.3","+14.3","+12.9"
"68","1708","東鹼","39.65","-0.85","-2.1","05/15","-0.16","-0.09","+0.08","+2.1","+0.99","+2.02","+5.12","+8.36","+3.7","+13.7","+10.2","+7.54"
"69","00714","群益道瓊美國地產","21.27","-0.16","-0.75","05/15","0","0","+0.38","+2.07","+2.78","+3.87","+7.48","+13","+11.4","+12.8","","+10.9"
"70","3665","貿聯-KY","2095","-155","-6.89","05/15","+1.3","+1.73","+1.69","+2.03","+4","+5.15","+5.76","+9.9","+12.6","+6.83","-11.1","+10.6"
"71","00793B","群益AAA-A醫療債","30.49","-0.12","-0.39","05/15","0","+2.01","+2.01","+2.01","+2.04","+2.04","-1.84","-4.37","-2.69","-3.74","","-4.51"
"72","00910","第一金太空衛星","74.45","+1.2","+1.64","05/15","+0.26","+0.36","+0.45","+1.98","+1.65","+2.18","+0.8","+11.5","+11.4","+7.4","","+4.73"
"73","2344","華邦電","129.5","-4.5","-3.36","05/15","+0.36","+0.89","+0.98","+1.98","+4.01","+6.26","+2.11","-0.88","+11","+1.26","+1.83","+0.57"
"74","4991","環宇-KY","642","-66","-9.32","05/15","+0.09","+0.29","+0.45","+1.98","+1.57","+1.87","+3.05","+5.87","+11.6","+9.26","-0.39","+1.34"
"75","3680","家登","568","-12","-2.07","05/15","+0.7","+0.57","+0.61","+1.95","+2.92","+5.45","+3.93","+9.38","-4.85","+7.73","+18.4","+8.85"
"76","00909","國泰數位支付服務","49.2","+0.58","+1.19","05/15","+0.52","+0.67","+0.91","+1.94","+10.2","+24.1","+27","+33.7","+45.6","+38","","+40"
"77","4977","眾達-KY","226.5","-9","-3.82","05/15","+0.31","+0.25","-0.33","+1.9","+2.95","+0.59","+7.51","+4.04","-12.4","-17","-40","+3.87"
"78","00970B","新光BBB投等債20+","9.33","-0.03","-0.32","05/15","-0.1","+0.53","+0.97","+1.88","+2.89","+4.33","+7.13","+20.8","+58.8","","","+13.7"
"79","5536","聖暉*","1025","+15","+1.49","05/15","+0.41","+1.4","+2.2","+1.88","+1.77","+7.97","+14.5","+8.87","+1.02","+14.6","+23.1","+12.4"
"80","00981D","主動中信非投等債","10.34","-0.02","-0.19","05/15","+0.02","+0.13","+1.37","+1.87","+3.17","+4.28","+6.69","+0.98","","","","+2.11"
"81","2337","旺宏","162.5","-6.5","-3.85","05/15","-0.02","-0.12","+1.91","+1.84","+0.06","+3.74","-0.16","+7.46","+16","+10.6","+37.7","+9.49"
"82","3529","力旺","3830","-90","-2.3","05/15","+0.18","+0.23","+1.06","+1.81","+1.6","+3.03","+8.3","+8.84","-1.74","-2.03","+6.02","+11.6"
"83","3615","安可","37.25","+1.1","+3.04","05/15","+1.45","+1.1","+1.73","+1.81","+2.68","+1.29","+2.11","+0.01","+0.05","+0.75","-1.5","-0.79"
"84","00737","國泰AI機器人","36.85","-0.08","-0.22","05/15","+0.23","+0.9","+0.95","+1.79","+6.71","+9.57","+9.93","+11.5","+20.1","+67.6","","+11.6"
"85","3149","正達","57.4","+3.5","+6.49","05/15","+1.27","+0.91","+0.73","+1.79","+0.96","+0.34","-4.79","+0.89","-6.54","-2.5","-7.31","+2.54"
"86","00638R","元大滬深300反1","6.52","+0.07","+1.09","05/15","0","0","0","+1.77","+1.69","+0.79","+1.22","-0.46","+1.39","+2.13","+26","+1.76"
"87","3443","創意","4845","-230","-4.53","05/15","+0.83","+1.05","+1.58","+1.76","+0.13","-0.04","+2.27","+0.2","+6.37","-2.2","+17.1","+1.51"
"88","8040","九暘","84.5","-3.4","-3.87","05/15","+0.02","+1.13","+1.61","+1.72","+1.76","+0.82","+1.12","+0.83","+0.67","+0.35","+0.65","+0.79"
"89","3034","聯詠","466.5","-26.5","-5.38","05/15","+0.16","+0.66","+0.71","+1.7","+2.52","+2.34","+6.77","+8.58","+7.84","-11.7","-21.7","+7.78"
"90","6227","茂綸","124.5","+11","+9.69","05/15","+0.44","+1.01","+1.28","+1.7","+2.61","+3.37","+3.69","+3.98","-2.78","+1.24","+2.35","+3.87"
"91","2467","志聖","587","-23","-3.77","05/15","-0.13","-0.32","-0.31","+1.69","+0.62","+1.16","+4.21","+12.3","+9.33","+13.4","+12.7","+5.87"
"92","6207","雷科","77.2","+7","+9.97","05/15","+0.18","-0.03","+0.81","+1.65","-1.12","+0.22","+2.4","+0.73","-2.8","-1.76","-1.82","-1.12"
"93","00996A","主動兆豐台灣豐收","13.65","-0.5","-3.53","05/15","-0.08","+0.21","+0.45","+1.63","-0.07","+1.85","","","","","",""
"94","6451","訊芯-KY","577","+52","+9.9","05/15","-0.15","+0.94","+1.74","+1.63","+0.41","+0.81","+2.56","+4.63","-0.21","+3.39","-2.21","+3.61"
"95","3645","達邁","106","-6","-5.36","05/15","+1.69","+2.28","+1.96","+1.63","+0.28","-1.24","+5.71","+7.71","+1.19","+2.01","+5.33","+6.71"
"96","3088","艾訊","131","+2","+1.55","05/15","+0.26","+0.58","+0.83","+1.63","+3.52","+5.7","+5.58","+5.4","-1.61","+2.63","-4.48","+5.97"
"97","00955","中信日本商社","16.49","-0.12","-0.72","05/15","+0.06","+0.02","+0.71","+1.62","+5.41","+5.47","+4.9","+3.56","+4.16","","","+4.46"
"98","6239","力成","248","+19","+8.3","05/15","+2.05","+1.95","+1.94","+1.61","+1.08","-1.54","-6.41","+3.08","+4.35","-8.29","-36.1","-3.55"
"99","2049","上銀","392.5","+18","+4.81","05/15","+0.14","+0.22","+0.06","+1.6","+2.21","+5.17","+10.5","+12","+6.72","+3.96","+12.8","+13"
"100","3209","全科","68","+4.5","+7.09","05/15","+0.21","+0.14","+0.12","+1.6","+1.66","+3.68","+11.9","+15.5","+14.5","+15.8","+17","+15"
"101","1714","和桐","9.84","-0.16","-1.6","05/15","-0.02","+0.17","+0.16","+1.59","+1.26","+0.83","+2.86","+4.36","+4.35","+2.86","+4.91","+4.22"
"102","2365","昆盈","36.65","+1.35","+3.82","05/15","+1.53","+1.79","+1.59","+1.56","+1.84","+1.72","+2.68","+0.78","+1.12","-10.7","-11.2","+2.53"
"103","6265","方土昶","45","-1.2","-2.6","05/15","-1.6","+2.47","+2.2","+1.55","+1.35","+0.56","-1.51","-6.34","-1.24","-0.37","+1.07","-2.43"
"104","8042","金山電","98.1","-10.9","-10","05/15","-0.08","+0.17","+1.4","+1.53","+8.27","+8.89","+8.81","+9.55","+8.66","+8.55","+7.54","+10.7"
"105","00717","富邦美國特別股","15.12","-0.1","-0.66","05/15","0","+0.21","+0.85","+1.52","+2.97","+4.61","+7.77","+11.9","+15.4","+51.9","","+9.7"
"106","3693","營邦","546","-8","-1.44","05/15","+0.24","+0.71","+0.77","+1.52","-0.81","-0.14","-0.26","-5.42","-2.38","-7.64","-1.76","-0.84"
"107","4912","聯德控股-KY","105.5","+1","+0.96","05/15","-0.04","+0.38","+1.31","+1.52","+1.92","+2.34","+2.85","-1.53","-7.13","-2.5","-3.09","-1.57"
"108","9914","美利達","70.1","+6.3","+9.87","05/15","+1.22","+1.34","+1.44","+1.49","+1.18","+0.59","-1.96","-1.09","-1.21","+0.99","+0.11","+2.86"
"109","3479","安勤","102","-2","-1.92","05/15","+0.09","+1.14","+1.37","+1.48","+2.25","+2.5","-0.36","-5.17","-5.9","-7.58","-2.18","-2.71"
"110","3704","合勤控","38.2","+1.5","+4.09","05/15","+0.92","+1.07","+0.98","+1.48","+1.67","+2.6","+5.05","+2.71","-1.65","-6.08","+1.43","+3.46"
"111","2428","興勤","206","-6","-2.83","05/15","+0.23","+0.42","+0.67","+1.48","+2.85","+3.48","+5.16","+5.17","+1.6","+4.57","+3.57","+5.81"
"112","1809","中釉","38.6","-0.65","-1.66","05/15","+0.01","+0.07","+0.17","+1.48","+4.02","+3.42","+4.83","+2.55","+2.53","+3.65","+1.92","+3.44"
"113","5285","界霖","74.2","+1.1","+1.5","05/15","+0.33","+0.23","+0.61","+1.46","+1.95","+2.51","+2.65","+3.77","+4.22","+3.8","+4.27","+3.72"
"114","00888","永豐台灣ESG","30.66","-0.46","-1.48","05/15","-0.01","-0.03","-0.17","+1.45","+5.59","+8.57","+8.12","+8.75","+11.4","+24.5","","+8.58"
"115","00694B","富邦美債1-3","41.42","-0.08","-0.19","05/15","+0.26","+1.13","+1.22","+1.43","+2.38","+4.82","+11.1","+20.1","+29.9","+39.2","","+13.9"
"116","3026","禾伸堂","327","-30.5","-8.53","05/15","+0.42","+0.78","+0.85","+1.43","+2.37","-4.98","-0.23","-1.02","+2.24","+4.02","+6.26","+1.38"
"117","00763U","期街口道瓊銅","34.18","-1.06","-3.01","05/15","+0.42","+0.65","+0.68","+1.41","+2.1","+5.52","+13.4","+18.8","+22.1","+31.9","","+18.2"
"118","4722","國精化","264.5","+6.5","+2.52","05/15","+0.48","+0.86","+0.78","+1.39","+2.14","+1.87","+4.39","+2.23","-0.03","+1.63","-0.94","+4.24"
"119","3406","玉晶光","588","+28","+5","05/15","+0.62","+1.32","+1.39","+1.39","+1.03","+6.72","+9.9","+13.9","+19.5","+27.2","+29.7","+14.1"
"120","6138","茂達","284.5","-22","-7.18","05/15","-0.03","+0.85","+1.05","+1.38","+2.79","+3.44","+0.71","+1.47","+12.4","+21.7","+30.1","+1.95"
"121","6449","鈺邦","263","+23.5","+9.81","05/15","+0.27","+0.8","+0.79","+1.38","+2.97","+3.45","+3.74","+2.05","+2.43","+3.81","+5.99","+3.29"
"122","6218","豪勉","40.8","-0.75","-1.81","05/15","+0.16","-0.52","+0.08","+1.34","+1.2","+0.78","+1.06","+0.13","+0.28","+0.7","+0.59","+0.67"
"123","6166","凌華","112","+0.5","+0.45","05/15","-0.26","+0.7","+0.92","+1.34","+1.93","+3.28","+4.64","+6.06","+2.46","+7.97","-1.66","+4.46"
"124","00958B","永豐ESG銀行債15+","9.21","-0.05","-0.54","05/15","-0.11","-0.04","+0.14","+1.32","+1.7","+4.87","+9.16","+9.99","+11.2","","","+9.14"
"125","2363","矽統","60.5","-2.5","-3.97","05/15","-0.33","+1.04","+0.99","+1.32","+3.5","+3.99","+5.67","+6.6","-1.13","+6.97","+6.68","+6.19"
"126","00912","中信臺灣智慧50","30.45","-0.41","-1.33","05/15","+0.36","+0.85","+0.14","+1.32","+1.4","+1.98","+1.52","+1.19","+8.75","+8.45","","+1.39"
"127","8926","台汽電","61.1","+3.5","+6.08","05/15","+0.44","+0.74","+1.28","+1.31","+2.25","+2.39","+2.55","+1.46","+2.45","+2.35","+2.17","+1.99"
"128","00830","國泰費城半導體","82.9","-1.4","-1.66","05/15","+0.11","-0.14","+0.54","+1.29","+1.27","+7.34","+19","+17.7","+60.1","+68.2","","+15.3"
"129","3217","優群","184","-3","-1.6","05/15","+0.2","+1.54","+1.47","+1.28","+1.29","+0.33","-3.44","-10.1","-6.12","+1.07","+2.35","-6.55"
"130","3008","大立光","3445","+310","+9.89","05/15","+0.47","+0.96","+1.11","+1.28","+1.69","+2.93","+4.87","+1.34","-1.29","-3.68","-19.8","+2.95"
"131","2302","麗正","24.8","-0.45","-1.78","05/15","+0.09","+0.85","+0.7","+1.26","+1.55","+1.76","+1.59","+3.07","+0.39","+1.87","-3.12","+3.06"
"132","00956","中信日經高股息","12.42","-0.14","-1.11","05/15","+0.14","+0.14","+0.7","+1.25","+2.07","+1.74","+2.21","+7.54","+16.5","","","+2.25"
"133","00943","兆豐電子高息等權","19.28","-0.08","-0.41","05/15","+0.26","+0.5","+0.65","+1.23","+4.3","+11.2","+27.1","+28","+39","","","+28.5"
"134","3481","群創","36.1","+0.7","+1.98","05/15","+1.14","-1.44","+0.16","+1.23","+7.72","+4.98","+9.34","+3.75","+2.87","+1.03","-22.5","+5.36"
"135","3339","泰谷","48.05","-0.7","-1.44","05/15","-0.46","-0.04","-0.46","+1.21","-0.02","+1.61","+2.85","+5.16","-0.54","-0.45","-13.9","+4.35"
"136","9939","宏全","125","+4","+3.31","05/15","+0.04","+0.03","+0.13","+1.18","+0.39","+0.83","+1.96","+1.56","+1.59","+1.56","+0.78","+2.07"
"137","2301","光寶科","204.5","-2.5","-1.21","05/15","-0.05","+0.15","-0.41","+1.17","+4.15","+7.15","+6.02","+12.5","+12.9","-5.47","-7.88","+8"
"138","00949","復華日本龍頭","20.13","-0.09","-0.45","05/15","-0.04","+0.2","+0.96","+1.17","+1.49","+1.3","+1.64","+3.07","+17.6","","","+2.28"
"139","6442","光聖","1740","-115","-6.2","05/15","+1.06","+1.22","+1.79","+1.16","+0.14","+3.19","+0.03","+1.94","-0.64","+7.04","+7.34","+3.56"
"140","3356","奇偶","60.9","-1.8","-2.87","05/15","-0.02","+0.53","+0.65","+1.15","+0.9","+1.09","+2.61","+4.46","+4.84","+12.2","-2.04","+3.63"
"141","00897","富邦基因免疫生技","9.68","-0.12","-1.22","05/15","+0.15","+0.52","+0.55","+1.13","+1.79","+4.16","+9.26","+16.8","+25.2","+72.8","","+13.5"
"142","3152","璟德","166","-7.5","-4.32","05/15","+0.75","+0.94","+0.66","+1.13","+1.5","+1.36","+3.59","+1.01","-0.9","-2.73","-5.87","+2.11"
"143","00995A","主動中信台灣卓越","16.33","-0.73","-4.28","05/15","+0.1","+0.36","+0.78","+1.13","+0.38","-1.66","+0.85","","","","",""
"144","00915","凱基優選高股息30","26.68","-0.09","-0.34","05/15","-0.06","+0.33","+0.24","+1.11","+5.17","+7.96","+9.2","+12.4","+23.2","-1.48","","+12.8"
"145","3455","由田","264.5","-21","-7.36","05/15","+0.18","+0.3","+0.49","+1.11","-0.02","-1.67","+7.53","+7.15","+3.74","+7.47","+10.2","+2.58"
"146","00731","復華富時高息低波","74.85","-0.1","-0.13","05/15","-0.19","+0.43","+0.53","+1.1","+4.74","+6.8","+8.77","+21.1","+44.5","+60.7","","+18.9"
"147","6187","萬潤","1125","-15","-1.32","05/15","+0.74","+0.26","+0.36","+1.1","-0.62","-2.19","+9.73","+20.1","+20.1","+31.2","+27.8","+16.9"
"148","00857B","永豐20年美公債","22.86","-0.13","-0.57","05/15","+0.23","+0.62","+0.81","+1.1","+2.04","+4.34","+13","+24.3","+35","+56.9","","+19.9"
"149","00982B","FT投資級債20+","9.78","-0.03","-0.31","05/15","+0.01","+0.6","+0.65","+1.09","+2.14","+2.77","+4.57","+5.38","+5.46","","","+5.39"
"150","6224","聚鼎","71.7","-1.9","-2.58","05/15","+0.37","+0.76","+0.75","+1.07","+1.57","+1.85","+1.55","+1.9","-1.22","+1.8","-2.7","+1.59"
"151","2401","凌陽","24.65","-0.2","-0.8","05/15","+0.3","+0.55","+0.36","+1.06","+1.94","+3.34","+4.7","+5.89","-0.28","+2.14","+7.8","+5.45"
"152","00948B","中信優息投資級債","9.4","-0.04","-0.42","05/15","+0.21","+0.46","+0.72","+1.06","+1.49","+2.35","+14.7","+18.8","+36.2","","","+16.6"
"153","6446","藥華藥","826","+44","+5.63","05/15","+0.57","+0.75","+1.15","+1.06","+1.64","+1.9","+1.13","+4.99","+2.56","+7.92","","+5.1"
"154","6491","晶碩","294.5","+5","+1.73","05/15","+0.38","+0.59","+0.73","+1.06","+1.16","+1.44","+3.55","+0.61","+4.68","-4.25","","+3.32"
"155","6830","汎銓","735","+8","+1.1","05/15","-0.46","+0.09","+0.76","+1.06","+1.36","+0.33","+5.44","+2.03","+1.48","+2.45","","+2.87"
"156","00757","統一FANG+","128.8","-0.25","-0.19","05/15","-0.01","+0.05","+0.48","+1.06","+1.93","+4.06","+5.6","+10.1","+25.2","+25","","+8.54"
