統一代號,股票名稱,產業別,B0_股價日期,B0_成交,B0_漲跌幅,B0_成交張數,B0_成交額(百萬),B0_PER,B0_5日均額(百萬),B0_量價狀態,B0_金額日變化率(%),B0_爆發倍數(X),今日上榜,△,法人持股,最新動態,5日ΔChange,20日ΔChange,60日ΔChange,120日ΔChange,外資持股比,B2_外資成交動態,B2_投信成交動態,B2_外資發行動態,B2_投信發行動態,B3_連買狀態,軋空評估,套牢評估,B4_融資減幅_當日,B4_融資減張_當日,B4_借券減幅_當日,B4_借券減張_當日,B4_融券增幅_當日,B4_融券增張_當日,B4_融資增幅_當日,B4_借券增幅_當日,B5_1000張_週動態,B5_1000張_最新週,B5_1000張_6周,B5_800張_週動態,B5_800張_最新週,B5_800張_6周,B5_600張_週動態,B5_600張_最新週,B5_600張_6周,B5_400張_週動態,B5_400張_最新週,B5_400張_6周,B6_總額(億),B6_收盤價,B6_成交均價,B7_董監持股%,B7_董監質押%,B7_持股近月增減%,B7_持股動態,B7_持股近半年增減%,B7_質押近月增減%,B7_質押動態,B8_主力連買動態,B8_斥資(億),B8_乖離率(%),B8_吃豆腐動態,B8_吃貨斥資(萬),B8_上榜期程,B8_集中度動態,B8_單日Δ,B8_5日Δ
00956,中信日經高股息,ETF/基金/其他,09/23,13.73,0.22,37.0,0.51,,3.29,⚖️ 溫和震盪整理,-58.19672131147541,0.16,,0.0,,🔄 持平,,,,,2.00,⚪ 觀望 (無資料),,⚪ 觀望 (無資料),,,,,,,,,,,0.0,,↘️ 微減,-0.16,-6.35,🚨 劇減,-2.6,-3.5900002,📉 小減,-0.66,-3.75,📉 小減,-0.7,-2.18,,,,,,,,,,,,,,,,,,,
00960,野村全球航運龍頭,ETF/基金/其他,09/23,22.21,-1.81,473.0,10.5,,13.18,🥀 平量價縮 (下跌中繼，弱反彈信號),-13.93442622950819,0.8,,0.0,,🔄 持平,,,,,1.40,⚪ 觀望 (無資料),,⚪ 觀望 (無資料),,,,,-18.3,-20.0,,,,,,,📈 小增,0.65,2.3700001,📈 小增,0.65,0.6400001,🚀 劇增,1.9,1.8900001,↗️ 微增,0.05,1.8899996,,,,,,,,,,,,,,,,,,,
00961,FT臺灣永續高息,ETF/基金/其他,09/23,13.21,-0.38,28531.0,377.0,,323.8,⏸️ 平量滯漲 (拋壓增大，高位見頂),-21.62162162162162,1.16,,0.0,,🔄 持平,,,,,0.40,,,,,,,⚠️ 初危,,,,,,,,,🚀 劇增,3.55,3.4299998,🚀 劇增,3.54,5.3199997,🚀 劇增,3.58,5.22,🚀 劇增,3.81,6.49,,,,,,,,,,,,,,,,,,,
00962,台新AI優息動能,ETF/基金/其他,09/23,15.01,-0.4,3453.0,51.9,,42.34,⏸️ 平量滯漲 (拋壓增大，高位見頂),-11.130136986301375,1.23,,0.0,,🔄 持平,,,,,0.20,,,,,,,⚠️ 初危,,,0.0,0.0,,,,,🚨 劇減,-2.55,-6.1,🚨 劇減,-2.96,-9.64,🚨 劇減,-2.59,-10.3,🚨 劇減,-3.38,-11.01,,,,,,,,,,,,,,,,,,,
00963,中信全球高股息,ETF/基金/其他,09/23,12.74,-0.23,1622.0,20.7,,24.34,⏸️ 平量滯漲 (拋壓增大，高位見頂),-4.166666666666674,0.85,,0.0,,🔄 持平,,,,,0.60,,,,,,,⚠️ 初危,,,,,,,-11.0,,📉 小減,-0.75,-2.26,📉 小減,-0.76,-4.94,↘️ 微減,-0.31,-3.28,📉 小減,-0.84,-4.12,,,,,,,,,,,,,,,,,,,
00964,中信亞太高股息,ETF/基金/其他,09/23,14.75,-0.54,1916.0,28.3,,19.06,⏸️ 平量滯漲 (拋壓增大，高位見頂),33.49056603773586,1.48,,0.0,,🔄 持平,,,,,0.80,,,,,,,⚠️ 初危,0.0,,,,,,,,📉 小減,-0.84,-4.99,⚠️ 大減,-1.0,-5.12,⚠️ 大減,-1.13,-5.0500007,📉 小減,-0.56,-3.7499998,,,,,,,,,,,,,,,,,,,
00965,元大航太防衛科技,ETF/基金/其他,09/23,25.45,-0.24,1226.0,31.2,,30.74,⏸️ 平量滯漲 (拋壓增大，高位見頂),-17.021276595744684,1.01,,0.0,,🔄 持平,,,,,0.40,⚪ 觀望 (無資料),🔥 強延續 (24.50%),⚪ 觀望 (無資料),🔥 持續加碼 (0.07%),🏦 投信週連買(2)-🌱 週線發動,,,,,,,,,,,↗️ 微增,0.41,2.4899998,📈 小增,0.6,2.4399993,↗️ 微增,0.44,1.98,📈 小增,0.58,2.1899998,,,,,,,,,,,,,,,,,,,
00982A,主動群益台灣強棒,ETF/基金/其他,09/23,23.06,0.17,13519.0,312.0,,397.6,⏸️ 平量滯漲 (拋壓增大，高位見頂),-49.75845410628019,0.78,,0.0,,🔄 持平,0.4922611,,,,1.20,,⚪ 觀望 (無資料),🔥 持續加碼 (0.19%),⚪ 觀望 (無資料),🌐 外資日連買(2)-🆕 試單觀察 | 🌐 外資週連買(2)-🌱 週線發動,🔼 進駐,,,,,,58.8,10.0,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00982T,平衡兆豐台美動能,ETF/基金/其他,09/23,15.61,0.06,133.0,2.08,,3.07,⚖️ 溫和震盪整理,-44.08602150537635,0.68,,0.0,,🔄 持平,,,,,0.30,,,⚪ 觀望 (無資料),,,🔼 進駐,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00983A,主動中信ARK創新,ETF/基金/其他,09/23,13.45,1.13,3742.0,50.3,,27.98,⚠️ 放量滯漲 (拋壓增大，即將見頂反轉),222.43589743589746,1.8,,0.0,,🔄 持平,2.98,2.28,,4.2,1.40,🔥 強延續 (66.60%),,🔥 持續加碼 (3.30%),,🌐 外資週連買(2)-🌱 週線發動,🔼 進駐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00983D,主動富邦複合收益,ETF/基金/其他,09/23,9.77,0.1,457.0,4.46,,7.07,⚖️ 溫和震盪整理,-40.29451137884873,0.63,,-0.71,,📉 下降,,,,,0.50,,,⚪ 觀望 (無資料),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00984A,主動安聯台灣高息,ETF/基金/其他,09/23,15.56,0.0,3679.0,57.3,,55.26,⏸️ 平量滯漲 (拋壓增大，高位見頂),-10.747663551401876,1.04,,0.0,,🔄 持平,,,,,0.70,,,,,🌐 外資日連買(5)-⚡ 買盤點火,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00984D,主動聯博全球非投,ETF/基金/其他,09/23,9.86,0.0,16175.0,159.0,,139.02,⏸️ 平量滯漲 (拋壓增大，高位見頂),11.188811188811187,1.14,,0.0,,🔄 持平,,,,,0.20,,,,,🌐 外資日連買(5)-⚡ 買盤點火 | 🌐 外資週連買(2)-🌱 週線發動,,,,-173.0,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00985B,群益ESG投等債0-5,ETF/基金/其他,09/23,10.09,0.0,6140.0,61.9,,74.64,⏸️ 平量滯漲 (拋壓增大，高位見頂),-5.640243902439024,0.83,,-0.48,,📉 下降,,,,,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00986A,主動台新龍頭成長,ETF/基金/其他,09/23,14.84,0.68,275.0,4.07,,3.71,⏸️ 平量滯漲 (拋壓增大，高位見頂),-50.061349693251536,1.1,,-2.0,,📉 下降,,,,,0.90,🔥 強延續 (42.20%),,🔥 持續加碼 (0.29%),,🌐 外資日連買(6)-⚡ 買盤點火 | 🌐 外資週連買(3)-🌱 週線發動,🔼 進駐,,,,,,,,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00990A,主動元大AI新經濟,ETF/基金/其他,09/23,15.93,1.08,14615.0,233.0,,196.2,⏸️ 平量滯漲 (拋壓增大，高位見頂),-9.33852140077821,1.19,,0.0,,🔄 持平,,,,,2.60,⚪ 觀望 (無資料),,⚪ 觀望 (無資料),,🌐 外資日連買(5)-⚡ 買盤點火 | 🌐 外資週連買(4)-🌱 週線發動,🔥 點火,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00991B,貝萊德A級公司債,ETF/基金/其他,09/23,14.81,0.41,1198.0,17.7,,14.04,⏸️ 平量滯漲 (拋壓增大，高位見頂),115.85365853658539,1.26,,0.0,,🔄 持平,,,,,82.40,⚠️ 趨緩 (10.50%),,🔥 持續加碼 (0.05%),,🌐 外資週連買(2)-🌱 週線發動,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00995A,主動中信台灣卓越,ETF/基金/其他,09/23,17.76,0.79,3810.0,67.7,,64.1,⏸️ 平量滯漲 (拋壓增大，高位見頂),-17.1358629130967,1.06,,0.0,,🔄 持平,0.64,,,,1.20,,,🔥 持續加碼 (0.31%),,🌐 外資日連買(2)-🆕 試單觀察,,,-2.31,-28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2237,華德動能-創,ETF/基金/其他,09/23,27.0,0.0,133.0,3.57,,2.26,⚠️ 放量滯漲 (拋壓增大，即將見頂反轉),42.8,1.58,,0.0,,🔄 持平,,,,,4.30,⚪ 觀望 (無資料),,,,,,,,,,,,,,,🔄 持平,0.0,-5.57,🔄 持平,-0.0,-5.57,🔄 持平,-0.0,-5.57,↗️ 微增,0.01,-5.01,,,,59.1,0,-3.9000015,🚨 減/大減,-3.800003,0.0,➖ 持平,,,,,,,,,
2883B,凱基金乙特,ETF/基金/其他,09/23,8.5,0.35,1146.0,9.7,,25.2,⚖️ 溫和震盪整理,-48.94736842105264,0.38,,0.0,,🔄 持平,,,,,4.70,⚠️ 趨緩 (15.60%),,⚪ 觀望 (無資料),,🌐 外資日連買(12)-🔥 波段認養 | 🌐 外資週連買(4)-🌱 週線發動,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7689,大鵬科CLMX,ETF/基金/其他,09/23,157.5,-1.56,29.0,4.62,,5.4,🥀 平量價縮 (下跌中繼，弱反彈信號),-10.29126213592233,0.86,,0.0,,🔄 持平,,,,,0.20,,,,,🌐 外資週連買(4)-🌱 週線發動,,,,,,,,,,,🔄 持平,0.0,1.3199999,🔄 持平,-0.0,1.3199999,🔄 持平,-0.0,1.3199999,🔄 持平,-0.0,1.15,,,,73.6,0,2.4000015,🔥 大增,-6.7000046,0.0,➖ 持平,,,-8.58,🩸 主力套牢中 (防守失敗),736.0,,➡️ 橫盤震盪,-17.33,-1.78
7835,永悅健康-創,ETF/基金/其他,09/23,20.0,-0.25,69.0,1.37,,1.0,⏸️ 平量滯漲 (拋壓增大，高位見頂),-14.374999999999993,1.37,,0.0,,🔄 持平,,,,,2.30,⚪ 觀望 (無資料),,,,🌐 外資日連買(2)-🆕 試單觀察 | 🌐 外資週連買(4)-🌱 週線發動,,,,,,,,,,,↘️ 微減,-0.02,-2.29,↘️ 微減,-0.02,-4.18,↘️ 微減,-0.08,-2.71,↘️ 微減,-0.1,-1.8100001,,,,46.7,0,0.0,🔄 持平,,0.0,➖ 持平,,,,,,,,,
7855,和運租車,ETF/基金/其他,09/23,42.0,0.0,356.0,15.0,,17.86,⏸️ 平量滯漲 (拋壓增大，高位見頂),-53.703703703703695,0.84,,0.0,,🔄 持平,,,,,23.20,,,,,,,,,,,,,,,,↗️ 微增,0.02,-26.18,↗️ 微增,0.03,-24.820002,↗️ 微增,0.03,-24.54,↗️ 微增,0.03,-23.33,,,,68.5,0,-30.199997,🚨 減/大減,-30.199997,0.0,➖ 持平,,,-1.43,🎯 成本保衛戰 (極佳吃豆腐點),8929.0,,➡️ 橫盤震盪,-6.82,0.99
00696B,富邦美債20年,ETF/基金/其他,09/23,27.97,0.29,2134.0,59.7,,48.46,⏸️ 平量滯漲 (拋壓增大，高位見頂),156.22317596566523,1.23,,,,,,,,,2.40,⚠️ 趨緩 (46.40%),,🔥 持續加碼 (0.16%),,🌐 外資週連買(2)-🌱 週線發動,,,71.4,,0.0,0.0,,,71.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009810,玉山全球藍籌100,ETF/基金/其他,09/23,21.52,0.09,127.0,2.73,,2.9,⏸️ 平量滯漲 (拋壓增大，高位見頂),326.5625,0.94,,,,,,,,,4.80,📉 調節洗盤 (-1.57%),,🚨 轉賣反轉 (-0.01%),,,,,0.0,,,,,,,,📉 小減,-0.93,1.1999999,📉 小減,-0.93,-3.66,🚀 劇增,2.41,3.63,🚀 劇增,2.01,3.46,,,,,,,,,,,,,,,,,,,
00411A,主動統一前沿科技,ETF/基金/其他,09/23,10.5,0.19,14120.0,149.0,,380.6,⚖️ 溫和震盪整理,-60.16042780748663,0.39,,,,,,,,,11.40,⚠️ 趨緩 (0.54%),🔄 持平 (0.00%),🔥 持續加碼 (0.02%),💤 籌碼沉澱中,🌐 外資日連買(5)-⚡ 買盤點火 | 🌐 外資週連買(4)-🌱 週線發動,🔼 進駐,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00772B,中信高評級公司債,ETF/基金/其他,09/23,32.27,0.31,2157.0,69.6,,57.26,⏸️ 平量滯漲 (拋壓增大，高位見頂),198.71244635193128,1.22,,,,,,,,,0.50,⚠️ 趨緩 (30.70%),,,,🌐 外資日連買(7)-⚡ 買盤點火 | 🌐 外資週連買(6)-🚀 趨勢加溫,🔥 點火,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00984B,大華優利美A債15,ETF/基金/其他,09/23,15.78,0.13,477.0,7.53,,10.72,⏸️ 平量滯漲 (拋壓增大，高位見頂),89.67254408060452,0.7,,,,,,,,,1.10,⚠️ 趨緩 (32.30%),,🔥 持續加碼 (0.13%),,🌐 外資週連買(2)-🌱 週線發動,🔼 進駐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00966B,統一ESG投等債15+,ETF/基金/其他,09/23,13.49,0.3,1642.0,22.1,,14.15,⚠️ 放量滯漲 (拋壓增大，即將見頂反轉),784.0,1.56,,,,,,,,,0.90,⚠️ 趨緩 (19.00%),,🔥 持續加碼 (0.27%),,🌐 外資週連買(2)-🌱 週線發動,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00720B,元大投資級公司債,ETF/基金/其他,09/23,31.97,0.31,4015.0,128.0,,102.76,⏸️ 平量滯漲 (拋壓增大，高位見頂),76.30853994490359,1.25,,,,,,,,,0.60,⚠️ 趨緩 (27.10%),,,,🌐 外資日連買(7)-⚡ 買盤點火 | 🌐 外資週連買(6)-🚀 趨勢加溫,🔼 進駐,,,,,,,,6.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00785B,富邦金融投等債,ETF/基金/其他,09/23,33.79,0.51,176.0,5.94,,2.55,⚠️ 放量滯漲 (拋壓增大，即將見頂反轉),247.3684210526316,2.33,,,,,,,,,0.00,🔥 強延續 (71.60%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00942B,台新美A公司債20+,ETF/基金/其他,09/23,13.72,0.22,546.0,7.48,,17.32,⚖️ 溫和震盪整理,-22.966014418125646,0.43,,,,,,,,,0.10,🔥 強延續 (81.50%),,,,🌐 外資週連買(2)-🌱 週線發動,🔼 進駐,,-25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00937B,群益ESG投等債20+,ETF/基金/其他,09/23,14.29,0.21,33155.0,473.0,,546.2,⏸️ 平量滯漲 (拋壓增大，高位見頂),27.493261455525598,0.87,,,,,,,,,0.40,🔥 強延續 (39.00%),,,,🌐 外資週連買(2)-🌱 週線發動,🚀 強軋,,,165.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00787B,元大10年IG醫療債,ETF/基金/其他,09/23,31.18,0.0,16.0,0.5,,0.25,⚠️ 放量滯漲 (拋壓增大，即將見頂反轉),316.6666666666667,2.0,,,,,,,,,0.40,🔥 強延續 (86.80%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00687B,國泰20年美債,ETF/基金/其他,09/23,26.66,0.26,10427.0,278.0,,262.0,⏸️ 平量滯漲 (拋壓增大，高位見頂),101.44927536231884,1.06,,,,,,,,,0.70,🔥 強延續 (52.50%),⚪ 觀望 (無資料),,⚪ 觀望 (無資料),🌐 外資週連買(2)-🌱 週線發動,🚀 強軋,,-1.79,-89.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00725B,國泰投資級公司債,ETF/基金/其他,09/23,34.0,0.18,2493.0,84.8,,68.0,⏸️ 平量滯漲 (拋壓增大，高位見頂),88.02660753880265,1.25,,,,,,,,,0.60,⚠️ 趨緩 (14.00%),,,,🌐 外資週連買(6)-🚀 趨勢加溫,🔼 進駐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00950B,凱基A級公司債,ETF/基金/其他,09/23,13.57,0.3,2910.0,39.5,,30.3,⏸️ 平量滯漲 (拋壓增大，高位見頂),90.82125603864735,1.3,,,,,,,,,0.00,⚠️ 趨緩 (1.72%),,,,🌐 外資週連買(7)-🚀 趨勢加溫,🔼 進駐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009828,中信台日韓PCB,ETF/基金/其他,09/23,9.85,2.07,80130.0,784.0,,557.4,⚖️ 溫和震盪整理,34.70790378006874,1.41,,,,,,,,,7.10,🔥 強延續 (61.50%),🔄 持平 (0.00%),🔥 持續加碼 (5.45%),🔄 今日量縮持平,🌐 外資日連買(4)-🆕 試單觀察,,,-11.0,-2288.0,,,50.0,,,9.05,🚨 劇減,-7.17,-13.5,🚨 劇減,-6.46,-13.780001,🚨 劇減,-6.61,-13.79,🚨 劇減,-6.78,-14.280001,,,,,,,,,,,,,,,,,,,
00773B,中信優先金融債,ETF/基金/其他,09/23,34.48,0.29,535.0,18.4,,37.46,⚖️ 溫和震盪整理,554.8042704626334,0.49,,,,,,,,,0.00,🔥 強延續 (39.60%),,,,🌐 外資日連買(7)-⚡ 買盤點火 | 🌐 外資週連買(2)-🌱 週線發動,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009824,群益美國科技巨頭,ETF/基金/其他,09/23,10.61,0.95,7947.0,84.3,,116.48,⏸️ 平量滯漲 (拋壓增大，高位見頂),-17.352941176470594,0.72,,,,,,,,,0.40,🔥 強延續 (26.60%),,🔥 持續加碼 (0.43%),,🌐 外資日連買(2)-🆕 試單觀察 | 🌐 外資週連買(8)-🚀 趨勢加溫,🔼 進駐,,,,,,,,,,↗️ 微增,0.45,-5.9799995,↗️ 微增,0.47,-5.8,↗️ 微增,0.34,-6.08,↗️ 微增,0.26,-6.05,,,,,,,,,,,,,,,,,,,
00756B,群益投等新興公債,ETF/基金/其他,09/23,30.06,0.13,172.0,5.17,,4.79,⏸️ 平量滯漲 (拋壓增大，高位見頂),42.032967032967015,1.08,,,,,,,,,0.00,🔥 強延續 (38.40%),,,,🌐 外資日連買(2)-🆕 試單觀察 | 🌐 外資週連買(2)-🌱 週線發動,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00726B,國泰新興投等債,ETF/基金/其他,09/23,31.9,0.16,112.0,3.58,,6.54,⚖️ 溫和震盪整理,-49.14772727272727,0.55,,,,,,,,,0.00,🔄 持平 (0.00%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009804,聯邦台精彩50,ETF/基金/其他,09/23,24.1,0.29,775.0,18.7,,36.72,⚖️ 溫和震盪整理,-64.10748560460652,0.51,,,,,,,,,1.20,🔥 強延續 (21.20%),,🔥 持續加碼 (0.11%),,🌐 外資日連買(3)-🆕 試單觀察,🔼 進駐,,-0.34,,,,,,,,↗️ 微增,0.03,1.8600001,↗️ 微增,0.01,2.6000001,↗️ 微增,0.01,2.22,↗️ 微增,0.32,2.5700002,,,,,,,,,,,,,,,,,,,
6947,台鎔科技,ETF/基金/其他,09/23,67.5,-1.46,150.0,10.2,,7.52,⏸️ 平量滯漲 (拋壓增大，高位見頂),54.07854984894258,1.36,,,,,,,,,0.30,📉 調節洗盤 (-1.32%),,,,🌐 外資週連買(3)-🌱 週線發動,,,,,,,,,,,🔄 持平,0.0,1.51,🔄 持平,-0.0,-0.18,📉 小減,-0.57,-0.8500001,↘️ 微減,-0.03,0.18999998,,,,24.9,0,1.2999992,🔥 大增,15.95,0.0,➖ 持平,,,-2.81,🩸 主力套牢中 (防守失敗),5046.0,,⚠️ 大戶跳車 (警戒),-36.56,-5.02
009813,貝萊德標普卓越50,ETF/基金/其他,09/23,11.59,0.09,1829.0,21.2,,17.68,⏸️ 平量滯漲 (拋壓增大，高位見頂),-0.9345794392523366,1.2,,,,,,,,,1.40,⚪ 觀望 (無資料),,⚪ 觀望 (無資料),,🌐 外資日連買(7)-⚡ 買盤點火 | 🌐 外資週連買(2)-🌱 週線發動,🔼 進駐,,,,,,,,,,↘️ 微減,-0.03,0.63,↘️ 微減,-0.03,0.62,↘️ 微減,-0.01,0.65999997,↗️ 微增,0.04,0.26000002,,,,,,,,,,,,,,,,,,,
00870B,元大15年EM主權債,ETF/基金/其他,09/23,27.36,0.66,1.0,0.03,,0.36,⚖️ 溫和震盪整理,0.0,0.08,,,,,,,,,1.00,⚪ 觀望 (無資料),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00867B,台新A-BBB電信債,ETF/基金/其他,09/23,29.44,0.2,901.0,26.5,,12.4,⚠️ 放量滯漲 (拋壓增大，即將見頂反轉),-24.929178470254953,2.14,,,,,,,,,0.10,⚪ 觀望 (無資料),,,,🌐 外資週連買(2)-🌱 週線發動,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00857B,永豐20年美公債,ETF/基金/其他,09/23,22.18,0.23,885.0,19.6,,22.86,⏸️ 平量滯漲 (拋壓增大，高位見頂),0.0,0.86,,,,,,,,,0.20,⚪ 觀望 (無資料),,,,🌐 外資週連買(2)-🌱 週線發動,🔼 進駐,,,,,,,,-51.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00836B,永豐10年A公司債,ETF/基金/其他,09/23,27.53,0.36,20.0,0.56,,0.64,⏸️ 平量滯漲 (拋壓增大，高位見頂),-63.63636363636363,0.88,,,,,,,,,0.00,⚪ 觀望 (無資料),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00788B,元大10年IG電能債,ETF/基金/其他,09/23,29.12,0.55,5.0,0.15,,0.89,⚖️ 溫和震盪整理,-85.57692307692308,0.17,,,,,,,,,1.00,⚪ 觀望 (無資料),,,,🌐 外資週連買(3)-🌱 週線發動,🔼 進駐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00887,永豐中國科技50大,ETF/基金/其他,09/23,16.12,-0.86,3449.0,55.8,,72.98,⏸️ 平量滯漲 (拋壓增大，高位見頂),-49.27272727272728,0.76,,,,,,,,,0.90,⚪ 觀望 (無資料),,⚪ 觀望 (無資料),,,,,,,,,,,,,📈 小增,0.68,-1.56,↗️ 微增,0.31,-2.47,↗️ 微增,0.42,-1.87,📈 小增,0.54,-1.23,,,,,,,,,,,,,,,,,,,
00877,復華中國5G,ETF/基金/其他,09/23,38.69,-1.05,1547.0,60.0,,80.5,⏸️ 平量滯漲 (拋壓增大，高位見頂),-26.918392204628493,0.75,,,,,,,,,1.20,⚪ 觀望 (無資料),,⚪ 觀望 (無資料),,,,,,-585.0,,,,,,,📈 小增,0.7,1.5100001,🔥 大增,1.29,2.5700002,↗️ 微增,0.44,1.59,📈 小增,0.77,2.08,,,,,,,,,,,,,,,,,,,
00751B,元大AAA至A公司債,ETF/基金/其他,09/23,29.99,0.23,2034.0,60.9,,122.6,⚖️ 溫和震盪整理,-49.25000000000001,0.5,,,,,,,,,0.40,⚪ 觀望 (無資料),,,,🌐 外資日連買(7)-⚡ 買盤點火 | 🌐 外資週連買(2)-🌱 週線發動,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00888,永豐台灣ESG,ETF/基金/其他,09/23,36.15,-0.03,4426.0,161.0,,323.6,⚖️ 溫和震盪整理,-64.30155210643017,0.5,,,,,,,,,1.70,⚪ 觀望 (無資料),,🔥 持續加碼 (0.02%),,🌐 外資日連買(6)-⚡ 買盤點火 | 🌐 外資週連買(5)-🚀 趨勢加溫,,,1.64,33.0,-8.29,-552.0,,,,,📉 小減,-0.88,-0.75,📉 小減,-0.88,-1.13,📉 小減,-0.98,-1.21,📉 小減,-0.71,-1.4,,,,,,,,,,,,,,,,,,,
00959B,大華投等美債15Y+,ETF/基金/其他,09/23,9.08,0.22,410.0,3.72,,6.91,⚖️ 溫和震盪整理,-15.068493150684926,0.54,,,,,,,,,0.40,⚪ 觀望 (無資料),,,,🌐 外資週連買(2)-🌱 週線發動,🔼 進駐,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00958B,永豐ESG銀行債15+,ETF/基金/其他,09/23,8.94,0.11,559.0,4.99,,5.89,⏸️ 平量滯漲 (拋壓增大，高位見頂),-38.01242236024846,0.85,,,,,,,,,2.00,⚪ 觀望 (無資料),,⚪ 觀望 (無資料),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00955,中信日本商社,ETF/基金/其他,09/23,16.37,0.49,1253.0,20.5,,50.54,⚖️ 溫和震盪整理,-45.767195767195766,0.41,,,,,,,,,0.70,⚪ 觀望 (無資料),,🔥 持續加碼 (0.11%),,🌐 外資日連買(6)-⚡ 買盤點火 | 🌐 外資週連買(11)-👑 長線主控,🔼 進駐,,-0.43,-5.0,,,,,,,📈 小增,0.59,1.5499998,📈 小增,0.63,2.0500002,📈 小增,0.81,1.95,📈 小增,0.66,1.9900004,,,,,,,,,,,,,,,,,,,
00949,復華日本龍頭,ETF/基金/其他,09/23,22.19,0.36,630.0,14.0,,24.09,⚖️ 溫和震盪整理,-73.58490566037736,0.58,,,,,,,,,0.30,⚪ 觀望 (無資料),,⚪ 觀望 (無資料),,,,,,,,,,,4.37,,📈 小增,0.77,-1.17,↗️ 微增,0.27,-1.64,↗️ 微增,0.33,-1.93,↘️ 微減,-0.31,-1.38,,,,,,,,,,,,,,,,,,,
00988B,玉山嚴選非投債,ETF/基金/其他,09/23,19.33,0.1,684.0,13.2,,16.52,⏸️ 平量滯漲 (拋壓增大，高位見頂),-29.7872340425532,0.8,,,,,,,,,1.10,⚪ 觀望 (無資料),,⚪ 觀望 (無資料),,🌐 外資週連買(2)-🌱 週線發動,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009821,野村稀土關鍵資源,ETF/基金/其他,09/23,14.33,1.06,2858.0,41.0,,56.84,⏸️ 平量滯漲 (拋壓增大，高位見頂),-29.553264604811,0.72,,,,,,,,,0.30,⚪ 觀望 (無資料),,⚪ 觀望 (無資料),,,,,-1.54,-44.0,,,,,,0.0,⚠️ 大減,-1.33,-3.8299997,🚨 劇減,-1.69,-3.66,⚠️ 大減,-1.29,-3.4699998,📉 小減,-0.97,-3.05,,,,,,,,,,,,,,,,,,,
