"排名","代號","名稱","成交","漲跌價","漲跌幅","成交張數","更新日期","當日增減(%)","2日增減(%)","3日增減(%)","5日增減(%)","10日增減(%)","1個月增減(%)","3個月增減(%)","半年增減(%)","1年增減(%)","今年增減(%)"
"22","00913","兆豐台灣晶圓製造","44.86","-1.59","-3.42","1,973","08/19","+1.06","+1.21","+2.6","-44.2","-42.2","-50.3","+1,711","+153","+688","+1,761"
"23","009805","台新美國電力基建","15.9","-0.35","-2.15","4,870","08/19","-8.08","-14.6","-22.9","-41.3","-47.9","-48.4","-54.7","-40.5","+282","+183"
"24","4107","邦特","114","0","0","38","08/19","-9.09","-32.2","-32.2","-40.3","-32.2","-64","-88.2","-78","-81.9","-82.4"
"25","2414","精技","51.9","-0.5","-0.95","270","08/19","-0.35","+1.08","-39.4","-39.7","-49.5","-47.8","+42.4","+24.8","-53.6","+11"
"26","6121","新普","401.5","+4","+1.01","819","08/19","-1.16","+6.44","+11.3","-39.6","+11.3","-1.92","-10.6","+11.1","+34.7","+25.8"
"27","009821","野村稀土關鍵資源","14.63","-0.33","-2.21","4,689","08/19","-3.11","-19.8","-18.9","-39.5","-44","-53.1","","","",""
"28","5283","禾聯碩","56.8","+0.3","+0.53","72","08/19","+2.38","-8.51","-32.8","-38.6","-41.1","-53.3","-61.3","-69.7","-24.6","-35.8"
"29","00903","富邦元宇宙","21.16","-0.45","-2.08","18","08/19","0","-37","-37","-37","-54.1","-15","+143","-19","-72.6","-26.1"
"30","6874","倍力","78.6","+0.9","+1.16","21","08/19","-2.86","-4.23","-5.56","-37","-43.1","-48.3","-48.5","+339","","+4,433"
"31","2347","聯強","86.3","+0.3","+0.35","2,827","08/19","-31.3","-26.6","-34.4","-36.6","-27.1","+21","+3.51","-12.1","-20.2","-63.2"
"32","00697B","元大美債7-10","35.51","+0.13","+0.37","321","08/19","0","0","-36.4","-36.4","-36.4","-36.4","-36.4","+40","-87.7","-66.7"
"33","8415","大國鋼","38","0","0","373","08/19","-0.19","-2.73","-25.3","-36.2","-25","-15.2","-11.8","+40.1","-3.72","+29.1"
"34","00938","凱基優選30","24.42","-0.21","-0.85","1,063","08/19","-53.1","-51.6","-48.3","-34.8","-37.5","+114","-70.6","+50","-44.4","+50"
"35","00757","統一FANG+","136.35","-1.1","-0.8","3,430","08/19","-1.79","-34.4","-32.1","-34.7","-39.4","+1.1","-32.8","-77.3","-79.4","-55.6"
"36","8421","旭源","13.15","-0.05","-0.38","46","08/19","+0.38","+2.91","-26.4","-33.5","-45.2","-40","+51","+6.43","+11.3","-17.1"
"37","9926","新海","48.55","-0.15","-0.31","21","08/19","0","0","-33.3","-33.3","-50","-60","-62.5","+500","+50","+500"
"38","009804","聯邦台精彩50","21.86","-0.39","-1.75","735","08/19","-1.26","-0.85","-17.6","-32.8","-33.6","-55.7","+433","+439","+439","+644"
"39","6024","群益期","60.8","0","0","175","08/19","-1.3","-1.73","-3.81","-32.2","-35.1","+35.9","+32.7","+2.25","+139","+47.4"
"40","8102","傑霖科技","68.9","-1.1","-1.57","4","08/19","+7.14","-6.25","0","-31.8","+7.14","+36.4","","","",""
"41","7786","東方風能","123.5","+0.5","+0.41","200","08/19","+1.27","+2.14","-8.43","-30.9","+27.8","-2.85","","","",""
"42","00904","台新臺灣半導體30","38.76","-0.7","-1.77","687","08/19","+2.81","-26.8","-30.7","-30.8","-21.3","-35.3","-62.6","+7.2","+209","+48.3"
"43","2867","三商壽","9.7","-0.12","-1.22","76,212","08/19","+1.25","-4.7","-13.5","-30.4","-33.9","-59.7","","","",""
"44","00897","富邦基因免疫生技","12","+0.05","+0.42","569","08/19","-11.2","-12.9","-17.9","-28.6","-11.2","-49.5","+647","+145","+73.2","-27.6"
"45","009811","統一美國50","13.25","-0.01","-0.08","560","08/19","-3.45","-28.2","-28.2","-28.2","-56.2","-62.2","-77.8","-89.9","-98.4","-93.1"
"46","00989A","主動摩根美國科技","16.94","-0.41","-2.36","1,276","08/19","+1.98","-21.4","-21.4","-28","-34.8","-57.8","-21.4","-84.6","","-82.7"
"47","1558","伸興","99.7","+0.8","+0.81","191","08/19","-5.43","-10.3","-18.7","-27.8","-31.5","-28.1","-34.1","-49.7","-73.1","-52.5"
"48","0053","元大電子","234.65","-4.35","-1.82","68","08/19","-7.14","-27.8","-27.8","-27.8","-31.6","-7.14","+44.4","+62.5","+117","+117"
"49","00920","富邦ESG綠色電力","24.32","-0.62","-2.49","70","08/19","0","0","-13.3","-27.8","-31.6","-53.6","-87.3","-94.1","+333","-91"
"50","00692","富邦公司治理","88.5","-1.4","-1.56","924","08/19","+1.56","+6.56","+6.56","-27","-36.9","-33","+10.2","+364","+27.5","+4.84"
"51","2539","櫻花建","41.25","+0.1","+0.24","3,313","08/19","+7.47","-13","-26.6","-26.6","-33.1","-27.8","-47.5","-44.1","-49.1","-44.8"
"52","2247","汎德永業","222","0","0","59","08/19","+0.91","+0.91","-8.26","-26.5","-28.8","-5.93","-8.26","-72.7","-74.9","-60.8"
"53","2618","長榮航","41.6","-0.3","-0.72","17,735","08/19","-0.19","-3.98","-10.8","-26.1","-39.6","-18.4","-44.8","-42.2","-46.8","-49.4"
"54","00945B","凱基美國非投等債","14.46","0","0","5,971","08/19","0","-9.84","-28.9","-25.7","-28.9","-28.6","-82.4","-80.5","-91.8","-77.8"
"55","1102","亞泥","33.8","+0.3","+0.9","11,995","08/19","-0.32","-1.28","-22.6","-25.6","-26.7","-7.29","-9.93","-20.7","+76.9","-19.9"
"56","009823","群益S&P500","10.47","-0.03","-0.29","2,292","08/19","+0.36","0","-0.36","-25.5","-79.5","-81.1","","","",""
"57","6642","富致","79.1","0","0","201","08/19","-3.75","-9.35","-9.44","-25.3","-30.4","+9.26","-16.4","-14.6","+2.71","-35.7"
"58","0051","元大中型100","141","-1.25","-0.88","27","08/19","0","0","0","-25","-50","0","-94.2","-40","+200","+50"
"59","00681R","元大美債20反1","21.9","-0.17","-0.77","1","08/19","0","-25","-25","-25","-25","-57.1","-83.3","-85.7","-85.7","-72.7"
"60","00741B","富邦全球非投等債","37.28","+0.06","+0.16","101","08/19","0","0","0","-25","0","-70","-70","-85.7","-72.7","-81.2"
"61","00876","元大全球5G","87.95","-2.95","-3.25","239","08/19","0","-7.69","-7.69","-25","-40","-29.4","+50","-88.9","","-86.5"
"62","00944","野村趨勢動能高息","20.49","-0.06","-0.29","131","08/19","0","0","0","-25","0","-33.3","+200","-45.5","-88.5","-85"
"63","2926","誠品生活","30.4","-0.05","-0.16","7","08/19","0","0","0","-25","-25","-25","-25","-75","-98.3","-90.9"
"64","7722","LINEPAY","273","-3","-1.09","64","08/19","-0.5","-0.75","-9.73","-24.6","-24.4","-46.2","+10.5","-16","-33.8","-32.3"
"65","00993A","主動安聯台灣","13.14","-0.31","-2.3","3,148","08/19","-4.88","-10.4","-19.2","-24.3","-27.9","-45.5","-44.1","-88.2","",""
"66","2393","億光","64.6","+0.5","+0.78","2,125","08/19","-7.75","-9.52","-19.8","-24","-13.8","-20.8","-3.4","-23.7","+43","-21.8"
"67","2441","超豐","113.5","-1","-0.87","2,890","08/19","+0.04","-3.35","-4.18","-23.9","-24.5","-14.8","-44.7","-50","+1,476","-63.3"
"68","1817","凱撒衛","40","+0.15","+0.38","49","08/19","0","0","-20","-23.8","0","-5.88","-27.3","-20","-27.3","-63.6"
"69","6913","鴻呈","140.5","-4.5","-3.1","409","08/19","-5.23","-9.77","-7.03","-23.6","-22.7","-22.5","-43.7","-24","+9.63","-20.9"
"70","009816","凱基台灣TOP50","15.11","-0.2","-1.31","115,139","08/19","+1.25","+2.03","-18.9","-23.5","-25.8","-32.7","-28.3","+153","",""
"71","6214","精誠","178.5","+2.5","+1.42","9,858","08/19","-54.1","-56.4","-20.3","-23","-34.4","-12.6","-10.2","-28.5","-10.2","-67.5"
"72","9917","中保科","108","-0.5","-0.46","238","08/19","0","-1.59","-27.1","-22.5","-23.5","-63.1","+12.7","-40.4","-46.6","-41"
"73","00733","富邦臺灣中小","65.45","-0.7","-1.06","332","08/19","+3.9","-27.9","+3.9","-22.3","+1.27","-37","+60","+27","-82.2","-68.5"
"74","00661","元大日經225","84.7","-3.05","-3.48","387","08/19","0","0","0","-22.2","-36.4","-90","-41.7","-80.6","-53.3","-82.1"
"75","3716","中化控股","34.65","+0.65","+1.91","435","08/19","+2.1","-17.6","-22.5","-22","-3.94","-3.18","-17.5","-38.9","-36.3","-39.7"
"76","8463","潤泰材","21.2","-0.05","-0.24","38","08/19","-19.3","-21.4","-10.2","-21.4","-26.7","-27.9","-40.9","-73.8","-89.2","-80.8"
"77","1303","南亞","187.5","-12.5","-6.25","72,640","08/19","-4.56","-8.42","-20","-21.1","-21.4","+11.2","+5.21","+10.4","+21.8","-19"
"78","3577","泓格","119.5","-1","-0.83","474","08/19","-8.35","-11.1","-6.37","-20.6","-25","-40","-44.3","-39.1","-67.7","-40"
"79","0056","元大高股息","52","-0.7","-1.33","29,890","08/19","+2.32","+1.09","-3.89","-20.6","-42","-56.4","+80","+27.6","-12.7","-29.4"
"80","00949","復華日本龍頭","21.3","-0.53","-2.43","466","08/19","+2.27","-55.4","-58.3","-20.4","-13.5","+15.4","-37.5","-10.9","-72.5","-49.4"
"81","9946","三發地產","18.85","0","0","227","08/19","-2.34","-2.12","-5.69","-20.1","-21.4","-18.9","-46","-55.5","-70.9","-62.2"
"82","1730","花仙子","51.4","+0.1","+0.19","42","08/19","-20","-20","-20","-20","-20","0","-50","-50","-60","-33.3"
"83","4581","光隆精密-KY","47.85","0","0","4","08/19","0","0","0","-20","-16.7","-33.3","-75","-70.6","-76.5","-69.7"
"84","00882","中信中國高股息","15","+0.11","+0.74","4,238","08/19","-7.33","-6.99","-15.3","-19.7","-18.2","-15","+40.6","+39.4","-62.4","-40.8"
"85","2459","敦吉","67","+0.6","+0.9","168","08/19","+2.38","-4.44","+3.61","-19.6","-5.49","-14.9","-34.4","+115","+17.8","0"
"86","00404A","主動聯博動能50","9.41","-0.11","-1.16","5,498","08/19","+1.92","+2.64","+5.32","-19.5","-42.1","-48.3","","","",""
"87","8923","時報","18.65","-0.2","-1.06","10","08/19","0","-17.6","-17.6","-19.2","-19.2","-21.4","-19.2","+8.84","+21.4","+15.2"
"88","4905","台聯電","90.2","+4.1","+4.76","198","08/19","+8.6","-0.98","+6.32","-19.2","-33.1","-28.9","+17.4","+57.8","-25.7","+42.3"
"89","2423","固緯","73.6","-1.3","-1.74","208","08/19","-0.39","-0.97","-16.6","-18.9","-17.2","-22.5","+4.7","+341","+60.5","+228"
"90","1560","中砂","707","-1","-0.14","1,285","08/19","+0.15","-3.23","-4.57","-18.8","-26.4","-17","-31.5","-42.6","-66","-58.2"
"91","00725B","國泰投資級公司債","33.85","+0.17","+0.5","2,239","08/19","-0.92","-4.46","-3.6","-18.7","-20.7","-13.4","-25.3","-32.3","-64","-57.9"
"92","3622","洋華","48.7","-0.65","-1.32","329","08/19","-4.61","-9.22","-15.4","-18.4","-20.2","-24","-24.3","-19.5","-17.7","-22.4"
"93","2420","新巨","57.2","+0.2","+0.35","698","08/19","-2.83","-2.67","-3.79","-18.3","-31.2","-51.7","-49.6","+0.17","+1.57","-2.18"
"94","4442","竣邦-KY","51.5","+0.3","+0.59","44","08/19","+0.7","+2.13","+4.35","-18.2","-21.3","+860","+350","+144","","+53.2"
"95","1526","日馳","17","+0.45","+2.72","414","08/19","-1.63","-5.98","-7.9","-18.1","-8.37","+2.99","+26.6","-31.9","-31.3","-30.9"
"96","2357","華碩","925","+15","+1.65","2,986","08/19","+5.84","+5.09","-8.78","-18.1","-17.7","-29.4","-27.2","-43.8","+4.48","-14.8"
"97","1563","巧新","61","-1","-1.61","731","08/19","-1.42","-2.2","-1.88","-18.1","-16.9","-30.7","+377","+964","+973","+859"
"98","00964","中信亞太高股息","14.46","+0.03","+0.21","1,010","08/19","+2.5","-19.6","-19.6","-18","-42.3","-21.2","-40.6","-22.6","","0"
"99","2542","興富發","48.15","+0.4","+0.84","13,206","08/19","-8.95","-13.9","-15.1","-18","-24.8","-36","-58.8","-53.7","-63.2","-63.4"
"100","2360","致茂","2120","-185","-8.03","3,424","08/19","-3.36","-7.7","-8.68","-17.8","-10.4","+21.4","+12.1","+92.3","+114","-22.4"
"101","1590","亞德客-KY","1455","-25","-1.69","555","08/19","+1.06","-8.61","-1.04","-17.7","+19.4","+70.5","+17.2","-8.17","-34.8","+11"
"102","6154","順發","13.95","+0.1","+0.72","20","08/19","0","-5.84","-10.4","-17.6","-9.44","+0.28","-4.57","+47.3","+55.7","+72.3"
"103","2429","銘旺科","33","-1","-2.94","285","08/19","0","0","0","-17.6","-45.4","-85.6","-93","-94","-97.4","-94.9"
"104","8906","花王","27.6","+0.05","+0.18","20","08/19","+0.93","-18","-18","-17.4","-10.7","-7.63","+34.6","-48.8","-56.2","-50.7"
"105","3011","今皓","10.45","-0.25","-2.34","1,344","08/19","-15.6","-15","-17","-17.4","-6.61","+5.51","-35.4","-14.4","-22.2","-28.8"
"106","00670L","富邦NASDAQ正2","199.5","-5.15","-2.52","774","08/19","-9.81","-14.2","-14.6","-16.9","-10.2","+10","-13.8","-18.3","-33.7","-22.6"
"107","00991A","主動復華未來50","17.71","-0.43","-2.37","142,664","08/19","-3.18","-9.95","-10","-16.7","-15.7","+32.1","+190","+284","","+101"
"108","4433","興采","19.2","0","0","48","08/19","-7.69","-14.3","-16.7","-16.7","-21.6","-36.5","+81.8","+17.6","+212","+29"
"109","8942","森鉅","41.25","-0.3","-0.72","152","08/19","+0.73","-7.54","-16.1","-16.4","-23.3","-17.6","-3.16","+5.34","+70.9","+19"
"110","006201","元大富櫃50","42.18","-0.95","-2.2","206","08/19","+30.3","+16.2","+6.44","-16.3","-44.9","-45.7","+19.4","+2,050","-3.59","+258"
"111","4736","泰博","143","+2.5","+1.78","541","08/19","-1.49","+0.38","+15.8","-16.2","+26.9","+27.5","-4","+10.9","-41.9","-1.86"
"112","4946","辣椒","89.7","+4.1","+4.79","56","08/19","0","+7.69","+5","-16","-10.6","-17.6","","","",""
"113","00992A","主動群益科技創新","17.64","-0.3","-1.67","41,106","08/19","-15.8","-22.2","-18.3","-16","+3.37","-30.2","-63.1","+451","","+202"
"114","00998A","主動復華金融股息","18.04","-0.08","-0.44","2,949","08/19","+3.4","+1.75","+5.1","-15.9","-9.36","+626","+245","","",""
"115","00951","台新日本半導體","17.16","-0.85","-4.72","3,875","08/19","+10.9","-3.61","-2.37","-15.9","+14","+21.3","-4.25","-40.8","+222","+14.5"
"116","6243","迅杰","43.3","+0.45","+1.05","1,149","08/19","-4.61","-8.19","-7.74","-15.8","-18.5","+2.08","+6.25","-2","+1.72","-16.1"
"117","3209","全科","50.8","-0.4","-0.78","1,217","08/19","-0.02","+0.82","+0.77","-15.5","-13.9","-17.1","-36","+103","+111","+142"
"118","5880","合庫金","24.85","-0.1","-0.4","33,352","08/19","-0.36","-7.24","-14.3","-15.2","+10.9","+28.2","+20.8","+81","+98.4","+142"
"119","2108","南帝","29.1","-0.35","-1.19","696","08/19","+5.22","+6.71","+1.44","-15.1","-15","-20.2","-11.2","+35.2","-15.4","+15.7"
"120","3176","基亞","34","-0.95","-2.72","314","08/19","+5.45","+1.64","-15.1","-15","-10.4","-0.11","-17","-6.05","","+35.9"
"121","8050","廣積","56.7","+0.3","+0.53","1,245","08/19","+0.46","-6.05","-9.08","-15","+17.5","+51.5","+48","+60.1","+43.6","+57.8"
"122","5434","崇越","530","-23","-4.16","1,627","08/19","-0.93","-17.1","-16","-14.8","-13.8","-8.06","+37.5","+48.7","+17.8","+10"
"123","2417","圓剛","45.65","+2.4","+5.55","2,729","08/19","+0.07","-2.95","-6.49","-14.8","+1.75","-19.2","-34.6","-28.6","-46.7","-33.6"
"124","6292","迅德","62.2","+0.1","+0.16","156","08/19","-4.73","-7.78","-8.82","-14.8","+21","-1.47","+11","+215","+15.5","+228"
"125","00905","FT臺灣Smart","25.59","-0.46","-1.77","746","08/19","0","-0.57","-2.8","-14.7","-26.2","-24.9","+83.6","+148","+8.78","+15.7"
"126","3652","精聯","34.1","-2.65","-7.21","455","08/19","-8.01","-8.69","-8.82","-14.6","+12.7","+7.45","-22.7","-43.8","-41.6","-47.4"
"127","3492","長盛","20.05","-0.05","-0.25","129","08/19","-0.27","-12.7","-12","-14.6","-15.3","-12.6","-4.34","-13.4","-7.73","-5.33"
"128","2464","盟立","181.5","+3.5","+1.97","16,897","08/19","+2.11","-1.01","-10","-14.4","+6.98","+42","+21.3","+75.1","+90.4","+101"
"129","2534","宏盛","16.9","+0.1","+0.6","200","08/19","-0.17","-0.17","-14.2","-14.4","-14.6","-14.7","-17.2","-7.37","+18.1","+0.59"
"130","2712","遠雄來","14.4","+0.05","+0.35","14","08/19","0","0","-14.3","-14.3","-14.3","-14.3","-33.3","-73.9","-68.4","-60"
"131","4576","大銀微系統","208","-2.5","-1.19","1,529","08/19","-4.89","-7.3","-11.6","-14.2","+6.98","+0.53","-37.2","-29.7","-46.8","-25"
"132","3528","安馳","84","-2.1","-2.44","221","08/19","-0.21","-6.69","-11.8","-14.1","-10.4","-12.5","-26.1","+6.87","-26.8","-4.82"
"133","2492","華新科","298","+16","+5.67","46,495","08/19","-6.09","-8.49","-13.3","-14.1","+31.2","+49.8","-4.44","+6.36","+144","+5.72"
"134","4438","廣越","60","+0.5","+0.84","192","08/19","-1.54","-4.19","-10.7","-13.8","-14.8","-34.6","-19.5","-4.9","+8.46","-1.69"
"135","4580","捷流閥業","78.8","+0.1","+0.13","52","08/19","-1.22","+1.25","-11","-13.8","-13.8","-21.4","-32.5","-49.4","0","-55.7"
"136","3491","昇達科","1225","-25","-2","874","08/19","-2.42","-5.18","-9.67","-13.7","+3.56","-4.63","-8.37","+11.9","-28.9","-16.9"
"137","00888","永豐台灣ESG","31.87","-0.58","-1.79","5,371","08/19","+0.56","+0.12","-7.38","-13.7","-21.8","+2.41","+646","+19,017","+4,488","+2,194"
"138","009824","群益美國科技巨頭","9.99","-0.14","-1.38","3,504","08/19","-0.47","-1.01","-10.1","-13.7","-13.1","-44.7","","","",""
"139","3515","華擎","220","+3.5","+1.62","485","08/19","-7.01","-10.5","-10.4","-13.6","-6.28","-9.95","-29.2","-32.6","+29.9","-2.47"
"140","4764","雙鍵","203","-3","-1.46","892","08/19","+0.93","-10","-12.3","-13.6","-17.5","-36.7","-30.7","+0.21","+3,245","-19.5"
"141","8436","大江","124","-0.5","-0.4","485","08/19","-0.33","+11.6","-3","-13.5","+37.6","+28.3","+20.9","+32.6","+3.12","-19.4"
"142","2527","宏璟","44.1","-0.4","-0.9","413","08/19","-0.36","-1.17","-4.73","-13.5","-14.2","+6.86","+44.9","+219","+767","+495"
"143","1597","直得","135","-4.5","-3.23","1,381","08/19","-6.23","-9.56","-9.11","-13.4","-0.27","-6.26","-64.3","-11.3","-16.8","-15.6"
"144","8467","波力-KY","98.5","0","0","9","08/19","-5.48","-12.7","-13","-13.4","-13.8","-18.5","-36.7","-48.9","-67.5","-62.8"
"145","2536","宏普","20.8","-0.05","-0.24","770","08/19","-0.3","-0.61","-2.52","-13.2","+8.02","-19.8","-24.2","-4.04","+44.3","-12.1"
"146","1232","大統益","155","0","0","183","08/19","-7.87","-15","-19.2","-13.2","-13.7","-46.9","+4,000","+811","+1,391","+1,950"
"147","00858","永豐美國500大","35.83","-0.22","-0.61","341","08/19","0","0","-8.62","-13.1","-17.2","-5.36","+65.6","-65.6","-80.9","-63.4"
"148","1776","展宇","17","+0.05","+0.29","65","08/19","0","0","+0.3","-12.9","-15.1","-24.2","-25","-14.7","-3.65","-9.47"
"149","00999A","主動野村臺灣高息","11.17","-0.13","-1.15","9,658","08/19","-2.11","-5.23","-7.17","-12.8","-27.6","-31.1","-81.1","","",""
"150","3090","日電貿","177.5","+16","+9.91","21,471","08/19","-13.6","-17.4","-17.5","-12.8","+19.9","+43.2","-4.14","+7.17","+95.7","-8.29"
"151","6177","達麗","48.4","-0.7","-1.43","4,152","08/19","-5.22","-7","-12","-12.7","-7.91","-12.8","-25","-36.7","-34.3","-44.7"
"152","4114","健喬","30.25","+0.25","+0.83","1,162","08/19","-0.26","-3.13","-3.41","-12.7","-18.4","-13.5","-16.3","+13.4","-34.8","+0.56"
"153","00965","元大航太防衛科技","26.52","-0.43","-1.6","1,198","08/19","-0.21","-4.3","-5.52","-12.6","-19.6","-17.6","-59.9","-67.2","-74.2","-65.2"
"154","6143","振曜","89.3","+0.2","+0.22","266","08/19","-0.46","-0.71","-7.17","-12.6","-18.5","-31.9","-46.7","-68","-67","-75.1"
"155","00892","富邦台灣半導體","39.15","-0.35","-0.89","3,129","08/19","-1.4","-3.53","-6.1","-12.4","-25.2","-33.9","+203","+22,233","+955","+12,082"
"156","9941","裕融","85.2","+1","+1.19","793","08/19","+2.53","-13.7","-14.1","-12.3","-6.68","-18.8","-27.1","-31.2","+59","-2.41"
"157","6166","凌華","123.5","+1","+0.82","2,339","08/19","+1.7","-1.58","-3.68","-12.3","-18.3","-4.71","-34.4","+5.46","-25","-17.1"
"158","00402A","主動安聯美國科技","9.64","-0.23","-2.33","4,318","08/19","+0.65","-4.04","-3.99","-12.2","-12.3","-24.1","","","",""
"159","5347","世界","151.5","-3.5","-2.26","20,961","08/19","-1.69","-2.76","-3.46","-12","-15.3","-29.9","-42.1","-27.8","+252","+169"
"160","6136","富爾特","24.95","-0.05","-0.2","170","08/19","-1.82","-8.95","-10.5","-11.9","-10.7","-6.83","-16.6","-6.41","-33.1","-15.7"
"161","00642U","期元大S&P石油","28.13","+0.03","+0.11","2,544","08/19","-7.11","-8.5","-7.06","-11.8","-6.82","-3.41","-46.6","+213","+19","-17.3"
"162","6129","普誠","13.7","-0.1","-0.72","188","08/19","0","0","-2.17","-11.8","-21.1","-23.7","-46.4","-78.9","-95.4","-87.7"
"163","8905","裕國","34.55","+0.15","+0.44","7","08/19","0","0","0","-11.8","-21.1","-37.5","-28.6","-78.3","-81.2","-11.8"
"164","2368","金像電","1040","-30","-2.8","10,291","08/19","-0.14","-6.97","-8.51","-11.7","+20.4","+64.8","+61.2","+30.5","+65.8","+26.9"
"165","1615","大山","44","+0.4","+0.92","127","08/19","-5.92","-12.3","-13.9","-11.7","-9.49","-25.9","-4.03","+5.93","-72","-32.9"
"166","2484","希華","73","+1.1","+1.53","7,722","08/19","-3.2","-4.33","-11.5","-11.7","-6.53","-5.22","+28.1","+367","+582","+677"
"167","00405A","主動富邦台灣龍耀","8.47","-0.13","-1.51","93,901","08/19","+3.19","-21.2","-25.4","-11.7","-39.9","-19.4","","","",""
"168","1736","喬山","129","0","0","292","08/19","+0.11","-0.11","+2.86","-11.6","-11.6","-16.7","-11","-8.14","+40.7","-24.4"
"169","4979","華星光","529","+1","+0.19","1,350","08/19","-1.05","-2.1","-3.96","-11.6","-15.1","+0.97","-5.17","-13.9","-45.1","-32.6"
"170","6206","飛捷","144.5","+1","+0.7","1,508","08/19","+2.23","-4.69","-7.16","-11.5","-20.3","+40.1","+5.94","-25.7","-52.7","-24.1"
"171","4104","佳醫","71.4","-0.1","-0.14","114","08/19","-7.41","-8.26","-10.7","-11.5","+13.6","+19","-38.3","-21.9","+20.5","+3.09"
"172","6218","豪勉","38.55","+0.8","+2.12","1,447","08/19","+5.88","-2.21","+4.21","-11.5","-23.5","-24.9","-41.5","+37","+10.7","+9.95"
"173","2845","遠東銀","13.5","+0.05","+0.37","5,890","08/19","-0.6","-0.78","-12.1","-11.5","-5.41","-2.91","-38.2","-39.7","-18.2","-42.3"
"174","4942","嘉彰","33.1","-0.15","-0.45","205","08/19","+0.35","0","+0.17","-11.4","-11.1","-7.26","-23.3","-43.8","-36.6","-46"
"175","8096","擎亞","108","-2","-1.82","3,035","08/19","-0.9","-2.43","-5.91","-11.4","-12.7","-15.8","-8.64","+52.4","+73.2","+85.6"
"176","2707","晶華","178.5","+0.5","+0.28","92","08/19","-3.27","-6.92","-6.92","-11.4","-16.9","+20.3","-4.52","-14.5","-37","-39.6"
"177","2030","彰源","21.5","+0.65","+3.12","3,137","08/19","-3.4","-2.14","-12.6","-11.4","-2.05","+0.33","+95.9","+112","+210","+125"
"178","2881","富邦金","128.5","-1","-0.77","12,786","08/19","+1.28","-9.31","-3.27","-11.3","-10.1","-11.3","-0.18","-20","-23.8","-13.8"
"179","00674R","期元大S&P黃金反1","28.25","+0.34","+1.22","264","08/19","+0.49","+0.49","-17","-11.3","+22.8","-45.8","+78.3","-83.2","-96.8","-88.3"
