"排名","代號","名稱","成交","漲跌價","漲跌幅","持股資料月份","非獨董監持股(萬張)","非獨董監增減張數","非獨董監持股(%)","非獨董監質押(萬張)","非獨董監質押(%)","獨立董監持股(萬張)","獨立董監增減張數","獨立董監持股(%)","獨立董監質押(萬張)","獨立董監質押(%)","全體董監持股(萬張)","全體董監增減張數","全體董監持股(%)","全體董監質押(萬張)","全體董監質押(%)"
"21","1314","中石化","7.68","+0.02","+0.26","26M05","26.1","0","6.91","21.1","80.6","0","0","0","0","0","26.1","0","6.91","21.1","80.6"
"22","3164","景岳","16","-0.2","-1.23","26M05","1.01","0","11.8","0.81","79.9","0","0","0","0","0","1.01","0","11.8","0.81","79.9"
"23","4171","瑞基","17.05","-0.15","-0.87","26M05","0.51","0","8.86","0.41","79.7","0","0","0","0","0","0.51","0","8.86","0.41","79.7"
"24","4994","傳奇","85.1","-2.2","-2.52","26M05","1.77","0","26.6","1.42","80.3","0","0","0","0","0","1.77","0","26.6","1.42","80.3"
"25","2414","精技","53.3","+0.5","+0.95","26M05","5.37","0","33.2","4.27","79.6","0.06","0","0.34","0","0","5.42","0","33.5","4.27","78.8"
"26","1338","廣華-KY","14.65","-0.2","-1.35","26M05","1.53","0","18.3","1.2","78.2","0","0","0","0","0","1.53","0","18.3","1.2","78.2"
"27","3207","耀勝","42.7","+0.9","+2.15","26M05","0.73","0","10.9","0.55","76","0","0","0","0","0","0.73","0","10.9","0.55","76"
"28","5531","鄉林","7.45","0","0","26M05","25.2","0","23.4","19","75.6","0","0","0","0","0","25.2","0","23.4","19","75.6"
"29","4707","磐亞","31.5","-0.95","-2.93","26M05","4.61","+346","11.4","3.96","86","0","0","0","0","0","4.61","+346","11.4","3.96","86"
"30","6662","樂斯科","28.5","-0.1","-0.35","26M05","0.26","+9","9.97","0","0","0","0","0","0","0","0.26","+9","9.97","0","0"
"31","6243","迅杰","46.8","+2.9","+6.61","26M05","0.84","0","18.7","0.22","26","0","0","0","0","0","0.84","0","18.7","0.22","26"
"32","6160","欣技","14.15","+0.05","+0.35","26M05","1.29","0","18.9","0.98","76.2","0.05","0","0.79","0","0","1.35","0","19.7","0.98","73.1"
"33","1464","得力","10.2","0","0","26M05","3.99","0","9.38","1.54","38.6","0","0","0","0","0","3.99","0","9.38","1.54","38.6"
"34","4174","浩鼎","26.35","-0.4","-1.5","26M05","1.29","0","9.79","0.9","69.9","0","0","0","0","0","1.29","0","9.79","0.9","69.9"
"35","4747","強生","54.5","-1.3","-2.33","26M05","1.74","+506","38.4","1.09","62.4","0","0","0","0","0","1.74","+506","38.4","1.09","62.4"
"36","2905","三商","17.1","+0.9","+5.56","26M05","48.5","0","43.7","34.4","70.8","0","0","0","0","0","48.5","0","43.7","34.4","70.8"
"37","8443","阿瘦","11.5","0","0","26M05","1.38","0","20.7","0.94","68.1","0","0","0","0","0","1.38","0","20.7","0.94","68.1"
"38","2461","光群雷","17.6","-0.25","-1.4","26M05","1.62","-61.8","9.23","1.1","68","0","0","0","0","0","1.62","-61.8","9.23","1.1","68"
"39","2524","京城","34.9","-0.4","-1.13","26M05","4.97","0","13.6","3.27","65.8","0.14","0","0.38","0","0","5.1","0","13.9","3.27","64.1"
"40","2732","六角","63","-0.2","-0.32","26M05","1.43","0","30.7","0.93","65.1","0","0","0","0","0","1.43","0","30.7","0.93","65.1"
"41","2241","艾姆勒","32.75","-0.55","-1.65","26M05","1.11","0","10.6","0.72","64.9","0","0","0","0","0","1.11","0","10.6","0.72","64.9"
"42","4113","聯上","14.9","+0.05","+0.34","26M05","5.95","0","25.7","3.89","65.4","0.07","0","0.28","0","0","6.01","0","26","3.89","64.7"
"43","3466","德晉","25","-0.5","-1.96","26M05","0.92","0","15","0.6","64.5","0","0","0","0","0","0.92","0","15","0.6","64.5"
"44","8941","關中","44.2","-0.8","-1.78","26M05","1.23","+20","35.3","0.69","56.2","0","0","0","0","0","1.23","+20","35.3","0.69","56.2"
"45","1432","大魯閣","15.1","0","0","26M05","0.99","0","9.19","0.48","48.2","0","0","0","0","0","0.99","0","9.19","0.48","48.2"
"46","2405","輔信","16.05","+0.2","+1.26","26M05","2.25","0","6.55","1.39","61.6","0","0","0","0","0","2.25","0","6.55","1.39","61.6"
"47","6222","立軒","20.1","-0.35","-1.71","26M05","6.03","0","63.1","2.22","36.8","0","0","0","0","0","6.03","0","63.1","2.22","36.8"
"48","2849","安泰銀","14.3","-0.15","-1.04","26M05","42.8","0","21.9","26.4","61.6","0","0","0","0","0","42.8","0","21.9","26.4","61.6"
"49","6695","芯鼎","51","-0.5","-0.97","26M05","1.8","0","18.7","0.4","22.2","0","0","0","0","0","1.8","0","18.7","0.4","22.2"
"50","5278","尚凡*","24.45","-0.15","-0.61","26M05","12.6","+166","42","7.81","62","0","0","0","0","0","12.6","+166","42","7.81","62"
"51","2438","翔耀","18.45","-0.4","-2.12","26M05","0.19","0","2.66","0.18","92.3","0","0","0","0","0","0.19","0","2.66","0.18","92.3"
"52","8105","凌巨","16.75","0","0","26M05","23.4","0","53.1","8.15","34.8","0","0","0","0","0","23.4","0","53.1","8.15","34.8"
"53","4416","三圓","10.85","+0.5","+4.83","26M05","1.07","0","14.6","0.65","60.3","0","0","0","0","0","1.07","0","14.6","0.65","60.3"
"54","2406","國碩","29.2","-2.3","-7.3","26M05","2.42","-56","6.91","1.43","59.1","0","0","0","0","0","2.42","-56","6.91","1.43","59.1"
"55","4566","時碩工業","75.6","+0.1","+0.13","26M05","2.3","0","20.9","1.35","58.8","0","0","0","0","0","2.3","0","20.9","1.35","58.8"
"56","6873","泓德能源","69","-1.6","-2.27","26M05","1.8","0","12.7","1.01","55.9","0.01","0","0.08","0","0","1.81","0","12.8","1.01","55.5"
"57","8927","北基","19.95","+0.05","+0.25","26M05","12.4","0","29.3","7.2","58","0","0","0","0","0","12.4","0","29.3","7.2","58"
"58","2413","環科","44.1","-1.3","-2.86","26M05","1.6","0","12.6","0.92","57.6","0","0","0","0","0","1.6","0","12.6","0.92","57.6"
"59","2338","光罩","39.65","-1.05","-2.58","26M05","5.23","0","14.3","3.38","64.6","0","0","0","0","0","5.24","0","14.3","3.38","64.5"
"60","8424","惠普","68.8","-0.3","-0.43","26M05","1.93","-1.1","53.4","1.1","57.1","0","0","0","0","0","1.93","-1.1","53.4","1.1","57.1"
"61","6535","順藥","86.1","-1.8","-2.05","26M05","5.98","0","35.6","3.4","56.8","0","0","0","0","0","5.98","0","35.6","3.4","56.8"
"62","3680","家登","463.5","-8.5","-1.8","26M05","1.07","-45","11.1","0.68","55.3","0","0","0.04","0","0","1.07","-45","11.2","0.68","55.1"
"63","1529","樂事綠能","16.95","-0.05","-0.29","26M05","1.9","0","12.3","0.93","48.6","0","0","0","0","0","1.9","0","12.3","0.93","48.6"
"64","2543","皇昌","38.9","-0.75","-1.89","26M05","24.8","0","46.9","11","44.4","0","0","0","0","0","24.8","0","46.9","11","44.4"
"65","3625","西勝","15.9","-0.85","-5.07","26M05","1.67","0","14.6","0.94","56.6","0.03","0","0.22","0","0","1.7","0","14.8","0.94","55.7"
"66","2545","皇翔","33.55","-0.9","-2.61","26M05","16.1","0","42.3","8.77","54.6","0","0","0","0","0","16.1","0","42.3","8.77","54.6"
"67","3490","單井","39.65","+2.8","+7.6","26M05","0.39","0","7.03","0.21","54.7","0","0","0","0","0","0.39","0","7.03","0.21","54.7"
"68","6141","柏承","35","-1.6","-4.37","26M05","1.21","-61","10.7","0.84","69.7","0","0","0.01","0","0","1.21","-61","10.7","0.84","69.6"
"69","2206","三陽工業","60.9","0","0","26M05","6.39","0","8.16","2.89","45.2","0","0","0","0","0","6.39","0","8.16","2.89","45.2"
"70","3059","華晶科","40.8","+0.05","+0.12","26M05","2.22","-5","7.21","1.18","53.3","0","0","0.01","0","0","2.22","-5","7.21","1.18","53.2"
"71","3041","揚智","23.3","+0.05","+0.22","26M05","2.32","0","16.5","1.33","57.4","0","0","0","0","0","2.32","0","16.5","1.33","57.4"
"72","5864","致和證","34.2","+0.3","+0.88","26M05","9.31","-95","20.5","4.85","52","0","0","0","0","0","9.31","-95","20.5","4.85","52"
"73","8033","雷虎","201.5","+18","+9.81","26M05","0.65","-160","4.24","0.36","55.6","0","0","0","0","0","0.65","-160","4.24","0.36","55.6"
"74","8932","智通*","108","+3","+2.86","26M05","5.64","0","15.8","2.7","47.9","0","0","0","0","0","5.64","0","15.8","2.7","47.9"
"75","6856","鑫傳","42.2","-2.6","-5.8","26M05","1.84","0","65.2","0.92","50","0","0","0","0","0","1.84","0","65.2","0.92","50"
"76","1419","新紡","65","+0.1","+0.15","26M05","2.53","0","8.42","1.25","49.3","0","0","0","0","0","2.53","0","8.42","1.25","49.3"
"77","2908","特力","21.85","-0.05","-0.23","26M05","7.95","0","15.6","3.91","49.2","0","0","0","0","0","7.95","0","15.6","3.91","49.2"
"78","2433","互盛電","41.85","-0.1","-0.24","26M05","3.95","0","27.3","1.94","49.1","0","0","0","0","0","3.95","0","27.3","1.94","49.1"
"79","5878","台名","38.5","-0.1","-0.26","26M05","0.91","0","36.3","0.21","22.8","0","0","0","0","0","0.91","0","36.3","0.21","22.8"
"80","8436","大江","120","-2.5","-2.04","26M05","1.32","0","11.2","0.58","44","0","0","0","0","0","1.32","0","11.2","0.58","44"
"81","2373","震旦行","53.3","-0.3","-0.56","26M05","12.5","+40","52.9","6.05","48.4","0","0","0","0","0","12.5","+40","52.9","6.05","48.4"
"82","3703","欣陸","19.95","-0.05","-0.25","26M05","27","0","32.8","12.3","45.6","0","0","0","0","0","27","0","32.8","12.3","45.6"
"83","6015","宏遠證","16.45","+0.5","+3.13","26M05","3.52","0","8.94","1.7","48.4","0","0","0","0","0","3.52","0","8.94","1.7","48.4"
"84","6684","安格","48.05","-1.9","-3.8","26M05","1.45","0","32.6","0.7","48.2","0","0","0","0","0","1.45","0","32.6","0.7","48.2"
"85","2017","官田鋼","8.68","-0.15","-1.7","26M05","10.1","0","22.5","4.84","48.1","0","0","0","0","0","10.1","0","22.5","4.84","48.1"
"86","6180","橘子","41.75","-0.05","-0.12","26M05","3.27","0","18.6","1.4","42.9","0","0","0","0","0","3.27","0","18.6","1.4","42.9"
"87","9958","世紀鋼","103","-1.5","-1.44","26M05","5.31","0","21.5","2.72","51.2","0","0","0","0","0","5.31","0","21.5","2.72","51.2"
"88","2230","泰茂","24.95","-0.55","-2.16","26M05","0.9","-18","13.2","0.59","66","0","0","0","0","0","0.9","-18","13.2","0.59","66"
"89","6770","力積電","78.4","+3.5","+4.67","26M05","97.3","0","22.9","46.7","48","0.01","0","0","0","0","97.3","0","22.9","46.7","48"
"90","6215","和椿","104","-3","-2.8","26M05","1.6","+698","19.3","0.76","47.5","0","+16","0.02","0","0","1.6","+714","19.3","0.76","47.5"
"91","3055","蔚華科","116","-2.5","-2.11","26M05","3.56","0","30.9","1.84","51.7","0","0","0","0","0","3.56","0","30.9","1.84","51.7"
"92","8444","綠河-KY","5.01","+0.15","+3.09","26M05","1.22","0","11","0.62","51","0.03","0","0.28","0","0","1.25","0","11.3","0.62","49.8"
"93","2812","台中銀","18.65","0","0","26M05","19.2","-1,761","3.18","9","47","0","0","0","0","0","19.2","-1,761","3.18","9","47"
"94","2067","嘉鋼","6.17","-0.12","-1.91","26M05","1.18","0","26.1","0.55","46.8","0","0","0","0","0","1.18","0","26.1","0.55","46.8"
"95","2348","海悅","69.6","-0.2","-0.29","26M05","2.26","0","14.9","1.05","46.5","0","0","0","0","0","2.26","0","14.9","1.05","46.5"
"96","8107","大億金茂","12.35","-0.1","-0.8","26M05","2.06","0","27.5","0.65","31.6","0","0","0","0","0","2.06","0","27.5","0.65","31.6"
"97","1598","岱宇","20.55","+0.35","+1.73","26M05","1.49","-3,001","8.3","1","67","0","0","0","0","0","1.49","-3,001","8.3","1","67"
"98","2702","華園","12.25","-0.15","-1.21","26M05","3.04","0","19.4","1.4","46.1","0","0","0.01","0","0","3.04","0","19.4","1.4","46"
"99","6469","大樹","69.8","-0.3","-0.43","26M05","2.49","-4,378","16.6","1.16","46.5","0.03","+178","0.18","0","0","2.52","-4,200","16.8","1.16","46"
"100","6585","鼎基","117.5","-2.5","-2.08","26M05","3.26","0","45.2","1.5","46","0","0","0","0","0","3.26","0","45.2","1.5","46"
"101","2926","誠品生活","30","-0.35","-1.15","26M05","2.45","0","51.8","1.12","45.8","0","0","0","0","0","2.45","0","51.8","1.12","45.8"
"102","2331","精英","20.7","+1.6","+8.38","26M05","27.1","0","48.7","12.4","45.7","0","0","0","0","0","27.1","0","48.7","12.4","45.7"
"103","9906","欣巴巴","39.35","-0.75","-1.87","26M05","3.5","0","38.7","1.56","44.5","0","0","0","0","0","3.5","0","38.7","1.56","44.5"
"104","1521","大億","25.75","+0.2","+0.78","26M05","4.56","0","59.8","1.65","36.2","0","0","0","0","0","4.56","0","59.8","1.65","36.2"
"105","8916","光隆","40.3","0","0","26M05","1.71","0","11.3","0.71","41.6","0.05","0","0.35","0","0","1.76","0","11.7","0.71","40.3"
"106","5523","豐謙","30.35","0","0","26M05","3.44","0","22.2","1.54","44.8","0","0","0","0","0","3.44","0","22.2","1.54","44.8"
"107","8097","常珵","50.6","-0.4","-0.78","26M05","1.7","0","26.6","0.76","44.7","0","0","0.02","0","0","1.7","0","26.7","0.76","44.7"
"108","2883","凱基金","31.65","+0.15","+0.48","26M05","20.4","0","1.2","9.1","44.6","0.01","0","0","0","0","20.4","0","1.2","9.1","44.6"
"109","6931","青松健康","41.8","-1.75","-4.02","26M05","0.65","0","9.84","0.29","44.5","0","+5","0.03","0","0","0.65","+5","9.87","0.29","44.4"
"110","7780","大研生醫*","16.6","-0.1","-0.6","26M05","55.7","0","68.7","10.1","18.1","0","0","0","0","0","55.7","0","68.7","10.1","18.1"
"111","3310","佳穎","68.8","+0.2","+0.29","26M05","1.2","+3,854","16","0.52","43.8","0","0","0","0","0","1.2","+3,854","16","0.52","43.8"
"112","2457","飛宏","23.55","-0.1","-0.42","26M05","6.16","0","14.5","2.88","46.8","0","0","0","0","0","6.16","0","14.5","2.88","46.8"
"113","8403","盛弘","19.2","0","0","26M05","4.13","0","30","1.48","35.8","0","0","0","0","0","4.13","0","30","1.48","35.8"
"114","6233","旺玖","21.5","-0.5","-2.27","26M05","0.74","0","9.09","0.32","43.4","0.01","0","0.12","0","0","0.75","0","9.21","0.32","42.9"
"115","5263","智崴","89.8","-0.1","-0.11","26M05","0.93","0","12.6","0.39","41.9","0","0","0","0","0","0.93","0","12.6","0.39","41.9"
"116","3704","合勤控","43.85","+2","+4.78","26M05","9.98","+6,069","24","4.49","45","0","0","0","0","0","9.98","+6,069","24","4.49","45"
"117","2540","愛山林","45.5","+0.7","+1.56","26M05","65.5","+5,250","69.4","27.8","42.4","0","0","0","0","0","65.5","+5,250","69.4","27.8","42.4"
"118","9908","大台北","29.05","-0.05","-0.17","26M05","4.22","0","8.17","1.78","42.2","0","0","0","0","0","4.22","0","8.17","1.78","42.2"
"119","1802","台玻","57.9","+1","+1.76","26M05","87.5","0","30.1","36.8","42.1","0","0","0","0","0","87.5","0","30.1","36.8","42.1"
"120","5483","中美晶","188","+0.5","+0.27","26M05","3","-675","4.68","1.22","40.7","0","+10.4","0","0","0","3","-665","4.69","1.22","40.7"
"121","6217","中探針","169","+0.5","+0.3","26M05","0.81","-68","6.91","0.4","50","0","0","0","0","0","0.81","-68","6.91","0.4","50"
"122","3717","聯嘉投控","22.55","-0.15","-0.66","26M05","3.13","0","15.1","1.3","41.6","0","0","0","0","0","3.13","0","15.1","1.3","41.6"
"123","3587","閎康","246","-4","-1.6","26M05","1.43","0","20.1","0.59","41.6","0","0","0","0","0","1.43","0","20.1","0.59","41.6"
"124","4164","承業醫","26.6","-0.15","-0.56","26M05","1.67","+218","8.54","0.67","40.4","0","0","0","0","0","1.67","+218","8.54","0.67","40.4"
"125","5471","松翰","58.5","+0.4","+0.69","26M05","1.81","-9","10.8","0.71","36.2","0","0","0","0","0","1.81","-9","10.8","0.71","36.2"
"126","2641","正德","17.35","+0.15","+0.87","26M05","5.99","0","18.1","2.45","40.9","0.02","0","0.06","0","0","6.01","0","18.2","2.45","40.8"
"127","6706","惠特","118","-4.5","-3.67","26M05","0.79","0","10","0.24","30.3","0","0","0","0","0","0.79","0","10","0.24","30.3"
"128","3557","嘉威","24.5","-0.45","-1.8","26M05","1.29","0","15.3","0.45","34.9","0","0","0","0","0","1.29","0","15.3","0.45","34.9"
"129","2910","統領","23.8","+0.2","+0.85","26M05","3.49","0","19.9","1.4","40.1","0","0","0","0","0","3.49","0","19.9","1.4","40.1"
"130","2421","建準","146","-3.5","-2.34","26M05","2","0","6.97","0.8","40","0","0","0","0","0","2","0","6.97","0.8","40"
"131","2719","燦星旅","21","0","0","26M05","5","0","72.3","2","40","0","0","0","0","0","5","0","72.3","2","40"
"132","3716","中化控股","34.8","-0.45","-1.28","26M05","1.54","0","10.3","0.62","39.8","0","0","0","0","0","1.54","0","10.3","0.62","39.8"
"133","3376","新日興","189.5","0","0","26M05","1.76","0","8.99","0.7","39.8","0","0","0","0","0","1.76","0","8.99","0.7","39.8"
"134","4207","環泰","20.95","0","0","26M05","5.21","+950","26.2","2.1","40.3","0","0","0","0","0","5.21","+950","26.2","2.1","40.3"
"135","1536","和大","51","-0.1","-0.2","26M05","4.47","+11,823","16","1.64","36.6","0","0","0","0","0","4.47","+11,823","16","1.64","36.6"
"136","2103","台橡","26.85","-1.25","-4.45","26M05","11.7","0","14.1","5.83","49.9","0","0","0","0","0","11.7","0","14.1","5.83","49.9"
"137","5310","天剛","25.15","+0.15","+0.6","26M05","0.17","0","6.01","0.03","16.7","0","0","0","0","0","0.17","0","6.01","0.03","16.7"
"138","2032","新鋼","16.6","-0.6","-3.49","26M05","1.16","0","8.88","0.45","38.8","0","0","0","0","0","1.16","0","8.88","0.45","38.8"
"139","5356","協益","25.9","-0.1","-0.38","26M05","0.63","-2,230","6.07","0.24","38.7","0","0","0","0","0","0.63","-2,230","6.07","0.24","38.7"
"140","8027","鈦昇","186.5","-3.5","-1.84","26M05","0.83","-132","7.56","0.27","31.9","0","0","0","0","0","0.83","-132","7.56","0.27","31.9"
"141","2637","慧洋-KY","85.7","+0.5","+0.59","26M05","23.1","0","31","8.89","38.4","0","0","0","0","0","23.1","0","31","8.89","38.4"
"142","5388","中磊","79.8","-1.3","-1.6","26M05","1.4","0","4.65","0.53","38.1","0","0","0","0","0","1.4","0","4.65","0.53","38.1"
"143","5364","力麗店","8.72","+0.06","+0.69","26M05","3.71","0","58.2","1.4","37.7","0","0","0","0","0","3.71","0","58.2","1.4","37.7"
"144","4915","致伸","60.9","+0.2","+0.33","26M05","1.04","0","2.2","0.47","37.6","0","0","0","0","0","1.04","0","2.2","0.47","37.6"
"145","1459","聯發","14","-0.05","-0.36","26M05","6.19","+673","17.3","2.42","39.1","0.15","0","0.42","0","0","6.34","+673","17.7","2.42","38.1"
"146","5014","建錩","10.1","-0.15","-1.46","26M05","2.67","0","14.6","0.94","35.2","0.05","0","0.28","0","0","2.72","0","14.9","0.94","34.5"
"147","6101","寬魚國際","35.35","-0.55","-1.53","26M05","2.42","0","21.1","0.9","37.4","0","0","0","0","0","2.42","0","21.1","0.9","37.4"
"148","2365","昆盈","31","-0.25","-0.8","26M05","1.21","0","5.48","0.45","37.1","0","0","0","0","0","1.21","0","5.48","0.45","37.1"
"149","2486","一詮","225.5","-6","-2.59","26M05","3.82","+251","16.3","1.41","36.9","0","-413","0","0","0","3.82","-162","16.3","1.41","36.9"
"150","8933","愛地雅","4.45","-0.08","-1.77","26M05","3.86","0","11.8","1.41","36.6","0","0","0","0","0","3.86","0","11.8","1.41","36.6"
"151","6962","奕力-KY","30.75","-2.95","-8.75","26M05","8.06","0","16.4","3.25","40.4","0","0","0","0","0","8.06","0","16.4","3.25","40.4"
"152","8489","三貝德","22.9","+0.15","+0.66","26M05","0.42","0","7.04","0.15","36.5","0","0","0","0","0","0.42","0","7.04","0.15","36.4"
"153","5321","美而快","63.6","+1.6","+2.58","26M05","0.81","-5","15.2","0.29","36","0","0","0","0","0","0.81","-5","15.2","0.29","36"
"154","2420","新巨","58.6","+0.9","+1.56","26M05","2.37","0","15.5","0.85","36.1","0","0","0","0","0","2.37","0","15.5","0.85","36.1"
"155","1569","濱川","42.35","+0.25","+0.59","26M05","2.42","0","16.8","0.75","31","0","0","0","0","0","2.42","0","16.8","0.75","31"
"156","2376","技嘉","397.5","+4","+1.02","26M05","3.5","0","5.22","1.25","35.9","0","0","0","0","0","3.5","0","5.22","1.25","35.9"
"157","1609","大亞","38.15","+0.4","+1.06","26M05","3.82","-9","4.86","1.37","35.8","0","0","0","0","0","3.82","-9","4.86","1.37","35.8"
"158","8042","金山電","112.5","-4","-3.43","26M05","1.39","0","10.7","0.5","36","0","0","0","0","0","1.39","0","10.7","0.5","36"
"159","6184","大豐電","42.05","-0.15","-0.36","26M05","1.88","0","11.6","0.77","41","0","0","0","0","0","1.88","0","11.6","0.77","41"
"160","1504","東元","70.6","+0.2","+0.28","26M05","13.2","0","5.57","4.92","37","0","0","0","0","0","13.2","0","5.57","4.92","37"
"161","9937","全國","55.1","0","0","26M05","14","0","45.2","4.97","35.6","0","0","0","0","0","14","0","45.2","4.97","35.6"
"162","3260","威剛","402","-7","-1.71","26M05","1.83","-10","5.76","0.65","35.6","0","+37","0.01","0","0","1.83","+27","5.77","0.65","35.5"
"163","2030","彰源","20.55","-1.2","-5.52","26M05","6.74","0","24","2.38","35.3","0","0","0","0","0","6.74","0","24","2.38","35.3"
"164","3081","聯亞","2540","-125","-4.69","26M05","0.78","-1","8.45","0.23","30.1","0","0","0","0","0","0.78","-1","8.45","0.23","30.1"
"165","2385","群光","107.5","+1.5","+1.42","26M05","8.01","+362","10.5","2.81","35.1","0","0","0","0","0","8.01","+362","10.5","2.81","35.1"
"166","4739","康普","89.2","+1.7","+1.94","26M05","3.13","0","25.1","1.1","34.9","0","0","0","0","0","3.13","0","25.1","1.1","34.9"
"167","6123","上奇","43.4","-0.15","-0.34","26M05","1.14","0","18.3","0.4","35.2","0.02","0","0.29","0","0","1.15","0","18.6","0.4","34.7"
"168","1805","寶徠","10","+0.04","+0.4","26M05","4.09","0","30.3","0.95","23.2","0","0","0","0","0","4.09","0","30.3","0.95","23.2"
"169","3373","熱映","16.65","-0.05","-0.3","26M05","1.1","0","23.2","0.38","34.4","0","0","0","0","0","1.1","0","23.2","0.38","34.4"
"170","6658","聯策","161","-13","-7.47","26M05","0.73","+4,969","20","0.25","34.3","0","0","0","0","0","0.73","+4,969","20","0.25","34.3"
"171","1218","泰山","14.75","-0.8","-5.14","26M05","5.83","0","11.7","2","34.3","0","0","0","0","0","5.83","0","11.7","2","34.3"
"172","4745","合富-KY","12","-0.1","-0.83","26M05","1.59","-421","20.5","0.55","34.4","0","-318","0","0","0","1.59","-739","20.5","0.55","34.4"
"173","4726","永昕","24.5","+0.15","+0.62","26M05","4.36","0","21.1","1.48","33.9","0","0","0","0","0","4.36","0","21.1","1.48","33.9"
"174","5213","亞昕","20.95","-0.05","-0.24","26M05","7.49","-191,203","10.4","2.56","34.1","0","0","0","0","0","7.5","-191,203","10.4","2.56","34.1"
"175","8908","欣雄","39.9","-0.05","-0.13","26M05","12.5","0","39.6","4.21","33.8","0","0","0","0","0","12.5","0","39.6","4.21","33.8"
"176","6591","動力-KY","44.7","-1.2","-2.61","26M05","0.74","0","18.1","0.25","33.6","0","0","0","0","0","0.74","0","18.1","0.25","33.6"
"177","1563","巧新","63.5","+0.5","+0.79","26M05","1.56","+665","6.74","0.45","28.9","0","0","0","0","0","1.56","+665","6.74","0.45","28.9"
"178","6269","台郡","65.7","+0.7","+1.08","26M05","2.49","0","7.69","0.84","33.9","0","0","0","0","0","2.49","0","7.7","0.84","33.8"
"179","1626","艾美特-KY","9.52","-0.04","-0.42","26M05","1.16","0","7.73","0.38","33","0","0","0","0","0","1.16","0","7.73","0.38","33"
"180","8016","矽創","306","-9.5","-3.01","26M05","0.89","0","7.44","0.2","21","0","0","0.02","0","0","0.9","0","7.46","0.2","20.9"
"181","3289","宜特","137","-4.5","-3.18","26M05","0.85","0","9.8","0.28","32.8","0","0","0","0","0","0.85","0","9.8","0.28","32.8"
