" "," ","#","個股代號/名稱","類別","前二月","前一月","本  月","走 勢","總增減"," ","前二月","前一月","本  月","走 勢","總增減","今日收盤價","今日漲跌"," "
" "," ","","1256鮮活果汁-KY","食品","48.34","48.34","48.34","32","0.00"," ","17,296","17,296","17,296","32","0","205.50","7.50"," "
" "," ","","1301台塑","塑膠","14.46","14.46","14.46","32","0.00"," ","920,748","920,748","920,748","32","0","47.45","2.40"," "
" "," ","","1303南亞","塑膠","18.19","18.19","18.19","32","0.00"," ","1,443,156","1,443,156","1,443,156","32","0","98.10","7.60"," "
" "," ","","1304台聚","塑膠","24.41","24.41","24.41","32","0.00"," ","290,242","290,242","290,242","32","0","12.20","-0.15"," "
" "," ","","1305華夏","塑膠","33.13","33.13","33.13","32","0.00"," ","192,516","192,516","192,516","32","0","12.30","-0.30"," "
" "," ","","1307三芳","塑膠","9.47","9.47","9.47","32","0.00"," ","37,693","37,693","37,693","32","0","31.15","0.40"," "
" "," ","","1308亞聚","塑膠","38.78","38.78","38.78","32","0.00"," ","230,271","230,271","230,271","32","0","13.10","-0.15"," "
" "," ","","1309台達化","塑膠","39.37","39.37","39.37","32","0.00"," ","156,534","156,534","156,534","32","0","15.70","-0.55"," "
" "," ","","1310台苯","塑膠","4.89","4.89","4.89","32","0.00"," ","25,846","25,846","25,846","32","0","8.04","-0.08"," "
" "," ","","1312國喬","塑膠","6.29","6.29","6.29","32","0.00"," ","70,962","70,962","70,962","32","0","11.35","0.40"," "
" "," ","","1313聯成","塑膠","34.11","34.11","34.11","32","0.00"," ","454,065","454,065","454,065","32","0","10.70","0.10"," "
" "," ","","1314中石化","塑膠","6.9","6.9","6.9","32","0.00"," ","261,365","261,365","261,365","32","0","7.04","-0.06"," "
" "," ","","1315達新","塑膠","19.82","19.82","19.82","32","0.00"," ","19,651","19,651","19,651","32","0","61.60","0.00"," "
" "," ","","1316上曜","營建","5.34","5.34","5","20","-0.34"," ","20,083","20,083","20,083","32","0","10.10","-0.10"," "
" "," ","","1319東陽","汽車","18.38","18.38","18.38","32","0.00"," ","108,725","108,725","108,725","32","0","95.10","8.60"," "
" "," ","","1321大洋","塑膠","5.88","5.88","5.88","32","0.00"," ","13,376","13,376","13,376","32","0","28.85","0.00"," "
" "," ","","1323永裕","塑膠","13.64","13.67","13.67","40","0.03"," ","12,457","12,482","12,482","40","25","20.10","-0.05"," "
" "," ","","1324地球","塑膠","8.05","8.05","8.05","32","0.00"," ","6,051","6,051","6,051","32","0","10.30","0.05"," "
" "," ","","1325恆大","塑膠","28.93","28.93","28.93","32","0.00"," ","24,680","24,680","24,680","32","0","27.00","0.00"," "
" "," ","","1326台化","塑膠","5.71","5.69","5.69","21","-0.02"," ","335,055","334,065","334,065","21","-990","49.90","4.50"," "
" "," ","","1337再生-KY","塑膠","14.45","14.45","14.45","32","0.00"," ","38,888","38,888","38,888","32","0","4.82","0.07"," "
" "," ","","1338廣華-KY","汽車","18.3","18.3","18.3","32","0.00"," ","15,344","15,344","15,346","41","2","16.35","0.25"," "
" "," ","","1339昭輝","汽車","46.12","46.61","47.1","50","0.98"," ","34,193","34,556","34,914","50","721","45.60","0.75"," "
" "," ","","1340勝悅-KY","塑膠","0","0","0","32","0.00"," ","0","0","0","32","0","5.48","0.06"," "
" "," ","","1341富林-KY","塑膠","0.81","0.81","0.81","32","0.00"," ","432","432","432","32","0","60.80","-0.90"," "
" "," ","","1342八貫","其他","17.27","17.27","17.27","32","0.00"," ","13,475","13,475","13,475","32","0","91.60","0.20"," "
" "," ","","1402遠東新","紡織","26.21","26.21","26.21","32","0.00"," ","1,403,457","1,403,457","1,403,457","32","0","25.65","0.85"," "
" "," ","","1409新纖","紡織","5.54","5.54","5.54","32","0.00"," ","89,720","89,720","89,720","32","0","22.80","2.05"," "
" "," ","","1410南染","紡織","20.38","20.38","20.38","32","0.00"," ","12,637","12,637","12,637","32","0","26.45","0.30"," "
" "," ","","1413宏洲","紡織","33.55","33.55","33.55","32","0.00"," ","44,332","44,332","44,332","32","0","9.34","0.09"," "
" "," ","","1414東和","紡織","18.27","18.27","18.27","32","0.00"," ","36,192","36,192","36,192","32","0","14.50","0.25"," "
" "," ","","1416廣豐","其他","6.03","6.03","6.03","32","0.00"," ","11,188","11,188","11,188","32","0","11.10","0.05"," "
" "," ","","1417嘉裕","紡織","12.65","12.65","12.65","32","0.00"," ","24,032","24,032","24,032","32","0","8.16","0.10"," "
" "," ","","1418東華","紡織","45.21","45.21","45.21","32","0.00"," ","25,696","25,696","25,696","32","0","18.50","0.50"," "
" "," ","","1419新紡","紡織","8.42","8.42","8.42","32","0.00"," ","25,265","25,265","25,265","32","0","64.20","0.40"," "
" "," ","","1423利華","紡織","27.5","27.5","27.5","32","0.00"," ","27,410","27,410","27,410","32","0","41.50","-0.20"," "
" "," ","","1432大魯閣","運動","9.18","9.18","9.18","32","0.00"," ","9,921","9,921","9,921","32","0","16.80","0.60"," "
" "," ","","1434福懋","紡織","38.56","38.56","38.56","32","0.00"," ","649,761","649,761","649,761","32","0","15.45","0.50"," "
" "," ","","1435中福","其他","0.06","0.06","0.06","32","0.00"," ","88","88","88","32","0","",""," "
" "," ","","1436華友聯","營建","14.03","14.03","14.03","32","0.00"," ","27,253","27,253","27,253","32","0","44.25","0.00"," "
" "," ","","1437勤益控","其他","2.3","2.32","2.32","40","0.02"," ","4,694","4,694","4,694","32","0","28.40","0.20"," "
" "," ","","1438三地開發","營建","7.55","7.55","7.55","32","0.00"," ","8,404","8,404","8,404","32","0","20.10","0.20"," "
" "," ","","1439雋揚","營建","10.38","10.38","10.38","32","0.00"," ","9,554","9,554","9,554","32","0","25.60","0.10"," "
" "," ","","1440南紡","紡織","17.84","17.84","17.84","32","0.00"," ","295,634","295,634","295,634","32","0","12.55","0.65"," "
" "," ","","1441大東","紡織","35.91","35.91","35.91","32","0.00"," ","25,765","25,765","25,765","32","0","9.30","0.08"," "
" "," ","","1442名軒","營建","4.22","4.22","4.22","32","0.00"," ","15,477","15,477","15,477","32","0","25.65","0.10"," "
" "," ","","1443立益物流","其他","21.01","21.05","21.07","50","0.06"," ","28,441","28,494","28,528","50","87","25.15","-0.05"," "
" "," ","","1444力麗","紡織","19.96","19.96","19.96","32","0.00"," ","198,766","198,766","198,766","32","0","6.25","0.24"," "
" "," ","","1445大宇","紡織","27.08","27.08","27.08","32","0.00"," ","35,396","35,396","35,396","32","0","11.60","0.00"," "
" "," ","","1446宏和","紡織","9.41","9.41","9.41","32","0.00"," ","12,960","12,960","12,960","32","0","15.80","-0.10"," "
" "," ","","1447力鵬","紡織","25.56","25.61","25.61","40","0.05"," ","232,638","233,120","233,120","40","482","6.21","0.48"," "
" "," ","","1449佳和","紡織","9.56","9.55","9.45","10","-0.11"," ","12,156","12,147","12,021","10","-135","12.80","0.65"," "
" "," ","","1451年興","紡織","19.27","19.27","19.27","32","0.00"," ","38,170","38,170","38,170","32","0","16.55","0.10"," "
" "," ","","1452宏益","紡織","8.21","8.21","8.21","32","0.00"," ","10,892","10,892","10,892","32","0","10.45","0.05"," "
" "," ","","1453大將","營建","19.67","19.67","19.67","32","0.00"," ","22,275","22,275","22,275","32","0","11.15","-0.05"," "
" "," ","","1454台富","紡織","29.89","29.89","29.89","32","0.00"," ","38,816","38,816","38,816","32","0","12.55","-0.10"," "
" "," ","","1455集盛","紡織","16.4","16.4","16.69","41","0.29"," ","87,234","87,234","88,766","41","1,532","8.61","0.00"," "
" "," ","","1456怡華","營建","47.63","47.63","47.5","20","-0.13"," ","44,644","44,644","44,521","20","-123","12.70","-0.20"," "
" "," ","","1457宜進","紡織","9.41","9.41","9.41","32","0.00"," ","29,826","29,826","29,826","32","0","14.00","0.05"," "
" "," ","","1459聯發","紡織","17.47","17.5","17.5","40","0.03"," ","62,656","62,776","62,776","40","120","11.65","0.00"," "
" "," ","","1460宏遠","紡織","26.89","26.89","26.89","32","0.00"," ","186,791","186,791","186,791","32","0","6.94","0.01"," "
" "," ","","1463強盛新","紡織","15.42","16","17.03","50","1.61"," ","26,719","27,736","29,522","50","2,803","17.75","0.05"," "
" "," ","","1464得力","紡織","9.38","9.38","9.38","32","0.00"," ","39,929","39,929","39,929","32","0","10.20","0.10"," "
" "," ","","1465偉全","紡織","20.86","21.34","21.34","40","0.48"," ","21,620","22,120","22,120","40","500","12.45","0.30"," "
" "," ","","1466聚隆","紡織","23.96","23.96","23.96","32","0.00"," ","26,635","26,635","26,635","32","0","14.00","0.20"," "
" "," ","","1467南緯","紡織","34.21","34.21","34.21","32","0.00"," ","79,928","79,928","79,928","32","0","6.90","0.02"," "
" "," ","","1468昶和","紡織","30.29","30.29","30.29","32","0.00"," ","48,602","48,602","48,602","32","0","12.05","0.05"," "
" "," ","","1470大統新創","紡織","13.75","13.75","13.75","32","0.00"," ","11,795","11,795","11,799","41","4","22.50","0.40"," "
" "," ","","1471首利","電子零組件","12.74","12.74","12.74","32","0.00"," ","19,173","19,173","19,173","32","0","11.15","1.00"," "
" "," ","","1472三洋實業","營建","32.97","32.97","32.97","32","0.00"," ","17,308","17,308","17,308","32","0","90.00","-0.50"," "
" "," ","","1473台南","紡織","21.8","21.8","21.8","32","0.00"," ","31,867","31,867","31,868","41","1","21.10","1.00"," "
" "," ","","1474弘裕","紡織","18.67","18.67","18.67","32","0.00"," ","24,254","24,254","24,254","32","0","9.87","0.27"," "
" "," ","","1475業旺","紡織","47.84","47.84","47.84","32","0.00"," ","31,588","31,588","31,588","32","0","24.90","0.05"," "
" "," ","","1476儒鴻","紡織","11.09","11.09","11.09","32","0.00"," ","30,430","30,430","30,430","32","0","342.50","2.00"," "
" "," ","","1477聚陽","紡織","7.42","7.45","7.47","50","0.05"," ","18,306","18,379","18,432","50","126","216.50","-1.00"," "
" "," ","","1503士電","電機","26.69","26.69","26.69","32","0.00"," ","139,061","139,061","139,061","32","0","219.00","3.00"," "
" "," ","","1504東元","電機","5.56","5.56","5.56","32","0.00"," ","132,366","132,366","132,366","32","0","75.00","4.10"," "
" "," ","","1506正道","電機","30.36","30.36","30.36","32","0.00"," ","91,200","91,200","91,200","32","0","10.30","-0.15"," "
" "," ","","1512瑞利","汽車","13.88","13.88","13.88","32","0.00"," ","13,634","13,634","13,634","32","0","6.74","-0.15"," "
" "," ","","1513中興電","電機","10.57","10.57","10.57","32","0.00"," ","53,212","53,212","53,212","32","0","166.50","1.00"," "
" "," ","","1514亞力","電機","13","12.97","12.95","10","-0.05"," ","35,507","35,426","35,381","10","-126","125.50","0.00"," "
" "," ","","1515力山","電機","16.45","16.45","16.45","32","0.00"," ","29,855","29,855","29,855","32","0","21.80","-0.15"," "
" "," ","","1516川飛","其他","13.82","13.82","13.82","32","0.00"," ","5,531","5,531","5,531","32","0","20.70","-0.30"," "
" "," ","","1517利奇","電機","10.9","10.9","10.9","32","0.00"," ","23,983","23,983","23,983","32","0","10.00","-0.05"," "
" "," ","","1519華城","電機","17.79","15.36","15.36","21","-2.43"," ","56,216","48,530","48,530","21","-7,686","874.00","28.00"," "
" "," ","","1521大億","汽車","59.82","59.82","59.82","32","0.00"," ","45,602","45,602","45,602","32","0","29.60","2.65"," "
" "," ","","1522堤維西","汽車","8.43","8.43","8.43","32","0.00"," ","28,920","28,930","28,930","40","10","34.55","3.10"," "
" "," ","","1524耿鼎","汽車","26.69","26.69","26.69","32","0.00"," ","44,130","44,130","44,130","32","0","33.45","1.55"," "
" "," ","","1525江申","汽車","76.82","76.82","76.82","32","0.00"," ","56,391","56,391","56,391","32","0","69.60","0.90"," "
" "," ","","1526日馳","電機","27.95","27.95","27.95","32","0.00"," ","16,771","16,771","16,771","32","0","14.30","-0.05"," "
" "," ","","1527鑽全","電機","14.77","14.01","14.06","31","-0.71"," ","20,470","19,417","19,487","31","-983","33.00","0.25"," "
" "," ","","1528恩德","電機","6.63","6.63","6.63","32","0.00"," ","12,700","12,700","12,700","32","0","24.90","0.55"," "
" "," ","","1529樂事綠能","電機","12.27","12.27","12.27","32","0.00"," ","19,043","19,043","19,043","32","0","22.15","0.15"," "
" "," ","","1530亞崴","電機","50.84","50.84","50.84","32","0.00"," ","48,092","48,092","48,092","32","0","35.50","-0.30"," "
" "," ","","1531高林股","電機","25.17","25.17","25.17","32","0.00"," ","45,850","45,850","45,850","32","0","12.10","-0.20"," "
" "," ","","1532勤美","電機","22.67","22.74","22.85","50","0.18"," ","95,819","96,140","96,596","50","777","21.00","0.20"," "
" "," ","","1533車王電","汽車","31.28","31.28","31.28","32","0.00"," ","30,835","30,835","30,835","32","0","38.75","-1.85"," "
" "," ","","1535中宇","電機","59.96","59.96","59.96","32","0.00"," ","74,204","74,204","74,204","32","0","49.40","0.40"," "
" "," ","","1536和大","汽車","11.8","11.79","11.79","21","-0.01"," ","32,939","32,893","32,893","21","-46","52.80","1.50"," "
" "," ","","1537廣隆","電機","10.34","10.38","10.39","50","0.05"," ","8,490","8,523","8,534","50","44","125.50","0.00"," "
" "," ","","1538正峰","電機","54.72","54.72","54.72","32","0.00"," ","17,675","17,675","17,675","32","0","11.80","0.00"," "
" "," ","","1539巨庭","電機","14.9","14.9","14.9","32","0.00"," ","9,742","9,742","9,742","32","0","16.55","0.55"," "
" "," ","","1540喬福","電機","20.88","20.88","20.9","41","0.02"," ","17,850","17,850","17,870","41","20","21.20","-0.05"," "
" "," ","","1541錩泰","電機","31.97","31.97","31.97","32","0.00"," ","25,194","25,194","25,194","32","0","21.85","1.20"," "
" "," ","","1558伸興","電機","9.64","9.85","9.75","30","0.11"," ","6,420","6,357","6,294","10","-126","91.60","0.40"," "
" "," ","","1560中砂","電機","14.6","14.46","14.37","10","-0.23"," ","21,636","21,546","21,528","10","-108","718.00","1.00"," "
" "," ","","1563巧新","汽車","6.16","6.27","6.45","50","0.29"," ","14,231","14,491","14,895","50","664","66.70","5.60"," "
" "," ","","1568倉佑","汽車","15.67","15.8","15.8","40","0.13"," ","16,159","16,297","16,297","40","138","45.35","4.10"," "
" "," ","","1582信錦","電子零組件","12.16","12.73","12.73","40","0.57"," ","17,547","18,377","18,377","40","830","119.50","6.00"," "
" "," ","","1583程泰","電機","10.01","10.01","10.01","32","0.00"," ","10,957","10,957","10,958","41","1","60.00","1.30"," "
" "," ","","1587吉茂","汽車","25.86","25.86","25.86","32","0.00"," ","20,710","20,710","20,710","32","0","32.00","-0.10"," "
" "," ","","1589永冠-KY","電機","7.83","7.83","7.83","32","0.00"," ","11,993","11,993","11,993","32","0","",""," "
" "," ","","1590亞德客-KY","電機","3.84","3.78","3.66","10","-0.18"," ","7,689","7,561","7,321","10","-368","1400.00","10.00"," "
" "," ","","1597直得","電機","15.13","15.13","15.13","32","0.00"," ","13,507","13,507","13,507","32","0","180.00","-0.50"," "
" "," ","","1598岱宇","運動","9.83","9.97","9.97","40","0.14"," ","17,625","17,866","17,866","40","241","20.45","0.50"," "
" "," ","","1603華電","電器電纜","7.92","7.92","7.92","32","0.00"," ","15,200","15,200","15,200","32","0","32.10","0.95"," "
" "," ","","1604聲寶","電器電纜","5.52","5.52","5.52","32","0.00"," ","21,228","21,228","21,228","32","0","23.40","0.10"," "
" "," ","","1605華新","電器電纜","10.79","10.79","10.79","32","0.00"," ","478,359","478,359","478,359","32","0","38.75","2.75"," "
" "," ","","1608華榮","電器電纜","33.58","33.58","33.58","32","0.00"," ","212,501","212,501","212,501","32","0","34.50","1.05"," "
" "," ","","1609大亞","電器電纜","4.86","4.86","4.86","32","0.00"," ","38,185","38,185","38,185","32","0","39.25","3.35"," "
" "," ","","1611中電","電器電纜","6.13","6.13","6.13","32","0.00"," ","19,801","19,801","19,801","32","0","11.75","0.40"," "
" "," ","","1612宏泰","電器電纜","12.59","12.59","12.59","32","0.00"," ","39,812","39,812","39,812","32","0","37.25","0.50"," "
" "," ","","1614三洋電","電器電纜","33.4","33.4","33.4","32","0.00"," ","89,890","89,890","89,890","32","0","31.50","0.30"," "
" "," ","","1615大山","電器電纜","18.42","18.42","18.42","32","0.00"," ","36,226","36,226","36,226","32","0","43.35","0.65"," "
" "," ","","1616億泰","電器電纜","10.7","10.7","10.7","32","0.00"," ","20,774","20,774","20,774","32","0","22.00","0.60"," "
" "," ","","1617榮星","電器電纜","42.02","42.02","42.02","32","0.00"," ","71,231","71,231","71,231","32","0","15.95","1.40"," "
" "," ","","1618合機","電器電纜","35.83","35.83","35.83","32","0.00"," ","69,061","69,061","69,061","32","0","42.20","1.00"," "
" "," ","","1623大東電","電器電纜","40.82","40.82","40.82","32","0.00"," ","26,947","26,947","26,947","32","0","243.50","-2.50"," "
" "," ","","1626艾美特-KY","電器電纜","7.72","7.72","7.72","32","0.00"," ","11,574","11,574","11,574","32","0","9.99","0.02"," "
" "," ","","1702南僑","食品","17.61","17.61","17.61","32","0.00"," ","51,817","51,817","51,817","32","0","31.25","0.05"," "
" "," ","","1707葡萄王","生技醫療業","17.09","16.28","16.28","21","-0.81"," ","25,320","24,120","24,120","21","-1,200","101.00","1.00"," "
" "," ","","1708東鹼","化學","11.89","11.89","11.89","32","0.00"," ","29,615","29,615","29,615","32","0","38.20","1.70"," "
" "," ","","1709和益","化學","18.48","18.48","18.48","32","0.00"," ","88,180","88,180","88,180","32","0","19.40","-0.20"," "
" "," ","","1710東聯","化學","10.06","10.06","10.06","32","0.00"," ","89,184","89,184","89,184","32","0","13.80","0.30"," "
" "," ","","1711永光","化學","18.27","18.25","18.23","10","-0.04"," ","100,123","99,988","99,888","10","-235","49.10","0.15"," "
" "," ","","1712興農","化學","19.21","19.74","19.74","40","0.53"," ","80,783","83,011","83,011","40","2,228","38.90","0.05"," "
" "," ","","1713國化","化學","23.7","23.7","23.7","32","0.00"," ","35,784","35,784","35,784","32","0","49.40","0.05"," "
" "," ","","1714和桐","化學","10.69","10.69","10.69","32","0.00"," ","106,113","106,113","106,113","32","0","9.50","0.13"," "
" "," ","","1717長興","化學","14.39","14.39","14.38","20","-0.01"," ","168,692","168,692","168,672","20","-20","81.20","-1.20"," "
" "," ","","1718中纖","化學","5.71","5.71","5.71","32","0.00"," ","96,323","96,323","96,323","32","0","6.62","0.22"," "
" "," ","","1720生達","生技醫療業","14.89","14.89","14.89","32","0.00"," ","26,608","26,608","26,608","32","0","61.60","0.20"," "
" "," ","","1721三晃","化學","9.36","9.36","9.36","32","0.00"," ","17,314","17,314","17,314","32","0","28.25","-0.25"," "
" "," ","","1722台肥","化學","24.07","24.07","24.07","32","0.00"," ","235,888","235,888","235,888","32","0","46.60","0.50"," "
" "," ","","1723中碳","化學","33.99","33.99","33.99","32","0.00"," ","80,546","80,546","80,546","32","0","82.30","-0.50"," "
" "," ","","1725元禎","化學","11.45","11.45","11.45","32","0.00"," ","20,827","20,827","20,827","32","0","32.30","1.50"," "
" "," ","","1726永記","化學","21.07","21.07","21.07","32","0.00"," ","34,145","34,145","34,145","32","0","77.70","0.70"," "
" "," ","","1727中華化","化學","19.06","19.06","19.06","32","0.00"," ","24,401","24,401","24,401","32","0","94.00","-0.20"," "
" "," ","","1730花仙子","化學","38.35","38.35","38.35","32","0.00"," ","24,251","24,251","24,251","32","0","52.50","0.10"," "
" "," ","","1731美吾華","生技醫療業","29.89","29.89","29.89","32","0.00"," ","39,739","39,739","39,739","32","0","21.35","0.05"," "
" "," ","","1732毛寶","化學","33.46","33.46","33.46","32","0.00"," ","14,206","14,206","14,206","32","0","26.35","-0.25"," "
" "," ","","1733五鼎","生技醫療業","26.48","26.89","27.36","50","0.88"," ","26,471","26,877","27,352","50","881","29.90","0.45"," "
" "," ","","1734杏輝","生技醫療業","16.44","16.48","16.49","50","0.05"," ","31,276","31,360","31,376","50","100","30.70","0.00"," "
" "," ","","1735日勝化","化學","58.94","58.94","58.94","32","0.00"," ","58,584","58,584","58,584","32","0","25.00","0.50"," "
" "," ","","1736喬山","運動","67.91","68.02","68.02","40","0.11"," ","206,062","206,396","206,396","40","334","119.50","3.50"," "
" "," ","","1737臺鹽","食品","44.28","44.28","44.28","32","0.00"," ","88,564","88,564","88,564","32","0","31.55","0.10"," "
" "," ","","1752南光","生技醫療業","10.09","10.18","10.18","40","0.09"," ","10,190","10,290","10,290","40","100","32.85","0.35"," "
" "," ","","1760寶齡富錦","生技醫療業","18.69","18.66","18.63","10","-0.06"," ","16,025","16,004","15,980","10","-45","60.30","0.60"," "
" "," ","","1762中化生","生技醫療業","30.24","30.24","30.24","32","0.00"," ","23,267","23,267","23,267","32","0","39.05","-0.90"," "
" "," ","","1773勝一","化學","42.33","42.29","42.29","21","-0.04"," ","127,014","126,895","126,895","21","-119","186.50","2.50"," "
" "," ","","1776展宇","化學","9.31","9.31","9.31","32","0.00"," ","5,602","5,602","5,602","32","0","18.20","0.05"," "
" "," ","","1783和康生","生技醫療業","40.89","41.31","41.37","50","0.48"," ","36,679","37,062","37,109","50","430","38.80","0.40"," "
" "," ","","1786科妍","生技醫療業","11","11","11","32","0.00"," ","8,234","8,234","8,234","32","0","52.60","0.40"," "
" "," ","","1789神隆","生技醫療業","64.39","64.39","64.39","32","0.00"," ","509,202","509,202","509,202","32","0","19.75","0.55"," "
" "," ","","1795美時","生技醫療業","37.17","37.17","37.17","32","0.00"," ","99,209","99,209","99,209","32","0","195.00","6.00"," "
" "," ","","1802台玻","玻璃","30.08","30.08","30.08","32","0.00"," ","874,951","874,951","874,951","32","0","71.90","1.50"," "
" "," ","","1805寶徠","營建","30.3","30.3","30.3","32","0.00"," ","40,906","40,906","40,906","32","0","10.15","0.05"," "
" "," ","","1806冠軍","玻璃","7.7","7.7","7.7","32","0.00"," ","30,066","30,066","30,066","32","0","7.99","0.06"," "
" "," ","","1808潤隆","營建","3.92","3.92","3.92","32","0.00"," ","35,040","35,040","35,040","32","0","29.50","1.35"," "
" "," ","","1809中釉","玻璃","13.37","13.37","13.37","32","0.00"," ","22,334","22,334","22,334","32","0","43.55","1.80"," "
" "," ","","1810和成","玻璃","5.36","5.36","5.36","32","0.00"," ","16,213","16,213","16,213","32","0","19.50","-0.50"," "
" "," ","","1817凱撒衛","玻璃","30.15","30.15","30.15","32","0.00"," ","21,891","21,891","21,891","32","0","39.25","0.20"," "
" "," ","","1903士紙","造紙","7.79","7.79","7.79","32","0.00"," ","20,281","20,281","20,281","32","0","49.20","0.20"," "
" "," ","","1904正隆","造紙","14.25","14.25","14.25","32","0.00"," ","157,938","157,938","157,938","32","0","19.00","0.20"," "
" "," ","","1905華紙","造紙","57.63","57.63","57.63","32","0.00"," ","635,581","635,581","635,581","32","0","11.95","0.00"," "
" "," ","","1906寶隆","造紙","25.94","25.94","25.94","32","0.00"," ","39,181","39,181","39,181","32","0","10.10","0.05"," "
" "," ","","1907永豐餘","造紙","5.78","5.78","5.78","32","0.00"," ","96,063","96,063","96,063","32","0","24.20","-0.05"," "
" "," ","","1909榮成","造紙","36.85","36.85","36.85","32","0.00"," ","489,355","489,355","489,355","32","0","8.93","0.02"," "
" "," ","","2002中鋼","鋼鐵","20.09","20.09","20.09","32","0.00"," ","3,169,274","3,169,274","3,169,274","32","0","19.10","0.25"," "
" "," ","","2006東和鋼鐵","鋼鐵","19.39","19.39","19.39","32","0.00"," ","141,660","141,660","141,660","32","0","67.60","1.20"," "
" "," ","","2007燁興","鋼鐵","73.56","73.56","73.56","32","0.00"," ","390,372","390,372","390,372","32","0","7.50","0.09"," "
" "," ","","2008高興昌","鋼鐵","38.27","38.27","39.84","41","1.57"," ","73,052","73,052","76,053","41","3,001","28.85","0.60"," "
" "," ","","2009第一銅","鋼鐵","39.43","39.43","39.43","32","0.00"," ","141,818","141,818","141,818","32","0","39.40","0.60"," "
" "," ","","2010春源","鋼鐵","16.5","16.52","16.52","40","0.02"," ","106,922","107,001","107,001","40","79","23.25","0.40"," "
" "," ","","2012春雨","鋼鐵","4.37","4.37","4.37","32","0.00"," ","13,207","13,207","13,207","32","0","14.45","-0.05"," "
" "," ","","2013中鋼構","鋼鐵","43.38","43.38","43.38","32","0.00"," ","86,762","86,762","86,762","32","0","42.45","0.05"," "
" "," ","","2014中鴻","鋼鐵","40.58","40.58","40.58","32","0.00"," ","582,673","582,673","582,673","32","0","18.35","0.50"," "
" "," ","","2015豐興","鋼鐵","12.07","12.07","12.07","32","0.00"," ","70,232","70,232","70,244","41","12","64.30","2.50"," "
