"排名","代號","名稱","成交","漲跌價","漲跌幅","更新日期","當日增減張數","2日增減張數","3日增減張數","5日增減張數","10日增減張數","1個月增減張數","3個月增減張數","半年增減張數","1年增減張數","今年增減張數"
"14","2014","中鴻","17.95","-0.15","-0.83","05/12","+265","-2,889","-6,843","-7,947","-11,585","-17,313","-22,391","-16,503","+1,451","-11,063"
"15","00919","群益台灣精選高息","25.73","-0.02","-0.08","05/12","-4,381","-4,881","-7,689","-7,500","+9,102","-16,880","+54,534","-70,250","-18,724","-49,147"
"16","00712","復華富時不動產","8.97","-0.05","-0.55","05/12","0","-1,381","-4,865","-7,415","-7,415","-27,405","+1,799","-29,417","-33,852","-1,097"
"17","00937B","群益ESG投等債20+","14.78","0","0","05/12","0","0","+200","-6,914","-8,212","-17,796","+10,818","-42,947","-74,770","-29,048"
"18","2312","金寶","29.45","-0.45","-1.51","05/12","-1,681","-5,477","-6,519","-6,430","+8,894","+37,368","+35,414","+20,495","+81,710","-27,817"
"19","2303","聯電","104.5","+9.5","+10","05/12","+6,794","+12,984","+14,669","-5,806","-41,046","+18,906","+137,399","-285,568","-371,150","-10,323"
"20","1326","台化","47.05","-0.75","-1.57","05/12","-2,227","-2,031","-180","-4,849","-20,006","-79,667","-37,844","-100,524","-92,358","-68,794"
"21","2609","陽明","50.1","-0.7","-1.38","05/12","-4,548","-5,142","-3,748","-4,674","+2,674","+24,748","+77,392","-39,288","+153,889","+27,830"
"22","00680L","元大美債20正2","6.89","-0.05","-0.72","05/12","-2,439","-2,629","-3,842","-4,462","-6,513","-7,367","-40,207","-86,522","-100,701","-64,780"
"23","6282","康舒","56","+0.6","+1.08","05/12","-1,356","-3,421","-3,318","-3,932","-3,654","+2,119","+5,285","+5,798","+9,306","-18,039"
"24","2603","長榮","214","0","0","05/12","-2,356","-2,953","-2,160","-3,690","-1,795","+19,948","-1,943","+2,895","+36,462","-13,301"
"25","6005","群益證","31.7","-0.55","-1.71","05/12","-138","-2,841","-414","-3,606","+7,823","+35,884","+44,276","+36,142","-28,454","+34,839"
"26","2382","廣達","340","-3.5","-1.02","05/12","-210","-3,999","-3,657","-3,570","-1,541","-4,708","-2,418","+4,850","-12,022","-18,805"
"27","0052","富邦科技","56.9","-0.05","-0.09","05/12","0","0","-3,301","-3,301","-3,535","-4,598","-7,389","+24,361","+23,253","+12,572"
"28","2363","矽統","63.2","+2.2","+3.61","05/12","-2,682","-2,523","-2,621","-3,297","-3,706","-3,399","-11,155","-14,911","+18,792","-11,943"
"29","2426","鼎元","69.9","+3.2","+4.8","05/12","-150","-810","-3,844","-3,141","+589","+843","+3,342","+6,226","-19","+6,027"
"30","3030","德律","408","+11","+2.77","05/12","-278","-937","-1,497","-2,879","-3,687","-249","+66","-4,502","-334","+737"
"31","5351","鈺創","83.8","+3.7","+4.62","05/12","+77","-2,423","-3,149","-2,812","-4,297","+5,005","+3,743","-6,956","+5,473","-3,221"
"32","2376","技嘉","321","-3.5","-1.08","05/12","-838","-2,352","-4,036","-2,709","-3,036","-9,182","-18,758","+22,193","+3,055","+8,069"
"33","2369","菱生","31.2","+0.2","+0.65","05/12","-296","-925","-242","-2,673","-3,151","-978","+894","-3,744","+4,806","+2"
"34","00753L","中信中國50正2","10.92","+0.1","+0.92","05/12","-1,889","-1,836","-2,047","-2,532","-2,159","-3,003","-3,670","-617","-20,003","-5,048"
"35","3715","定穎投控","180.5","-1","-0.55","05/12","+753","+544","+280","-2,510","-48","+3,923","+3,696","+5,952","-268","+1,876"
"36","5388","中磊","88.2","+0.9","+1.03","05/12","-599","-2,681","-2,462","-2,421","-3,360","-5,178","+5,049","+11,855","+7,741","+9,681"
"37","00687B","國泰20年美債","27.68","-0.08","-0.29","05/12","0","-500","-500","-2,400","-2,103","-2,740","-1,139","-14,577","-55,299","+2,607"
"38","2646","星宇航空","20.45","-0.05","-0.24","05/12","-426","-890","-1,101","-2,381","-3,543","+587","+10,063","+24,227","+91,836","+21,389"
"39","6239","力成","226.5","+1","+0.44","05/12","-205","-293","-356","-2,355","+6,610","+17,258","+27,848","+12,565","+14,757","+25,354"
"40","00830","國泰費城半導體","83.4","+1.1","+1.34","05/12","-2,764","-2,772","-2,430","-2,312","-3,615","-3,333","+719","+16,245","+13,032","+17,870"
"41","00934","中信成長高股息","26.03","-0.2","-0.76","05/12","-949","-1,439","-2,182","-2,303","-2,503","-2,117","+2,452","+2,740","-634","+2,740"
"42","6182","合晶","56.3","-2.3","-3.92","05/12","-739","-1,771","-248","-2,232","-1,984","-16,379","-15,314","-12,920","+14,393","-13,937"
"43","00955","中信日本商社","16.06","+0.4","+2.55","05/12","-4","-4","-4,066","-2,207","+2,571","+2,617","+150","+11,149","+16,781","+7,520"
"44","009815","大華美國MAG7+","11.21","-0.04","-0.36","05/12","-4","-4","-2,130","-2,150","-2,580","-2,628","+27","","",""
"45","8358","金居","477","+15","+3.25","05/12","-675","-2,998","-2,752","-2,030","-2,483","-222","-1,132","-5,755","-3,951","-2,546"
"46","2606","裕民","63.9","-1.4","-2.14","05/12","+797","-1,769","-1,667","-1,890","-1,549","-184","+7,705","+3,119","-14,163","-4,532"
"47","009813","貝萊德標普卓越50","11.12","-0.02","-0.18","05/12","0","0","-1,750","-1,883","-1,316","-1,906","-3,032","-3,800","","-1,154"
"48","2615","萬海","76.9","-1.6","-2.04","05/12","+273","-425","+824","-1,878","-2,342","+1,676","-8,673","-55,754","+9,145","+9,318"
"49","3033","威健","44.45","+0.45","+1.02","05/12","+13","-1,348","-2,314","-1,810","-3,385","-7,165","-18,490","-14,403","+4,029","-7,928"
"50","006208","富邦台50","224.55","+0.1","+0.04","05/12","-215","-289","-897","-1,785","-1,865","-1,948","+6,344","-1,594","-28,989","+4,030"
"51","00725B","國泰投資級公司債","34.83","-0.01","-0.03","05/12","0","0","-1,726","-1,726","-1,726","-1,726","-7,109","-4,997","-11,623","-6,417"
"52","3704","合勤控","37.05","+2","+5.71","05/12","-859","-891","-1,731","-1,676","-981","-8,783","-13,604","-4,613","-947","-8,739"
"53","6197","佳必琪","234","+5","+2.18","05/12","-193","-585","-680","-1,601","-1,943","+135","-3,642","-3,801","-1,986","-3,486"
"54","2441","超豐","96.5","+4.1","+4.44","05/12","-266","-317","-178","-1,549","+189","-2,159","-11,256","+6,639","+5,301","-8,139"
"55","2338","光罩","50.5","+0.5","+1","05/12","-700","-1,609","-1,466","-1,512","-1,556","-1,759","-1,889","-3,871","+1,953","-2,084"
"56","00965","元大航太防衛科技","25.68","-0.09","-0.35","05/12","-1","-7","-1,371","-1,508","-1,712","-1,428","-1,282","-1,304","-766","+19"
"57","009812","野村日本東證","12.09","+0.08","+0.67","05/12","0","0","-1,480","-1,480","-1,191","-1,176","+1,483","+2,181","","+1,322"
"58","6505","台塑化","53.1","-0.9","-1.67","05/12","+300","-841","-637","-1,476","-3,389","-8,932","+10,494","+5,076","-12,039","+5,873"
"59","2401","凌陽","25.95","+0.3","+1.17","05/12","-117","-511","-558","-1,451","-3,563","-6,224","-9,442","-14,053","-4,854","-9,644"
"60","2886","兆豐金","39.2","-0.9","-2.24","05/12","-1,278","-845","-654","-1,431","-4,936","-8,830","+189","+12,969","-94,500","+20,717"
"61","5009","榮剛","38.05","-2.1","-5.23","05/12","+59","-715","-708","-1,364","-1,626","+80","-172","+7,870","-830","+1,732"
"62","00877","復華中國5G","39.12","+0.68","+1.77","05/12","0","+20","-1,591","-1,353","-1,134","-302","-1,142","-1,722","-3,259","-1,915"
"63","4906","正文","39.5","-0.8","-1.99","05/12","-1,446","-1,910","-1,563","-1,349","-620","+5,210","+24,893","+24,877","+29,870","+27,522"
"64","00770","國泰北美科技","64.15","+0.25","+0.39","05/12","0","0","-1,265","-1,325","-1,425","-1,527","-2,404","-101","-1,271","-955"
"65","2455","全新","375","+15","+4.17","05/12","-373","-366","-424","-1,305","-2,969","-5,584","-1,729","+1,492","-1,929","+2,238"
"66","2313","華通","260","+18","+7.44","05/12","+578","+1,579","+1,493","-1,298","-3,855","-475","+11,458","+10,206","-20,145","+1,385"
"67","2392","正崴","38.2","-0.95","-2.43","05/12","+358","-859","-870","-1,285","-693","-277","0","+1,708","+7,293","+815"
"68","00795B","中信美國公債20年","26.89","-0.06","-0.22","05/12","0","0","0","-1,265","-1,765","-1,676","+2,078","-14,817","-31,994","-3,070"
"69","1313","聯成","11.2","-0.05","-0.44","05/12","-939","-1,020","-804","-1,236","-1,504","-1,100","+26,236","+26,589","+18,920","+26,106"
"70","6285","啟碁","282","+23","+8.88","05/12","-1,015","-2,291","-2,825","-1,122","-443","-329","+3,734","+8,410","+4,075","+1,006"
"71","8027","鈦昇","241.5","+18.5","+8.3","05/12","-304","-353","-511","-1,108","+207","+1,257","+57","-935","+267","+1,001"
"72","9933","中鼎","37.1","+0.65","+1.78","05/12","-984","-1,055","-1,023","-1,059","-1,006","-1,023","-21,069","-34,025","-1,743","-25,798"
"73","8070","長華*","47.6","-0.65","-1.35","05/12","-91","-283","-299","-1,036","-2,686","-1,352","-1,187","-16,839","+3,908","-13,472"
"74","2368","金像電","1390","-10","-0.71","05/12","-339","-567","-753","-1,028","-2,351","-3,785","-3,210","-6,612","-6,512","-5,911"
"75","2406","國碩","34.7","-0.55","-1.56","05/12","-277","-255","-1,158","-1,028","-2,244","-3,469","-931","-3,783","+1,927","-1,832"
"76","3059","華晶科","39.3","-0.85","-2.12","05/12","-341","-522","-864","-993","+1,220","+369","-2,079","+3,255","+4,816","+6,591"
"77","1608","華榮","33.8","-0.45","-1.31","05/12","+93","-842","-932","-973","-44","+2,213","-1,825","-597","-3,841","-4,138"
"78","00983A","主動中信ARK創新","11.86","+0.1","+0.85","05/12","0","0","-787","-964","-1,004","-1,035","-1,935","-5,063","","-263"
"79","6488","環球晶","785","-50","-5.99","05/12","-206","+23","-367","-964","-3,418","-4,538","-5,564","+1,584","-2,600","+1,994"
"80","1301","台塑","47.65","-1.6","-3.25","05/12","-5,950","-6,504","-268","-918","-17,781","-117,653","-83,018","-124,270","-150,604","-119,591"
"81","8028","昇陽半導體","238.5","+4.5","+1.92","05/12","+624","+649","+223","-916","-417","-1,393","-7,578","-10,709","+98","-8,480"
"82","1308","亞聚","13.45","-0.2","-1.47","05/12","-167","+69","-510","-899","+483","+980","+18,130","+18,940","+12,149","+20,151"
"83","00909","國泰數位支付服務","48.68","+0.79","+1.65","05/12","0","-14","-894","-894","-1,086","-1,694","-2,732","-930","-2,527","-1,470"
"84","00636","國泰中國A50","29.03","+0.36","+1.26","05/12","0","0","-883","-883","-884","-891","-875","-132","-1,686","-876"
"85","00688L","國泰20年美債正2","6.87","-0.06","-0.87","05/12","0","-882","-882","-882","-3,231","-7,190","-32,288","-41,561","-54,727","-39,238"
"86","6244","茂迪","29.4","-0.5","-1.67","05/12","-620","-788","-808","-855","+1,090","+9,932","+4,885","+16,948","+19,498","+12,394"
"87","2885","元大金","54.6","-1.9","-3.36","05/12","+1,746","+2,768","+4,237","-845","+12,592","+22,684","+26,236","+26,067","-7,553","+27,737"
"88","1305","華夏","13","-0.35","-2.62","05/12","+5","-253","-464","-840","-1,862","-2,565","+10,294","+13,140","+8,908","+10,800"
"89","2474","可成","205.5","-2.5","-1.2","05/12","+185","+233","+131","-824","-2,920","-3,965","+11,774","+11,238","+43,181","+10,019"
"90","2637","慧洋-KY","73","-1.5","-2.01","05/12","+44","-1","-406","-820","-1,379","-2,119","-458","-27,144","-34,213","-8,409"
"91","1309","台達化","16.65","-0.25","-1.48","05/12","-192","-1,099","-1,000","-816","-386","+126","+4,211","+4,608","+2,072","+4,489"
"92","00989A","主動摩根美國科技","17.37","+0.16","+0.93","05/12","0","0","-793","-809","-819","-822","-1,606","-407","","-685"
"93","6202","盛群","58.2","-1.3","-2.18","05/12","+259","+87","-125","-808","-1,278","+844","-364","+2,013","+2,913","+1,155"
"94","3529","力旺","4115","-345","-7.74","05/12","-196","-699","-670","-800","-1,378","-1,196","+134","+1,937","+3,099","+1,034"
"95","8042","金山電","97.7","+8.8","+9.9","05/12","-130","-148","-999","-792","-809","-1,460","-2,469","-2,029","-885","-3,001"
"96","6214","精誠","124","-3","-2.36","05/12","-467","-433","-743","-756","-183","-1,207","-1,824","+834","-235","-444"
"97","4961","天鈺","177.5","+7","+4.11","05/12","-498","-706","-689","-745","-512","-11","+3,995","+4,019","+5,348","+4,097"
"98","3374","精材","255.5","+6.5","+2.61","05/12","-1,231","-977","-1,027","-728","-553","-563","-5,704","-9,521","-7,482","-7,241"
"99","00715L","期街口布蘭特正2","62.2","-0.35","-0.56","05/12","0","0","0","-726","-1,136","-1,128","-1,573","-22,907","-16,791","-9,853"
"100","2323","中環","10.6","0","0","05/12","+127","+439","-376","-715","-357","+1,191","+382","+4,753","-658","+4,761"
"101","2451","創見","351","+7.5","+2.18","05/12","-636","-1,446","-1,209","-701","+4,258","+10,316","+11,179","+13,509","+4,739","+10,485"
"102","2409","友達","20.7","+1.85","+9.81","05/12","-690","-690","-690","-690","-198","+307","+53,236","+269,677","+588,878","+522,420"
"103","2359","所羅門","128","+5.5","+4.49","05/12","-366","-379","-582","-681","-723","-542","-1,888","-2,395","+1,855","-2,518"
"104","2324","仁寶","29.9","-0.9","-2.92","05/12","-1,241","-1,272","-1,272","-670","+3,119","-251","+53,260","+217,064","+415,913","+123,487"
"105","2467","志聖","649","+59","+10","05/12","-127","-106","-144","-647","-931","-1,263","-480","-6,388","-3,156","-1,228"
"106","1304","台聚","12.75","-0.3","-2.3","05/12","-187","-1,626","-1,561","-646","-700","+3,182","+25,648","+30,350","+23,192","+27,581"
"107","3056","富華新","13.35","-0.2","-1.48","05/12","-668","-725","-939","-646","-876","-395","-2,792","-4,778","+25,944","-4,464"
"108","6706","惠特","168.5","0","0","05/12","+62","+137","-347","-641","-1,235","-1,843","-3,669","-3,898","+297","-4,317"
"109","2634","漢翔","46.7","-0.5","-1.06","05/12","-149","-790","-985","-623","+1,287","+4,588","+8,057","+6,323","+9,436","+158"
"110","5347","世界","170","-4.5","-2.58","05/12","+1,258","+549","-2,101","-623","+4,364","+4,699","+17,031","+9,118","+4,537","-311"
"111","00733","富邦臺灣中小","68.7","+0.4","+0.59","05/12","-101","-99","-237","-610","+82","+519","+354","+840","-1,933","+416"
"112","8926","台汽電","51.6","+0.1","+0.19","05/12","-131","-212","+1","-604","-294","-24","-145","+2,176","-4,897","+683"
"113","1584","精剛","20","-0.4","-1.96","05/12","-159","-360","-406","-588","-1,037","-2,180","-5,852","-11,189","-8,687","-10,654"
"114","8255","朋程","148.5","-0.5","-0.34","05/12","-98","-357","-540","-588","-471","-840","-1,171","-1,067","-114","-1,292"
"115","6104","創惟","102","-1","-0.97","05/12","-8","-286","-518","-586","-561","+231","-924","+2,525","+5,230","+691"
"116","1773","勝一","179.5","+3.5","+1.99","05/12","-88","-51","-264","-585","-660","-2,010","-2,943","-2,557","-3","-2,020"
"117","2520","冠德","30.3","-0.3","-0.98","05/12","-481","-725","-684","-582","-104","+2,140","+6,630","-28,700","+16,210","-2,636"
"118","3013","晟銘電","110","-2","-1.79","05/12","-389","-509","-537","-564","-518","+308","-1,991","-6,835","+4,955","+234"
"119","2492","華新科","188.5","+17","+9.91","05/12","+221","-345","-835","-558","+18","-3,549","-2,911","-8,857","-6,491","-15,487"
"120","00888","永豐台灣ESG","30.78","+0.78","+2.6","05/12","-35","-34","-524","-555","-7,637","+1,459","+2,219","+1,966","+1,270","+2,189"
"121","00927","群益半導體收益","35.87","+0.02","+0.06","05/12","+8","+8","-2","-555","-928","-1,951","+30","+456","-368","+793"
"122","6672","騰輝電子-KY","206","-3","-1.44","05/12","+179","+262","+257","-550","-876","+224","+63","+82","+282","-128"
"123","4526","東台","36.95","+1.7","+4.82","05/12","+458","+430","-15","-545","-91","+2,158","+1,478","-1,861","+1,923","-1,393"
"124","6919","康霈*","97.1","-5.9","-5.73","05/12","-626","-677","-609","-544","-1,282","-686","0","0","0","0"
"125","6446","藥華藥","711","+5","+0.71","05/12","-262","-367","-441","-527","-708","-717","-537","-10,531","-2,769","-7,690"
"126","00984D","主動聯博全球非投","10.04","0","0","05/12","0","0","0","-512","+487","+2,115","+4,815","","",""
"127","1303","南亞","89.1","-2.4","-2.62","05/12","+426","-90","-473","-512","-574","-20,755","-11,499","-172,557","-150,708","-117,694"
"128","8163","達方","29.6","-0.6","-1.99","05/12","-174","-266","-272","-507","-776","-766","-862","+3,350","+2,191","+225"
"129","3060","銘異","28.55","0","0","05/12","-8","-472","-420","-506","+864","+1,308","-1,779","+1,076","+2,290","-950"
"130","2641","正德","17.85","-0.15","-0.83","05/12","-227","-334","-398","-500","-454","+790","+1,103","+5,088","+5,027","+2,324"
"131","00701","國泰股利精選30","31.45","-0.16","-0.51","05/12","0","0","0","-500","-500","-500","-667","-1,451","-376","-1,225"
"132","4533","協易機","31.1","-0.65","-2.05","05/12","-18","-17","-70","-500","-876","+12","+1,854","+2,146","+2,389","+2,236"
"133","3227","原相","228.5","-3","-1.3","05/12","-319","-719","-664","-498","-803","-1,177","-2,519","+576","+6,362","+2,074"
"134","00713","元大台灣高息低波","54.8","-0.4","-0.72","05/12","0","0","0","-497","+926","+3,589","-1,309","-11,386","-26,532","-14,624"
"135","00881","國泰台灣科技龍頭","50.95","+0.15","+0.3","05/12","+88","+88","-979","-497","-283","-140","+2,694","+26,044","+21,577","+16,593"
"136","3014","聯陽","140","+1","+0.72","05/12","-146","-245","-287","-490","-548","-1,073","+1,869","+4,194","+4,684","+2,668"
"137","2332","友訊","14.05","+0.25","+1.81","05/12","+30","-498","-879","-488","+371","+2,120","+1,955","+1,807","-1,620","+3,294"
"138","2486","一詮","270.5","-11","-3.91","05/12","-55","-164","-595","-477","+200","-839","-6,934","-19,254","-13,579","-18,731"
"139","00645","富邦日本","54.55","+0.55","+1.02","05/12","0","0","-435","-475","-475","-479","-516","-212","-83","-519"
"140","8936","國統","49.95","-0.65","-1.28","05/12","+723","+738","+528","-466","+591","+5,890","+11,049","+10,250","-1,089","+11,855"
"141","3535","晶彩科","127.5","+1.5","+1.19","05/12","-210","-194","-102","-463","+1,027","+2,831","+3,741","+1,270","+3,741","+2,439"
"142","3533","嘉澤","2800","-45","-1.58","05/12","-7","-153","-339","-457","-629","-610","-3,024","-1,397","+1,232","-1,300"
"143","00930","永豐ESG低碳高息","21.87","-0.04","-0.18","05/12","0","0","0","-454","-454","-508","-454","-834","-1,968","-888"
"144","4991","環宇-KY","740","+54","+7.87","05/12","-127","-269","-394","-454","+191","+110","-444","-1,855","-3,446","-166"
"145","00896","中信綠能及電動車","27.11","-0.03","-0.11","05/12","0","0","0","-450","-455","-935","+210","+967","-1,102","-322"
"146","00905","FT臺灣Smart","25.14","+0.01","+0.04","05/12","0","0","0","-450","-450","-450","-440","-1,706","-8,554","-347"
"147","00947","台新臺灣IC設計","37.49","-0.48","-1.26","05/12","0","+46","+53","-447","-443","-264","-686","-73","-1,908","-90"
"148","2458","義隆","145.5","-4.5","-3","05/12","-57","+7","-203","-446","+236","-6,682","-10,489","-6,170","+7,141","-9,633"
"149","6806","森崴能源","19.2","-0.35","-1.79","05/12","-60","-183","-403","-442","-513","-2,964","-7,990","-8,316","-1,499","-7,357"
"150","6664","群翊","467","+27.5","+6.26","05/12","-21","-63","-212","-438","+319","+429","+327","-1,532","+350","-57"
"151","6206","飛捷","140","+9.5","+7.28","05/12","-126","-465","-402","-411","-506","-1,231","-1,921","-3,401","+2,137","-4,110"
"152","00992A","主動群益科技創新","18.67","+0.17","+0.92","05/12","0","0","-1,461","-410","-13,286","+22,806","+36,208","","","+39,687"
"153","6789","采鈺","594","-6","-1","05/12","+37","+25","-213","-409","+662","+4,483","+3,814","+2,100","+9,579","+3,728"
"154","6284","佳邦","83.2","+1.2","+1.46","05/12","-313","-524","-526","-406","+94","-74","+343","-1,119","-1,834","-2,396"
"155","6719","力智","195","+5","+2.63","05/12","-27","-41","-171","-391","-262","+80","+957","+1,384","-288","+1,476"
"156","5508","永信建","49.35","-0.4","-0.8","05/12","-129","-136","-127","-390","-79","+99","-1,649","-6,695","-206","-2,433"
"157","3167","大量","760","+32","+4.4","05/12","-352","-352","-370","-389","-349","-587","-2,223","-3,542","-1,407","-2,137"
"158","4967","十銓","285.5","+1","+0.35","05/12","+120","-311","-486","-382","-1,329","-871","+2,660","+2,396","+909","+2,309"
"159","3006","晶豪科","220","-2","-0.9","05/12","-295","-337","-501","-380","+402","+254","+2,419","-7,472","-1,564","+65"
"160","2342","茂矽","44.1","+1.05","+2.44","05/12","-7","+183","+391","-379","-770","-1,439","-2,033","-1,483","+1,615","-1,338"
"161","2501","國建","22.4","-0.25","-1.1","05/12","+52","+4","-454","-377","+1,040","+1,114","-619","-323","-3,534","+181"
"162","3090","日電貿","120.5","+4","+3.43","05/12","+10","-353","-184","-373","+186","-2,068","-5,473","+2,977","+2,975","-4,430"
"163","6188","廣明","85.6","+0.8","+0.94","05/12","+4","-172","-341","-365","-804","-1,151","-2,911","+12,608","+13,249","+5,879"
"164","1597","直得","187","+5","+2.75","05/12","-117","-125","-351","-362","-160","+79","-996","-2,007","-1,109","-1,374"
"165","00664R","國泰臺灣加權反1","1.82","+0.02","+1.11","05/12","0","-70","-2,207","-358","+2,425","+1,247","-496","+6,576","+43,073","+4,303"
"166","00936","台新永續高息中小","19.91","-0.12","-0.6","05/12","-334","-353","-353","-353","+2,218","+2,218","+2,045","+2,238","+901","-14"
"167","2897","王道銀行","10.2","-0.05","-0.49","05/12","-626","-729","-729","-343","-727","-2,930","-6,556","+1,033","+5,335","+3,152"
"168","2009","第一銅","40.9","+1.3","+3.28","05/12","+105","-306","-274","-332","-223","+1,621","-1,855","-3,715","-1,160","-1,390"
"169","00971","野村美國研發龍頭","16.56","+0.03","+0.18","05/12","-1","-1","-300","-331","-331","-346","-344","+776","-1,748","-845"
"170","6526","達發","734","-16","-2.13","05/12","-89","-270","-280","-326","-757","-760","-810","+250","+1,049","+122"
"171","00926","凱基全球菁英55","24.88","+0.06","+0.24","05/12","0","0","-11","-324","-339","-658","-873","+151","-2,244","-436"
"172","8454","富邦媒","189","-5","-2.58","05/12","-70","-279","-270","-322","-116","+156","+75","+2,671","+4,524","+957"
"173","4128","中天","14.85","-0.25","-1.66","05/12","-98","-82","+68","-320","+292","+1,407","+602","-6,093","-1","+854"
"174","00961","FT臺灣永續高息","11.32","+0.04","+0.35","05/12","-10","-34","-34","-318","-318","-598","-165","-1,865","+796","-809"
"175","00739","元大MSCI A股","29.32","+0.1","+0.34","05/12","0","+1","-317","-315","-315","-315","-315","-190","-190","-286"
"176","4763","材料*-KY","41.9","-0.05","-0.12","05/12","-36","-393","-62","-314","-307","-5,434","-7,105","+686","+81,892","-4,167"
"177","3312","弘憶股","45.6","+1.1","+2.47","05/12","+6","+8","-52","-312","-651","-1,268","-2,120","-382","+274","+1,034"
"178","3047","訊舟","14.55","-0.1","-0.68","05/12","-79","-101","-137","-306","-461","-253","-1,976","-4,084","+3,390","-3,793"
"179","1612","宏泰","36.8","-0.45","-1.21","05/12","+36","-155","-52","-301","-368","-342","-265","-948","-1,498","-1,639"
"180","009804","聯邦台精彩50","21.33","-0.12","-0.56","05/12","0","0","0","-300","-300","-287","-242","-235","+409","-246"
"181","00954","中信日本半導體","18.2","-0.03","-0.16","05/12","-6","-8","-299","-297","-226","-736","-629","-401","-556","+364"
"182","1563","巧新","44","+0.2","+0.46","05/12","0","-405","-402","-287","-184","-210","+317","+972","+195","+736"
"183","3081","聯亞","3055","+275","+9.89","05/12","-176","-180","-266","-287","-388","-211","-165","-3,672","-492","-1,341"
"184","00857B","永豐20年美公債","23.05","-0.05","-0.22","05/12","0","0","0","-284","+1,300","+1,300","+251","+687","-7,089","+182"
"185","00910","第一金太空衛星","73.55","+2.05","+2.87","05/12","0","0","-269","-281","-301","-356","-612","-547","-546","-476"
"186","8131","福懋科","67","-0.5","-0.74","05/12","-35","-119","-399","-275","+1,028","+556","+1,627","+6,309","+9,013","+3,070"
"187","2537","聯上發","10.1","-0.15","-1.46","05/12","+7","-127","-307","-274","-510","-990","-2,719","-4,108","-2,086","-3,354"
"188","006207","復華滬深","33.95","+0.21","+0.62","05/12","0","0","-273","-273","-273","-342","-360","-318","-269","-362"
"189","3479","安勤","96.3","-0.8","-0.82","05/12","+3","+9","-29","-272","-248","-90","+797","+1,525","+1,180","+1,414"
"190","3661","世芯-KY","5310","-65","-1.21","05/12","+126","+31","-23","-269","-1,493","-3,465","-3,036","+436","+110","+317"
"191","6443","元晶","41.5","+0.1","+0.24","05/12","-89","-241","-245","-262","-621","-6,000","-1,049","-11,608","-2,179","+1,654"
"192","6841","長佳智能","59.6","-0.8","-1.32","05/12","-4","-40","-120","-260","-270","-225","+1,063","+939","+1,071","+993"
"193","6411","晶焱","84.5","+2.1","+2.55","05/12","-64","-106","-152","-240","-346","-398","-874","-1,126","+569","-825"
"194","00943","兆豐電子高息等權","19.47","+0.14","+0.72","05/12","-30","-30","-30","-230","-230","-214","-214","-286","-2,322","-286"
"195","2488","漢平","51.9","-0.6","-1.14","05/12","-5","-21","-229","-223","-209","-204","-251","-756","-462","-712"
"196","2015","豐興","63.9","-0.4","-0.62","05/12","-44","-107","-161","-217","-277","-61","+922","+1,897","+4,279","+1,644"
"197","3048","益登","46.9","+1.9","+4.22","05/12","-358","-455","-701","-216","-1,096","-1,945","-5,351","-4,022","+4,054","-4,998"
