"排名","代號","名稱","成交","漲跌價","漲跌幅","成交張數","更新日期","當日增減張數","2日增減張數","3日增減張數","5日增減張數","10日增減張數","1個月增減張數","3個月增減張數","半年增減張數","1年增減張數","今年增減張數"
"217","2405","輔信","15.25","-0.15","-0.97","1,429","05/12","-28","+19","+17","+14","+19","+19","-11","-62","+11","-4"
"218","2484","希華","38.9","-0.7","-1.77","9,202","05/12","-2","-34","-10","+14","+22","+27","+39","+43","+34","+41"
"219","3221","台嘉碩","43.8","0","0","5,719","05/12","+2","-3","+3","+14","-84","+47","+92","+117","+127","+117"
"220","3312","弘憶股","45.6","+1.1","+2.47","4,122","05/12","+9","+15","+14","+14","+12","+20","+7","+3","-110","+9"
"221","3515","華擎","231.5","-1","-0.43","787","05/12","-4","+16","+15","+14","+13","+14","+7","-9","+19","+9"
"222","6206","飛捷","140","+9.5","+7.28","9,681","05/12","-10","+14","+15","+14","+16","+16","+4","-179","-22","-5"
"223","00763U","期街口道瓊銅","34.74","+0.93","+2.75","2,186","05/12","+2","+3","+3","+13","+14","+15","-43","+110","+111","-36"
"224","1455","集盛","8.1","-0.03","-0.37","679","05/12","+13","+13","+13","+13","+13","+17","-68","+17","+16","+17"
"225","2458","義隆","145.5","-4.5","-3","3,349","05/12","-5","-16","+7","+13","+16","+7","+32","+26","+3","+27"
"226","2618","長榮航","35.1","-0.75","-2.09","35,573","05/12","-3","-2","+8","+13","-135","-128","-256","-513","-1,977","-123"
"227","2855","統一證","41.8","-1.9","-4.35","17,565","05/12","-18","+9","+11","+13","+9","+27","-70","-63","+21","-70"
"228","3041","揚智","24.55","-0.15","-0.61","1,523","05/12","+1","+5","-4","+13","+17","+12","+3","-72","-105","+5"
"229","3276","宇環","16.25","-0.25","-1.52","909","05/12","+12","+12","+13","+13","+13","+13","+13","+13","+12","+12"
"230","4764","雙鍵","324.5","+3.5","+1.09","328","05/12","0","-22","-111","+13","+14","-111","-75","+9","+15","-135"
"231","6890","來億-KY","168.5","+7.5","+4.66","885","05/12","+8","+2","+1","+13","+15","+15","-40","+10","-14","-62"
"232","8261","富鼎","131","-4","-2.96","7,254","05/12","-2","+8","+11","+13","+13","+19","+10","+3","+17","-13"
"233","2108","南帝","27.75","-1.55","-5.29","2,981","05/12","-21","-13","-3","+12","+10","+22","+22","-12","-6","+10"
"234","3441","聯一光","40.1","-0.45","-1.11","1,019","05/12","-19","-26","+4","+12","+13","+13","+15","+8","+19","-14"
"235","5498","凱崴","72.4","+3.3","+4.78","16,163","05/12","-54","+5","+14","+12","-5","+40","+40","+40","+25","+40"
"236","6151","晉倫","41.5","+2.5","+6.41","2,094","05/12","+11","+11","+12","+12","+12","+8","+15","+15","+14","+9"
"237","6526","達發","734","-16","-2.13","2,247","05/12","-1","-7","-2","+12","+5","+13","+14","+11","+14","+15"
"238","8043","蜜望實","93.1","+8.4","+9.92","10,556","05/12","+78","+33","-14","+12","+84","+124","-1,278","-803","+154","-1,777"
"239","8088","品安","52","-4.7","-8.29","6,891","05/12","+6","+6","+7","+12","+37","+44","-130","-739","-302","-308"
"240","8213","志超","41.2","-0.6","-1.44","6,136","05/12","+6","+9","+10","+12","+12","+13","+2","+11","+14","+14"
"241","1325","恆大","27.05","-0.6","-2.17","297","05/12","+3","+8","+16","+11","+16","-6","-116","-219","-139","-140"
"242","3416","融程電","170.5","-1","-0.58","742","05/12","0","-1","0","+11","+11","+11","+9","-23","+11","+7"
"243","4760","勤凱","301","+21.5","+7.69","3,107","05/12","+1","-9","+5","+11","+12","+14","+12","+8","+24","+17"
"244","4915","致伸","71.1","-0.6","-0.84","4,368","05/12","-1","-27","+11","+11","+11","+7","+7","-43","-38","+7"
"245","6446","藥華藥","711","+5","+0.71","2,277","05/12","+4","-2","+9","+11","+15","+14","-33","+13","-164","+4"
"246","6472","保瑞","404","-4.5","-1.1","2,834","05/12","+2","+4","+10","+11","+10","+8","+15","-51","-30","-39"
"247","6895","宏碩系統","159.5","-5","-3.04","166","05/12","+1","+1","+1","+11","+11","+11","-95","-274","+9","-158"
"248","9934","成霖","9.73","-0.15","-1.52","1,054","05/12","+10","+11","+11","+11","+12","+13","+13","+13","+10","+13"
"249","2020","美亞","22.05","-0.1","-0.45","394","05/12","+10","+10","+10","+10","+10","+10","+7","+7","+4","+7"
"250","2520","冠德","30.3","-0.3","-0.98","971","05/12","+1","+1","+6","+10","+114","+123","+108","-13","-104","+123"
"251","3027","盛達","18.25","-0.05","-0.27","279","05/12","+4","+4","+6","+10","-9","-7","+1","+5","-225","-7"
"252","3551","世禾","216","-2","-0.92","3,496","05/12","+9","+1","+9","+10","+10","+13","+2","-6","-13","-31"
"253","5285","界霖","74.5","+6.7","+9.88","5,413","05/12","+13","+11","+5","+10","+15","+15","+15","+13","+15","+15"
"254","6134","萬旭","33.1","-0.45","-1.34","1,175","05/12","0","+5","+11","+10","+9","-1","-21","-50","+19","-14"
"255","6244","茂迪","29.4","-0.5","-1.67","6,879","05/12","-9","-13","-34","+10","-6","+128","-379","+115","+121","-321"
"256","6291","沛亨","518","+46.5","+9.86","2,175","05/12","+9","+6","+8","+10","+2","-17","-39","+9","+21","-52"
"257","8271","宇瞻","249","-7","-2.73","10,672","05/12","-5","+8","+3","+10","+38","+118","-297","-467","+151","-283"
"258","00712","復華富時不動產","8.97","-0.05","-0.55","26,065","05/12","-4","-4","-4","+9","+9","-171","+7","+3","+3","+6"
"259","00935","野村臺灣新科技50","55.6","-0.05","-0.09","11,318","05/12","-3","+9","+9","+9","+11","+56","+48","+64","+43","+60"
"260","4576","大銀微系統","258","+7.5","+2.99","8,874","05/12","+4","+50","+33","+9","+15","+63","+270","+233","+32","+248"
"261","5228","鈺鎧","45.85","+4.15","+9.95","4,252","05/12","+8","+9","+9","+9","+9","+9","+9","+9","+9","+9"
"262","5263","智崴","102","-2","-1.92","144","05/12","0","+1","+1","+9","+38","+40","+10","+38","+40","+40"
"263","5388","中磊","88.2","+0.9","+1.03","7,551","05/12","-1","+1","+5","+9","+6","-11","-29","-70","-87","-40"
"264","5864","致和證","33.85","-2.85","-7.77","10,825","05/12","-3","-1","+4","+9","+21","-76","-20","-3","-124","+12"
"265","6669","緯穎","5790","+450","+8.43","4,214","05/12","+3","+7","+11","+9","+3","+22","-27","-101","-89","-51"
"266","1256","鮮活果汁-KY","186.5","+9.5","+5.37","328","05/12","+8","+8","+8","+8","+8","+8","+6","+8","+8","+8"
"267","2330","台積電","2255","+20","+0.89","54,240","05/12","+22","+9","+6","+8","-1","+65","-123","-188","-1,996","-41"
"268","2609","陽明","50.1","-0.7","-1.38","10,783","05/12","-4","0","+13","+8","-1","-12","-857","-1,341","-2,638","-1,060"
"269","3236","千如","35.35","+0.75","+2.17","9,425","05/12","+3","+3","+10","+8","-27","+3","-92","-79","+10","-240"
"270","3501","維熹","44.75","-2.4","-5.09","1,102","05/12","+8","+8","+8","+8","+8","+8","+8","+8","+8","+8"
"271","4912","聯德控股-KY","95","-0.1","-0.11","621","05/12","-1","+1","+2","+8","+3","+8","+7","+1","+7","+6"
"272","5269","祥碩","1525","+135","+9.71","5,519","05/12","+6","+7","+7","+8","+5","+16","+5","+9","-9","+8"
"273","5450","南良","12.75","+0.05","+0.39","47","05/12","0","0","+1","+8","+8","+6","+6","+8","+7","+4"
"274","6584","南俊國際","681","-6","-0.87","1,547","05/12","-3","+3","+3","+8","-12","+23","-406","-364","-6","-210"
"275","6679","鈺太","324.5","-2.5","-0.76","475","05/12","+2","+2","+3","+8","+8","+7","-3","+1","+7","+4"
"276","6781","AES-KY","1285","-35","-2.65","3,197","05/12","-3","+3","+4","+8","-9","+9","+6","-85","-50","-13"
"277","6863","永道-KY","118.5","+5.5","+4.87","573","05/12","+1","+7","+9","+8","+10","+14","+14","+5","+14","+15"
"278","7712","博盛半導體","162","+14.5","+9.83","1,016","05/12","+2","+4","+8","+8","+8","+8","+8","+6","","+2"
"279","2501","國建","22.4","-0.25","-1.1","4,425","05/12","0","+5","+5","+7","+4","+11","-23","-25","-144","-112"
"280","3060","銘異","28.55","0","0","1,648","05/12","-17","-9","-3","+7","+7","+65","-166","-724","+58","-352"
"281","3163","波若威","1065","+25","+2.4","538","05/12","-2","+2","-23","+7","-192","+33","-841","-876","-1,223","-1,934"
"282","3230","錦明","32.85","+0.3","+0.92","449","05/12","+7","+7","0","+7","+6","+3","-95","-131","-29","-58"
"283","3543","州巧","38.25","-0.35","-0.91","1,067","05/12","-1","+1","0","+7","-21","-51","-4","-1,054","+15","-66"
"284","3630","新鉅科","26.3","-0.25","-0.94","1,047","05/12","+10","+10","+10","+7","+23","+27","+16","-19","-1","+24"
"285","3693","營邦","593","+11","+1.89","1,888","05/12","+8","-55","+1","+7","+7","-43","-30","-133","-1","-6"
"286","3704","合勤控","37.05","+2","+5.71","5,392","05/12","+3","+10","+10","+7","+5","+22","-64","-222","-226","-148"
"287","5009","榮剛","38.05","-2.1","-5.23","17,827","05/12","-25","-4","+7","+7","+9","+13","-80","-70","-384","-72"
"288","5222","全訊","129","-2.5","-1.9","873","05/12","+9","+7","+5","+7","-4","+27","+4","-5","+6","+7"
"289","5245","智晶","25.15","-0.35","-1.37","87","05/12","0","0","+6","+7","+7","-1","-51","-3","+1","-1"
"290","6020","大展證","22.95","-0.5","-2.13","446","05/12","+7","+7","+7","+7","+7","+7","+7","+7","+7","+7"
"291","6538","倉和","77.9","-0.5","-0.64","120","05/12","+3","+7","+7","+7","+7","+8","+7","+4","+9","+8"
"292","8163","達方","29.6","-0.6","-1.99","1,612","05/12","0","+1","+6","+7","+7","+5","+4","-31","+6","+4"
"293","00637L","元大滬深300正2","22.36","+0.46","+2.1","26,481","05/12","+71","+195","+133","+6","+907","+2,800","+3,578","-2,584","+8,635","-1,624"
"294","00706L","期元大S&P日圓正2","19.69","-0.14","-0.71","501","05/12","0","+6","+6","+6","+5","+23","+24","+48","+48","+48"
"295","1449","佳和","13.75","-0.45","-3.17","4,494","05/12","0","+5","+8","+6","+4","-67","-17","-62","+7","-33"
"296","1714","和桐","10.25","+0.44","+4.49","21,029","05/12","+3","+5","+6","+6","+5","+7","-2","+6","+5","+3"
"297","1718","中纖","6.71","+0.23","+3.55","6,026","05/12","+6","+6","+6","+6","+3","+6","-28","-113","+6","-25"
"298","1905","華紙","12","-0.4","-3.23","5,619","05/12","-6","0","0","+6","+7","+22","+13","+15","-15","+9"
"299","2248","華勝-KY","54.1","-3.7","-6.4","243","05/12","+6","+6","+6","+6","+6","+6","+6","","","+6"
"300","2801","彰銀","20.6","-0.3","-1.44","32,750","05/12","-5","-5","-5","+6","-10","+12","-18","-15","-211","-47"
