排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 週別,更新 日期,持股 超過 600張 (萬張),超過 600張 增減 (張),超過 600張 增減 (%),持股 超過 800張 (萬張),超過 800張 增減 (張),超過 800張 增減 (%),持股 超過 1千張 (萬張),超過 1千張 增減 (張),超過 1千張 增減 (%)
315,00741B,富邦全球非投等債,37.15,0.02,0.05,26W23,06/05,0.67,92.0,1.39,0.67,92.0,1.39,0.67,92.0,1.39
316,00757,統一FANG+,127.1,-4.6,-3.49,26W23,06/05,8.51,1113.0,1.32,8.25,1112.0,1.37,8.07,-705.0,-0.87
317,1303,南亞,97.5,-7.0,-6.7,26W23,06/05,675.0,91583.0,1.38,669.0,89240.0,1.35,664.0,97957.0,1.5
318,2385,群光,136.0,-7.0,-4.9,26W23,06/05,58.3,6047.0,1.05,56.6,7461.0,1.34,55.6,9387.0,1.72
319,6120,達運,14.35,-0.95,-6.21,26W23,06/05,35.4,3139.0,0.89,34.8,4562.0,1.33,34.1,4621.0,1.37
320,1536,和大,48.65,-1.85,-3.66,26W23,06/05,8.87,987.0,1.13,8.34,1090.0,1.32,7.98,136.0,0.17
321,1584,精剛,19.7,-0.3,-1.5,26W23,06/05,9.14,1138.0,1.26,8.94,1165.0,1.32,8.48,200.0,0.24
322,4915,致伸,74.8,-2.6,-3.36,26W23,06/05,29.9,1128.0,0.38,29.1,3755.0,1.31,27.4,2940.0,1.09
323,2108,南帝,29.3,-2.85,-8.86,26W23,06/05,33.9,4248.0,1.27,33.2,4255.0,1.3,32.2,4349.0,1.37
324,4523,永彰,28.65,-1.45,-4.82,26W23,06/05,3.56,451.0,1.28,3.56,451.0,1.28,3.38,407.0,1.22
325,4104,佳醫,70.4,-1.1,-1.54,26W23,06/05,8.22,995.0,1.23,7.88,995.0,1.28,7.45,0.0,0.0
326,00951,台新日本半導體,16.68,-1.34,-7.44,26W23,06/05,3.07,290.0,0.95,2.87,362.0,1.28,2.49,362.0,1.48
327,1319,東陽,97.8,-0.1,-0.1,26W23,06/05,48.5,8069.0,1.69,47.7,6007.0,1.28,47.5,6928.0,1.48
328,1326,台化,48.75,-4.05,-7.67,26W23,06/05,477.0,61484.0,1.31,472.0,59051.0,1.27,468.0,61345.0,1.33
329,5488,松普,12.55,-0.45,-3.46,26W23,06/05,3.56,-320.0,-0.89,3.42,426.0,1.26,3.34,426.0,1.29
330,8444,綠河-KY,4.56,-0.34,-6.94,26W23,06/05,8.67,244.0,0.28,8.46,1036.0,1.24,8.38,1036.0,1.25
331,5904,寶雅,582.0,5.0,0.87,26W23,06/05,6.77,-748.0,-1.09,6.26,766.0,1.24,5.48,-809.0,-1.45
332,00651R,復華香港反1,5.41,0.1,1.88,26W23,06/05,2.01,219.0,1.1,1.79,219.0,1.24,1.7,219.0,1.3
333,4532,瑞智,24.2,-0.35,-1.43,26W23,06/05,33.5,3182.0,0.96,32.6,3948.0,1.22,31.9,3898.0,1.24
334,2887,台新新光金,27.75,-0.85,-2.97,26W23,06/05,1784.0,203559.0,1.15,1751.0,211611.0,1.22,1726.0,219711.0,1.29
335,3056,富華新,14.4,0.1,0.7,26W23,06/05,14.4,2367.0,1.67,13.7,1631.0,1.21,12.7,-215.0,-0.17
336,6548,長科*,82.5,-7.2,-8.03,26W23,06/05,83.8,11269.0,1.36,83.0,9796.0,1.19,81.9,3493.0,0.43
337,2458,義隆,156.5,-2.0,-1.26,26W23,06/05,17.0,1202.0,0.71,16.3,1920.0,1.19,15.4,3738.0,2.49
338,6703,軒郁,108.0,-2.0,-1.82,26W23,06/05,1.45,161.0,1.13,1.38,161.0,1.18,1.29,170.0,1.33
339,00959B,大華投等美債15Y+,9.35,-0.03,-0.32,26W23,06/05,26.1,3565.0,1.38,24.8,2869.0,1.17,24.2,2869.0,1.2
340,4147,中裕,54.1,-1.3,-2.35,26W23,06/05,13.5,910.0,0.68,12.5,1450.0,1.17,11.9,577.0,0.49
341,1904,正隆,21.7,-0.2,-0.91,26W23,06/05,71.2,7490.0,1.06,69.6,8015.0,1.16,68.1,6124.0,0.91
342,6231,系微,295.5,-16.5,-5.29,26W23,06/05,1.4,168.0,1.22,1.2,137.0,1.16,1.2,137.0,1.16
343,00857B,永豐20年美公債,23.13,-0.08,-0.34,26W23,06/05,29.1,4005.0,1.39,28.5,3250.0,1.15,28.1,4056.0,1.47
344,1532,勤美,22.0,-0.4,-1.79,26W23,06/05,25.8,1181.0,0.46,24.8,2811.0,1.14,24.1,1998.0,0.84
345,2613,中櫃,22.0,-0.4,-1.79,26W23,06/05,7.71,47.0,0.06,7.51,839.0,1.13,7.34,-1.0,0.0
346,6527,明達醫,71.5,0.2,0.28,26W23,06/05,0.84,159.0,1.93,0.7,78.0,1.13,0.7,78.0,1.13
347,00985B,群益ESG投等債0-5,10.15,0.02,0.2,26W23,06/05,20.6,2039.0,1.0,19.1,2122.0,1.13,17.6,4202.0,2.45
348,6672,騰輝電子-KY,217.0,-2.0,-0.91,26W23,06/05,1.77,205.0,1.17,1.42,157.0,1.12,1.42,157.0,1.12
349,00898,國泰基因免疫革命,8.23,-0.18,-2.14,26W23,06/05,1.95,-511.0,-2.55,1.81,200.0,1.12,1.43,200.0,1.42
350,006203,元大MSCI台灣,183.35,-5.15,-2.73,26W23,06/05,0.73,81.0,1.12,0.73,81.0,1.12,0.55,166.0,3.09
351,6890,來億-KY,249.5,7.0,2.89,26W23,06/05,22.3,1689.0,0.76,22.2,2443.0,1.11,22.0,2426.0,1.11
352,2243,宏旭-KY,27.75,-0.3,-1.07,26W23,06/05,3.66,2526.0,7.42,3.09,340.0,1.11,2.72,163.0,0.6
353,1304,台聚,12.8,-0.6,-4.48,26W23,06/05,70.4,7520.0,1.08,69.3,7561.0,1.1,68.5,7503.0,1.11
354,1722,台肥,47.7,-0.55,-1.14,26W23,06/05,61.2,7132.0,1.18,59.4,6465.0,1.1,57.8,4835.0,0.84
355,2498,宏達電,42.6,-3.3,-7.19,26W23,06/05,32.3,4653.0,1.46,30.7,3330.0,1.1,29.6,6841.0,2.36
356,5871,中租-KY,115.5,-2.5,-2.12,26W23,06/05,113.0,14004.0,1.25,109.0,11768.0,1.09,107.0,7660.0,0.72
357,6112,邁達特,51.2,1.2,2.4,26W23,06/05,10.9,1159.0,1.07,10.9,1165.0,1.08,10.7,2139.0,2.04
358,6944,兆聯實業,911.0,-28.0,-2.98,26W23,06/05,3.33,301.0,0.91,2.78,297.0,1.08,2.6,1114.0,4.48
359,3630,新鉅科,27.85,-1.75,-5.91,26W23,06/05,11.0,1211.0,1.12,10.7,1146.0,1.08,10.6,154.0,0.15
360,00858,永豐美國500大,35.25,-0.85,-2.35,26W23,06/05,1.79,154.0,0.87,1.71,183.0,1.08,1.71,991.0,6.14
361,3576,聯合再生,15.7,-1.45,-8.45,26W23,06/05,57.6,5135.0,0.9,55.9,5923.0,1.07,54.2,7962.0,1.49
362,2883,凱基金,26.75,-0.85,-3.08,26W23,06/05,1110.0,110083.0,1.0,1090.0,115254.0,1.07,1076.0,120691.0,1.13
363,6418,詠昇,32.05,-2.2,-6.42,26W23,06/05,1.8,183.0,1.03,1.73,183.0,1.07,1.73,1065.0,6.55
364,2597,潤弘,184.5,0.0,0.0,26W23,06/05,24.3,1730.0,0.72,23.8,2516.0,1.07,23.5,1546.0,0.66
365,6670,復盛應用,270.0,-6.0,-2.17,26W23,06/05,10.0,84.0,0.08,9.24,973.0,1.06,8.79,2049.0,2.39
366,2115,六暉-KY,21.75,-0.25,-1.14,26W23,06/05,6.87,670.0,0.98,6.39,670.0,1.06,6.1,-340.0,-0.55
367,2382,廣達,376.5,-14.0,-3.59,26W23,06/05,326.0,32952.0,1.02,321.0,33481.0,1.05,316.0,40394.0,1.3
368,00635U,期元大S&P黃金,45.03,-1.4,-3.02,26W23,06/05,5.62,570.0,1.02,5.47,570.0,1.05,5.19,1438.0,2.85
369,00725B,國泰投資級公司債,35.13,-0.15,-0.43,26W23,06/05,301.0,29662.0,0.99,299.0,30985.0,1.05,298.0,31825.0,1.08
370,6113,亞矽,24.6,-1.6,-6.11,26W23,06/05,2.74,-416.0,-1.5,2.74,281.0,1.04,2.74,281.0,1.04
371,5530,龍巖,49.6,-2.0,-3.88,26W23,06/05,34.1,2645.0,0.78,33.7,3422.0,1.03,33.4,2452.0,0.74
372,8215,明基材,27.85,-1.8,-6.07,26W23,06/05,16.7,1722.0,1.04,16.4,1632.0,1.01,16.4,2481.0,1.54
373,1504,東元,71.6,-6.8,-8.67,26W23,06/05,172.0,9364.0,0.55,170.0,16789.0,1.0,169.0,19778.0,1.19
374,2368,金像電,1360.0,45.0,3.42,26W23,06/05,39.0,-1269.0,-0.32,38.1,3693.0,0.98,36.7,349.0,0.1
375,8931,大汽電,41.65,-1.45,-3.36,26W23,06/05,9.73,931.0,0.97,9.66,931.0,0.97,9.48,-25.0,-0.03
376,4442,竣邦-KY,50.1,-0.6,-1.18,26W23,06/05,2.28,184.0,0.82,1.93,184.0,0.96,1.38,1154.0,9.1
377,2884,玉山金,32.9,-0.45,-1.35,26W23,06/05,1122.0,95427.0,0.86,1098.0,102073.0,0.94,1081.0,102390.0,0.96
378,2069,運錩,20.0,-0.35,-1.72,26W23,06/05,9.88,130.0,0.13,9.03,836.0,0.93,8.78,2.0,0.0
379,3189,景碩,698.0,-14.0,-1.97,26W23,06/05,37.4,738.0,0.2,36.4,3363.0,0.93,35.7,3350.0,0.95
380,2392,正崴,39.2,-1.5,-3.69,26W23,06/05,24.0,3605.0,1.53,23.0,2111.0,0.93,22.5,3165.0,1.42
381,2038,海光,13.6,-0.5,-3.55,26W23,06/05,10.2,174.0,0.17,9.98,906.0,0.92,9.8,1027.0,1.06
382,4582,聚恆-創,25.5,0.0,0.0,26W23,06/05,3.95,931.0,2.42,3.61,325.0,0.91,3.42,239.0,0.7
383,5521,工信,10.2,0.05,0.49,26W23,06/05,27.8,220.0,0.08,27.0,2434.0,0.91,26.4,4318.0,1.66
384,3058,立德,9.47,-0.44,-4.44,26W23,06/05,4.01,227.0,0.57,3.68,330.0,0.9,3.41,1122.0,3.41
385,2537,聯上發,10.05,-0.1,-0.99,26W23,06/05,17.0,28.9,0.02,16.2,1451.0,0.9,15.8,573.0,0.36
386,2105,正新,33.5,-0.6,-1.76,26W23,06/05,261.0,23151.0,0.9,259.0,22511.0,0.88,257.0,23294.0,0.91
387,8076,伍豐,27.25,-0.95,-3.37,26W23,06/05,9.07,-63.4,-0.07,8.53,737.0,0.87,7.82,1767.0,2.31
388,00936,台新永續高息中小,20.3,-1.01,-4.74,26W23,06/05,3.38,290.0,0.87,3.38,290.0,0.87,3.38,290.0,0.87
389,1101,台泥,23.85,-0.55,-2.25,26W23,06/05,402.0,34836.0,0.87,392.0,33520.0,0.86,384.0,36847.0,0.97
390,2017,官田鋼,9.3,-0.33,-3.43,26W23,06/05,26.3,2208.0,0.85,25.8,2201.0,0.86,25.6,2347.0,0.93
391,4938,和碩,92.1,-4.8,-4.95,26W23,06/05,206.0,13358.0,0.65,203.0,17292.0,0.86,199.0,19254.0,0.98
392,2543,皇昌,47.5,-1.8,-3.65,26W23,06/05,36.8,1699.0,0.46,35.8,3050.0,0.86,35.4,3221.0,0.92
393,2892,第一金,29.1,-0.2,-0.68,26W23,06/05,971.0,75372.0,0.78,953.0,80833.0,0.86,941.0,81929.0,0.88
394,00908,富邦入息REITs+,14.56,-0.03,-0.21,26W23,06/05,1.31,99.5,0.76,1.19,99.5,0.84,1.1,99.5,0.91
395,00696B,富邦美債20年,28.83,-0.12,-0.41,26W23,06/05,55.7,4656.0,0.84,55.7,4656.0,0.84,55.5,5550.0,1.01
396,5340,建榮,91.8,-3.3,-3.47,26W23,06/05,11.3,2303.0,2.07,11.0,918.0,0.84,10.6,1805.0,1.73
397,8454,富邦媒,388.0,35.0,9.92,26W23,06/05,20.7,312.0,0.15,20.5,1696.0,0.84,20.4,3541.0,1.77
398,8046,南電,831.0,-14.0,-1.66,26W23,06/05,52.5,5756.0,1.11,51.3,4211.0,0.83,50.8,5081.0,1.01
399,2104,國際中橡,10.55,-0.35,-3.21,26W23,06/05,41.5,2474.0,0.6,38.5,3165.0,0.83,36.7,4917.0,1.36
400,2317,鴻海,269.5,-15.0,-5.27,26W23,06/05,979.0,76938.0,0.79,969.0,79469.0,0.83,958.0,72086.0,0.76
401,3031,佰鴻,28.85,-2.15,-6.94,26W23,06/05,10.4,2109.0,2.07,10.3,832.0,0.82,10.1,809.0,0.81
402,2027,大成鋼,41.8,-2.0,-4.57,26W23,06/05,186.0,17081.0,0.93,183.0,14731.0,0.81,181.0,13992.0,0.78
403,2731,雄獅,172.0,-1.5,-0.86,26W23,06/05,4.24,1639.0,4.02,3.77,302.0,0.81,3.59,1103.0,3.17
404,8476,台境*,17.3,1.55,9.84,26W23,06/05,10.5,856.0,0.82,10.0,797.0,0.8,9.57,-115.0,-0.12
405,0050,元大台灣50,100.95,-3.2,-3.07,26W23,06/05,510.0,37366.0,0.74,501.0,39656.0,0.8,496.0,37774.0,0.77
406,4726,永昕,26.6,-0.75,-2.74,26W23,06/05,11.3,94.2,0.08,10.8,857.0,0.8,10.3,1.0,0.0
407,2062,橋椿,18.95,-0.3,-1.56,26W23,06/05,11.5,-1116.0,-0.96,11.3,889.0,0.79,11.0,-5.0,0.0
408,8016,矽創,285.0,-18.5,-6.1,26W23,06/05,4.3,-1313.0,-2.97,3.88,302.0,0.79,3.43,302.0,0.89
409,6153,嘉聯益,20.35,1.85,10.0,26W23,06/05,29.9,1041.0,0.35,28.7,2237.0,0.79,27.7,1351.0,0.49
410,1460,宏遠,7.04,-0.38,-5.12,26W23,06/05,48.3,3548.0,0.74,47.1,3638.0,0.78,45.4,2937.0,0.65
411,2880,華南金,33.5,-1.3,-3.74,26W23,06/05,1112.0,84802.0,0.77,1104.0,84814.0,0.77,1094.0,80357.0,0.74
412,00948B,中信優息投資級債,9.47,-0.04,-0.42,26W23,06/05,325.0,22416.0,0.69,321.0,24366.0,0.76,318.0,24341.0,0.77
413,5519,隆大,32.15,-0.55,-1.68,26W23,06/05,12.1,38.2,0.03,11.5,865.0,0.76,11.3,39.0,0.03
414,6133,金橋,23.0,-1.15,-4.76,26W23,06/05,5.43,323.0,0.6,5.23,390.0,0.75,5.23,390.0,0.75
415,2101,南港,31.6,-0.3,-0.94,26W23,06/05,45.7,3251.0,0.72,44.6,3310.0,0.75,43.0,2569.0,0.6
416,6834,天二科技,68.2,-1.8,-2.57,26W23,06/05,5.71,499.0,0.88,5.15,382.0,0.75,4.42,-1472.0,-3.22
417,6510,精測,3565.0,265.0,8.03,26W23,06/05,1.42,129.0,0.92,1.34,99.0,0.74,1.25,99.0,0.8
418,2408,南亞科,339.5,-20.5,-5.69,26W23,06/05,283.0,19086.0,0.68,281.0,20495.0,0.73,279.0,18603.0,0.67
419,2867,三商壽,7.97,-0.11,-1.36,26W23,06/05,487.0,34195.0,0.71,481.0,35035.0,0.73,476.0,36049.0,0.76
420,3023,信邦,322.5,-6.5,-1.98,26W23,06/05,14.8,1684.0,1.15,13.7,994.0,0.73,12.7,1892.0,1.51
421,6547,高端疫苗,48.7,0.0,0.0,26W23,06/05,10.1,-1267.0,-1.23,9.86,710.0,0.73,9.5,680.0,0.72
422,2610,華航,19.05,-0.9,-4.51,26W23,06/05,409.0,35514.0,0.88,404.0,28880.0,0.72,398.0,41997.0,1.07
423,4153,鈺緯,31.65,0.2,0.64,26W23,06/05,4.38,307.0,0.71,4.31,307.0,0.72,4.22,-633.0,-1.48
424,2850,新產,144.0,-2.0,-1.37,26W23,06/05,20.3,644.0,0.32,19.5,1371.0,0.71,18.2,-1550.0,-0.84
425,9802,鈺齊-KY,77.7,-1.3,-1.65,26W23,06/05,12.4,1635.0,1.33,11.9,829.0,0.7,11.4,1748.0,1.55
426,6531,愛普*,909.0,-101.0,-10.0,26W23,06/05,9.67,-3361.0,-3.36,9.27,641.0,0.7,8.41,-2689.0,-3.1
427,7819,精誠金融,48.15,-0.95,-1.93,26W23,06/05,1.49,103.0,0.7,1.49,103.0,0.7,1.4,100.0,0.72
428,6438,迅得,148.5,-9.0,-5.71,26W23,06/05,2.5,-607.0,-2.37,2.37,164.0,0.69,2.0,1093.0,5.79
429,3541,西柏,22.35,-0.25,-1.11,26W23,06/05,1.91,112.0,0.59,1.64,112.0,0.69,1.38,107.0,0.78
430,1402,遠東新,26.75,-0.8,-2.9,26W23,06/05,460.0,25194.0,0.55,457.0,31127.0,0.69,453.0,36186.0,0.8
431,8121,越峰,38.0,-2.75,-6.75,26W23,06/05,12.6,695.0,0.56,12.2,827.0,0.68,11.8,1818.0,1.57
432,9110,越南控-DR,3.8,-0.15,-3.8,26W23,06/05,2.02,-12.0,-0.06,1.52,102.0,0.68,1.17,102.0,0.88
433,1795,美時,195.5,-3.0,-1.51,26W23,06/05,14.8,185.0,0.13,14.6,965.0,0.67,14.2,66.9,0.05
434,1305,華夏,12.6,-0.6,-4.55,26W23,06/05,29.0,1400.0,0.48,28.3,1864.0,0.66,28.2,1903.0,0.68
435,1444,力麗,7.1,0.25,3.65,26W23,06/05,63.4,2551.0,0.4,61.6,4009.0,0.65,60.4,564.0,0.09
436,1776,展宇,18.15,-0.35,-1.89,26W23,06/05,3.65,200.0,0.55,3.08,200.0,0.65,2.64,200.0,0.76
437,1301,台塑,45.85,-3.05,-6.24,26W23,06/05,460.0,34040.0,0.75,454.0,29360.0,0.65,450.0,31143.0,0.7
438,6934,心誠鎂,73.8,2.2,3.07,26W23,06/05,2.28,142.0,0.63,2.2,142.0,0.65,2.11,1108.0,5.55
439,8429,金麗-KY,6.62,-0.14,-2.07,26W23,06/05,7.44,507.0,0.69,7.09,454.0,0.64,7.09,454.0,0.64
440,00719B,元大美債1-3,30.88,0.0,0.0,26W23,06/05,32.1,3350.0,1.05,31.5,2003.0,0.64,30.8,1037.0,0.34
441,1784,訊聯,67.8,0.6,0.89,26W23,06/05,1.26,-535.0,-4.07,1.19,75.0,0.63,0.83,67.0,0.81
442,2845,遠東銀,12.25,-0.15,-1.21,26W23,06/05,344.0,19305.0,0.56,337.0,21011.0,0.63,330.0,22716.0,0.69
443,00927,群益半導體收益,36.9,-2.23,-5.7,26W23,06/05,9.62,459.0,0.48,9.07,565.0,0.63,8.44,-1282.0,-1.5
444,00646,元大S&P500,73.35,-1.35,-1.81,26W23,06/05,22.3,1989.0,0.9,21.6,1334.0,0.62,21.3,4134.0,1.98
445,2851,中再保,35.55,-1.35,-3.66,26W23,06/05,55.9,1232.0,0.22,55.2,3386.0,0.62,54.1,2565.0,0.48
446,00931B,統一美債20年,13.38,-0.05,-0.37,26W23,06/05,159.0,9077.0,0.57,159.0,9697.0,0.62,157.0,9697.0,0.62
447,2516,新建,12.95,0.3,2.37,26W23,06/05,15.6,133.0,0.09,15.4,933.0,0.61,14.1,15.0,0.01
448,3548,兆利,99.0,-5.5,-5.26,26W23,06/05,1.9,105.0,0.56,1.75,105.0,0.6,1.66,105.0,0.64
449,3701,大眾控,51.6,-4.4,-7.86,26W23,06/05,17.2,424.0,0.25,17.0,1018.0,0.6,16.8,1022.0,0.61
450,6182,合晶,80.0,-5.5,-6.43,26W23,06/05,21.5,5412.0,2.58,20.6,1230.0,0.6,20.0,5609.0,2.89
451,2886,兆豐金,41.2,-0.75,-1.79,26W23,06/05,1213.0,65077.0,0.54,1205.0,71541.0,0.6,1199.0,63579.0,0.53
452,6220,岳豐,32.5,-1.1,-3.27,26W23,06/05,8.77,-190.0,-0.22,8.06,478.0,0.6,7.89,477.0,0.61
453,4402,郡都開發,14.65,1.3,9.74,26W23,06/05,4.18,247.0,0.59,4.18,247.0,0.59,4.1,244.0,0.6
454,00890B,凱基ESGBBB債15+,32.35,-0.21,-0.64,26W23,06/05,1.42,83.0,0.59,1.42,83.0,0.59,1.32,83.0,0.63
455,9919,康那香,14.0,-0.2,-1.41,26W23,06/05,8.83,502.0,0.57,8.62,502.0,0.59,8.37,-372.0,-0.44
456,1565,精華,95.0,-0.6,-0.63,26W23,06/05,0.65,19.0,0.29,0.5,29.0,0.58,0.31,0.0,0.0
457,6170,統振,52.9,-0.3,-0.56,26W23,06/05,5.03,309.0,0.62,4.97,285.0,0.58,4.77,1173.0,2.52
458,3710,連展投控,6.04,-0.14,-2.27,26W23,06/05,7.7,448.0,0.59,6.76,386.0,0.57,6.4,365.0,0.57
459,5457,宣德,30.55,-0.45,-1.45,26W23,06/05,10.4,-24.2,-0.02,9.94,565.0,0.57,9.58,483.0,0.51
460,4909,新復興,48.4,-1.6,-3.2,26W23,06/05,2.34,727.0,3.2,2.22,126.0,0.57,2.04,130.0,0.64
461,6570,維田,56.6,-1.8,-3.08,26W23,06/05,1.27,72.0,0.57,1.27,72.0,0.57,1.09,72.0,0.66
462,1323,永裕,19.85,-0.3,-1.49,26W23,06/05,6.21,510.0,0.83,5.64,316.0,0.56,5.56,-507.0,-0.9
463,1307,三芳,34.55,0.25,0.73,26W23,06/05,31.9,3242.0,1.03,31.5,1765.0,0.56,31.3,1882.0,0.6
464,2509,全坤建,13.1,0.0,0.0,26W23,06/05,15.0,26.9,0.02,14.7,821.0,0.56,14.3,-0.1,0.0
465,2106,建大,17.5,-0.55,-3.05,26W23,06/05,74.1,1969.0,0.27,72.9,4052.0,0.56,71.6,552.0,0.08
466,1308,亞聚,13.4,-0.45,-3.25,26W23,06/05,29.7,1011.0,0.34,29.0,1593.0,0.55,28.6,-1072.0,-0.37
467,1516,川飛,20.6,-0.4,-1.9,26W23,06/05,2.49,128.0,0.52,2.34,128.0,0.55,2.34,128.0,0.55
468,8048,德勝,60.0,-3.0,-4.76,26W23,06/05,1.97,151.0,0.77,1.9,104.0,0.55,1.63,81.3,0.5
469,2206,三陽工業,63.3,0.0,0.0,26W23,06/05,65.2,3263.0,0.5,64.1,3508.0,0.55,63.2,2545.0,0.4
470,1726,永記,78.0,-1.1,-1.39,26W23,06/05,13.8,-45.0,-0.03,13.8,752.0,0.55,13.6,-53.0,-0.04
471,8437,大地-KY,10.65,-0.3,-2.74,26W23,06/05,1.54,79.0,0.52,1.4,76.0,0.55,1.3,1065.0,8.91
472,1710,東聯,14.7,-1.0,-6.37,26W23,06/05,53.0,3988.0,0.76,51.5,2783.0,0.54,49.7,3674.0,0.74
473,3705,永信,56.5,-0.8,-1.4,26W23,06/05,17.7,88.0,0.05,17.0,917.0,0.54,16.2,76.0,0.05
474,4142,國光生,17.65,-0.2,-1.12,26W23,06/05,15.7,694.0,0.44,14.9,791.0,0.53,14.2,791.0,0.56
475,1808,潤隆,30.65,-0.95,-3.01,26W23,06/05,70.1,4358.0,0.63,69.7,3699.0,0.53,69.4,3659.0,0.53
476,5876,上海商銀,40.15,-0.6,-1.47,26W23,06/05,408.0,16081.0,0.4,400.0,21139.0,0.53,393.0,23059.0,0.59
477,2801,彰銀,21.0,-0.45,-2.1,26W23,06/05,879.0,43766.0,0.5,865.0,45296.0,0.53,853.0,46296.0,0.55
478,2204,中華,54.8,-1.8,-3.18,26W23,06/05,40.4,2236.0,0.56,39.7,2074.0,0.52,39.4,1082.0,0.28
479,00682U,期元大美元指數,20.55,0.13,0.64,26W23,06/05,0.58,29.9,0.52,0.58,29.9,0.52,0.39,0.0,0.0
480,5324,士開,12.0,-0.15,-1.23,26W23,06/05,17.3,862.0,0.5,16.8,863.0,0.52,16.6,863.0,0.52
481,1737,臺鹽,31.6,-0.15,-0.47,26W23,06/05,12.3,644.0,0.52,11.9,609.0,0.51,11.8,609.0,0.52
482,9917,中保科,116.5,0.0,0.0,26W23,06/05,34.0,1677.0,0.5,32.8,1653.0,0.51,32.1,-163.0,-0.05
483,2345,智邦,2420.0,-70.0,-2.81,26W23,06/05,37.2,3568.0,0.97,33.9,1699.0,0.5,32.0,-340.0,-0.11
484,1455,集盛,10.0,0.9,9.89,26W23,06/05,34.5,2446.0,0.71,34.1,1705.0,0.5,33.5,2564.0,0.77
485,2527,宏璟,34.55,-1.8,-4.95,26W23,06/05,21.0,241.0,0.11,20.6,1027.0,0.5,20.1,93.0,0.05
486,1786,科妍,60.6,5.5,9.98,26W23,06/05,3.52,192.0,0.55,3.39,169.0,0.5,3.39,1160.0,3.54
487,1337,再生-KY,5.02,-0.04,-0.79,26W23,06/05,11.8,1288.0,1.11,10.9,540.0,0.5,10.3,-299.0,-0.29
488,3028,增你強,74.7,-4.0,-5.08,26W23,06/05,10.4,-179.0,-0.17,10.2,503.0,0.49,9.87,1614.0,1.66
489,9934,成霖,10.75,-0.3,-2.71,26W23,06/05,25.9,1849.0,0.72,25.2,1236.0,0.49,24.1,1104.0,0.46
490,9908,大台北,29.25,-0.2,-0.68,26W23,06/05,40.4,601.0,0.15,39.6,1931.0,0.49,38.4,1055.0,0.28
491,911608,明輝-DR,3.35,-0.16,-4.56,26W23,06/05,0.8,-586.0,-6.84,0.44,21.5,0.49,0.44,21.5,0.49
492,3528,安馳,124.5,-13.5,-9.78,26W23,06/05,4.44,-1599.0,-3.47,4.37,212.0,0.49,4.19,122.0,0.29
493,4207,環泰,19.65,0.1,0.51,26W23,06/05,13.4,21.0,0.02,13.1,635.0,0.49,12.6,635.0,0.51
494,9914,美利達,68.0,-1.1,-1.59,26W23,06/05,18.8,196.0,0.1,18.4,886.0,0.48,16.8,39.5,0.02
495,8942,森鉅,40.2,-1.2,-2.9,26W23,06/05,9.19,408.0,0.45,8.74,419.0,0.48,8.38,419.0,0.5
