"排名","代號","名稱","成交","漲跌價","漲跌幅","持股資料週別","更新日期","持股超過600張(萬張)","超過600張增減(張)","超過600張增減(%)","持股超過800張(萬張)","超過800張增減(張)","超過800張增減(%)","持股超過1千張(萬張)","超過1千張增減(張)","超過1千張增減(%)"
"644","00724B","群益投資級金融債","33.64","-0.14","-0.41","26W18","04/30","300","+439","+0.01","299","+299","+0.01","299","+349","+0.01"
"645","2231","為升","95.1","-5.4","-5.37","26W18","04/30","8.72","+194","+0.22","8.5","+162","+0.19","8.41","+166","+0.2"
"646","1104","環泥","28.9","-0.5","-1.7","26W18","04/30","48.7","+759","+0.16","47.6","+26","+0.01","46.8","+12.2","0"
"647","8409","商之器","19.1","-0.25","-1.29","26W18","04/30","1.39","+19","+0.14","1.39","+19","+0.14","1.22","+12","+0.1"
"648","00761B","國泰A級公司債","34.33","-0.16","-0.46","26W18","04/30","269","+235","+0.01","269","+140","+0.01","269","+140","+0.01"
"649","4538","大詠城","18.15","-0.35","-1.89","26W18","04/30","4.55","-6","-0.01","4.33","-6","-0.01","4.24","-6","-0.01"
"650","00710B","復華彭博非投等債","18.97","+0.05","+0.26","26W18","04/30","14.8","+418","+0.28","14.7","+400","+0.27","14.7","+400","+0.27"
"651","2515","中工","12.95","-0.2","-1.52","26W18","04/30","93.1","+3,827","+0.41","90.1","+3,348","+0.37","86.7","+3,016","+0.35"
"652","7767","仁大資訊","41.55","-0.95","-2.24","26W18","04/30","2.04","0","0","1.84","0","0","1.65","0","0"
"653","6752","叡揚","100.5","-3","-2.9","26W18","04/30","1.51","+2","+0.01","0.95","+2","+0.02","0.67","0","0"
"654","8083","瑞穎","171","-0.5","-0.29","26W18","04/30","1.59","0","0","1.52","0","0","1.52","0","0"
"655","1907","永豐餘","25.35","-0.7","-2.69","26W18","04/30","137","+446","+0.03","135","-1,588","-0.12","134","-52","0"
"656","1474","弘裕","10.3","-0.25","-2.37","26W18","04/30","7.28","+13","+0.02","6.96","+13","+0.02","6.79","+13","+0.02"
"657","2022","聚亨","7.85","-0.17","-2.12","26W18","04/30","12.7","+1,001","+0.8","12.3","+370","+0.3","12.1","+495","+0.41"
"658","6226","光鼎","12.8","-0.8","-5.88","26W18","04/30","2.25","+35","+0.16","1.88","+20","+0.11","1.79","+20","+0.11"
"659","4178","永笙-KY","18.35","-0.5","-2.65","26W18","04/30","15.7","+2,266","+1.47","15","+2,252","+1.53","14.9","+2,252","+1.54"
"660","5493","三聯","94.1","+1","+1.07","26W18","04/30","1.59","-130","-0.81","1.51","-118","-0.77","1.09","-98.2","-0.89"
"661","8404","百和興業-KY","17.3","-0.15","-0.86","26W18","04/30","31.8","-1,318","-0.41","31.1","-1,485","-0.47","30.8","+339","+0.11"
"662","2417","圓剛","46.05","-2.75","-5.64","26W18","04/30","6.6","-1,246","-1.85","6.46","-789","-1.21","6.2","+175","+0.28"
"663","6781","AES-KY","1060","-75","-6.61","26W18","04/30","6.12","+725","+1.2","5.97","-36","-0.06","5.97","-36","-0.06"
"664","3484","崧騰","43.85","-0.8","-1.79","26W18","04/30","1.99","-703","-3.41","1.67","-20","-0.12","1.41","-20","-0.14"
"665","1473","台南","21","-0.3","-1.41","26W18","04/30","10.3","-547","-0.53","10.1","+59","+0.06","10.1","+59","+0.06"
"666","4130","健亞","25.85","-0.45","-1.71","26W18","04/30","8.62","+820","+0.96","8.5","+183","+0.22","8.5","+183","+0.22"
"667","5523","豐謙","30.45","0","0","26W18","04/30","13.9","+68","+0.05","13.7","+68","+0.05","13.6","+68","+0.05"
"668","4706","大恭","31.75","-0.2","-0.63","26W18","04/30","6.22","+17","+0.03","6.15","-683","-1.1","6.06","-683","-1.11"
"669","4502","健信","15.9","-0.05","-0.31","26W18","04/30","3.78","+72","+0.19","3.57","+72","+0.2","3.31","+72","+0.22"
"670","3483","力致","96.8","-1.2","-1.22","26W18","04/30","1.82","-341","-1.84","1.55","-379","-2.39","1.09","-2,159","-16.6"
"671","00746B","富邦A級公司債","35.39","-0.17","-0.48","26W18","04/30","240","+2,193","+0.09","240","+1,500","+0.06","240","+1,500","+0.06"
"672","7786","東方風能","120","-5","-4","26W18","04/30","14","-1","0","13.7","0","0","13.6","0","0"
"673","2368","金像電","1360","+45","+3.42","26W18","04/30","38.8","+3,460","+0.9","37.1","+3,676","+1","36","+4,627","+1.3"
"674","4557","永新-KY","45.1","-0.6","-1.31","26W18","04/30","1.94","+6","+0.03","1.63","+17","+0.1","1.37","+26","+0.19"
"675","5321","美而快","41","-4.55","-9.99","26W18","04/30","2.85","-690","-2.36","2.7","-829","-2.98","2.6","0","0"
"676","1444","力麗","7.1","+0.25","+3.65","26W18","04/30","63.2","+336","+0.05","61.6","+318","+0.05","60.4","+203","+0.03"
"677","3010","華立","131.5","-7.5","-5.4","26W18","04/30","16.1","-632","-0.39","14.6","-1,271","-0.86","14.4","-1,271","-0.87"
"678","9946","三發地產","16.85","-0.3","-1.75","26W18","04/30","25.5","-36","-0.01","25.4","+843","+0.33","25","0","0"
"679","00666R","富邦恒生國企反1","9.3","+0.15","+1.64","26W18","04/30","1.18","-50","-0.42","1.18","-50","-0.42","1.18","-50","-0.42"
"680","00922","國泰台灣領袖50","38.47","-1.22","-3.07","26W18","04/30","51.7","+2,810","+0.55","50.1","+2,290","+0.46","49.6","+4,183","+0.85"
"681","4994","傳奇","90","+2.4","+2.74","26W18","04/30","5.53","+28","+0.05","5.33","+8","+0.02","5.24","+9","+0.02"
"682","6901","鑽石投資","15.7","+1.4","+9.79","26W18","04/30","72.6","-366","-0.05","72.3","-340","-0.05","71.8","-304","-0.04"
"683","4157","太景*-KY","8.91","-0.21","-2.3","26W18","04/30","39.7","+1,804","+0.46","38.2","+258","+0.07","37.1","+1,190","+0.32"
"684","4535","至興","27.05","-0.15","-0.55","26W18","04/30","5.62","+2","0","5.41","-1","0","5.24","-1","0"
"685","8222","寶一","35.7","-1.15","-3.12","26W18","04/30","2.35","-25","-0.11","2.28","-43","-0.19","2.28","-43","-0.19"
"686","3188","鑫龍騰","23.2","-0.6","-2.52","26W18","04/30","13.6","+558","+0.41","13.3","+1,222","+0.92","13.1","+1,222","+0.94"
"687","2891C","中信金丙特","62.7","0","0","26W18","04/30","15.5","-23","-0.01","15.5","-23","-0.01","15.1","-23","-0.02"
"688","6431","光麗-KY","18.05","-0.45","-2.43","26W18","04/30","6.52","0","0","6.44","0","0","6.35","0","0"
"689","9910","豐泰","78.5","+1.6","+2.08","26W18","04/30","87.8","-3,645","-0.41","87.1","-3,646","-0.42","86.4","-1,970","-0.23"
"690","2812","台中銀","19.05","-0.25","-1.3","26W18","04/30","344","-13,561","-0.39","335","-16,633","-0.49","329","-13,009","-0.39"
"691","2905","三商","13.9","-0.3","-2.11","26W18","04/30","91.4","+509","+0.06","90.1","+563","+0.06","89","+485","+0.05"
"692","2347","聯強","85.3","-3","-3.4","26W18","04/30","145","+2,697","+0.19","143","-211","-0.01","142","+1,450","+0.1"
"693","2006","東和鋼鐵","65.4","-1.6","-2.39","26W18","04/30","57.1","-1,539","-0.27","55.7","-2,952","-0.53","54.8","-2,124","-0.39"
"694","6662","樂斯科","29.4","-0.1","-0.34","26W18","04/30","1.17","+1","+0.01","1.02","+1","+0.01","1.02","+1","+0.01"
"695","2106","建大","17.5","-0.55","-3.05","26W18","04/30","73.9","-194","-0.03","72.7","-907","-0.12","71.6","+94","+0.01"
"696","8089","康全電訊","20.95","-1.4","-6.26","26W18","04/30","2.71","+17","+0.06","2.57","+816","+3.27","2.49","0","0"
"697","1789","神隆","20.25","+0.15","+0.75","26W18","04/30","59.8","+78.6","+0.01","59.2","+156","+0.03","59","+23.5","0"
"698","2732","六角","65.8","+0.8","+1.23","26W18","04/30","2.49","+3","+0.01","2.49","+3","+0.01","2.49","+3","+0.01"
"699","2393","億光","65.9","-0.1","-0.15","26W18","04/30","28.8","+373","+0.13","27.9","+1,061","+0.38","26.8","-631","-0.23"
"700","00768B","復華20年美債","49.61","-0.2","-0.4","26W18","04/30","71.4","+345","+0.05","71.1","+1,020","+0.14","71","-716","-0.1"
"701","8940","新天地","16.35","-0.5","-2.97","26W18","04/30","4.64","+104","+0.22","4.5","+104","+0.23","4.23","+102","+0.24"
"702","2008","高興昌","29.05","-1.25","-4.13","26W18","04/30","17.4","+23.5","+0.01","17.4","+23.5","+0.01","17.3","+23.5","+0.01"
"703","1218","泰山","19.4","+0.05","+0.26","26W18","04/30","33.7","-1,631","-0.48","32.9","-904","-0.27","32.4","+169","+0.05"
"704","2480","敦陽科","159.5","-2","-1.24","26W18","04/30","2.49","-827","-3.21","2.23","-119","-0.53","2.05","-13.6","-0.07"
"705","00694B","富邦美債1-3","41.57","+0.03","+0.07","26W18","04/30","16.4","+200","+0.12","16.3","+872","+0.54","16.3","+872","+0.54"
"706","6763","綠界科技*","49","-1.4","-2.78","26W18","04/30","11.6","+27.8","+0.02","11.3","+19.5","+0.02","11","0","0"
"707","01004T","土銀富邦R2","10.44","-0.01","-0.1","26W18","04/30","67.3","+46","+0.01","66.6","+46","+0.01","66","+46","+0.01"
"708","8481","政伸","40.75","-0.6","-1.45","26W18","04/30","4.03","+12","+0.03","3.83","+12","+0.03","3.56","+12","+0.03"
"709","6910","德鴻","28.7","-1.3","-4.33","26W18","04/30","1.6","0","0","1.6","0","0","1.5","0","0"
"710","6612","奈米醫材","70.8","-1.7","-2.34","26W18","04/30","2.71","+2","+0.01","2.5","+2","+0.01","2.14","+9","+0.04"
"711","1465","偉全","12.4","-0.05","-0.4","26W18","04/30","7.05","+5","+0.01","6.83","+5","+0.01","6.46","+5","+0.01"
"712","3557","嘉威","23.2","-0.95","-3.93","26W18","04/30","4.8","0","0","4.54","0","0","4.45","0","0"
"713","1603","華電","31.45","-1.45","-4.41","26W18","04/30","13.8","+501","+0.37","13.4","-769","-0.57","13.4","+32","+0.02"
"714","5452","佶優","32.6","-3","-8.43","26W18","04/30","5.84","-987","-1.66","5.84","-326","-0.56","5.75","-1,264","-2.15"
"715","1109","信大","14.6","-0.25","-1.68","26W18","04/30","26.1","+1.79","0","25.5","+0.79","0","24.7","+0.79","0"
"716","2102","泰豐","17.9","-0.25","-1.38","26W18","04/30","36.9","+568","+0.15","36.4","-22","-0.01","35.7","-953","-0.27"
"717","4772","台特化","283.5","-14","-4.71","26W18","04/30","6.73","-778","-1.14","6.45","-1,648","-2.49","6.17","+181","+0.29"
"718","5511","德昌","73.1","-0.6","-0.81","26W18","04/30","6.69","+4","+0.01","6.33","+4","+0.01","5.78","-1","0"
"719","6533","晶心科","202.5","-19","-8.58","26W18","04/30","1","-5","-0.05","0.92","-5","-0.05","0.83","-5","-0.06"
"720","3226","龍鋒","48.2","-0.3","-0.62","26W18","04/30","4.94","0","0","4.8","0","0","4.51","0","0"
"721","3252","海灣","17.6","-0.3","-1.68","26W18","04/30","3.73","0","0","3.52","0","0","3.44","0","0"
"722","8415","大國鋼","34.6","-0.55","-1.56","26W18","04/30","94","+145","+0.02","92.6","+145","+0.02","92.2","-708","-0.08"
"723","3294","英濟","36.75","-1.55","-4.05","26W18","04/30","6.76","-645","-0.95","6.68","+37.7","+0.06","6.23","-9","-0.01"
"724","6535","順藥","111","-4","-3.48","26W18","04/30","10.3","+51","+0.05","9.92","+51","+0.05","9.56","+51","+0.05"
"725","1711","永光","44.45","-3","-6.32","26W18","04/30","23.9","+2,935","+1.24","23.4","+3,725","+1.62","22.7","+3,446","+1.54"
"726","3296","勝德","20.95","-0.85","-3.9","26W18","04/30","7.3","-100","-0.14","7.11","-843","-1.17","7.11","+15","+0.02"
"727","6115","鎰勝","48.7","-0.7","-1.42","26W18","04/30","11.1","-686","-0.61","10.9","+20","+0.02","10.5","+20","+0.02"
"728","1413","宏洲","9.39","-0.11","-1.16","26W18","04/30","9.7","+11","+0.01","9.51","+8","+0.01","9.12","+8","+0.01"
"729","2849","安泰銀","13.6","-0.6","-4.23","26W18","04/30","192","+25.4","0","192","-20.6","0","192","-24.6","0"
"730","5283","禾聯碩","51.7","-0.8","-1.52","26W18","04/30","4.92","+54","+0.11","4.76","+54","+0.11","4.58","+54","+0.12"
"731","2029","盛餘","20.35","-0.55","-2.63","26W18","04/30","22.5","-33.2","-0.01","22.2","-33.2","-0.01","21.9","+0.77","0"
"732","3686","達能","16.45","-0.65","-3.8","26W18","04/30","1.4","+1","+0.01","1.26","+1","+0.01","1.26","+1","+0.01"
"733","6274","台燿","1535","-75","-4.66","26W18","04/30","19","+2,570","+1.37","17.5","+3,346","+1.95","16.7","+3,168","+1.94"
"734","3218","大學光","131.5","-3.5","-2.59","26W18","04/30","4.51","+159","+0.35","4.37","+159","+0.36","4.18","+153","+0.37"
"735","4109","加捷生醫","12","-1.05","-8.05","26W18","04/30","4.64","-14.3","-0.03","4.38","+14","+0.03","4.28","+14","+0.03"
"736","8049","晶采","26.4","-0.8","-2.94","26W18","04/30","3.52","0","0","3.3","0","0","3.2","0","0"
"737","2926","誠品生活","34.5","-0.25","-0.72","26W18","04/30","3.38","+4","+0.01","3.16","+4","+0.01","3.06","+4","+0.01"
"738","1570","力肯","43.8","-4.85","-9.97","26W18","04/30","2.48","-585","-2.3","2.33","+21","+0.09","2.33","+21","+0.09"
"739","5460","同協","14.65","-0.4","-2.66","26W18","04/30","2.9","+54","+0.19","2.57","-708","-2.68","2.12","-1","0"
"740","6435","大中","266","-6.5","-2.39","26W18","04/30","1.96","-12","-0.06","1.81","+7","+0.04","1.81","+7","+0.04"
"741","9921","巨大","70.6","-0.2","-0.28","26W18","04/30","24.3","-1,449","-0.59","22.6","-1,970","-0.86","21.7","-954","-0.44"
"742","9902","台火","13.6","-0.6","-4.23","26W18","04/30","5.16","+34.5","+0.07","4.88","+15.5","+0.03","4.88","+15.5","+0.03"
"743","8941","關中","44.3","+0.95","+2.19","26W18","04/30","2.17","+9","+0.04","2.04","+9","+0.04","1.58","+5","+0.03"
"744","6617","共信-KY","67.9","-0.3","-0.44","26W18","04/30","8.17","+403","+0.5","7.9","+403","+0.51","7.54","+423","+0.56"
"745","1795","美時","195.5","-3","-1.51","26W18","04/30","15.3","-647","-0.42","14.9","-1,883","-1.25","14.6","-1,192","-0.81"
"746","2024","志聯","14.3","+0.3","+2.14","26W18","04/30","7.92","+20","+0.03","7.85","+20","+0.03","7.85","+20","+0.03"
"747","3705","永信","56.5","-0.8","-1.4","26W18","04/30","17.7","+27","+0.02","16.9","+27","+0.02","16.2","+27","+0.02"
"748","00636","國泰中國A50","28.05","-0.66","-2.3","26W18","04/30","2.39","-1,012","-4.07","2.17","-1,014","-4.46","1.89","-1,988","-9.52"
"749","1339","昭輝","42.7","-0.8","-1.84","26W18","04/30","5.52","+18","+0.03","5.46","+18","+0.03","5.37","+18","+0.03"
"750","2527","宏璟","34.55","-1.8","-4.95","26W18","04/30","20.9","-13","-0.01","20.5","-21","-0.01","20","-948","-0.47"
"751","3044","健鼎","478","-20","-4.02","26W18","04/30","40.5","-1,870","-0.46","38.8","-3,295","-0.84","37.7","-631","-0.17"
"752","2882A","國泰特","61.2","0","0","26W18","04/30","78.5","+63","+0.01","78.3","+63","+0.01","77.7","+63","+0.01"
"753","5487","通泰","26.8","-0.85","-3.07","26W18","04/30","1.61","+7","+0.04","1.33","+5","+0.04","1.15","+5","+0.04"
"754","3416","融程電","174.5","-6.5","-3.59","26W18","04/30","4.48","+208","+0.47","4.34","+155","+0.36","4.16","+155","+0.37"
"755","2838","聯邦銀","20.75","-0.8","-3.71","26W18","04/30","391","-1,788","-0.05","389","-1,253","-0.03","387","-1,201","-0.03"
"756","2536","宏普","20.55","-0.05","-0.24","26W18","04/30","25.5","+1,108","+0.44","24.6","+752","+0.31","23.3","-23","-0.01"
"757","1903","士紙","47.8","-1.1","-2.25","26W18","04/30","20.4","+47.9","+0.02","20.1","+9.9","0","19.4","+15.9","+0.01"
"758","9950","萬國通","10.7","-0.3","-2.73","26W18","04/30","13.6","+109","+0.08","13.5","+109","+0.08","13.2","+119","+0.09"
"759","4744","皇將","36.5","+1.45","+4.14","26W18","04/30","2.5","+24","+0.1","2","-1,500","-6.99","1.54","-1,471","-8.69"
"760","4106","雃博","23.95","-0.05","-0.21","26W18","04/30","4.73","+7","+0.01","4.73","+7","+0.01","4.65","+7","+0.02"
"761","5213","亞昕","23.55","-0.45","-1.88","26W18","04/30","61.6","-618","-0.1","61.2","+93","+0.02","60.7","+207","+0.03"
"762","7718","友鋮","48.9","+0.25","+0.51","26W18","04/30","3.43","+11","+0.03","3.3","+7","+0.02","3.12","+7","+0.02"
"763","6988","威力暘-創","14.6","+0.25","+1.74","26W18","04/30","3.65","+8","+0.02","3.25","+41","+0.13","3.07","+41","+0.13"
"764","8932","智通*","100.5","-1.5","-1.47","26W18","04/30","27","-85.1","-0.03","26.1","+666","+0.26","25.6","+1,677","+0.66"
"765","4120","友華","45.5","-0.25","-0.55","26W18","04/30","6.01","+18","+0.03","5.87","+18","+0.03","5.52","+14","+0.03"
"766","4163","鐿鈦","114.5","-9.5","-7.66","26W18","04/30","3.41","0","0","3.29","0","0","3.2","0","0"
"767","1583","程泰","52","-3.2","-5.8","26W18","04/30","9.88","0","0","9.88","0","0","9.79","0","0"
"768","3703","欣陸","21","-0.55","-2.55","26W18","04/30","57.7","+1,829","+0.32","57.4","+1,203","+0.21","56.7","+303","+0.05"
"769","1467","南緯","7.94","+0.23","+2.98","26W18","04/30","14.9","-46","-0.03","14.7","-46","-0.03","14","+960","+0.69"
"770","1454","台富","12.75","-0.3","-2.3","26W18","04/30","10.5","+779","+0.75","10.2","+46","+0.04","10.1","+46","+0.05"
"771","6722","輝創","38.9","-0.75","-1.89","26W18","04/30","6.68","+24","+0.04","6.54","+24","+0.04","6.54","+24","+0.04"
"772","8401","白紗科","22.6","-0.45","-1.95","26W18","04/30","4.21","+81","+0.19","4.08","+81","+0.2","3.8","+61","+0.16"
"773","8342","益張","88.2","+0.2","+0.23","26W18","04/30","2.29","0","0","2.29","0","0","2.19","0","0"
"774","6264","富裔","6.04","-0.04","-0.66","26W18","04/30","9.41","+13","+0.01","9.35","+13","+0.01","9.16","+13","+0.01"
"775","6219","富旺","12.8","-0.15","-1.16","26W18","04/30","8.1","+758","+0.94","7.96","+758","+0.96","7.96","+758","+0.96"
"776","4506","崇友","117","-0.5","-0.43","26W18","04/30","13.7","+27.8","+0.02","13.5","+27.8","+0.02","13.3","+29","+0.02"
"777","5519","隆大","32.15","-0.55","-1.68","26W18","04/30","12","+146","+0.12","11.4","0","0","11.3","0","0"
"778","6164","華興","12.5","-0.6","-4.58","26W18","04/30","1.51","+1,026","+7.31","1.16","-217","-1.84","0.99","-217","-2.15"
"779","4166","友霖","23.3","-0.35","-1.48","26W18","04/30","19.7","-10","-0.01","19.6","-10","-0.01","19.4","-10","-0.01"
"780","8045","達運光電","60.7","-5","-7.61","26W18","04/30","6.02","+6.57","+0.01","5.8","+6.57","+0.01","5.44","-973","-1.76"
"781","6203","海韻電","69.2","-1.9","-2.67","26W18","04/30","4.51","0","0","4.3","0","0","4.3","0","0"
"782","3501","維熹","42.1","-1.65","-3.77","26W18","04/30","5.94","0","0","5.87","0","0","5.78","0","0"
"783","8416","實威","181.5","+1","+0.55","26W18","04/30","2.17","+12","+0.06","2.17","+12","+0.06","2.07","0","0"
"784","4148","全宇生技-KY","31.85","-0.65","-2","26W18","04/30","5.25","-32","-0.06","5.25","-32","-0.06","5.25","-32","-0.06"
"785","4439","冠星-KY","90.3","+0.3","+0.33","26W18","04/30","2.85","+16","+0.06","2.85","+16","+0.06","2.66","+16","+0.06"
"786","6504","南六","35.85","-1.1","-2.98","26W18","04/30","4.87","+7","+0.01","4.74","+7","+0.01","4.66","+7","+0.02"
"787","4972","湯石照明","16.65","-0.3","-1.77","26W18","04/30","2.48","+51","+0.21","2.34","+51","+0.22","2.17","+51","+0.24"
"788","3303","岱稜","50.9","-1.1","-2.12","26W18","04/30","3.91","-609","-1.53","3.59","-4","-0.01","3.39","-4","-0.01"
"789","2438","翔耀","22.4","-1.75","-7.25","26W18","04/30","3.36","+2","+0.01","3.21","+2","+0.01","3.02","+2","+0.01"
"790","1909","榮成","9.56","-0.18","-1.85","26W18","04/30","85.1","-225","-0.03","83.4","+1,925","+0.23","81.7","+613","+0.08"
"791","2239","英利-KY","23.15","-1.2","-4.93","26W18","04/30","9.26","+17.8","+0.02","9.26","+17.8","+0.02","9.18","+17.8","+0.02"
"792","3521","台鋼建設","12.35","-0.2","-1.59","26W18","04/30","10.9","+621","+0.57","10.5","0","0","10.5","0","0"
"793","8367","建新國際","40.2","-0.8","-1.95","26W18","04/30","5.93","+17","+0.03","5.72","+12","+0.02","5.63","+12","+0.02"
"794","6592","和潤企業","63.7","-1.3","-2","26W18","04/30","48.7","-311","-0.06","47.8","+441","+0.09","47.2","+1,477","+0.31"
"795","6498","久禾光","96","-5.5","-5.42","26W18","04/30","3.27","-119","-0.36","3.14","-120","-0.38","2.7","-1,021","-3.64"
"796","2701","萬企","10.35","-0.25","-2.36","26W18","04/30","38.3","0","0","38","0","0","37.9","0","0"
"797","2505","國揚","17.75","-0.2","-1.11","26W18","04/30","29.6","+565","+0.19","28.8","-1,605","-0.55","28.5","-1,745","-0.61"
"798","2881A","富邦特","63.7","+0.3","+0.47","26W18","04/30","53.7","+123","+0.02","53.1","+123","+0.02","52.8","-697","-0.13"
"799","5468","凱鈺","17.45","-0.35","-1.97","26W18","04/30","3.92","+2","+0.01","3.85","+2","+0.01","3.65","+2","+0.01"
