"排名","代號","名稱","成交","漲跌價","漲跌幅","成交張數","更新日期","當日增減張數","2日增減張數","3日增減張數","5日增減張數","10日增減張數","1個月增減張數","3個月增減張數","半年增減張數","1年增減張數","今年增減張數"
"98","4973","廣穎","117","+0.5","+0.43","7,543","05/15","+12","+16","+7","+83","+116","+135","-19","-50","+115","+57"
"99","3430","奇鈦科","172.5","-4.5","-2.54","6,591","05/15","+18","+2","+60","+82","+67","+96","+102","+94","+106","+104"
"100","2375","凱美","99.4","-1.6","-1.58","21,501","05/15","-17","-5","+19","+81","+179","+197","+122","-209","+226","-31"
"101","4576","大銀微系統","265.5","+24","+9.94","8,640","05/15","+46","+40","+31","+81","-10","-90","+300","+273","-214","+279"
"102","00664R","國泰臺灣加權反1","1.85","+0.03","+1.65","30,873","05/15","+77","+100","+88","+80","+73","-108","-59","-202","-77","+48"
"103","4903","聯光通","48.6","-1.3","-2.61","6,647","05/15","-53","+63","+86","+80","+94","+38","+111","+111","+111","-148"
"104","5314","世紀*","67.3","+0.1","+0.15","4,178","05/15","+8","+103","+103","+79","+118","+108","+127","-213","-304","+35"
"105","2356","英業達","52.2","-1","-1.88","51,211","05/15","+66","+33","+179","+76","+163","+256","-133","-695","-1,344","-144"
"106","3317","尼克森","75.3","+1.3","+1.76","13,856","05/15","+6","+44","+13","+75","+77","+88","+86","+49","+92","+78"
"107","6509","聚和","45.85","-1.2","-2.55","3,856","05/15","-10","+94","+69","+74","+103","+104","+95","+105","+88","+113"
"108","8499","鼎炫-KY","276","-19","-6.44","245","05/15","0","-1","+72","+73","+73","+66","+66","+64","+73","+64"
"109","00676R","富邦臺灣加權反1","6.29","+0.08","+1.29","6,250","05/15","+55","+60","+80","+71","+166","+89","+195","+193","+242","+238"
"110","6834","天二科技","50.2","+1.95","+4.04","10,730","05/15","+33","+76","+78","+70","+75","+76","+78","+83","-26","+83"
"111","1711","永光","51","+0.2","+0.39","28,674","05/15","+12","+39","+17","+68","+27","+285","+1,432","+1,637","+1,664","+1,633"
"112","3624","光頡","76.2","+3","+4.1","33,812","05/15","+31","+48","+44","+68","+101","+113","+50","-115","+110","-135"
"113","3362","先進光","112.5","+1","+0.9","6,613","05/15","+63","+68","+68","+67","+73","+58","+54","+36","-95","+44"
"114","8033","雷虎","140.5","+3","+2.18","4,461","05/15","+2","+70","+70","+67","+16","+22","-456","-661","+70","-866"
"115","6449","鈺邦","263","+23.5","+9.81","5,781","05/15","+44","+49","+56","+65","+67","+57","+37","+7","+66","-10"
"116","9960","邁達康","34.7","-0.5","-1.42","174","05/15","+12","+29","+43","+64","+119","+119","+119","+119","+119","+119"
"117","2327","國巨*","455.5","-6.5","-1.41","116,741","05/15","-85","-10","-21","+63","+498","+126","+731","+398","+815","+726"
"118","4931","新盛力","183.5","-15","-7.56","24,883","05/15","-86","-98","-134","+63","+18","+170","-256","-794","-3,153","-1,444"
"119","8027","鈦昇","247","-17","-6.44","5,912","05/15","-18","-14","-19","+61","-152","+358","+129","+133","+113","-83"
"120","2363","矽統","60.5","-2.5","-3.97","29,878","05/15","-21","+69","+24","+58","+132","+184","+103","+96","-45","+193"
"121","3078","僑威","53.9","-1.2","-2.18","1,894","05/15","+58","+58","+58","+58","+58","+52","+51","+4","+13","+50"
"122","3605","宏致","77.1","-3.1","-3.87","5,508","05/15","+5","+49","+59","+55","-207","+110","+103","+44","+12","+87"
"123","1809","中釉","38.6","-0.65","-1.66","2,680","05/15","-6","-33","-289","+54","+225","+219","+152","+186","+219","+206"
"124","2359","所羅門","135","+12","+9.76","10,519","05/15","+59","+54","+53","+53","+69","+182","-400","-616","-1,029","-534"
"125","00712","復華富時不動產","8.82","-0.07","-0.79","33,508","05/15","+65","+56","+56","+52","+65","+65","+64","+68","+59","+62"
"126","2537","聯上發","9.66","-0.33","-3.3","2,402","05/15","+50","+50","+50","+50","+50","+50","+50","+49","+27","-42"
"127","3615","安可","37.25","+1.1","+3.04","12,587","05/15","+3","-3","+54","+50","+43","+40","+33","+41","+56","+55"
"128","3587","閎康","353","-16","-4.34","4,087","05/15","-5","-16","+54","+49","+28","+127","+119","+110","+90","+119"
"129","3207","耀勝","62.9","+5.6","+9.77","774","05/15","+27","+30","+46","+48","+48","+56","+49","+46","+32","+34"
"130","3376","新日興","192.5","-4","-2.04","4,893","05/15","+27","+46","+39","+47","+43","-318","-39","-104","-998","-149"
"131","8289","泰藝","54","+1","+1.89","3,414","05/15","-5","-5","-14","+46","+125","+112","+143","+153","+151","+153"
"132","5243","乙盛-KY","102.5","+1.5","+1.49","4,399","05/15","+5","+6","+13","+45","+28","-39","+31","-10","+51","+24"
"133","6005","群益證","31.25","-0.35","-1.11","12,913","05/15","+43","+41","+41","+45","+25","-732","+7","-14","-221","-109"
"134","1560","中砂","642","-8","-1.23","2,485","05/15","+2","+8","-12","+44","+52","+10","-182","-158","-500","-172"
"135","3406","玉晶光","588","+28","+5","7,906","05/15","+34","+44","+45","+44","+49","+53","+66","-40","-16","+26"
"136","6209","今國光","67","-1.3","-1.9","19,369","05/15","-3","+47","+50","+43","+70","+115","-324","-1,024","+96","-3,648"
"137","3024","憶聲","16.85","+0.3","+1.81","9,046","05/15","+5","+43","+42","+42","+44","+59","+59","+57","+59","+58"
"138","00990A","主動元大AI新經濟","17.67","-0.61","-3.34","47,466","05/15","+15","-42","+10","+40","-25","+118","+118","","","-11,654"
"139","2302","麗正","24.8","-0.45","-1.78","8,913","05/15","-26","-67","+5","+40","+40","+40","+38","+39","+38","+16"
"140","6285","啟碁","260","-2","-0.76","20,713","05/15","+11","-27","-125","+40","+147","-287","-215","+247","+43","+258"
"141","3062","建漢","27.45","+0.4","+1.48","5,702","05/15","+37","+28","+6","+39","+5","-142","+69","-12","+34","+71"
"142","1309","台達化","15.65","-0.45","-2.8","5,149","05/15","-1","+16","-17","+38","+10","-291","+1,406","+1,406","+1,386","+1,401"
"143","3152","璟德","166","-7.5","-4.32","4,166","05/15","+40","+40","+40","+38","+35","+32","+27","+45","+41","-17"
"144","3260","威剛","425","-22","-4.92","17,143","05/15","-48","+34","+25","+38","-1,488","-125","-356","-1,267","+85","-2,540"
"145","4976","佳凌","30.5","-0.75","-2.4","2,100","05/15","+9","+18","+35","+37","+35","+6","+8","-43","+23","+2"
"146","5498","凱崴","70.5","-4","-5.37","17,103","05/15","+14","+31","+32","+37","+41","+72","+72","+72","+57","+72"
"147","2027","大成鋼","39.85","+0.05","+0.13","47,747","05/15","+33","+80","+41","+36","+116","+136","+82","-2,062","-2","+78"
"148","2316","楠梓電","129.5","-4.5","-3.36","7,841","05/15","-33","-70","-72","+36","+21","+9","-538","-1,681","+74","-1,071"
"149","2399","映泰","45.45","-1.75","-3.71","13,202","05/15","-78","-131","-87","+35","+34","+318","+264","-48","+253","+6"
"150","3189","景碩","486","-36","-6.9","33,389","05/15","-89","+11","+58","+35","-19","+354","-51","-63","+309","-485"
"151","4916","事欣科","67.7","+0.8","+1.2","14,924","05/15","+25","+16","+10","+35","+33","+33","-225","-184","-1,700","-244"
"152","6727","亞泰金屬","557","+39","+7.53","5,075","05/15","-8","-2","+40","+35","+40","+41","+44","","",""
"153","2455","全新","358.5","0","0","2,644","05/15","+38","-28","-11","+34","+58","+204","+267","+258","+442","+315"
"154","2472","立隆電","217","-14.5","-6.26","13,436","05/15","-10","-10","+16","+34","+64","+40","+17","-17","+66","-5"
"155","5439","高技","391","-20","-4.87","13,209","05/15","-37","+24","+26","+34","+34","+63","-158","-328","-876","-291"
"156","6419","京晨科","194.5","+17.5","+9.89","1,185","05/15","+29","+29","+31","+34","+35","+35","+35","","","+31"
"157","8114","振樺電","216","-24","-10","1,744","05/15","-40","+21","-26","+34","+34","+34","+37","+16","-23","+35"
"158","3580","友威科","105","+9.5","+9.95","6,425","05/15","+26","+18","+14","+33","+44","+50","+57","+54","-82","+45"
"159","4749","新應材","1015","-105","-9.38","4,648","05/15","-21","-19","-26","+33","+51","+97","+30","+44","","+28"
"160","6589","台康生技","44.6","+4.05","+9.99","831","05/15","0","+1","+31","+33","+37","+45","+50","+76","+75","+18"
"161","00919","群益台灣精選高息","25.76","-0.13","-0.5","146,123","05/15","+2","+32","+23","+32","+52","-99","-58","+56","-41","-31"
"162","2371","大同","29.15","+0.15","+0.52","17,852","05/15","+19","+28","+31","+32","-126","-139","-174","-246","-799","-199"
"163","3141","晶宏","65.5","+2.9","+4.63","5,734","05/15","+9","+17","+18","+32","+39","+37","+25","+32","+36","+29"
"164","3356","奇偶","60.9","-1.8","-2.87","1,712","05/15","+9","+9","+8","+32","+35","+55","+55","+45","+11","+52"
"165","2524","京城","33.2","-1.05","-3.07","234","05/15","0","0","+30","+31","+30","+18","+6","+4","-50","+2"
"166","00992A","主動群益科技創新","17.42","-0.82","-4.5","155,931","05/15","+79","+71","+15","+30","-246","+503","+855","","","+871"
"167","1437","勤益控","28.25","+0.05","+0.18","287","05/15","+30","+30","+30","+30","+30","+30","+30","+28","+30","+30"
"168","6186","新潤","39.05","-0.5","-1.26","1,469","05/15","0","0","+30","+30","+30","+30","+28","+30","+17","+30"
"169","1519","華城","823","-47","-5.4","4,618","05/15","+24","+28","+26","+29","+29","+36","-177","-246","-204","-200"
"170","2406","國碩","30.85","-0.95","-2.99","9,723","05/15","+2","+35","-11","+29","+94","-756","-297","-217","+140","-368"
"171","3707","漢磊","80.4","+0.4","+0.5","50,910","05/15","-85","+88","-144","+29","+123","+552","+407","-8,380","+485","-2,219"
"172","4533","協易機","32.2","+1.55","+5.06","5,948","05/15","+34","+29","+27","+29","+16","-69","-4","+46","+37","+72"
"173","6208","日揚","99.8","-4.7","-4.5","7,371","05/15","-7","+7","+22","+29","+21","+25","+41","+41","+41","+40"
"174","6425","易發","89","-3.9","-4.2","6,850","05/15","+9","+8","+12","+29","+15","-20","-47","-140","+35","-388"
"175","2451","創見","336","-8.5","-2.47","7,599","05/15","0","+5","-34","+28","+54","+110","-49","-301","+102","-56"
"176","4739","康普","96.3","-5.2","-5.12","5,802","05/15","-32","-29","-2","+28","+28","+51","+59","+57","+90","+64"
"177","8163","達方","33.85","+1.55","+4.8","12,865","05/15","+22","+27","+27","+28","+33","+32","+27","-2","+33","+31"
"178","3715","定穎投控","175","-6","-3.31","15,836","05/15","+12","+33","-2","+27","0","-309","-218","-3,275","+75","-238"
"179","8147","正淩","189","+7","+3.85","3,747","05/15","+15","+24","+18","+26","+15","+40","+17","+40","+24","+40"
"180","3312","弘憶股","47.15","-1.55","-3.18","5,738","05/15","-30","-5","+10","+25","+25","+30","+17","-1","-56","+19"
"181","9914","美利達","70.1","+6.3","+9.87","7,274","05/15","+33","+34","+40","+25","-12","+54","-8","+30","+46","+15"
"182","3059","華晶科","42.2","+2.3","+5.76","27,390","05/15","+20","+20","+24","+24","+15","-4","-9","-8","-158","-12"
"183","3704","合勤控","38.2","+1.5","+4.09","8,711","05/15","+15","+18","+14","+24","+20","+23","-42","-220","-213","-134"
"184","5251","天鉞電","27","-0.65","-2.35","142","05/15","+23","+23","+23","+24","+50","+7","-24","-250","-1,112","-164"
"185","6266","泰詠","26.4","-0.5","-1.86","385","05/15","+24","+24","+24","+24","+24","+24","+21","+21","+20","+21"
"186","8064","東捷","120","+4.5","+3.9","6,215","05/15","+11","-1","-4","+24","-372","+196","+130","+80","+175","-99"
"187","3037","欣興","821","-60","-6.81","31,600","05/15","-20","-43","-7","+23","-31","+127","-2,399","+244","-192","-1,967"
"188","3711","日月光投控","547","-1","-0.18","18,822","05/15","+4","-3","+1","+23","+56","-220","-458","-645","-1","-398"
"189","4949","有成精密","85.7","+1.4","+1.66","2,813","05/15","+10","-14","+8","+23","-7","-144","+130","+147","-369","+183"
"190","6218","豪勉","40.8","-0.75","-1.81","3,440","05/15","+16","0","+13","+23","-35","+33","+37","+37","+36","+13"
"191","8374","羅昇","103","+9","+9.57","7,236","05/15","+18","+22","+22","+23","+41","+22","-30","-22","-204","-4"
"192","1455","集盛","7.94","-0.16","-1.98","1,385","05/15","0","+9","+9","+22","+22","+21","-59","+16","+25","+26"
"193","2360","致茂","2240","-20","-0.88","3,109","05/15","0","-2","-5","+22","+21","+33","+27","+4","+34","+18"
"194","4966","譜瑞-KY","800","-19","-2.32","3,411","05/15","+4","+21","+32","+22","+55","+67","+13","+15","+61","+13"
"195","7712","博盛半導體","151.5","-16.5","-9.82","3,499","05/15","+21","+23","+18","+22","+26","+26","+26","+24","","+20"
"196","2630","亞航","43.35","+0.4","+0.93","1,248","05/15","+10","+10","+22","+21","+22","+23","-58","-172","","-111"
"197","2493","揚博","136.5","-3.5","-2.5","6,787","05/15","+16","+22","+23","+20","+25","-24","+27","+22","+29","-28"
"198","4562","穎漢","39.05","+3.55","+10","3,603","05/15","+31","+31","+24","+20","+21","+35","-16","-35","-547","-105"
"199","4989","榮科","87.7","-3","-3.31","8,867","05/15","-7","-55","-42","+20","+29","-738","-312","-11,071","+146","-2,185"
"200","5465","富驊","24.5","-0.2","-0.81","132","05/15","+20","+20","+20","+20","+20","+20","+20","+8","+14","+20"
"201","8021","尖點","441.5","-49","-9.99","10,525","05/15","-29","+63","-38","+20","-97","-270","+295","-3,443","+451","-2,492"
"202","00996A","主動兆豐台灣豐收","13.65","-0.5","-3.53","13,123","05/15","+6","+6","+19","+19","+12","+23","","","",""
"203","4119","旭富","40.4","-0.55","-1.34","283","05/15","0","0","+18","+19","+19","+19","+19","+12","+12","+13"
"204","6462","神盾","134","+2.5","+1.9","5,419","05/15","+4","+8","+11","+19","+36","-65","-100","-390","-468","-264"
"205","6873","泓德能源","82.8","-4.3","-4.94","1,258","05/15","+11","+13","+16","+19","+19","+15","+2","-68","-686","-18"
"206","9933","中鼎","37.6","0","0","8,593","05/15","+20","+20","+20","+19","-2","+6","+17","+10","-646","-3"
"207","2104","國際中橡","9.72","-0.22","-2.21","5,990","05/15","+11","+19","+36","+18","+17","-47","+28","+35","+33","+10"
"208","6206","飛捷","130","-6.5","-4.76","4,047","05/15","-6","+1","+4","+18","+20","+21","+8","-165","-27","-1"
"209","8088","品安","54","-2.3","-4.09","2,968","05/15","-38","-37","+12","+18","+52","+46","-85","-361","-659","-296"
"210","00675L","富邦臺灣加權正2","271.05","-7.35","-2.64","2,651","05/15","+24","+27","+15","+17","-104","-233","-194","-517","-1,052","-636"
"211","2376","技嘉","326.5","-0.5","-0.15","20,436","05/15","+14","+22","+15","+17","+81","+52","+5","-129","-76","-98"
"212","2405","輔信","15.25","+0.3","+2.01","4,129","05/15","+17","+17","-2","+17","+17","+14","0","-37","-31","-6"
"213","2520","冠德","30.9","-0.25","-0.8","1,188","05/15","0","+16","+16","+17","+102","+134","+124","+76","-91","+139"
"214","2606","裕民","62.8","-1.8","-2.79","17,930","05/15","+19","+17","+23","+17","+22","+12","-359","-99","-635","-142"
"215","2855","統一證","40.8","+0.65","+1.62","8,723","05/15","+7","+8","+8","+17","+15","+31","-61","-55","+32","-62"
