"排名","代號","名稱","成交","漲跌價","漲跌幅","持股資料週別","更新日期","持股800張以下(%)","800張以下增減","持股1千張以下(%)","1千張以下增減","持股超過1千張(%)","超過1千張增減"
"541","2734","易飛網","14.9","+0.05","+0.34","26W31","07/31","68.7","0","68.7","0","31.3","0"
"542","6693","廣閎科","185.5","+16.5","+9.76","26W31","07/31","64.8","+0.19","68.6","+2.25","31.4","-2.22"
"543","3529","力旺","2725","+65","+2.44","26W31","07/31","64.9","+2.1","69.9","+0.93","30.1","-0.93"
"544","6658","聯策","153","+1.5","+0.99","26W31","07/31","66.4","-0.01","68.7","+0.01","31.3","-0.01"
"545","6125","廣運","49.4","+0.35","+0.71","26W31","07/31","66.6","-0.21","68.4","-0.22","31.6","+0.22"
"546","2241","艾姆勒","32.65","-2.45","-6.98","26W31","07/31","64.3","+0.26","67.5","+0.98","32.5","-0.98"
"547","009812","野村日本東證","12.98","+0.02","+0.15","26W31","07/31","67.7","-0.16","69.5","-0.08","30.5","+0.08"
"548","5392","能率","46.05","-0.15","-0.32","26W31","07/31","68.8","+0.01","70.8","0","29.2","0"
"549","6684","安格","47.3","+0.1","+0.21","26W31","07/31","68.5","0","68.5","0","31.5","0"
"550","00715L","期街口布蘭特正2","43.02","+4.54","+11.8","26W31","07/31","64.6","+0.99","64.6","+0.12","35.4","-0.13"
"551","8222","寶一","37.65","+1.1","+3.01","26W31","07/31","68.5","0","68.5","0","31.5","0"
"552","1721","三晃","19.6","-0.55","-2.73","26W31","07/31","67.5","0","68.4","0","31.6","0"
"553","4746","台耀","54","+1.1","+2.08","26W31","07/31","67.2","+1.28","68.7","+0.49","31.3","-0.49"
"554","3609","三一東林","25.1","-0.3","-1.18","26W31","07/31","63.8","+2.36","68.2","+0.16","31.8","-0.16"
"555","6179","亞通","27.05","+0.7","+2.66","26W31","07/31","66.1","-0.93","69.7","+0.65","30.3","-0.65"
"556","2332","友訊","22.15","-0.55","-2.42","26W31","07/31","68.1","+2.56","68.4","+2.43","31.6","-2.43"
"557","6712","長聖","154.5","+2","+1.31","26W31","07/31","67","+0.04","67.9","+0.04","32.1","-0.04"
"558","6419","京晨科","140","-9.5","-6.35","26W31","07/31","67.8","0","67.8","0","32.2","0"
"559","7738","東聯互動","166.5","+0.5","+0.3","26W31","07/31","61.5","0","67.8","0","32.2","0"
"560","8403","盛弘","18.85","-0.1","-0.53","26W31","07/31","66.4","0","67.7","0","32.3","0"
"561","4142","國光生","17.7","+0.55","+3.21","26W31","07/31","65.8","+0.16","68","-0.28","32","+0.28"
"562","1449","佳和","12.55","+0.1","+0.8","26W31","07/31","67","-0.16","67.7","-0.84","32.3","+0.84"
"563","6560","欣普羅","32.25","-0.2","-0.62","26W31","07/31","62.3","+0.06","67.7","0","32.3","0"
"564","1314","中石化","7.8","-0.01","-0.13","26W31","07/31","65.6","+0.29","67.4","+0.38","32.6","-0.38"
"565","8091","翔名","225","-4","-1.75","26W31","07/31","64.5","+1.45","67.8","-0.01","32.2","+0.01"
"566","2233","宇隆","201","-3","-1.47","26W31","07/31","62.7","+2.82","65.8","-0.11","34.2","+0.11"
"567","4533","協易機","24.6","-0.3","-1.2","26W31","07/31","75","-0.47","76.2","+0.14","23.8","-0.14"
"568","3450","聯鈞","477","-14.5","-2.95","26W31","07/31","64.3","+2.13","68.5","+2.67","31.5","-2.68"
"569","3552","同致","44.2","-0.8","-1.78","26W31","07/31","66.7","0","67.6","0","32.4","0"
"570","8996","高力","1045","-90","-7.93","26W31","07/31","61.4","+0.73","63.2","-1.37","36.8","+1.37"
"571","3081","聯亞","2305","-70","-2.95","26W31","07/31","63.9","+2.95","65.7","+2.94","34.3","-2.94"
"572","1514","亞力","99.8","-1.7","-1.67","26W31","07/31","66.1","+1.26","67.5","+0.56","32.5","-0.56"
"573","00980D","主動聯博投等入息","20.45","-0.05","-0.24","26W31","07/31","66.2","-0.08","69","-0.08","31","+0.08"
"574","3687","歐買尬","65.7","-0.6","-0.9","26W31","07/31","64.7","0","67.5","0","32.5","0"
"575","2340","台亞","31.75","-0.7","-2.16","26W31","07/31","66.9","+1.16","68.5","+1.39","31.5","-1.39"
"576","2353","宏碁","30.25","+0.25","+0.83","26W31","07/31","67","+0.31","67.9","+0.34","32.1","-0.34"
"577","3057","喬鼎","15.4","-0.65","-4.05","26W31","07/31","67.4","0","67.4","0","32.6","0"
"578","6156","松上","20.6","-0.1","-0.48","26W31","07/31","66.1","+0.42","67","-1.15","33","+1.15"
"579","6651","全宇昕","132.5","+12","+9.96","26W31","07/31","65.1","+0.01","67.4","0","32.6","0"
"580","5425","台半","82.5","-2.4","-2.83","26W31","07/31","65.5","+1.8","66.9","+0.38","33.1","-0.39"
"581","4111","濟生","29.85","0","0","26W31","07/31","64.2","-0.09","67.4","-0.09","32.6","+0.09"
"582","8147","正淩","125.5","-2.5","-1.95","26W31","07/31","65","+2.07","67.3","+0.12","32.7","-0.12"
"583","6527","明達醫","76.4","+0.8","+1.06","26W31","07/31","67.8","-0.05","67.8","-0.05","32.2","+0.05"
"584","2380","虹光","19","+0.05","+0.26","26W31","07/31","65.9","0","67.2","0","32.8","0"
"585","6187","萬潤","1130","-45","-3.83","26W31","07/31","60.3","-1.95","65.5","-1.39","34.5","+1.39"
"586","006205","富邦上証","41.8","+0.55","+1.33","26W31","07/31","66.7","+0.26","67.6","+0.27","32.4","-0.27"
"587","6229","研通","23.35","-0.35","-1.48","26W31","07/31","64.9","0","67.2","0","32.8","0"
"588","6649","台生材","36.2","-0.4","-1.09","26W31","07/31","60.7","0","67.1","0","32.9","0"
"589","2402","毅嘉","54.1","-0.8","-1.46","26W31","07/31","66","+0.52","67.2","+0.86","32.8","-0.86"
"590","5351","鈺創","104","+1","+0.97","26W31","07/31","74.2","+4.37","77","+5.21","23","-5.21"
"591","1316","上曜","10.05","-0.05","-0.5","26W31","07/31","65.1","+0.05","67.2","0","32.8","0"
"592","2355","敬鵬","40.45","-1.15","-2.76","26W31","07/31","66.2","-0.2","68.1","+0.27","31.9","-0.27"
"593","1733","五鼎","32","+0.15","+0.47","26W31","07/31","62.1","0","67","0","33","0"
"594","2486","一詮","231","+2","+0.87","26W31","07/31","64.7","+1.28","68.1","+2.43","31.9","-2.43"
"595","4956","光鋐","31.1","-0.3","-0.96","26W31","07/31","66.6","+0.61","66.6","-1.18","33.4","+1.18"
"596","3481","群創","47.55","-2.45","-4.9","26W31","07/31","65.4","+0.81","66.3","+0.81","33.7","-0.81"
"597","00757","統一FANG+","139.65","-0.5","-0.36","26W31","07/31","71.3","-0.07","71.6","-0.07","28.4","+0.07"
"598","3038","全台","20.8","-0.15","-0.72","26W31","07/31","63.4","0","66.8","0","33.2","0"
"599","00642U","期元大S&P石油","25.8","+1.16","+4.71","26W31","07/31","62.6","-3.21","63.7","-2.11","36.3","+2.11"
"600","4167","松瑞藥","19.75","+1.05","+5.61","26W31","07/31","64.7","+0.69","66.2","+0.11","33.8","-0.11"
