" "," ","#","個股代號/名稱","類別","前二月","前一月","本  月","走 勢","總增減"," ","前二月","前一月","本  月","走 勢","總增減","今日收盤價","今日漲跌"," "
" "," ","","1475業旺","紡織","47.84","47.84","47.84","32","0.00"," ","31,588","31,588","31,588","32","0","26.65","-0.15"," "
" "," ","","1476儒鴻","紡織","11.09","11.09","11.09","32","0.00"," ","30,430","30,430","30,430","32","0","334.50","0.50"," "
" "," ","","1477聚陽","紡織","7.47","9.78","9.79","50","2.32"," ","18,432","24,144","24,152","50","5,720","215.00","0.50"," "
" "," ","","1503士電","電機","26.69","26.69","26.67","20","-0.02"," ","139,061","139,061","138,962","20","-100","204.50","-7.00"," "
" "," ","","1504東元","電機","5.56","5.56","5.56","32","0.00"," ","132,366","132,366","132,366","32","0","66.20","-1.10"," "
" "," ","","1506正道","電機","30.36","30.36","30.36","32","0.00"," ","91,200","91,200","91,200","32","0","10.80","0.10"," "
" "," ","","1512瑞利","汽車","13.88","13.88","13.88","32","0.00"," ","13,634","13,634","13,634","32","0","6.89","0.20"," "
" "," ","","1513中興電","電機","10.57","10.57","10.57","32","0.00"," ","53,212","53,212","53,212","32","0","158.00","-2.00"," "
" "," ","","1514亞力","電機","12.95","12.92","12.26","10","-0.69"," ","35,381","35,291","33,491","10","-1,890","105.00","-3.00"," "
" "," ","","1515力山","電機","16.45","16.46","16.46","40","0.01"," ","29,855","29,885","29,885","40","30","33.95","-0.55"," "
" "," ","","1516川飛","其他","13.82","13.82","13.82","32","0.00"," ","5,531","5,531","5,531","32","0","16.00","-0.05"," "
" "," ","","1517利奇","電機","10.9","10.9","10.24","20","-0.66"," ","23,983","23,983","22,537","20","-1,446","11.30","-0.10"," "
" "," ","","1519華城","電機","15.36","15.36","13.02","20","-2.34"," ","48,530","48,530","41,137","20","-7,394","697.00","-8.00"," "
" "," ","","1521大億","汽車","59.82","59.82","59.8","20","-0.02"," ","45,602","45,602","45,592","20","-10","25.30","-0.05"," "
" "," ","","1522堤維西","汽車","8.43","8.43","8.43","32","0.00"," ","28,930","28,930","28,930","32","0","27.85","-0.50"," "
" "," ","","1524耿鼎","汽車","26.69","26.69","26.69","32","0.00"," ","44,130","44,130","44,130","32","0","26.15","-0.25"," "
" "," ","","1525江申","汽車","76.82","76.82","76.82","32","0.00"," ","56,391","56,391","56,391","32","0","66.90","-0.30"," "
" "," ","","1526日馳","電機","27.95","27.95","27.95","32","0.00"," ","16,771","16,771","16,771","32","0","16.10","-0.65"," "
" "," ","","1527鑽全","電機","14.06","14.21","14.23","50","0.17"," ","19,487","19,704","19,723","50","236","33.60","0.00"," "
" "," ","","1528恩德","電機","6.63","6.63","6.63","32","0.00"," ","12,700","12,700","12,700","32","0","19.10","-0.55"," "
" "," ","","1529樂事綠能","電機","12.27","12.27","12.27","32","0.00"," ","19,043","19,043","19,043","32","0","18.40","-0.25"," "
" "," ","","1530亞崴","電機","50.84","50.84","50.84","32","0.00"," ","48,092","48,093","48,093","40","1","31.10","0.60"," "
" "," ","","1531高林股","電機","25.17","25.17","25.17","32","0.00"," ","45,850","45,850","45,850","32","0","13.00","0.00"," "
" "," ","","1532勤美","電機","22.85","23.04","23.28","50","0.43"," ","96,596","97,383","98,400","50","1,804","23.30","0.05"," "
" "," ","","1533車王電","汽車","31.28","31.28","31.28","32","0.00"," ","30,835","30,835","30,835","32","0","33.10","-0.40"," "
" "," ","","1535中宇","電機","59.96","57.53","57.53","21","-2.43"," ","74,204","71,199","71,199","21","-3,005","45.75","0.40"," "
" "," ","","1536和大","汽車","11.79","16.02","16.02","40","4.23"," ","32,893","44,716","44,716","40","11,823","50.90","-0.70"," "
" "," ","","1537廣隆","電機","10.39","10.39","10.39","32","0.00"," ","8,534","8,534","8,534","32","0","127.50","2.50"," "
" "," ","","1538正峰","電機","54.72","54.72","54.72","32","0.00"," ","17,675","17,675","17,675","32","0","10.00","0.63"," "
" "," ","","1539巨庭","電機","14.9","14.9","14.9","32","0.00"," ","9,742","9,742","9,742","32","0","16.25","0.00"," "
" "," ","","1540喬福","電機","20.9","20.91","20.21","30","-0.69"," ","17,870","17,876","17,275","30","-594","21.45","-0.10"," "
" "," ","","1541錩泰","電機","31.97","31.97","31.97","32","0.00"," ","25,194","25,194","25,194","32","0","22.05","0.00"," "
" "," ","","1558伸興","電機","9.75","9.75","9.71","20","-0.04"," ","6,294","6,294","6,269","20","-26","90.30","0.60"," "
" "," ","","1560中砂","電機","14.37","14.32","14.15","10","-0.22"," ","21,528","21,492","21,277","10","-251","672.00","-30.00"," "
" "," ","","1563巧新","汽車","6.45","6.89","6.89","40","0.44"," ","14,895","15,559","15,559","40","665","61.90","0.90"," "
" "," ","","1568倉佑","汽車","15.8","15.8","15.8","32","0.00"," ","16,297","16,297","16,297","32","0","28.60","-0.60"," "
" "," ","","1582信錦","電子零組件","12.73","12.73","12.73","32","0.00"," ","18,377","18,377","18,377","32","0","69.40","-0.70"," "
" "," ","","1583程泰","電機","10.01","9.93","9.97","31","-0.04"," ","10,958","10,873","10,910","31","-48","50.00","1.20"," "
" "," ","","1587吉茂","汽車","25.86","25.86","25.86","32","0.00"," ","20,710","20,710","20,710","32","0","24.65","-0.20"," "
" "," ","","1589永冠-KY","電機","7.83","7.83","7.81","20","-0.02"," ","11,993","11,993","11,967","20","-26","",""," "
" "," ","","1590亞德客-KY","電機","3.66","3.57","3.52","10","-0.14"," ","7,321","7,141","7,041","10","-280","1425.00","20.00"," "
" "," ","","1597直得","電機","15.13","15.41","15.41","40","0.28"," ","13,507","13,757","13,757","40","249","126.00","-8.50"," "
" "," ","","1598岱宇","運動","9.97","8.29","8.29","21","-1.68"," ","17,866","14,865","14,865","21","-3,001","19.75","0.05"," "
" "," ","","1603華電","電器電纜","7.92","7.92","7.92","32","0.00"," ","15,200","15,200","15,200","32","0","29.15","-0.15"," "
" "," ","","1604聲寶","電器電纜","5.52","5.52","6.11","41","0.59"," ","21,228","21,228","23,475","41","2,247","23.25","0.15"," "
" "," ","","1605華新","電器電纜","10.79","9.92","9.92","21","-0.87"," ","478,359","439,670","439,670","21","-38,689","32.85","-0.80"," "
" "," ","","1608華榮","電器電纜","33.58","33.58","33.58","32","0.00"," ","212,501","212,501","212,501","32","0","30.00","-0.25"," "
" "," ","","1609大亞","電器電纜","4.86","4.86","4.85","20","-0.01"," ","38,185","38,176","38,147","10","-38","36.85","-0.95"," "
" "," ","","1611中電","電器電纜","6.13","6.13","6.13","32","0.00"," ","19,801","19,801","19,801","32","0","12.00","-0.20"," "
" "," ","","1612宏泰","電器電纜","12.59","12.59","12.59","32","0.00"," ","39,812","39,812","39,812","32","0","31.05","-0.05"," "
" "," ","","1614三洋電","電器電纜","33.4","33.4","33.4","32","0.00"," ","89,890","89,890","89,890","32","0","31.10","0.00"," "
" "," ","","1615大山","電器電纜","18.42","18.42","18.42","32","0.00"," ","36,226","36,226","36,226","32","0","42.90","-0.05"," "
" "," ","","1616億泰","電器電纜","10.7","10.7","16.93","41","6.23"," ","20,774","20,774","32,879","41","12,105","19.20","-0.60"," "
" "," ","","1617榮星","電器電纜","42.02","42.02","42.02","32","0.00"," ","71,231","71,231","71,231","32","0","18.15","0.00"," "
" "," ","","1618合機","電器電纜","35.83","35.83","35.83","32","0.00"," ","69,061","69,061","69,061","32","0","38.50","0.00"," "
" "," ","","1623大東電","電器電纜","40.82","40.82","40.82","32","0.00"," ","26,947","26,947","26,947","32","0","219.00","0.00"," "
" "," ","","1626艾美特-KY","電器電纜","7.72","7.72","7.71","20","-0.01"," ","11,574","11,574","11,554","20","-20","10.00","0.00"," "
" "," ","","1702南僑","食品","17.61","17.61","17.61","32","0.00"," ","51,817","51,817","51,817","32","0","33.35","0.10"," "
" "," ","","1707葡萄王","生技醫療業","16.28","16.28","16.29","41","0.01"," ","24,120","24,122","24,143","50","23","91.50","0.70"," "
" "," ","","1708東鹼","化學","11.89","11.89","11.89","32","0.00"," ","29,615","29,615","29,615","32","0","52.70","-1.20"," "
" "," ","","1709和益","化學","18.48","18.48","18.48","32","0.00"," ","88,180","88,180","88,180","32","0","26.25","-0.95"," "
" "," ","","1710東聯","化學","10.06","10.06","10.06","32","0.00"," ","89,184","89,184","89,184","32","0","15.75","-1.05"," "
" "," ","","1711永光","化學","18.23","18.22","18.2","10","-0.03"," ","99,888","99,838","99,703","10","-185","35.65","-2.00"," "
" "," ","","1712興農","化學","19.74","19.15","19.3","31","-0.44"," ","83,011","80,545","81,170","31","-1,842","39.10","-0.05"," "
" "," ","","1713國化","化學","23.7","23.7","23.7","32","0.00"," ","35,784","35,784","35,784","32","0","48.20","0.20"," "
" "," ","","1714和桐","化學","10.69","10.69","10.69","32","0.00"," ","106,113","106,113","106,113","32","0","14.90","-0.55"," "
" "," ","","1717長興","化學","14.38","14.38","14.38","32","0.00"," ","168,672","168,652","168,652","21","-20","60.20","-1.90"," "
" "," ","","1718中纖","化學","5.71","5.71","5.71","32","0.00"," ","96,323","96,323","96,323","32","0","11.00","-0.35"," "
" "," ","","1720生達","生技醫療業","14.89","14.89","14.89","32","0.00"," ","26,608","26,608","26,608","32","0","56.50","0.40"," "
" "," ","","1721三晃","化學","9.36","9.36","9.36","32","0.00"," ","17,314","17,314","17,314","32","0","20.35","-1.10"," "
" "," ","","1722台肥","化學","24.07","24.07","24.07","32","0.00"," ","235,888","235,888","235,888","32","0","46.45","0.30"," "
" "," ","","1723中碳","化學","33.99","33.99","33.99","32","0.00"," ","80,546","80,546","80,546","32","0","88.10","-1.30"," "
" "," ","","1725元禎","化學","11.45","11.45","11.45","32","0.00"," ","20,827","20,827","20,827","32","0","29.50","0.05"," "
" "," ","","1726永記","化學","21.07","21.07","21.07","32","0.00"," ","34,145","34,145","34,145","32","0","76.00","0.60"," "
" "," ","","1727中華化","化學","19.06","19.06","19.06","32","0.00"," ","24,401","24,401","24,401","32","0","76.00","-3.20"," "
" "," ","","1730花仙子","化學","38.35","38.35","38.35","32","0.00"," ","24,251","24,251","24,251","32","0","51.50","0.20"," "
" "," ","","1731美吾華","生技醫療業","29.89","29.89","29.05","20","-0.84"," ","39,739","39,739","38,619","20","-1,120","20.55","0.00"," "
" "," ","","1732毛寶","化學","33.46","33.46","33.46","32","0.00"," ","14,206","14,206","14,206","32","0","28.00","0.40"," "
" "," ","","1733五鼎","生技醫療業","27.36","27.54","28.8","50","1.44"," ","27,352","27,533","28,792","50","1,440","32.05","0.40"," "
" "," ","","1734杏輝","生技醫療業","16.49","16.49","16.49","32","0.00"," ","31,376","31,376","31,376","32","0","31.40","0.00"," "
" "," ","","1735日勝化","化學","58.94","58.94","58.94","32","0.00"," ","58,584","58,584","58,584","32","0","19.50","-0.50"," "
" "," ","","1736喬山","運動","68.02","68.02","68.04","41","0.02"," ","206,396","206,396","206,442","41","46","136.50","5.00"," "
" "," ","","1737臺鹽","食品","44.28","44.28","44.28","32","0.00"," ","88,564","88,564","88,564","32","0","32.15","0.15"," "
" "," ","","1752南光","生技醫療業","10.18","10.09","10.09","21","-0.09"," ","10,290","10,190","10,190","21","-100","31.80","0.10"," "
" "," ","","1760寶齡富錦","生技醫療業","18.63","18.63","18.6","20","-0.03"," ","15,980","15,973","15,952","10","-28","61.10","0.00"," "
" "," ","","1762中化生","生技醫療業","30.24","30.24","30.24","32","0.00"," ","23,267","23,267","23,267","32","0","34.75","0.25"," "
" "," ","","1773勝一","化學","42.29","30.92","30.92","21","-11.37"," ","126,895","92,780","92,780","21","-34,114","163.00","-4.50"," "
" "," ","","1776展宇","化學","9.31","9.31","9.31","32","0.00"," ","5,602","5,602","5,602","32","0","17.35","-0.30"," "
" "," ","","1783和康生","生技醫療業","41.37","41.48","41.71","50","0.34"," ","37,109","37,209","37,419","50","310","40.30","0.15"," "
" "," ","","1786科妍","生技醫療業","11","11","10.55","20","-0.45"," ","8,234","8,234","7,895","20","-339","49.95","-0.45"," "
" "," ","","1789神隆","生技醫療業","64.39","64.39","64.39","32","0.00"," ","509,202","509,202","509,202","32","0","19.65","-0.15"," "
" "," ","","1795美時","生技醫療業","37.17","37.17","37.17","32","0.00"," ","99,209","99,209","99,209","32","0","185.00","-3.50"," "
" "," ","","1802台玻","玻璃","30.08","30.08","30.08","32","0.00"," ","874,951","874,951","874,951","32","0","51.00","-3.30"," "
" "," ","","1805寶徠","營建","30.3","30.3","28.93","20","-1.37"," ","40,906","40,906","39,055","20","-1,850","10.05","-0.10"," "
" "," ","","1806冠軍","玻璃","7.7","7.7","7.7","32","0.00"," ","30,066","30,066","30,066","32","0","8.18","0.00"," "
" "," ","","1808潤隆","營建","3.92","3.92","3.92","32","0.00"," ","35,040","35,040","35,040","32","0","32.25","0.20"," "
" "," ","","1809中釉","玻璃","13.37","13.37","13.37","32","0.00"," ","22,334","22,334","22,334","32","0","36.90","-1.85"," "
" "," ","","1810和成","玻璃","5.36","5.36","5.36","32","0.00"," ","16,213","16,213","16,213","32","0","28.60","-2.15"," "
" "," ","","1817凱撒衛","玻璃","30.15","30.15","30.15","32","0.00"," ","21,891","21,891","21,891","32","0","38.45","0.05"," "
" "," ","","1903士紙","造紙","7.79","7.79","7.79","32","0.00"," ","20,281","20,281","20,281","32","0","48.90","0.30"," "
" "," ","","1904正隆","造紙","14.25","14.25","14.25","32","0.00"," ","157,938","157,938","157,938","32","0","21.45","-0.25"," "
" "," ","","1905華紙","造紙","57.63","57.63","57.63","32","0.00"," ","635,581","635,581","635,581","32","0","13.85","-0.30"," "
" "," ","","1906寶隆","造紙","25.94","25.94","25.94","32","0.00"," ","39,181","39,181","39,181","32","0","10.90","-0.05"," "
" "," ","","1907永豐餘","造紙","5.78","5.78","5.78","32","0.00"," ","96,063","96,063","96,063","32","0","28.10","0.05"," "
" "," ","","1909榮成","造紙","36.85","36.85","36.85","32","0.00"," ","489,355","489,355","489,355","32","0","10.05","-0.05"," "
" "," ","","2002中鋼","鋼鐵","20.09","20.09","20.09","32","0.00"," ","3,169,274","3,169,274","3,169,274","32","0","19.15","0.00"," "
" "," ","","2006東和鋼鐵","鋼鐵","19.39","19.6","19.6","40","0.21"," ","141,660","143,126","143,126","40","1,466","71.80","0.60"," "
" "," ","","2007燁興","鋼鐵","73.56","73.56","73.56","32","0.00"," ","390,372","390,372","390,372","32","0","7.20","0.02"," "
" "," ","","2008高興昌","鋼鐵","39.84","39.84","39.84","32","0.00"," ","76,053","76,053","76,053","32","0","31.00","0.10"," "
" "," ","","2009第一銅","鋼鐵","39.43","39.43","39.43","32","0.00"," ","141,818","141,818","141,818","32","0","37.40","-0.90"," "
" "," ","","2010春源","鋼鐵","16.52","16.52","16.52","32","0.00"," ","107,001","107,001","107,001","32","0","21.10","0.05"," "
" "," ","","2012春雨","鋼鐵","4.37","4.37","4.37","32","0.00"," ","13,207","13,207","13,207","32","0","15.75","0.10"," "
" "," ","","2013中鋼構","鋼鐵","43.38","44.99","44.99","40","1.61"," ","86,762","89,999","89,999","40","3,237","41.00","0.00"," "
