統一代號,股票名稱,產業別,B0_股價日期,B0_成交,B0_漲跌幅,B0_成交張數,B0_成交額(百萬),B0_PER,B0_5日均量,B0_5日均額(百萬),B0_量價狀態,B0_金額日變化率(%),B0_爆發倍數(X),今日上榜,△,法人持股,外資持股比,最新動態,5日ΔChange,20日ΔChange,60日ΔChange,120日ΔChange,B2_外資成交動態,B2_投信成交動態,B2_外資發行動態,B2_投信發行動態,B3_連買狀態,軋空評估,套牢評估,B4_融資減幅_當日,B4_融資減幅_5日,B4_融資減張_當日,B4_融資減張_5日,B4_融資減張_當日估算(萬),B4_借券減幅_當日,B4_借券減幅_5日,B4_借券減張_當日,B4_借券減張_5日,B4_借券減張_當日估算(萬),B4_融券增幅_當日,B4_融券增幅_5日,B4_融券增張_當日,B4_融券增張_5日,B4_融券增張_當日估算(萬),B4_融資增幅_當日,B4_融資增幅_5日,B4_借券增幅_當日,B4_借券增幅_5日,B4_融資增張_當日,B4_融資增張_5日,B4_融資增張_當日估算(萬),B4_借券增張_當日,B4_借券增張_5日,B4_借券增張_當日估算(萬),B4_借券實際減額_當日,B4_借券實際減額_5日,B4_借券實際增額_當日,B4_借券實際增額_5日,B5_1000張_週動態,B5_1000張_最新週,B5_1000張_6周,B5_800張_週動態,B5_800張_最新週,B5_800張_6周,B5_600張_週動態,B5_600張_最新週,B5_600張_6周,B5_400張_週動態,B5_400張_最新週,B5_400張_6周,B5_共振狀態,B6_總額(億),B6_成交均價,B6_收盤價,B6_防守狀態,B7_董監持股%,B7_董監質押%,B7_持股近月增減%,B7_持股動態,B7_持股近半年增減%,B7_質押近月增減%,B7_質押動態,B8_日連買,B8_週連買,B8_囤貨張數
1584,精剛,其他業,09/18,18.2,0.0,555.0,10.2,30.8,340.0,6.16,⚠️ 放量滯漲 (拋壓增大，即將見頂反轉),56.202143950995385,1.66,,,,7.40,,,,,,🔥 強延續 (35.1%),,,,🌐 外資日連買(3)-🆕 試單觀察,,,,,-103.0,-180.0,-187.5,,,,,,,,,,,,,,,,,,,,,,,,,↘️ 微減,-0.04,0.43999999999999995,📈 小增,0.69,1.17,↗️ 微增,0.09,0.55,↘️ 微減,-0.09,-0.009999999999999926,,,,,,23.3,36.8,0.0,🔄 持平,1.5,8.6,🚨 暴增,3.0,4.0,157.0
1586,和勤,電機機械,09/18,18.0,0.28,316.0,5.67,47.4,245.0,4.39,⏸️ 平量滯漲 (拋壓增大，高位見頂),51.60427807486629,1.29,,,,2.40,,,,,,🔄 持平 (0%),,,,,,,,,,,,,,,,,,,,,,,,,,75.0,367.0,135.0,,,,,,,,📈 小增,0.69,0.87,↗️ 微增,0.04,-1.12,📈 小增,0.67,0.64,↘️ 微減,-0.15,0.7,,,,,,10.0,0,0.14,📈 增,-2.2,0.0,➖ 持平,12.0,4.0,443.98199999999997
1591,駿吉-KY,電機機械,09/18,41.7,5.84,558.0,23.0,,669.0,27.03,✈️ 平量大漲 (一致看漲無拋壓，加速上漲),169.00584795321635,0.85,,,,4.00,,,,,,,,💤 籌碼沉澱中,,🌐 外資日連買(2)-🆕 試單觀察,,,,,,,,,,,,,-12.5,250.0,,,,,,7.64,47.0,,,,,,,,,,,🔄 持平,0.0,0.0,↗️ 微增,0.02,0.14,↗️ 微增,0.02,0.14,↗️ 微增,0.02,0.13,,,,,,9.42,29.4,0.03,↗️ 微增,0.75,-0.1,↘️ 微減,5.0,4.0,88.799
1593,祺驊,運動休閒,09/18,31.9,1.11,29.0,0.92,8.12,16.0,0.49,⚠️ 放量滯漲 (拋壓增大，即將見頂反轉),9.523809523809534,1.88,,,,6.20,,,,,,🔄 持平 (0%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔄 持平,0.0,0.0,🔄 持平,-0.0,0.0,🔄 持平,-0.0,0.0,🔄 持平,-0.0,0.0,,,,,,17.2,20.3,0.0,🔄 持平,6.2,0.0,➖ 持平,2.0,3.0,20.0
1595,川寶,半導體業,09/18,65.7,2.02,250.0,16.5,,172.0,11.17,⚖️ 溫和震盪整理,-20.28985507246377,1.48,,,,5.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,↘️ 微減,-0.02,2.68,↘️ 微減,-0.02,3.9699999999999998,↘️ 微減,-0.08,3.53,↘️ 微減,-0.1,3.45,,,,,,9.84,28.9,-0.36,🚨 減/大減,0.78,0.0,➖ 持平,5.0,4.0,57.7
1599,宏佳騰,電機機械,09/18,23.1,0.0,12.0,0.27,,24.0,0.56,⚖️ 溫和震盪整理,28.57142857142858,0.48,,,,7.40,,,,,,🔄 持平 (0%),,,,🌐 外資週連買(2)-🌱 週線發動,,,,,,,,1.08,-32.9,,,,,,,,,,,,,,,,,,,,,,,↘️ 微減,-0.12,-0.16999999999999998,↘️ 微減,-0.11,0.9400000000000001,↘️ 微減,-0.11,-0.15,↘️ 微減,-0.11,0.41000000000000003,,,,,,12.1,0,0.0,🔄 持平,4.67,0.0,➖ 持平,8.0,4.0,11.0
1742,台蠟,化學工業,09/18,17.55,0.0,46.0,0.81,,30.0,0.52,⚠️ 放量滯漲 (拋壓增大，即將見頂反轉),252.17391304347828,1.56,,,,0.20,,,,,,,,,,,,,,,,,,0.0,-16.8,,,,,,,,,,,,,,,,,,,,,,,↗️ 微增,0.05,0.7300000000000001,↗️ 微增,0.05,0.7300000000000001,🔄 持平,-0.0,0.75,↘️ 微減,-0.01,0.08999999999999997,,,,,,51.6,4.18,0.0,🔄 持平,35.3,0.0,➖ 持平,3.0,4.0,61.0
1777,生泰,生技醫療業,09/18,74.3,0.54,38.0,2.84,9.99,43.0,3.21,⏸️ 平量滯漲 (拋壓增大，高位見頂),175.7281553398058,0.88,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,↗️ 微增,0.03,0.22000000000000003,↗️ 微增,0.03,0.14,↗️ 微增,0.03,0.14,↗️ 微增,0.03,0.14,雙引擎 | 長短線,,,,,42.5,0,0.0,🔄 持平,0.0,0.0,➖ 持平,2.0,4.0,78.0
1780,立弘,食品工業,09/18,25.15,0.0,53.0,1.32,13.6,66.0,1.64,⏸️ 平量滯漲 (拋壓增大，高位見頂),-64.22764227642277,0.8,,,,1.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,↗️ 微增,0.2,0.99,↗️ 微增,0.2,1.05,↗️ 微增,0.2,1.05,↗️ 微增,0.19,1.04,雙引擎 | 長短線,,,,,30.5,0,0.5,📈 增,-2.6,0.0,➖ 持平,14.0,3.0,494.0
1781,合世,生技醫療業,09/18,10.15,1.0,22.0,0.22,,11.0,0.11,⚠️ 放量滯漲 (拋壓增大，即將見頂反轉),83.33333333333334,2.0,,,,0.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔄 持平,0.0,0.0,🔄 持平,-0.0,0.0,🔥 大增,1.27,1.27,🔄 持平,-0.0,0.23,,,,,,17.0,0,0.0,🔄 持平,0.0,0.0,➖ 持平,3.0,4.0,26.154999999999998
1784,訊聯,生技醫療業,09/18,58.0,-1.86,62.0,3.61,50.9,42.0,2.45,🥀 平量價縮 (下跌中繼，弱反彈信號),44.97991967871484,1.47,,,,4.80,,,,,,🔄 持平 (0%),,,,🌐 外資週連買(2)-🌱 週線發動,,,,,,,,-0.91,-8.31,,,,,,,,,,,,,,,,,,,,,,,🔄 持平,0.0,0.0,🔄 持平,-0.0,0.0,🔄 持平,-0.0,-0.14,📉 小減,-0.74,0.09999999999999996,,,,,,11.9,0,0.0,🔄 持平,0.0,0.0,➖ 持平,4.0,4.0,62.0
1785,光洋科,其他電子業,09/18,96.8,0.83,4096.0,396.0,14.4,3790.0,363.8,⏸️ 平量滯漲 (拋壓增大，高位見頂),-40.45112781954887,1.09,,,,19.40,,,,,,,🔥 強延續 (0.07%),,💤 籌碼沉澱中,🏦 投信日連買(2)-🆕 試單觀察,,,,,,,,,,,,,,,,,,,,,,-4.0,135.0,-38.7,127.0,904.0,1229.4,,,1226.0,8780.0,↘️ 微減,-0.36,-1.9500000000000002,📉 小減,-0.52,-1.8100000000000003,📉 小減,-0.53,-1.9100000000000001,↘️ 微減,-0.27,-1.92,,,,,,9.37,3.25,0.0,🔄 持平,0.01,0.0,➖ 持平,14.0,4.0,198.195
1788,杏昌,生技醫療業,09/18,128.0,0.0,17.0,2.18,14.5,15.0,1.92,⏸️ 平量滯漲 (拋壓增大，高位見頂),47.297297297297305,1.14,,,,11.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔄 持平,0.0,-0.01,🔄 持平,-0.0,-0.01,🔄 持平,-0.0,-0.12000000000000001,🔄 持平,-0.0,-0.12000000000000001,,,,,,33.2,23.9,0.0,🔄 持平,0.0,0.0,➖ 持平,16.0,4.0,8.27
1796,金穎生技,食品工業,09/18,29.6,0.34,11.0,0.33,70.5,5.0,0.16,⚠️ 放量滯漲 (拋壓增大，即將見頂反轉),175.00000000000006,2.06,,,,0.80,,,,,,🔄 持平 (0%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔄 持平,0.0,0.0,🔄 持平,-0.0,0.0,🔄 持平,-0.0,0.02,🔄 持平,-0.0,0.02,,,,,,41.1,0,0.0,🔄 持平,0.0,0.0,➖ 持平,2.0,4.0,14.0
1799,易威,生技醫療業,09/18,28.85,1.23,118.0,3.38,,95.0,2.73,⏸️ 平量滯漲 (拋壓增大，高位見頂),9.385113268608425,1.24,,,,6.20,,,,,,,,,,🌐 外資日連買(2)-🆕 試單觀察,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔄 持平,0.0,0.0,🔄 持平,-0.0,0.0,↗️ 微增,0.01,-0.24000000000000002,🔄 持平,-0.0,0.0,,,,,,14.6,0,0.0,🔄 持平,-14.6,0.0,➖ 持平,6.0,4.0,51.0
1813,寶利徠,生技醫療業,09/18,11.35,0.0,8.0,0.09,51.6,19.0,0.21,⚖️ 溫和震盪整理,-74.28571428571429,0.43,,,,9.80,,,,,,,,,,,,,0.0,-44.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔄 持平,0.0,0.0,🔄 持平,-0.0,0.24,🔄 持平,-0.0,0.24,🔄 持平,-0.0,0.24,,,,,,4.95,0,0.0,🔄 持平,0.01,0.0,➖ 持平,3.0,4.0,25.86
1815,富喬,電子零組件業,09/18,119.5,6.7,96780.0,11763.0,34.3,58838.0,7009.6,🚀 放量大漲 (量價齊升，持續看漲),91.73594132029339,1.68,,,,25.50,,,,,,,🔥 強延續 (2.06%),💤 籌碼沉澱中,🔥 持續加碼 (0.32%),🏦 投信週連買(2)-🌱 週線發動,,,,,,,,,,,,,,,,,,12.4,9.99,7.77,125.0,5141.0,4228.0,61435.0,1417.0,10917.0,16933.2,,,17223.0,128475.0,🚨 劇減,-5.27,16.959999999999997,🚨 劇減,-5.57,17.139999999999997,🚨 劇減,-5.59,17.46,🚨 劇減,-5.58,18.04,,,,,,11.2,6.26,0.0,🔄 持平,-1.2,0.0,➖ 持平,9.0,4.0,20919.631
2061,風青,電器電纜,09/18,52.4,0.0,1973.0,104.0,46.0,1658.0,85.62,⏸️ 平量滯漲 (拋壓增大，高位見頂),-31.12582781456954,1.21,,,,2.30,,,,,,🔄 持平 (0%),,💤 籌碼沉澱中,,,,,,,,,,,,,,,,,,,,,,,,225.0,211.0,1179.0,,,,,,,,↗️ 微增,0.1,0.89,↗️ 微增,0.1,-1.9899999999999995,↗️ 微增,0.04,-2.19,↘️ 微減,-0.07,-2.74,,,,,,11.4,0,-0.1,🚨 減/大減,-0.2,0.0,➖ 持平,16.0,4.0,133.0
2063,世鎧,鋼鐵工業,09/18,23.9,0.42,31.0,0.74,13.1,23.0,0.55,⏸️ 平量滯漲 (拋壓增大，高位見頂),60.86956521739128,1.35,,,,1.30,,,,,,🔄 持平 (0%),,,,🌐 外資週連買(4)-🌱 週線發動,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔄 持平,0.0,0.11,🔄 持平,-0.0,0.11,🔄 持平,-0.0,-1.4200000000000002,↘️ 微減,-0.1,-0.72,,,,,,10.4,25.7,0.0,🔄 持平,0.49,0.0,➖ 持平,1.0,4.0,30.0
2064,晉椿,鋼鐵工業,09/18,11.75,-1.67,2.0,0.02,588.0,135.0,1.64,📉 縮量小跌 (主力洗盤止跌，擇機進場),-99.54128440366972,0.01,,,,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,36.7,,,,,,,,,,,🔄 持平,0.0,0.0,🔄 持平,-0.0,0.0,🔄 持平,-0.0,0.0,🔄 持平,-0.0,0.02,,,,,,13.0,0,0.0,🔄 持平,0.0,0.0,➖ 持平,2.0,3.0,5.0
2065,世豐,鋼鐵工業,09/18,35.15,-0.28,67.0,2.36,9.23,42.0,1.5,⚠️ 放量滯漲 (拋壓增大，即將見頂反轉),25.531914893617014,1.57,,,,1.10,,,,,,,,,,🌐 外資日連買(4)-🆕 試單觀察,,,-8.82,-13.9,,,,0.0,-10.5,,,,,,,,,,,,,,,,,,,,,,,↗️ 微增,0.11,0.68,↗️ 微增,0.11,0.6799999999999999,↗️ 微增,0.03,0.57,↗️ 微增,0.03,-0.06,雙引擎,,,,,12.6,24.7,0.0,🔄 持平,0.0,0.0,➖ 持平,4.0,4.0,41.0
2066,世德,電機機械,09/18,52.7,0.76,73.0,3.84,14.4,36.0,1.89,⚠️ 放量滯漲 (拋壓增大，即將見頂反轉),137.037037037037,2.03,,,,10.00,,,,,,🔄 持平 (0%),,,,,,,,,9.0,-114.0,47.4,,,,,,,,,,,,,,,,,,,,,,,,,🔄 持平,0.0,0.0,🔄 持平,-0.0,-0.04,🔄 持平,-0.0,-0.13000000000000012,↗️ 微增,0.01,-0.2800000000000001,,,,,,23.1,0,0.0,🔄 持平,0.2,0.0,➖ 持平,2.0,4.0,50.0
2067,嘉鋼,電機機械,09/18,5.1,-2.11,7.0,0.04,,26.0,0.13,📉 縮量小跌 (主力洗盤止跌，擇機進場),-84.61538461538461,0.31,,,,11.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔄 持平,0.0,0.0,🔄 持平,-0.0,0.0,🔄 持平,-0.0,0.0,🔄 持平,-0.0,0.04,,,,,,26.1,46.8,0.0,🔄 持平,0.0,0.0,➖ 持平,2.0,2.0,25.0
2070,精湛,電機機械,09/18,61.6,-0.16,77.0,4.77,21.1,47.0,2.9,⚠️ 放量滯漲 (拋壓增大，即將見頂反轉),8.65603644646924,1.64,,,,2.80,,,,,,⚠️ 趨緩 (6.54%),,💤 籌碼沉澱中,,🌐 外資日連買(3)-🆕 試單觀察,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔄 持平,0.0,0.0,↗️ 微增,0.12,2.17,⚠️ 大減,-1.33,2.18,↗️ 微增,0.06,2.44,,,,,,19.5,0,0.0,🔄 持平,0.1,0.0,➖ 持平,4.0,4.0,453.916
2221,大甲,其他業,09/18,127.5,9.91,13593.0,1671.0,42.1,8716.0,942.6,🚀 放量大漲 (量價齊升，持續看漲),76.08008429926238,1.77,,,,3.60,,,,,,,,💤 籌碼沉澱中,,🌐 外資日連買(2)-🆕 試單觀察,,,,,,,,,,,,,17.6,397.0,152.0,813.0,1938.0,,,2.76,18.6,-44.0,236.0,-561.0,,,,,,,,🚀 劇增,2.69,2.2199999999999998,🚀 劇增,4.57,4.1000000000000005,🚀 劇增,4.57,4.1000000000000005,🚀 劇增,2.23,2.73,雙引擎 | 長短線,,,,,40.9,0,0.0,🔄 持平,0.0,0.0,➖ 持平,7.0,4.0,523.04
2230,泰茂,居家生活,09/18,21.4,-2.51,221.0,4.82,,99.0,2.14,🛡️ 放量小跌 (見底信號，越跌越買反轉),148.4536082474227,2.25,,,,4.30,,,,,,,,,,,,⚠️ 初危,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,↗️ 微增,0.1,0.12000000000000001,↗️ 微增,0.09,0.12,↗️ 微增,0.09,0.13,📉 小減,-0.57,-0.5,,,,,,13.1,47.9,0.0,🔄 持平,-0.1,0.0,➖ 持平,13.0,4.0,112.0
2596,綠意,建材營造業,09/18,35.1,1.15,47.0,1.63,12.9,169.0,6.04,⚖️ 溫和震盪整理,-71.602787456446,0.27,,,,0.70,,,,,,,,,,🌐 外資週連買(5)-🚀 趨勢加溫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,↘️ 微減,-0.07,-0.060000000000000005,↘️ 微減,-0.07,-0.060000000000000005,↘️ 微減,-0.1,-0.05,↘️ 微減,-0.1,0.35,,,,,,45.4,0,0.0,🔄 持平,0.0,0.0,➖ 持平,16.0,4.0,84.0
2640,大車隊,數位雲端,09/18,170.5,-0.87,87.0,15.0,17.9,78.0,12.8,⏸️ 平量滯漲 (拋壓增大，高位見頂),-54.68277945619335,1.17,,,,4.50,,,,,,🔄 持平 (0%),,,,,,,,,,,,,,,,,,,,,,3.03,6.25,,,,,,,,,,,,,↘️ 微減,-0.1,-0.11,↘️ 微減,-0.1,-0.11,↘️ 微減,-0.07,-0.06000000000000001,↘️ 微減,-0.07,-0.06000000000000001,,,,,,36.5,9.17,0.0,🔄 持平,0.0,0.0,➖ 持平,3.0,4.0,42.0
2641,正德,航運業,09/18,17.55,-0.28,1331.0,23.4,7.56,1029.0,18.0,⏸️ 平量滯漲 (拋壓增大，高位見頂),38.46153846153846,1.3,,,,5.30,,,,,,,,💤 籌碼沉澱中,,,,,,,50.0,-200.0,87.8,,,46.0,-84.0,80.7,,,,,,,,,,,,,,,,,,,,↗️ 微增,0.03,-0.84,↘️ 微減,-0.26,-1.11,↘️ 微減,-0.07,-0.09,↗️ 微增,0.42,-0.08000000000000002,雙引擎,,,,,18.2,40.8,0.0,🔄 持平,-0.7,0.0,➖ 持平,5.0,4.0,458.221
2643,捷迅,航運業,09/18,62.5,-0.16,3.0,0.22,8.7,4.0,0.28,⏸️ 平量滯漲 (拋壓增大，高位見頂),-56.86274509803921,0.79,,,,1.60,,,,,,🔄 持平 (0%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,↘️ 微減,-0.01,-0.04999999999999999,↘️ 微減,-0.01,-0.04999999999999999,↘️ 微減,-0.01,-0.04999999999999999,↘️ 微減,-0.01,-0.04999999999999999,,,,,,37.0,9.89,0.0,🔄 持平,0.1,-1.51,✅ 大減,1.0,4.0,4.0
2718,全心投控,建材營造業,09/18,40.7,1.5,15.0,0.62,3.88,19.0,0.78,⏸️ 平量滯漲 (拋壓增大，高位見頂),21.568627450980383,0.79,,,,0.50,,,,,,,🔥 強延續 (19.0%),,🔄 今日量縮持平,🏦 投信日連買(4)-🆕 試單觀察 | 🏦 投信週連買(2)-🌱 週線發動,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔄 持平,0.0,0.0,🔄 持平,-0.0,0.0,🔄 持平,-0.0,0.0,🔄 持平,-0.0,0.0,,,,,,11.9,0,0.0,🔄 持平,0.0,0.0,➖ 持平,2.0,4.0,33.0
2719,燦星旅,觀光餐旅,09/18,19.5,0.0,14.0,0.28,28.7,5.0,0.11,⚠️ 放量滯漲 (拋壓增大，即將見頂反轉),250.00000000000006,2.55,,,,0.20,,,,,,🔥 強延續 (56.3%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔄 持平,0.0,-0.35,🔄 持平,-0.0,-0.35,🔄 持平,-0.0,-0.35,🔄 持平,-0.0,-0.35,,,,,,72.3,40.0,0.0,🔄 持平,0.0,0.0,➖ 持平,1.0,4.0,6.0
2724,藝舍-KY,其他業,09/18,11.65,8.37,42.0,0.46,,11.0,0.12,🚀 放量大漲 (量價齊升，持續看漲),819.9999999999999,3.83,,,,15.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔄 持平,0.0,1.8800000000000001,🔄 持平,-0.0,1.8800000000000001,🔄 持平,-0.0,1.8800000000000001,🔄 持平,-0.0,1.1800000000000002,,,,,,45.8,0,0.0,🔄 持平,0.0,0.0,➖ 持平,1.0,3.0,16.0
